"","0","0 | 1","7200","7200 | 1"
"pspA",9101.14,6277.09,4725.15,3214.18
"pspB",9290.58,6206.37,4706.78,3450.27
"pspC",7965.88,4780.43,4731.88,3348.45
"pspD",6577.01,4159.26,4007.05,2897.71
"pspE",4821.27,3115.76,3890.78,2646.64
"ycjM",10.1319,6.55621,1.98667,5.17346
"ycjN",6.10666,4.21151,3.66005,6.2143
"ycjO",43.8172,66.67,176.064,390.242
"ycjP",37.2075,66.9825,113.774,261.379
"ycjQ",61.158,112.914,129.786,236.293
"ycjR",49.8646,72.5394,98.7473,195.308
"ycjS",109.382,170.4,205.641,343.703
"ycjT",40.5897,40.0868,117.96,189.25
"ycjU",0.386654,0.311531,0.312189,0.370528
"ycjV",25.0759,59.4392,45.4544,38.3808
"ycjW",364,403.985,1082.89,1015.01
"ycjX",1296.24,1566.48,1349.35,804.35
"ycjF",662.999,824.064,797.636,623.852
"tyrR",0.538841,1.85842,1.679,1.72881
"tpx",2341.08,2672.32,1840.86,1500.97
"mpaA",263.876,446.963,727.062,875.808
"ycjY",155.572,178.454,157.013,158.669
"pgrR",323.692,300.466,508.8,306.666
"mppA",896.739,828.565,1499.02,1383.18
"ynaI",972.491,948.579,1785.39,1583.33
"ynaJ",3822.85,3858.85,3642.56,2634.65
"uspE",955.547,765.523,952.356,1046.08
"fnr",5974.59,4711.62,3670.9,2798.24
"ogt",799.396,1010.01,939.778,929.465
"abgT",142.723,152.279,212.488,209.151
"abgB",108.894,111.88,253.032,261.417
"abgA",124.08,226.523,187.75,245.27
"abgR",346.928,282.861,387.332,335.207
"smrA",1128.72,1135.46,1465.74,1363.04
"dgcM",125.284,198.86,261.91,449.804
"zntB",558.21,542.316,1039.25,1088.27
"dbpA",356.14,418.722,377,459.948
"ttcA",380.575,606.013,530.658,732.628
"intR",0.344906,0.231532,0.554752,0.367715
"xisR",32.998,61.2723,165.814,169.423
"rcbA",55.9504,102.061,202.747,204.454
"ralR",89.2013,119.899,169.041,184.274
"recT",106.08,149.153,250.42,297.885
"recE",76.4237,105.958,188.053,270.396
"racC",169.597,216.959,324.293,191.062
"kilR",180.244,199.073,412.311,326.66
"ydaG",345.087,299.202,968.998,775.467
"racR",13.5236,6.93805,9.48226,7.47641
"ydaS",7.20153,0.824481,6.18743,0.493393
"ydaT",0.648558,0.346959,1.12858,2.18859
"ydaU",1.90397,0.10809,0.160814,0.942601
"ydaV",2.99806,11.5295,0.750222,0.654782
"ydaW",5.42591,18.7446,14.0903,24.1698
"rzpR",9.56745,4.96229,1.27992,5.60196
"trkG",1.11077,0.594334,0.285041,0.478657
"ynaK",0.561597,0.408581,1.39358,0.611469
"ydaY",0.940068,0.843059,7.09292,4.00382
"ynaA",0.839351,0.557336,3.09248,0.861418
"insH5",10.0613,25.4814,19.6873,11.9674
"stfR",3.24866,5.8903,3.32854,1.46291
"tfaR",5.81649,9.8626,9.9426,4.65327
"pinR",11.8096,2.39903,4.23317,1.7394
"ynaE",1.54057,0.292072,2.01758,0.172002
"ompN",88.0003,88.2428,570.128,627.674
"micC",67.8681,65.1064,182.759,303.442
"ydbK",340.323,310.964,436.234,603.417
"hslJ",1765.87,1783.42,1232.31,1886.11
"ldhA",1722.32,1849.68,1519.88,1358.45
"ydbH",42.6264,20.4081,10.5164,3.00061
"ynbE",16.5617,8.35081,10.3349,4.49442
"ydbL",1.28782,7.2889,1.92712,0.482062
"feaR",8.68856,6.67108,3.42174,5.32611
"feaB",1.28627,3.64477,2.03191,0.178771
"tynA",3.86874,7.86359,5.08301,2.74373
"paaZ",5.67436,4.60442,7.92499,4.8909
"paaA",5.9022,6.67859,3.09986,3.02744
"paaB",1.17449,1.72461,5.82244,4.26154
"paaC",1.50173,1.823,2.60985,0.747114
"paaD",3.55239,0.331946,2.3162,3.24825
"paaE",13.2205,2.42164,2.46715,1.60224
"paaF",12.4041,8.40543,12.9975,6.03443
"paaG",22.6747,14.0295,5.27244,7.40323
"paaH",2.15557,0.475329,0.831064,2.91331
"paaI",6.86647,10.4763,3.64845,3.01684
"paaJ",27.8513,3.88845,6.51977,3.17335
"paaK",7.82991,1.22149,0.450435,0.745141
"paaX",2.34964,2.38917,0.656333,0.817535
"paaY",12.8467,5.5423,13.1827,6.11056
"pdxI",131.261,121.99,227.01,400.763
"ydbD",9.0288,0.884182,9.78499,7.43438
"ynbA",158.487,179.61,979.202,1523.8
"ynbB",133.241,184.035,1050.74,1437.38
"ynbC",249.349,205.744,859.74,1197.47
"ynbD",69.1325,169.158,376.243,785.344
"azoR",100.497,118.399,151.163,182.153
"hrpA",1.17612,1.32207,1.06575,7.56084
"ydcF",9.47851,1.16133,14.3551,3.10277
"aldA",1036.19,802.336,533.597,562.741
"cybB",2185.37,2085.62,2276.94,1833.64
"ydcA",609.011,634.884,841.458,936.695
"hokB",570.084,438.385,756.565,395.068
"mokB",257.629,161.81,312.435,210.381
"sokB",1316.51,948.241,1341.13,1556.57
"opgD",1095.53,865.952,1075.24,877.43
"ydcH",1299.13,1850.08,583.659,607.1
"rimL",170.185,192.762,424.93,436.301
"ydcK",76.982,108.404,241.234,229.635
"tehA",189.012,274.539,862.131,717.203
"tehB",220.366,254.574,913.691,725.868
"ydcL",479.259,514.779,974.864,1098.66
"insQ",720.378,864.594,1098.15,1104.15
"sutR",385.755,562.227,1014.34,1022.65
"rlhA",452.092,614.247,865.376,1006.62
"yncJ",3765.65,1875.8,3810.17,2060.14
"hicB",703.511,1025.92,1577.25,1363.43
"ydcR",839.393,535.877,1576.18,1640.23
"ydcS",73.1154,123.743,322.92,490.695
"ydcT",72.2755,90.3657,172.226,292.969
"ydcU",45.8452,61.9658,137.52,255.556
"patD",234.28,284.076,449.483,455.169
"ortT",908.972,890.268,1469.48,1492.48
"ydcY",2410.49,2071.7,2125.04,1697.38
"ydcZ",155.201,169.666,507.1,474.432
"mnaT",477.61,505.144,695.295,649.105
"curA",152.714,234.4,348.136,409.331
"yncD",1.58079,1.0741,0.535649,2.94655
"yncE",4022.19,4766.64,3181.36,2541.67
"yncG",57.1905,79.7449,116.194,97.6227
"yncH",14.9238,43.4371,38.2088,41.357
"rhsE",332.398,486.346,494.971,585.267
"yncI",158.731,231.658,348.777,716.331
"pptA",656.831,675.982,1211.99,1312.23
"nhoA",105.255,128.302,328.316,638.768
"yddE",339.21,472.127,366.024,610.031
"narV",95.582,95.63,194.146,270.412
"narW",33.0451,89.773,109.214,122.174
"narY",41.2743,61.3725,57.159,86.1834
"narZ",2.50774,1.78925,3.99884,20.9479
"narU",3.31697,0.363728,0.378228,0.153544
"yddJ",22.9815,47.6444,32.3137,24.5641
"yddK",2.87529,3.35604,1.9171,1.04803
"yddL",85.4326,107.871,224.888,224.291
"yddG",238.021,226.95,627.565,541.283
"fdnH",139.793,203.78,263.941,366.338
"fdnI",112.332,113.712,251.273,293.563
"yddM",436.835,818.648,791.078,1206.47
"maeA",689.801,761.056,607.421,865.302
"sra",1823.38,2091.34,1111.12,1233.97
"osmC",1080.95,973.517,1510.78,1589.04
"ddpF",1.09005,1.16641,0.512339,3.57455
"ddpD",65.8907,91.309,177.363,292.776
"ddpC",116.128,123.999,287.191,300.787
"ddpA",72.5133,91.5648,155.988,212.719
"ddpX",91.7607,166.254,252.221,288.599
"dosC",231.861,217.346,490.086,537.804
"digH",235.331,229.584,375.186,432.529
"gadC",85.9919,118.663,184.85,220.144
"gadB",110.566,212.323,174.817,222.838
"pqqL",179.107,260.921,467.299,511.593
"yddB",100.161,128.021,259.215,324.484
"yddA",175.337,264.376,581.52,668.341
"ydeM",108.657,96.9824,237.164,210.241
"ydeN",302.762,308.277,419.336,419.507
"ydeO",69.2605,116.435,150.673,170.853
"safA",36.0157,92.7168,113.479,122.662
"ydeP",275.184,251.33,471.799,646.251
"ydeQ",460.248,477.434,514.586,499.015
"ydeR",491.372,441.986,365.278,327.897
"ydeS",452.658,369.594,423.593,395.284
"ydeT",391.378,346.683,546.682,498.337
"yneL",107.524,112.849,572.879,492.147
"hipB",1.27106,1.54727,0.179938,1.70119
"lsrK",202.528,223.888,429.163,465.183
"lsrR",330.932,385.437,492.927,458.575
"lsrA",142.998,172.409,162.195,169.018
"lsrC",84.0585,96.1572,130.698,140.486
"lsrD",49.1736,72.3053,88.247,113.018
"lsrB",25.101,60.5943,51.9617,61.3126
"lsrF",57.1455,103.926,117.552,115.348
"lsrG",64.9387,99.3825,111.008,123.831
"tam",104.377,105.511,156.81,171.6
"yneE",207.295,216.284,423.158,468.858
"uxaB",193.101,213.063,761.471,581.918
"dgcF",101.095,176.489,297.881,451.711
"glsB",615.338,595.163,937.402,1094.47
"sad",312.247,485.274,693.81,884.271
"yneJ",396.214,322.487,871.708,800.708
"ydeA",248.389,342.237,541.163,911.341
"marR",2396.12,1582.09,3385.34,2708.64
"marA",5563.13,4466.17,5176.84,3839.11
"marB",62.3262,31.7779,213.366,247.249
"eamA",4.50666,5.29124,4.33421,1.26589
"ydeE",0.386633,0.432029,0.812663,0.718858
"dgcZ",4562.98,3053.88,4285.68,2509.5
"ydeI",90.8675,109.042,267.025,345.165
"ydeJ",60.792,93.5347,255.828,455.472
"dcp",345.97,384.828,302.405,391.44
"ydfG",1434.13,1363.07,1289.16,1091.69
"rspR",744.819,744.962,1096.45,1012.52
"ydfZ",367.641,321.527,639.587,848.862
"ydfJ",275.885,289.723,1348.58,1743.27
"stfQ",0.350605,4.92724,0.428789,1.89417
"ydfO",3.23757,0.206058,0.379576,0.217036
"gnsB",0.0342064,0.0578491,0.00953917,0.201633
"ynfN",7.50861,0.714927,3.23213,2.51122
"cspI",1.43064,0.27951,0.393549,0.0658161
"rzpQ",10.0657,0.95082,2.47125,0.402084
"rrrQ",3.65362,3.47517,0.811441,0.730432
"ydfR",2.31396,0.23947,0.578381,0.428966
"essQ",0.755917,0.632968,1.17389,0.186293
"cspB",4.16055,0.494637,0.608683,1.67482
"cspF",0.753881,2.88518,0.175552,0.248349
"ydfT",1.34297,3.6858,0.90797,0.256205
"ydfU",12.3593,8.1215,14.3625,10.6446
"rem",1.49972,3.1494,4.45128,2.27244
"hokD",7808.8,4689.55,4519.79,2820.07
"relE",15.4755,12.3905,8.61644,4.13343
"relB",0.412318,0.729282,0.15194,1.90569
"ydfV",2.78778,0.205797,4.35053,0.408473
"flxA",2.50209,6.86409,9.9994,7.06772
"ydfW",0.61587,3.8627,0.218257,0.197879
"ydfX",4.3484,9.72459,4.35271,1.46378
"dicC",0.607809,2.1817,2.76672,2.65996
"dicA",1.47792,3.87912,0.572664,2.5342
"ydfA",1597.44,1672.03,1557.02,1316.76
"ydfC",659.421,681.949,1298.76,1350.28
"dicF",240.726,255.767,734.045,875.572
"dicB",3.61008,0.592616,0.19399,0.545964
"ydfD",1086.88,1312.82,2182,2441.42
"ydfE",38.7318,11.5041,30.2599,26.6538
"intQ",0.419421,0.256874,0.364599,0.295047
"rspB",7.8403,8.16442,7.47568,3.2089
"rspA",1.93226,0.746614,0.294314,0.587844
"ynfA",417.603,528.356,866.965,797.966
"ynfB",3001.71,3006.59,2055.09,1728.07
"speG",2405.6,2141.24,1775.58,1508.03
"ynfC",1073.03,906.871,1404.48,1060.54
"ynfE",143.094,100.017,124.598,143.011
"ynfF",118.461,154.199,191.771,221.727
"ynfG",98.6298,88.5297,188.432,261.002
"ynfH",185.658,240.998,480.8,575.269
"dmsD",563.347,490.934,786.736,794.223
"clcB",195.772,325.31,651.857,910.52
"bidA",619.601,533.972,728.18,730.76
"mlc",2544.2,2145.8,1498.03,1042.73
"ynfL",204.926,226.1,442.867,532.688
"ynfM",242.218,434.322,924.461,851.381
"asr",185.059,215.404,456.253,370.799
"mdtI",2153.49,1615.71,2293.27,2101.52
"mdtJ",4428.9,3277.57,2702.66,2080.31
"tqsA",366.02,396.872,689.322,862.9
"pntB",1666.14,1419.3,2137.76,2081.6
"pntA",2746.28,2839.25,2277.07,1810.27
"ydgH",1392.39,1086.41,1090.53,922.557
"ydgI",561.279,514.371,847.193,1042.28
"folM",443.496,487.904,618.952,725.882
"ydgC",701.548,926.135,1203.96,976.489
"rstA",295.334,496.742,611.86,689.733
"rstB",138.338,234.255,426.632,420.912
"tus",993.374,1013.2,1419.9,1295.17
"fumC",244.878,202.521,531.728,582.076
"fumA",1081.97,1190.75,1091.06,1116.98
"manA",934.731,954.669,1019.48,897.519
"ydgA",1357.31,1369.3,1324.03,1250.72
"uidC",264.571,313.951,1140.6,1202.98
"uidB",55.8919,103.102,99.8077,153.741
"uidR",1428.45,1194.06,1295.1,1214.57
"malI",950.708,1038.89,1121.19,981.316
"malX",712.777,677.334,478.905,559.916
"malY",378.464,426.441,422.349,544.263
"add",831.784,854.428,792.523,1165.28
"ydgJ",550.51,552.032,605.844,715.574
"blr",3034.28,2899.17,2615.31,2061.2
"cnu",2953.78,3086.83,2965.46,2445.39
"ydgK",1939.63,1762.46,2350.06,2082.24
"rsxA",1627.6,1443.29,2015.87,1778.47
"rsxB",1872.69,2342.88,2540.2,2672.1
"rsxC",572.758,705.957,1012.59,1417.56
"rsxD",260.359,307.853,484.787,791.648
"rsxG",267.752,269.211,412.179,677.419
"rsxE",191.876,304.533,285.297,496.81
"nth",176.408,160.356,172.552,246.063
"gstA",2292.29,2292.54,2090.32,1728.94
"pdxY",359.406,378.219,603.788,724.377
"tyrS",1831.54,2072.74,1821.64,1645.35
"pdxH",368.782,405.91,571.953,844.731
"mliC",422.706,407.849,563.836,986.699
"anmK",394.995,440.271,633.911,748.726
"slyB",2685.07,3375.22,2048.8,1658.93
"slyA",2886.51,1743.29,2174.5,1393.02
"ydhI",821.333,786.713,946.202,1078.33
"ydhJ",363.718,344.799,402.193,532.051
"ydhK",346.632,337.14,646.892,649.798
"sodC",388.794,498.089,812.99,772.983
"ydhL",31.4166,73.956,145.074,200.839
"nemR",27.4704,36.7809,36.5775,21.7202
"nemA",639.775,613.649,1298.31,1112.61
"gloA",2176.17,2328.27,1651.01,1394.68
"rnt",782.713,595.274,919.587,955.314
"lhr",4.24457,1.29735,1.42599,0.762813
"grxD",3329.94,2621.43,2643.24,2010.86
"mepH",655.236,866.948,756.327,919.483
"sodB",6582.44,6062.94,3908.56,2621.78
"ydhP",651.332,672.385,968.062,1312.77
"purR",1560.87,1680.97,1492.97,1568.03
"punR",579.79,539.449,1473.73,1191.28
"punC",129.428,141.846,422.127,453.708
"cfa",591.272,929.947,1246.49,1950.48
"ribC",1088.39,949.697,1025.41,732.912
"mdtK",767.326,880.4,1446.06,1707.62
"ydhQ",925.801,1173.47,1152.94,1014.48
"ydhR",5203.35,5366.84,3818.27,3138.7
"ydhS",121.789,148.917,323.403,422.804
"ydhT",164.302,177.865,359.078,531.283
"ydhU",156.946,177.228,463.524,687.086
"ydhX",57.1355,88.0215,270.505,461.508
"ydhW",145.377,118.718,418.462,665.583
"ydhV",136.907,158.103,283.546,577.238
"ydhY",59.9445,81.3094,239.323,405.98
"fumD",614.634,749.633,772.073,822.072
"pykF",1545.27,1869.07,838.663,734.798
"lpp",8996.83,6220.44,4035.65,2992.93
"ldtE",573.278,614.721,730.029,616.208
"sufE",130.001,193.279,218.882,294.839
"sufS",174.41,271.932,313.857,360.038
"sufD",286.294,585.7,447.953,616.026
"sufC",219.954,460.574,293.079,448.999
"sufB",371.244,744.072,519.133,580.661
"sufA",341.521,624.658,471.202,532.788
"rydB",55.4326,55.4909,130.103,174.18
"ydiH",732.652,554.781,930.631,1193.08
"menI",332.014,397.22,599.072,918.241
"ydiJ",329.499,438.823,770.842,989.372
"ydiK",454.454,338.576,574.156,690.218
"rprA",574.614,648.816,660.23,1595.12
"ydiL",128.619,160.069,242.342,549.381
"ydiM",47.6477,55.7975,150.521,167.557
"ydiN",64.0941,91.6968,161.233,207.689
"ydiB",104.317,170.349,244.997,319.765
"aroD",284.561,270.8,412.926,363.748
"ydiF",0.358542,0.369643,1.67906,0.378694
"ydiP",182.455,185.842,443.438,497.893
"ydiQ",65.5203,147.803,215.924,274.948
"ydiR",51.3504,68.0611,126.62,175.542
"ydiS",50.4672,65.875,131.359,190.062
"ydiT",49.3847,55.6438,117.445,175.88
"fadK",54.5896,54.1809,76.6086,123.078
"ppsA",3834.24,3302.88,2613.31,2421.85
"ppsR",1320.42,1751.07,1170.59,894.51
"aroH",400.839,558.527,1008.51,1246.58
"ydiE",2625.27,3470.02,3711.37,2818.53
"selO",559.797,667.737,779.301,842.952
"rflP",693.276,622.694,1190.41,1170.01
"nlpC",1261.89,1091.13,1644.85,1363.29
"btuD",429.882,374.593,723.192,931.423
"btuE",459.572,553.946,788.822,953.872
"btuC",545.986,612.793,978.678,1367.83
"ihfA",3635.78,3167.24,2410.16,1909.07
"pheT",2176.76,2316.01,1404.23,1684.93
"pheS",2823.71,2609.86,1699.85,1468.95
"pheM",191.692,243.276,200.753,210.865
"rplT",4031.55,3444.66,3236.26,2706.19
"rpmI",6815.85,5769.92,4204.71,3289.71
"thrS",10.3854,6.025,0.924439,3.03382
"ydiY",358.879,424.456,715.861,963.223
"pfkB",1100.23,1419.27,937.182,968.809
"ydiZ",388.758,633.108,462.647,539.092
"yniA",758.52,592.092,632.553,683.71
"yniB",1242.3,1495.55,1385.57,1123.95
"hxpB",866.503,839.709,859.847,874.196
"ydjM",1238.23,966.829,2749.21,2337.83
"tcyP",243.77,215.946,744.074,1047.13
"ydjO",71.3217,75.1592,178.813,283.051
"cedA",1701.16,1653.94,1911.42,1619.25
"katE",86.5604,184.382,190.814,226.439
"chbG",2.00755,2.96144,1.03037,0.437097
"chbF",0.49885,1.94642,1.57158,0.420183
"chbR",326.429,319.062,615.127,675.957
"chbA",372.202,469.368,606.574,651.761
"chbB",1369.76,1227.9,1342.12,1060.21
"osmE",1267.72,1230.88,894.484,928.253
"nadE",1897.25,2227.02,1439.2,1133.41
"cho",1.87784,0.866052,1.93384,0.531238
"spy",1976.93,1274.75,1537.65,887.22
"astE",40.9572,98.7201,160.291,267.237
"astB",112.801,136.756,237.662,314.754
"astD",7.71611,4.595,3.14037,3.97284
"astC",262.523,394.678,435.22,451.623
"xthA",0.841479,0.902441,1.65741,0.655267
"ydjX",173.732,139.572,268.254,236.876
"ydjY",160.979,212.552,203.254,197.866
"ydjZ",83.3463,113.557,205.851,221.045
"ynjA",259.016,306.354,283.696,347.249
"ynjB",8.75527,9.24327,12.1482,11.1755
"ynjC",0.39857,0.313121,0.434305,0.455469
"ynjD",77.2301,128.494,180.654,227.758
"ynjE",18.0494,64.7272,112.079,164.629
"ynjF",1.18441,3.64674,7.3684,3.72758
"nudG",200.275,247.132,466.178,383.896
"ynjH",248.387,166.489,373.428,329.742
"gdhA",1318.04,1394.59,1011.95,1160.67
"topB",370.957,524.91,621.9,838.247
"selD",2460.47,2632.54,1838.23,1712.44
"ydjA",3031.46,2764.62,1843.66,1632.44
"sppA",1.75052,0.555165,1.73974,0.628238
"ansA",508.591,575.715,469.299,457.183
"pncA",292.225,312.624,371.731,372.134
"ydjE",572.205,361.145,1186.54,1025.49
"ydjF",2463.51,2373.57,2728.64,2119.43
"ydjG",335.631,265.314,752.599,869.432
"ydjH",3.74159,0.252397,2.0212,2.56067
"ydjI",473.907,423.735,747.561,781.282
"ydjJ",318.556,334.564,447.677,431.246
"ydjK",277.451,344.031,254.938,305.262
"ydjL",854.896,801.183,439.317,427.473
"yeaC",3789.63,2890.39,2023.19,1502.41
"msrB",4188.6,3227.43,2484.61,1790.35
"gapA",8344.14,7429.74,3706.55,2602.79
"yeaD",1209.1,1439.32,462.916,412.281
"yeaE",358.21,558.75,786.735,1124.82
"mipA",3379.72,3350.95,2422.87,2037.48
"yeaG",307.985,455.796,355.593,413.592
"yeaK",1277.1,1076,1308.93,1218.94
"yoaI",201.004,149.442,570.334,580.106
"yeaL",404.127,319.306,703.889,769.343
"nimR",728.224,773.046,1286.9,1224.3
"nimT",105.985,157.666,279.875,394.974
"yeaO",385.118,324.451,545.224,444.519
"yoaF",789.816,677.514,1075.82,851.483
"yeaQ",1015.07,1286.08,1048.95,1092.84
"yoaG",1166.03,1636.45,1146.67,1289.3
"yeaR",1091.75,1740.85,1101.09,1202.73
"leuE",1070.29,1364.2,1655.05,1441.43
"dmlR",144.578,186.365,206.523,240.3
"dmlA",83.7201,145.014,201.214,238.985
"yeaV",91.9372,116.732,168.181,240.502
"yeaW",182.473,184.15,202.373,236.399
"yeaX",0.605716,0.314155,0.920954,1.66396
"rnd",1110.88,1338.05,1558,1611.06
"fadD",0.864837,2.18603,0.755642,1.60029
"yeaY",1383.07,1207.91,2003.86,1702.57
"tsaB",742.081,734.987,1066.74,1314.81
"yoaA",6.51749,1.82894,0.572407,0.806253
"yoaB",1309.88,1288.48,1231.13,925.101
"yoaC",487.225,496.877,779.847,715.466
"yoaH",2091.12,1472.18,1061.31,923.293
"pabB",280.216,295.065,356.241,446.303
"nudL",461.671,477.589,640.092,610.832
"sdaA",3473.47,2218.6,2613.38,1132.76
"pdeD",150.525,198.889,371.6,396.692
"yoaE",1881.04,1252.25,1188.41,1177.82
"manX",7073.21,6760.94,2153.92,1686.83
"manY",5249.73,4682.5,1598.34,1466.19
"manZ",4591.88,4388.51,1568.5,1383.51
"yobD",388.525,363.225,189.481,215.043
"mntP",494.809,587.572,1168.14,1564.08
"rlmA",1099.9,989.816,1371.29,1539.67
"cspC",6774.36,5823.09,3894.56,2757.54
"yobF",6141.84,5344.91,3014.56,2230.5
"yebO",1609.52,2527.07,2436.75,2223.97
"mgrB",2437.33,3701.68,2282.48,2223.16
"kdgR",2624.82,2057.44,2862.67,2072.62
"htpX",10152,6810.06,4671.73,2914.02
"prc",1554.33,1474.96,1834.48,1895.86
"letB",2.18496,0.78267,0.656783,0.292503
"rsmF",371.566,434.7,548.694,737.709
"yebV",318.547,373.467,405.885,511.188
"yebW",1176.79,1347.17,2153.56,1711.36
"pphA",192.623,288.713,405.733,443.918
"ryeA",3649.62,2811.57,2556.85,1636.3
"yebY",1488.4,1712.82,1396.79,1376.11
"yebZ",1494.11,1946.03,1660.03,2056.85
"yobA",2696.41,2458.95,2112.34,2106.08
"holE",1239.51,1258,952.946,661.818
"yobB",1719.42,722.978,1386.9,1050.83
"exoX",1083.95,778.576,1170.85,1103.8
"yebE",4381.68,3182.25,3353.66,2865.56
"yebF",7837.27,6081.66,4579.18,3419.02
"yebG",7622.42,5740.83,3746.19,2822.89
"purT",1111.3,1447.26,475.517,593.025
"eda",1799.41,2194.66,2530.38,2129.8
"edd",127.754,191.796,153.149,272.29
"zwf",1769.32,1979.99,1631.9,1837.42
"yebK",643.725,502.084,479.87,433.612
"pykA",961.428,1187.37,844.054,750.739
"lpxM",1267.58,1487.43,1431.35,1328.66
"mepM",2294.46,1827.49,1682.01,1846.13
"znuA",1601.14,1303.3,1305.2,1360.34
"znuC",1317.6,1098.11,2107.93,2050.88
"znuB",1040.25,1302.76,2527.46,2557.31
"ruvB",3073.39,2420.03,2717.93,2319.16
"ruvA",2926.1,2696.2,3174.48,2527.94
"yebB",99.8943,131.146,242.436,293.673
"ruvC",955.883,1212.27,1143.29,1242.9
"yebC",2499.13,2759.3,2073.48,1949.02
"nudB",2231.66,2252.51,2004.29,1868.33
"aspS",3370.73,3650.3,2946.76,2633.9
"yecE",107.024,98.9939,164.107,182.824
"yecN",1297.95,1710.55,1407.09,1371.95
"cmoA",904.085,1107.85,860.05,1151.96
"cmoB",428.301,588.743,711.562,964.745
"torZ",274.831,227.115,399.571,565.39
"torY",143.712,176.035,452.74,807.707
"cutC",1715.65,1536.22,1913.71,1394.56
"yecM",840.219,727.37,1006.02,761.89
"argS",2212.92,2350.6,1785.87,1628.04
"yecT",224.998,275.495,487.201,527.135
"flhE",60.9869,79.755,133.41,180.317
"flhA",115.145,163.788,233.334,296.44
"flhB",102.517,121.334,207.97,279.678
"cheZ",191.275,195.438,275.368,389.706
"cheY",229.345,228.045,207.563,239.88
"cheB",200.231,272.423,203.689,263.202
"cheR",197.52,144.505,175.85,222.712
"tap",257.8,244.329,214.553,272.269
"tar",536.427,489.199,350.515,364.646
"cheW",287.857,289.157,357.813,341.562
"cheA",403.237,375.794,392.725,447.012
"motB",449.419,439.612,330.152,393.351
"motA",782.167,790.937,597.298,630.425
"flhC",1438.88,1284.78,1008.09,738.585
"flhD",2236.54,1456.05,1527.26,1107.74
"uspC",234.461,266.602,433.474,489.323
"otsA",179.81,221.181,373.469,397.332
"otsB",223.295,258.645,226.81,239.97
"araG",118.892,133.308,229.785,513.71
"araF",130.607,172.277,211.374,457.228
"ftnB",3173.52,2181.77,2903.23,1794.06
"yecR",84.3971,66.174,167.712,245.915
"ftnA",3983.96,2328.94,1792.65,1457.34
"yecH",100.958,159.629,194.583,221.375
"tyrP",287.415,392.352,878.853,1235.99
"yecA",2114.58,2154.99,1877.65,1555.49
"pgsA",604.696,579.363,538.45,837.302
"uvrC",1009.63,925.414,958.459,1311.87
"uvrY",3319.27,3040.07,2481.29,2112.35
"yecF",1170.29,1069.2,995.276,836.134
"sdiA",2896.2,2531.87,2701.26,2183.47
"tcyN",318.329,317.084,524.077,500.278
"tcyL",391.231,471.2,668.541,713.068
"tcyJ",1580.29,1693.3,1715.69,1375.64
"fliZ",191.423,161.627,211.967,187.987
"fliA",305.502,342.821,400.928,277.136
"fliC",2.02644,6.03196,1.53827,4.1208
"fliD",26.3567,17.0417,15.1615,7.99635
"fliS",201.079,207.113,140.977,168.936
"fliT",160.328,136.579,160.421,175.667
"amyA",459.104,550.831,716.992,698.615
"yedD",948.009,1172.39,1048.1,854.744
"yedE",288.466,284.256,402.276,704.629
"yedF",242.99,205.225,266.059,450.241
"yedK",101.748,126.637,201.633,264.618
"intG",135.049,163.28,500.263,652.583
"fliE",66.4377,59.0846,171.904,149.22
"fliF",43.2664,80.9488,96.5922,191.247
"fliG",57.8558,80.291,136.702,201.821
"fliI",53.0075,96.0837,97.0637,124.128
"fliJ",59.803,81.6059,113.587,134.207
"fliK",50.23,68.4935,97.4213,134.649
"fliL",59.3081,112.936,106.277,173.543
"fliM",100.098,123.084,169.785,190.834
"fliN",63.1403,94.2991,131.729,176.86
"fliO",42.6472,71.7017,101.902,177.618
"fliP",50.8466,77.9279,156.725,282.3
"fliQ",72.819,90.0299,453.431,562.185
"fliR",79.2035,84.1322,376.692,454.971
"rcsA",531.152,465.505,932.903,1911.58
"dsrB",893.391,603.72,848.997,815.933
"yodD",242.805,358.923,465.207,1085.73
"dsrA",159.084,152.583,229.133,287.288
"yedP",122.016,162.187,283.008,654.847
"dgcQ",420.6,403.246,626.828,766.299
"yodC",1052.55,1714.99,1215.46,1084.75
"yedI",662.417,831.924,992.245,931.882
"yedA",267.157,315.196,406.285,472.29
"vsr",203.757,231.04,286.608,591.512
"dcm",621.018,796.31,883.971,1147.2
"yedJ",680.3,911.954,1312.32,1445.08
"hchA",2755.92,2586.38,1853.69,1443.22
"hprS",380.719,343.394,1157.95,1283.57
"hprR",2012.89,1688.29,2416.66,2012.41
"hiuH",9.38815,4.30414,14.1228,5.31542
"msrP",168.326,274.94,396.572,507.975
"msrQ",199.411,159.313,543.041,576.751
"zinT",619.474,554.396,580.093,649.417
"yodB",179.694,194.865,360.493,531.271
"mtfA",730.585,543.65,437.241,450.983
"yeeJ",0.589259,0.238645,3.37651,0.136165
"shiA",386.763,539.316,632.869,794.147
"amn",454.595,456.265,211.436,191.686
"yeeN",1347.73,1276.72,1404.01,1300.56
"cbl",263.123,413.257,789.985,729.043
"nac",97.7982,146.254,223.927,328.311
"ldtA",10.8687,7.02197,1.13942,2.2683
"cobT",0.394567,3.3692,2.56823,1.79643
"cobS",988.782,1027.07,1706.38,1628.49
"cobU",1331.92,1329.79,1861.95,1682.76
"yeeP",2.80671,0.965016,3.71605,2.02426
