"","0","0 | 1","0 | 2","0 | 3","300","300 | 1","300 | 2","300 | 3","900","900 | 1","900 | 2","900 | 3","1800","1800 | 1","1800 | 2","1800 | 3","3600","3600 | 1","3600 | 2","3600 | 3"
"ubiA",572.868,572.857,1037.21,956.986,484.82,509.819,1123.45,898.234,512.783,607.781,1030.46,1087.55,639.708,688.497,989.678,1035.27,839.529,860.975,793.846,780.667
"plsB",663.784,818,726.346,779.139,848.184,923.504,659.666,723.187,1098.74,1011.35,720.342,689.594,1072.58,1175.56,768.73,804.239,986.619,1105.64,871.461,863.684
"dgkA",659.704,706.985,688.761,740.969,873.958,1008.62,837.69,776.414,829.815,868.377,845.908,872.469,953.791,1139.32,862.658,880.346,810.769,977.067,664.84,624.333
"lexA",802.209,834.125,947.951,1170.53,985.327,1015.71,1149.11,1160.52,1014.05,929.986,1217.13,1383.75,1579.56,1436.01,1041.32,1022.8,1488.38,1537.28,888.045,943.121
"dinF",341.934,393.33,332.015,320.676,376.548,339.411,354.04,379.477,415.97,451.115,340.878,289.667,418.579,405.715,293.001,283.727,454.664,416.829,267.793,333.471
"yjbJ",1139.04,1269.13,1002.89,1152.85,1155.97,852.355,956.984,1017.72,1072.44,1085.74,980.693,878.629,1133.25,1106.47,910.155,934.054,1496.34,1429.9,822.721,867.206
"yjbL",1.25746,1.53194,0.347544,0.255247,0.943183,4.85155,6.11251,0.446838,1.07539,10.741,0.981129,0.0347031,4.95375,1.88835,2.65925,1.0777,0.461848,15.0163,0.341931,0.752893
"yjbM",0.38299,11.7524,17.4094,1.41577,0.18384,1.30306,0.556571,2.64379,10.2913,4.05101,1.51299,8.45603,1.03267,1.38134,6.98378,7.19625,1.25128,8.33747,4.35739,6.34898
"pspG",507.151,562.736,528.126,388.644,508.388,427.493,484.429,478.657,440.023,441.794,519.373,442.077,397.525,485.364,430.499,437.32,561.365,488.698,306.341,394.65
"qorA",506.99,460.462,474.659,404.865,421.958,421.186,400.697,408.265,446.369,523.346,477.086,399.994,577.271,584.297,399.15,415.65,965.1,941.57,471.856,427.515
"dnaB",1497.89,1259.13,1234.7,1653.59,1936.54,2021.49,1578.63,1679.27,1849.12,1783.3,1728.49,1881.99,1897.99,1808.54,1996.54,1922.51,1097.33,1163.66,1932.29,1969.24
"alr",656.251,747.725,695.864,673.723,826.461,903.82,715.497,777.02,912.501,955.695,881.151,871.354,997.849,1056.68,826.805,900.766,903.99,826.864,769.461,950.845
"tyrB",525.809,651.104,606.21,580.904,481.603,462.979,579.325,525.833,555.755,548.1,520.33,484.689,808.6,838.302,520.115,397.04,817.264,831.063,510.293,517.025
"aphA",690.114,663.003,817.277,707.019,574.367,611.5,642.956,505.298,1694.43,1213.1,527.68,504.229,2659.42,2184.74,486.263,470.58,3095.05,2953.96,644.842,672.037
"yjbQ",1134.47,1178.82,1302.88,1254.65,945.967,798.035,929.632,1039.52,1059.68,1019.22,946.776,959.527,1461.65,1234.88,779.423,846.959,2009.65,1989.55,959.823,853.971
"yjbR",785.221,820.627,1017.74,928.215,651.002,674.636,855.007,860.716,665.147,664.468,753.714,789.458,861.062,770.295,757.887,780.768,1246.62,1228.53,792.543,716.139
"uvrA",27.4226,37.7107,40.9763,6.84135,54.2556,27.2155,37.9024,15.8825,34.3891,45.6429,48.2402,31.6092,79.9156,66.4563,44.6742,77.7025,39.4137,46.6483,79.9586,29.5548
"ssb",1577.75,1525.05,1328.15,1654.39,1742.67,1672.83,1440.64,1570.46,1635.97,1529.01,1662.2,1797.63,1958.1,1925.86,1719.79,1771.73,1354.49,1505.58,1578.79,1542.85
"yjcB",1128.09,1459.06,1815.92,2253.61,1661.38,1501.29,3029.66,3066.98,597.565,677.136,4214.73,5032.3,549.821,438.419,4772.89,4852.03,764.639,480.208,4200.5,3403.67
"soxS",958.327,922.744,2156.27,2508.08,891.051,1442.25,2173.9,2108.4,395.893,460.626,1767.49,2200.29,355.523,445.816,1093.95,1448.64,551.607,708.066,634.441,804.947
"soxR",725.819,710.292,849.203,851.987,625.833,616.538,802.324,851.217,577.78,647.17,979.034,973.906,625.056,786.148,917.704,947.948,797.695,869.473,719.037,729.921
"ryjA",1151.43,674.745,663.29,1239.3,1391.18,754.19,605.704,499.628,614.83,701.402,792.399,536.996,665.61,683.568,609.344,652.728,887.904,869.048,723.288,715.265
"yjcE",657.109,602.681,628.409,608.387,580.716,702.872,631.249,605.409,534.826,586.744,575.67,501.358,641.988,767.062,529.739,596.955,802.923,969.421,606.725,634.509
"yjcF",18.3565,2.88929,0.699989,0.424659,19.9351,0.538943,0.692495,2.65858,2.70602,7.49,15.9049,2.93313,12.4672,5.87632,6.55695,0.852208,6.36113,3.24429,0.721663,3.38956
"actP",6.79535,3.65904,25.2326,59.1983,23.0425,9.65821,2.45034,1.99262,5.09498,4.23802,2.93223,11.3494,6.0874,10.3685,31.8232,3.95145,3.50082,11.3653,9.01927,3.71715
"yjcH",602.197,512.636,428.14,379.786,277.393,273.088,426.175,505.88,364.685,324.745,374.604,276.555,305.797,354.667,275.697,262.192,387.447,460.376,205.857,325.238
"acs",918.076,712.417,757.116,617.712,473.798,526.822,816.787,721.918,439.589,474.054,596.633,527.232,342.641,548.776,405.374,369.837,528.157,509.488,307.718,390.15
"nrfA",734.76,968.783,1087.3,1275.55,987.853,1426.06,924.005,1416.04,1556.36,1405.23,1261.27,1761.42,1863.87,1652.06,1622.83,1621.24,3142.6,2962.08,1994.31,1495.93
"nrfB",752.13,970.017,925.579,985.52,785.235,1302.56,855.63,1213.16,1178.23,1016.23,987.672,1343.61,1407.2,1445.83,1120.19,1230.42,2385.23,2497.05,1602.26,1166.2
"nrfC",482.469,549.628,595.151,538.001,477.397,421.773,516.623,736.964,747.219,671.166,626.768,758.186,892.052,692.691,808.483,910.661,1611.55,1551.93,1058.15,810.042
"nrfD",740.406,1055.21,980.805,770.913,637.998,1012.09,883.373,928.825,1031.9,1007.07,835.261,885.416,1170.84,1048.77,923.773,1170.05,1920.71,1645.33,1237.34,1009.9
"nrfE",12.0279,10.9523,51.5453,38.1007,34.3131,12.3959,27.5772,30.0511,37.2197,56.7475,29.4017,1.91935,3.53245,9.49132,26.6013,12.4176,30.317,47.3967,22.9843,4.5962
"nrfF",855.415,815.224,851.784,749.748,652.165,757.723,682.076,744.736,894.549,883.743,660.339,698.866,824.509,968.431,763.8,833.131,1194.27,1148.11,740.491,685.473
"nrfG",39.8225,43.9573,35.1434,46.7363,36.4262,26.1775,37.8042,9.96287,56.432,49.1812,34.3389,38.0003,35.497,40.9669,36.5305,58.5216,15.886,31.441,58.8181,55.5234
"gltP",1.31672,1.25112,10.8477,0.802262,2.50696,4.37342,2.08608,1.49886,2.98813,0.821377,0.479859,1.36332,1.37667,11.9006,1.31385,1.24192,14.7049,1.64442,0.862255,0.746041
"yjcO",1085.6,844.906,985.806,931.707,967.272,836.305,1048.01,945.317,1116.27,991.94,1073.64,1108.64,1271.43,1327.36,1217.25,1218.42,1389.31,1571.13,1372.56,1133.65
"fdhF",716.638,848.356,718.934,659.487,1123.27,1554.15,691.163,747.579,2848.69,2274.08,631.275,584.812,5038.89,4473.91,698.498,578.363,4364.45,4213.75,839.315,687.33
"mdtP",474.805,521.075,459.324,359.614,369.622,379.425,390.369,324.226,428.709,411.476,374.283,316.26,334.828,474.324,304.965,352.532,502.214,461.801,477.098,418.53
"mdtO",1.5392,2.49667,15.8077,1.95061,7.77998,7.68193,12.3423,0.996719,22.9951,4.26124,7.34061,0.701952,7.9638,21.6146,10.5171,12.1372,2.79177,16.2388,11.7124,6.63467
"mdtN",714.967,772.656,713.914,594.03,666.331,711.619,650.087,535.539,670.794,783.889,570.011,520.24,554.206,725.361,488.02,448.287,784.837,678.389,446.429,544.966
"yjcS",696.942,717.882,590.603,472.372,500.593,510.436,550.627,386.077,523.108,592.134,557.627,424.664,496.019,518.529,448.964,509.935,807.173,490.531,504.216,621.056
"alsK",31.2668,6.85747,2.04134,3.44009,5.49588,2.14611,1.52357,1.5442,2.59252,19.17,3.06501,1.18587,15.2466,28.4515,5.94201,9.53925,8.34148,35.1601,25.5504,3.95879
"alsE",31.3354,21.7052,43.5528,40.9165,31.0304,15.3659,43.2024,18.313,15.3986,35.0135,12.1816,11.5436,30.6383,4.01861,22.7572,29.3833,37.388,28.2074,34.89,28.6673
"alsC",6.23757,8.88732,8.7538,4.03646,3.52538,8.9051,3.01807,17.1257,13.8333,10.976,26.1134,2.77048,16.0593,9.08338,6.34994,7.49602,4.37244,9.9385,6.99461,9.74282
"alsA",3.34857,11.199,18.6592,28.3296,1.40548,7.39616,12.462,14.4783,5.32292,18.8511,15.0974,8.48663,11.7335,4.04281,9.93052,8.39562,37.9523,4.35519,30.0907,19.7055
"alsB",3.83604,12.665,2.53121,7.7172,24.9896,27.0877,3.02447,3.23591,9.33101,3.45421,2.07967,2.37069,6.00941,5.43935,24.6347,6.5361,6.57965,3.02438,6.14594,2.17538
"alsR",2.21859,14.3187,4.68584,21.659,10.1793,2.4237,2.98417,10.5227,16.1965,1.13347,9.55892,11.0029,41.474,6.23524,14.0587,14.3613,37.9486,33.5781,14.5884,20.1807
"rpiB",43.4186,40.0953,26.0778,2.97546,53.0442,17.4112,40.6551,24.9736,31.0219,22.6003,15.4057,28.2294,11.4772,2.62192,30.3394,31.3326,27.2471,10.0003,53.6544,47.4345
"phnN",365.719,400.394,381.423,301.958,403.085,378.939,346.969,317.356,412.521,384.115,326.132,282.863,333.745,382.141,253.184,277.041,445.525,340.912,328.299,329.845
"phnM",19.652,7.9205,4.29299,5.3426,5.0015,2.89163,5.27219,6.51885,4.07025,4.36934,3.72636,6.56046,4.27363,3.80824,8.80716,12.5911,9.38489,27.3507,4.52115,5.04473
"phnL",8.06406,34.0355,49.7277,15.3123,14.8465,16.8449,48.6064,30.3607,37.8364,54.417,32.8754,21.698,40.3439,3.82269,52.3977,40.3282,11.6677,21.3631,49.1182,21.9927
"phnK",385.1,351.277,323.848,224.593,331.749,352.416,284.673,285.853,283.988,394.369,294.087,204.092,264.158,318.076,225.613,271.676,380.759,430.199,281.166,243.527
"phnJ",372.897,423.223,387.505,306.003,295.369,362.217,321.394,339.899,396.01,356.98,317.878,253.5,322.202,327.624,229.173,258.823,430.105,433.688,265.232,332.471
"phnI",45.0269,18.8961,5.26338,3.56952,20.5254,36.1821,21.3708,22.3995,12.5415,6.35032,22.3857,3.93325,7.52226,26.6957,47.947,27.6183,3.57439,2.64806,85.1431,38.6676
"phnH",445.322,363.586,547.935,371.839,402.569,531.88,487.195,416.62,510.331,519.371,413.721,377.367,324.952,470.633,329.095,365.876,500.463,465.649,403.625,428.026
"phnG",550.252,546.246,568.714,463.532,516.052,396.595,496.709,421.29,507.427,493.215,400.093,350.924,398.739,496.378,313.906,322.462,563.013,615.692,290.55,372.619
"phnF",557.233,446.25,496.059,378.777,415.085,446.024,474.446,438.384,407.869,441.686,355.153,335.661,346.847,571.649,321.299,280.123,620.867,604.532,263.725,353.946
"phnD",567.872,540.847,544.332,435.688,445.941,624.932,471.356,462.814,402.482,418.728,399.753,377.344,419.12,438.986,304.914,355.982,689.363,460.453,275.627,446.534
"phnC",5.47204,4.97664,21.9531,8.16314,2.2553,9.32674,14.9697,3.07894,8.09139,23.192,3.53485,2.744,6.49293,2.7198,1.43519,5.92919,15.1831,2.76656,7.8476,16.3155
"yjdN",725.807,623.597,670.084,588.416,561.826,510.785,636.626,523.615,498.67,545.599,501.346,467.687,360.194,535.229,324.624,401.06,737.109,600.643,415.402,483.211
"yjdM",1927.64,1819.49,1609.83,1918.21,2090.71,1647.35,1673.44,1794.36,1225.3,1517.27,2034.16,2448.51,1413.57,1472.52,2215.57,2284.26,1440.13,1434.71,2316.55,2353.47
"rdcA",709.881,696.134,753.679,737.243,693.608,652.952,642.154,634.441,558.955,615.008,558.424,507.896,577.089,670.571,488.671,495.63,791.67,767.186,464.928,492.199
"rdcB",522.041,554.052,511.026,434.53,484.874,480.259,477.649,455.652,429.413,442.003,416.583,398.216,410.377,489.068,375.059,372.635,601.81,679.537,349.927,390.551
"proP",861.815,643.292,1418.69,1792.76,578.185,609.24,1703.89,1629.32,454.41,445.561,1829.41,2011.56,389.895,527.263,2400.85,2492.08,588.252,583.467,2073.83,1975.48
"basS",911.331,1036.79,734.609,680.125,1116.43,1357.3,590.195,631.494,862.821,1007.73,606.222,557.269,1060.06,977.407,513.351,593.561,905.129,784.433,513.359,586.681
"basR",946.398,989.764,729.818,552.267,1064.56,1075.6,610.87,574.766,943.831,1132.23,530.91,478.954,1008.66,941.749,463.051,446.092,714.112,1056.92,429.802,486.612
"eptA",916.211,869.011,583.333,530.939,970.921,1005.58,495.474,476.023,819.899,988.455,442.511,463.685,755.781,823.382,381.307,421.123,721.192,801.099,413.948,419.745
"adiY",739.137,740.193,602.046,568.861,827.115,819.528,479.447,482.855,717.881,651.989,509.145,455.669,1392.99,1606.13,474.017,456.611,1099.26,1141.3,564.935,657.721
"adiA",457.54,458.089,406.624,358.789,367.222,453.6,408.319,398.311,438.789,397.302,382.461,359.552,546,504.261,296.99,303.764,614.849,720.218,301.241,338.314
"melR",566.49,523.434,640.902,484.676,499.868,536.169,546.337,484.651,839.427,787.137,391.598,382.763,802.728,765.388,288.471,342.981,895.164,918.763,595.87,616.82
"melA",453.016,437.711,466.727,385.897,372.421,464.019,406.259,474.856,446.421,407.316,437.801,379.94,665.852,638.979,467.59,419.439,1156.78,1281.91,374.282,383.913
"melB",790.124,674.367,692.394,676.305,645.313,699.244,621.853,656.368,581.292,632.878,576.775,540.419,617.999,748.3,573.159,502.355,1020.39,1174.18,479.27,529.47
"yjdF",634.845,676.093,625.334,521.289,527.866,645.507,566.827,630.985,585.044,586.934,621.762,537.675,555.565,564.746,537.594,550.439,831.104,758.715,517.947,495.294
"dcuB",769.642,760.473,850.941,732.591,591.065,717.343,790.007,695.862,2792.75,2362.52,709.482,692.132,1629.84,2147.62,610.037,691.858,1103.18,1030.15,697.922,786.921
"dcuR",587.524,675.309,698.92,670.247,583.544,813.675,624.727,565.533,1045.72,897.371,557.708,593.221,970.957,1060.16,510.643,542.578,923.378,909.669,508.091,620.024
"dcuS",549.184,593.652,618.864,508.462,453.952,571.021,541.676,501.8,880.286,674.95,553.587,595.878,910.792,696.692,603.933,568.68,608.347,712.163,546.299,643.11
"yjdI",310.006,347.543,403.979,341.281,285.845,327.314,405.912,408.34,289.764,305.321,325.89,353.907,495.228,525.428,278.187,294.835,795.856,790.61,319.967,263.732
"yjdJ",619.797,665.906,644.957,589.475,503.58,467.826,528.952,515.551,525.73,554.98,499.436,450.887,775.42,715.456,444.766,425.439,1343.13,1112.82,476.244,487.798
"ghoS",443.473,376.518,441.741,398.336,379.074,405.842,373.697,358.038,387.092,434.17,383.698,315.877,563.907,609.477,296.994,314.838,542.334,456.711,299.12,345.898
"lysU",1374.89,1438.34,1309.29,1606.21,1795.84,1937.47,1184.4,1365.4,3351.07,2957.31,1232.68,1410.26,5149.79,4816.67,1340.68,1338.23,5469.25,6884.44,2208.48,1897.15
"dtpC",500.734,492.842,507.758,462.932,731.117,936.555,457.373,475.219,1360.88,1366.69,426.662,407.808,1419.11,1255.02,440.44,361.098,760.061,779.378,373.68,425.296
"cadA",1489.51,1586.02,1281.39,1706.75,2961.98,3469.65,1599.32,1817.72,3603.19,4070.16,1965.04,2505.35,5389.96,5147.24,2347.61,2100.67,3839.98,6036.78,2597.99,2400.8
"cadB",1336.61,1749.63,1031.96,1146.34,2467.71,2637.64,1055.08,1275.7,2664.96,3161.94,1406.95,1676.86,3556.06,3104.94,1520.26,1403.21,2618.35,3569.3,1382.04,1561.27
"cadC",540.9,481.153,448.812,432.08,478.499,470.378,363.356,360.84,422.921,419.594,363.619,313.016,522.088,580.488,348.51,329.389,641.631,587.757,262.533,371.228
"yjdC",872.773,753.156,740.469,741.249,772.066,921.192,712.515,691.434,897.004,845.363,634.756,598.227,1036.68,1151.19,736.624,635.628,1246.18,1473.18,781.703,729.113
"dsbD",778.968,789.22,785.93,704.993,775.225,902.198,689.44,724.584,874.727,864.88,688.994,589.332,907.33,999.355,678.135,660.272,944.276,1037.04,662.896,752.355
"cutA",927.149,869.468,924.299,870.22,838.836,971.063,918.124,846.073,1283.74,1065.08,837.823,806.749,1288.82,1346.83,934.52,843.479,931.579,1130,910.929,892.718
"dcuA",1012.73,1090.12,1129.21,1174.67,1010.97,955.132,1080.03,1163.78,2296.92,2040.1,1104.05,1078.65,3860.12,3458.48,1313.65,1158.85,3782.89,4438.24,1893.34,1413.56
"aspA",1832.69,1970.21,2589.53,3084.25,1331.07,1514.57,2335.96,2130.5,5489.34,4763.79,2219.68,2512.14,7870.22,8571.2,1831.93,1749.25,7864.71,10213.8,2708.07,2208.56
"fxsA",589.333,644.611,912.304,730.142,416.162,364.81,777.995,755.578,524.856,567.677,775.655,717.502,406.43,564.715,1160.38,1021.77,832.315,747.797,1965.19,1715.14
"yjeH",588.007,583.395,675.087,609.669,525.86,496.586,628.076,540.314,538.955,515.635,576.403,587.01,489.549,545.705,590.128,558.171,611.165,658.859,672.416,708.276
"groS",860.754,867.882,2371.34,2700.89,793.41,713.005,2497.34,2255.47,745.795,786.537,2513.99,2764.71,1332.21,1384.57,3659.7,3317.62,2658.91,3295.36,5537.17,5146.16
"groL",1337.15,1444.7,2413.39,2947.21,1144.17,1200.78,2770.83,2446.05,1265.77,1173.71,2854.76,3375.37,2347.97,2087.44,3703.11,3245.64,4134.68,5341.19,5503.99,4917.12
"yjeI",772.291,783.091,752.162,870.934,795.843,835.756,846.815,871.259,1361.99,1135.59,930.545,989.74,2456.81,2247.45,868.467,732.995,2668.35,3144.81,938.634,874.919
"yjeJ",787.698,722.171,740.419,663.419,627.179,725.375,751.571,591.572,561.002,561.691,771.795,765.237,494.249,569.91,658.872,694.08,622.497,588.419,627.927,768.295
"epmB",777.837,834.479,689.891,647.018,1020.99,1114.03,685.642,658.353,814.773,785.249,721.302,648.382,887.849,960.287,606.967,663.366,759.772,655.612,559.287,571.165
"efp",1602.19,1893.01,1300.81,1403.66,2379.3,2147.05,1525,1603.96,2178.63,2126.04,1856.44,1985.42,2624.99,2634.16,1715.31,1777.76,1290.82,1263.69,1161.69,1347.25
"ecnA",619.219,673.192,616.649,701.846,853.159,712.691,702.309,957.707,470.473,517.218,957.972,912.336,485.377,509.309,928.13,925.798,451.563,402.414,448.121,567.698
"ecnB",869.689,810.03,927.966,866.604,854.296,526.076,947.312,908.187,526.152,689.491,1101.06,1190.4,597.516,588.018,841.992,1086.93,821.849,761.742,584.402,598.876
"gdx",524.738,505.94,509.57,616.311,459.809,413.736,510.226,521.263,313.853,340.631,571.137,578.211,425.071,463.71,444.04,520.871,511.321,385.382,435.422,502.525
"blc",406.81,460.6,442.329,383.455,403.141,434.396,392.31,427.054,408.204,388.355,458.841,373.805,319.531,356.977,335.184,434.799,527.19,481.988,314.696,370.721
"ampC",8.10568,7.14873,20.5849,4.09642,28.0517,0.611931,4.77479,15.7746,8.50072,18.124,2.66326,9.73248,33.0014,7.03291,2.82845,2.84681,8.23919,20.4146,12.2178,6.46945
"frdD",834.562,879.939,1017.52,949.595,782.568,1088.65,1037.24,1056.62,2781.65,1803.08,989.338,1038.16,2915.83,2945.28,1080.89,952.155,2996.74,3551.64,1340.44,1115.63
"frdC",359.343,371.047,542.394,438.27,349.886,657.355,605.028,589.808,2056.6,1363.92,536.783,542.392,1903.27,1655.46,550.539,632.285,2149.01,1902.29,797.349,793.693
"frdB",613.899,644.046,915.373,837.634,718.749,963.04,973.9,938.326,3537.02,2604.69,801.059,812.831,2882.64,3066.23,926.9,1041.44,3149.29,3144.99,1402.33,1343.02
"frdA",675.313,813.567,1130.67,1077.35,1467.32,2125.27,1011.54,1080.37,4410.99,3688,880.252,997.964,3932.73,3380.69,1221.87,1235.62,3495.27,2957.13,1812.6,1711.33
"epmA",885.856,779.459,565.593,515.649,1125.58,1009.14,489.099,475.329,603.798,575.71,518.803,464.24,501.778,541.498,516.959,504.729,511.643,553.252,412.488,440.054
"yjeM",820.686,873.733,1026.19,937.408,860.518,977.37,777.879,652.956,954.314,946.866,722.133,648.953,956.808,1063.72,848.599,674.215,708.248,797.983,678.84,642.564
"yjeN",22.8431,2.80754,14.7693,4.26953,0.602879,2.60945,2.46209,7.89832,32.2205,3.78475,0.430566,3.93013,2.72258,10.6373,3.35954,17.7825,20.6658,3.13587,9.65939,9.69939
"yjeO",1.32068,25.7954,1.30884,21.4448,30.603,20.1855,1.4993,11.0996,3.69332,11.6328,2.98702,1.67115,5.75164,6.49969,1.34944,6.17053,30.8271,34.0336,27.813,20.5781
"mscM",59.4161,64.096,49.9745,53.1787,58.7958,94.8102,51.6944,40.1682,35.9633,38.5715,59.0999,31.5553,53.8062,60.9439,89.7865,58.7637,99.7702,55.9011,90.1632,61.4683
"psd",1313.39,1296.09,1036.08,1181.13,1463.55,1469.31,1071.73,1098.81,1236.22,1313.09,1013.62,1051.55,1414.17,1246.55,1120.32,1025.51,1445.24,1689.94,1258.28,1164
"rsgA",963.715,979.7,918.105,925.409,1210.76,1194.32,998.928,951.169,1173.2,1097.86,1033.08,972.369,1117.93,1171.09,1103.17,1103.64,1112.31,1140.95,1104.26,1108.23
"queG",39.1613,27.4717,42.4968,27.9049,21.0281,39.1357,26.0206,28.5016,20.9879,33.8287,36.6796,14.4616,33.3337,25.8297,21.8949,33.7689,57.2322,23.1879,48.3515,49.6275
"nnr",757.298,775.057,814.493,839.8,717.141,703.725,850.055,894.968,713.085,711.099,917.995,923.696,896.768,959.004,885.023,909.601,974.469,989.422,951.332,989.625
"tsaE",660.327,750.461,603.449,668.232,676.084,623.824,771.839,741.49,661.392,699.867,789.915,855.07,912.979,721.162,876.968,893.814,879.673,793.39,930.508,918.907
"amiB",664.017,640.352,747.487,575.185,597.813,658.87,758.974,791.321,646.755,567.767,825.886,922.437,775.653,773.83,840.021,995.681,725.553,720.971,872.776,871.604
"mutL",45.5495,5.19561,19.6109,4.87449,6.66341,0.756437,2.02253,2.89366,8.71653,1.913,36.9192,2.29474,7.59717,2.15403,11.9892,17.7817,5.38017,36.355,2.67335,24.807
"miaA",1315.19,1260.4,1640.72,2025.04,1647.54,1441.07,1808.32,1576.52,1504.79,1548.79,1749.2,2216.44,2268.11,2319.67,2336.55,2137.3,3149.84,3615.55,3441.4,2781.52
"hfq",1338.29,1302.55,1476.31,1613.29,1663.34,1998.01,1575.33,1639.99,1695.77,1705.83,1850.25,2098.17,3087,2325.48,2219.55,2143.5,2893.56,3473.91,3123.69,2603.39
"hflX",1175.47,1115.89,1313.93,1472.21,1464.62,1315.38,1521.24,1459.66,1429.37,1415.23,1651.07,1696.01,2095.73,1820.59,2152.58,1985.39,1770.65,2008.53,2758.02,2506.03
"hflK",1813.12,1787.05,1586.11,2155.59,2050.01,2134.59,1781.45,1786.61,2067.76,1898.74,1929.07,2001.48,2553.7,2359.97,2266.26,2117.15,1970.31,2101.32,3029.18,2616.23
"hflC",1315.43,1361.66,1232.86,1325.99,1463.24,1571.98,1497.55,1578.75,1552.05,1537.91,1620.61,1670.77,1903.22,1606.06,1927.51,1928.74,1445.06,1568.33,2762.28,2428.94
"yjeT",657.281,755.489,593.911,695.197,648.497,610.412,698.115,766.169,369.832,381.059,613.805,631.224,334.467,400.896,626.826,698.133,426.432,430.358,472.896,505.683
"purA",2169.87,2218.16,1521.48,1580.7,2617.97,2630.17,1570.06,1392.95,2207.98,2262.98,1598.41,1808.34,2367.47,2026.43,1613.37,1758.74,1687.41,1491.51,1739.06,1757.6
"nsrR",1274.99,1291.51,1093.86,1272.74,1481.82,1570.76,1333.98,1432.47,922.036,856.496,1516.97,1434.59,1114.26,992.366,1693.55,1608.63,1061.01,1377.7,1324.6,1235.52
"rnr",1184.22,1299.22,1395.35,1383.93,1353.89,1705.15,1621.5,1713.91,1218.39,1057.21,1781.88,1808.58,1428.44,1363.64,2071.53,2180.74,1875.99,1885.99,2177.48,1964.52
"rlmB",784.292,857.321,674.097,782.253,890.84,1014.39,819.709,958.53,762.864,609.65,954.849,866.86,832.362,787.476,1098.67,1109.19,866.262,976.226,994.707,906.841
"yjfI",493.442,570.804,640.236,555.579,529.573,605.813,644.396,423.96,475.278,474.025,408.122,407.573,470.166,375.706,530.05,488.163,498.765,412.431,364.805,412.079
"yjfJ",361.557,377.092,404.542,303.952,329.745,351.236,350.45,358.747,205.415,295.665,278.358,273.958,221.141,365.19,285.247,286.88,372.5,347.714,166.989,250.909
"yjfK",449.78,396.988,447.114,349.17,385.168,310.596,433.787,385.123,377.535,391.447,366.183,365.341,287.488,351.837,376.089,413.521,473.065,322.278,307.35,371.254
"aidB",615.479,569.367,520.849,495.715,470.973,473.424,465.966,514.615,476.338,510.286,450.7,392.023,498.511,597.269,425.894,408.208,908.925,882.005,445.536,505.712
"yjfN",670.8,647.543,701.255,631.843,500.895,624.259,653.921,711.111,1859.08,1425.93,639.09,606.526,2772.1,2156.89,615.84,616.031,2354.37,2335.36,654.358,652.915
"yjfP",663.237,624.032,524.718,667.361,515.764,690.77,566.236,661.593,537.393,540.804,582.077,503.909,501.713,659.454,509.125,502.023,649.624,660.812,517.474,607.286
"ulaR",972.906,830.766,832.785,775.578,775.276,885.25,724.302,749.597,783.163,774.312,663.968,611.41,1086.49,1107.32,611.731,605.806,1194.64,1057.91,618.764,697.294
"ulaG",604.783,606.01,653.788,480.007,560.262,573.486,546.944,534.636,579.502,605.484,468.539,466.189,604.314,814.858,435.503,435.505,757.208,848.577,374.591,467.742
"ulaB",519.73,490.571,511.828,415.127,399.18,476.639,471.647,454.09,472.942,562.687,338.348,345.322,645.23,685.824,301.829,336.085,959.191,997.259,326.169,391.739
"ulaC",285.845,315.463,334.556,225.083,221.078,267.918,254.931,282.354,298.435,312.545,233.704,205.407,393.149,391.927,175.007,196.36,688.383,582.554,197.22,240.366
"ulaD",611.257,584.717,616.882,433.626,500.066,447.865,574.319,414.8,509.22,556.122,463.845,410.693,795.138,730.592,410.957,399.043,1081.93,1020.45,388.239,407.422
"ulaE",436.935,414.493,433.71,363.151,330.601,475.628,366.025,380.405,397.899,352.901,319.237,297.825,577.385,609.091,248.635,287.002,777.246,843.449,183.088,310.624
"ulaF",723.232,660.102,621.459,550.778,610.133,485.749,570.371,606.202,578.239,507.199,554.193,480.953,637.536,695.765,388.583,461.232,948.673,824.195,519.81,527.311
"yjfY",491.146,462.96,383.573,383.917,407.888,444.463,357.287,436.864,311.257,389.714,311.313,276.336,374.898,363.213,281.961,313.926,513.329,483.651,270.109,350.401
"rpsF",5661.33,5496.72,2675.59,3503.14,8307.17,7444.33,3772.4,3740.62,7288.72,6629.02,4186.74,5407.56,6932.75,7183.89,4680.62,4728.08,2343.39,3208.65,4539.82,4280.52
"priB",5516.95,5323.77,2664.11,3806.78,8351.7,8058.27,4045.49,3656.7,7013.37,7030.12,4425.85,5906.06,6968.49,8020.35,4635.5,4634.12,2634.25,2968.52,4773.88,4335.01
"rpsR",4365.6,4256.7,2317.48,3381.77,6132.1,6718.71,3155.23,2662.37,5863.95,5982.32,3764.23,4792.81,5642.06,6072.2,4033.06,3675.86,2288.96,3356.71,3623.37,3560.92
"rplI",3477.98,3863.6,1536.13,1887.07,5681.98,5912.1,2504.92,2505.02,4520.8,4467.86,3058.05,3529.8,4027.79,4116.61,2882.45,3066.33,1289.6,1428.55,2568.75,2691.95
"yjfZ",685.99,697.035,520.972,509.227,534.924,681.304,589.467,688.458,414.361,463.044,686.767,590.203,383.902,476.417,473.132,525.417,570.541,631.754,291.448,394.395
"ytfA",507.671,535.9,567.618,569.546,474.937,568.855,634.491,744.169,503.496,470.127,716.451,711.866,444.149,424.994,620.277,683.813,653.901,577.176,463.877,571.666
