"","0","0 | 1","0 | 2","162000","162000 | 1","162000 | 2","0 | 3","0 | 4","162000 | 3","162000 | 4"
"rihA",723.2625561,1000.521572,857.4673667,622.2215718,871.1562781,457.8651106,997.8883503,714.2955402,684.4256224,613.9093546
"ycgJ",478.2553437,545.3521261,394.5215718,1277.991282,1180.257821,428.3461097,691.5488244,599.9577778,1432.174428,717.5495746
"ychF",6975.423743,6831.529621,6435.615159,7834.778798,8415.410382,7619.721572,7666.406558,6637.882801,6675.411127,6454.672281
"yhjR",279.535503,408.233408,201.2382471,1189.041295,1834.382465,1010.170087,414.5098212,309.1315159,2793.231964,2158.249169
"pheM",981.9406929,523.7768588,448.8932056,959.1697679,382.5162806,206.6565337,404.6722201,455.5695599,279.2503447,166.5051236
"fliI",202.3521305,190.9215718,148.4307721,128.6435235,125.9089033,274.3391983,183.2307895,200.0072775,123.5177872,204.6348591
"hprS",230.9361164,385.0486429,111.0215718,759.2042726,417.8473355,188.8268376,254.3192408,94.90859167,572.3215718,493.9683682
"bioF",2128.673464,2281.154021,902.2312652,2076.93425,2164.620271,1662.571572,2172.332211,719.5336638,3284.718434,3048.131177
"ybgD",280.4371809,229.5259277,143.0020029,237.5818533,180.7102092,279.1972697,230.5481387,157.2219713,235.7638426,238.1231339
"yeaC",7983.627444,7830.493784,6248.810892,6179.379254,7182.272376,5783.637923,6908.831321,1140.585866,5116.781568,4617.610221
"fre",4139.010627,4673.384066,3901.86506,4271.921572,5952.555809,5018.721572,3959.239519,2289.376776,5515.640006,5042.775691
"narP",2121.60918,1530.556544,2300.636698,2144.091439,2266.11324,2065.907245,1936.91106,2449.669074,2138.371569,2211.621572
"phoU",1252.03091,1145.121572,871.3215718,1412.453017,1378.738939,1136.975539,1048.860421,790.8162906,1253.371902,1024.337111
"glcD",1610.403027,2025.121572,1095.290586,2803.266297,3325.461316,2227.612402,3278.34616,437.2535752,4790.983672,2722.180767
"acrZ",905.0915422,953.0415767,1552.025711,1203.825122,1316.950087,1143.932065,947.4370977,1108.521612,958.2396966,877.6020128
"ascG",1270.92191,1056.224172,883.5193265,1055.483227,1111.538997,1053.016074,880.3326888,881.5215718,1029.841411,851.2788289
"yfjV",85.64539045,137.7215718,124.3687561,149.4350526,264.8681151,103.3085912,131.270057,75.92157178,265.7157422,117.4233826
"yecR",76.1488888,96.79600931,80.06617299,56.33973915,78.71921191,94.66100657,71.26372221,115.920584,59.93474814,60.95745561
"pldB",2623.828463,2730.543982,2878.58226,2811.278536,3155.993748,3304.644128,2912.070827,3565.135439,2951.721572,3146.871087
"ybjL",706.7088076,780.7215718,1195.321572,1772.635961,1970.417695,1857.408297,1310.088934,2205.417264,1818.89763,1805.814536
"yjaB",508.6593703,932.3869231,1205.556648,553.3599558,899.4021469,639.442129,705.3043014,886.1942086,861.7240448,713.8715718
"frwB",11.71702056,149.3196383,60.12741162,8.455330739,93.23645477,220.9215718,64.83976477,122.2845948,110.3010375,163.2063965
"epmB",2235.775917,3298.096039,3546.643391,2925.728122,4173.338763,3896.87833,3054.026005,2555.563034,3943.622493,3545.952973
"yjhI",139.9176943,130.1666438,72.52157178,58.73995817,47.58940903,319.8011652,74.59034897,138.7331547,55.51901105,163.7134828
"ycbX",1135.411717,1435.658341,927.5257796,1138.928643,1319.001727,827.729786,1062.732852,533.631603,1286.095964,864.104016
"xylF",311.9215718,128.1258012,60.10995684,192.334092,84.96959033,533.0215718,83.72157178,178.0867098,102.9264344,327.5910403
"paaX",751.8773978,872.2614919,581.9375766,541.9177252,724.3402909,226.6613304,831.8171417,482.8715718,573.4079626,291.9215718
"trkG",1031.682096,1613.802901,1157.563492,1062.873992,1487.758396,436.3649505,1238.064918,686.635559,960.2704248,390.1853461
"folA",1650.769214,2100.43444,2176.458806,2191.597233,3869.243167,2357.045692,1596.901942,1299.062845,2834.18684,1653.355492
"sdhD",5219.112221,4209.30056,4035.09499,3820.996119,4264.776936,3978.687128,6041.513691,391.6989661,4419.187314,5164.33561
"ybhP",257.5691471,240.2117355,200.9581016,104.1420205,165.7264308,323.05918,199.6400705,265.5524414,117.6215718,204.8575637
"yfdX",307.6964567,207.8045151,228.918175,307.2910883,196.8954104,259.4110005,224.399214,267.6263639,229.1874556,229.9437601
"yieP",2122.502462,2102.927206,3284.021572,3526.780949,3198.603762,2872.459616,2394.142041,3970.871572,3420.507199,3209.476994
"guaD",264.91002,206.6215718,120.9331643,289.4359006,210.5575887,447.5404728,141.0953038,212.4864892,306.5178394,360.0539613
"wbbH",4372.585434,4239.362645,5393.023117,6648.821572,3705.530486,6608.721572,4443.37977,8164.821572,3090.332149,5585.521572
"rdlB",325.2494466,619.2715718,1301.960179,420.9864428,1046.240056,890.5587499,695.50952,907.0890582,844.1106006,824.6059789
"uxaB",246.6255926,293.9956544,526.9464202,298.0541129,345.4453414,271.1222354,363.0916015,972.5459191,288.6834234,352.2817693
"glpB",249.9766589,266.4160393,336.8484337,185.4219874,256.9215718,328.1077633,260.6480731,2075.090165,235.5609563,282.1865986
"ygbM",307.3106788,328.4018779,210.4244547,177.0730244,227.4673406,639.0423175,273.2351589,345.5215718,230.626862,413.7785287
"yciC",1965.266439,2028.621572,2030.366505,2326.064884,2756.71092,2038.099923,2387.583825,2771.523586,2287.315863,2158.255375
"yehX",128.3749368,234.4775245,146.1568121,83.16417755,199.2321405,191.1322132,207.0215718,192.102528,184.7110432,156.4181558
"sdiA",595.2360131,823.9145174,586.4272877,1781.723516,1665.686304,1470.533383,663.8926645,331.9953547,2019.165555,1761.62921
"pgaD",214.0073363,247.6642884,246.7000785,249.3633839,277.3076824,245.4044215,342.5672277,259.8424958,255.4333232,260.2758054
"yfaP",221.3381276,171.6707483,175.7194858,152.6687088,135.6520907,342.7839637,143.4227019,204.0958971,140.7217662,237.3099104
"norR",569.8105891,470.8321862,529.7866205,371.1116423,407.2905754,476.1032091,492.7364433,548.8759897,394.2242471,344.2264486
"ydcA",207.1342028,384.7248827,319.4529243,711.7908914,695.6670118,318.3516308,392.6273555,464.2223365,834.9048269,536.4601371
"cbpA",1539.337161,1267.921572,896.1072177,1004.701329,1220.821572,748.9120465,1649.361516,1121.512693,1363.021572,994.0715718
"punR",398.5627378,592.5284534,409.1603356,232.8910897,545.6284554,246.4911741,481.5296287,327.6962386,369.3985922,200.3874802
"yohD",1016.784973,1178.367923,1839.84648,809.5886598,1563.731745,1393.660476,1187.228167,1677.767217,1170.201469,1292.0882
"fimA",4136.319913,4641.553853,6551.019405,5080.418189,7696.685671,6513.430425,5575.714958,7145.496288,7872.072496,6545.325101
"yiaF",1904.249512,1956.030694,3286.522252,2815.154178,3710.462258,3348.659574,2490.268174,3867.271572,3534.267937,3480.282188
"gss",1118.789128,1319.428951,802.938743,1215.985217,1212.520559,763.3634153,1204.895334,824.9827643,1298.739693,889.0293144
"sgcX",205.6452089,265.4512787,246.3834864,154.2215718,291.3693848,462.0321018,226.1704001,371.5560244,263.9918354,424.1473714
"djlA",1862.32438,3046.677529,2962.499974,2867.352623,3460.321572,3141.156979,2858.417066,2980.69214,3193.764651,2674.023124
"yaiW",1571.019905,1686.174035,970.9039888,1404.897353,1318.567079,761.1164353,1665.626897,910.9930023,1334.148616,830.7417333
"yggX",4458.506681,4272.756539,3571.967455,5187.170291,5112.319183,5080.916824,4944.671572,3755.975044,6157.380863,6273.883616
"ybaK",1224.225704,1148.829746,569.0592382,1013.161486,1223.905816,812.1137278,967.0920437,640.1504753,1172.631653,853.4931402
"tig",9763.421572,8347.798383,9166.609288,11969.73351,11249.38455,9740.721572,9263.037477,8057.089046,10823.79828,9829.118301
"hybA",329.9715718,248.7527995,212.8235644,381.4991578,301.2347942,531.7716409,309.5215718,1259.224034,392.1664285,564.5738841
"rrrD",159.5602712,195.5950518,88.85186357,376.3329418,343.8399345,150.0586757,347.72001,131.5739681,779.7325258,338.7429017
"fhlA",522.5640627,589.5328135,505.8662335,449.5247969,407.7368081,563.2215718,532.4566849,3638.568732,463.1728209,489.1442045
"yidJ",259.6895152,190.4598581,156.301304,187.1746521,196.8215718,533.571259,195.9911913,236.9189879,204.9545799,346.8599678
"dsdC",129.4190981,236.9251091,76.01952798,122.6643027,236.7311526,197.6191654,124.7161901,102.9113477,172.3261355,130.3292486
"opgB",732.7957747,1071.785973,470.5018321,929.9215718,1132.521572,661.9339483,1054.783829,501.8323809,1105.421572,623.5514798
"pepQ",5389.702092,5841.771702,5990.322136,5544.9758,5832.482601,6212.732579,5825.639803,5358.316492,6767.904467,6963.13793
"mcrC",657.6215718,752.3649727,334.8777038,776.2562948,408.601467,457.3000374,748.4751869,595.5060332,537.7070075,647.4851901
"dppD",765.1086489,716.4666355,556.9120423,453.7942805,521.8772013,449.7487769,770.318825,307.5154596,1198.720528,1238.75786
"nsrR",7757.86174,9084.757059,12048.45375,8503.594361,10218.61295,10758.03623,9397.838807,11602.82157,9642.124203,10920.24963
"ydhS",258.3848273,206.9000749,347.2434585,190.2653985,191.4245922,237.9793049,286.177603,817.4215718,150.9089044,181.7574123
"aroH",2522.696075,2332.827729,943.9215718,2083.2746,2420.438387,1312.038138,1956.597253,629.9985382,2242.082252,2273.840972
"ydfX",130.1516867,91.89948987,84.99540195,89.01508277,88.20596445,86.77788524,88.25353017,99.00107246,97.82989799,89.9983657
"yfbR",2039.221572,2365.276079,1692.021572,2167.014426,1915.722901,1612.738267,2153.136642,1510.432882,2070.38669,2031.828809
"yoaH",1538.287919,1279.390584,2162.388414,1923.306259,1892.916147,2291.665696,1453.052116,2178.647595,1356.349532,1830.129888
"motB",606.2558701,353.9745078,368.2230447,349.7989713,245.3957563,467.3735847,340.2767097,405.4633293,247.0056888,418.0437911
"pepE",352.5607775,269.2938781,515.153373,319.1287374,311.072005,580.160219,384.585093,1773.348769,278.3470974,681.2807752
"idnT",119.8662377,122.3289393,104.9215718,115.0092427,126.6635625,214.1899079,94.51783263,135.5215718,133.5200314,185.2900662
"gpt",1989.284999,2903.36455,2213.418052,2365.476652,4059.190299,2276.048073,2186.374836,1416.4129,2272.780281,1281.741996
"yghW",202.4398636,165.4088018,107.6128826,154.2215718,144.7072778,408.062401,107.6128826,194.3052721,159.7222964,280.5887573
"fumA",4823.152781,4953.793987,2386.524781,3190.065139,3591.684138,2459.2053,4652.684283,2036.465777,3005.780112,1968.71928
"yggM",335.0110249,309.3406226,227.9076284,379.6160008,320.6195262,731.0612057,224.770974,342.9471735,339.465357,512.2222023
"sdaB",1278.582452,974.885719,523.9668939,1073.406181,1034.774843,778.5036302,1079.097928,855.9329181,947.5448633,671.8852736
"caiT",248.6430462,192.0469795,158.8108903,118.0428575,123.3249346,300.7658052,175.1368569,206.6287205,130.472881,220.8527579
"fecB",1314.513432,1995.154958,2994.589593,418.917995,851.5087444,829.1164006,2246.775289,734.8551799,929.2538705,1061.33567
"ogt",1666.80799,1767.764632,1936.649967,1971.018293,2144.819436,1611.609332,1656.423829,1445.612901,1449.400352,1361.921572
"micC",24.75157454,34.87305099,18.69514447,35.12808687,21.50641004,77.0013236,14.8552802,47.76981786,34.37821639,46.59793498
"trmL",1514.700056,1632.021572,2238.386336,2010.421572,3115.406287,3120.241029,1706.016257,2168.421572,2405.790452,2703.314341
"ribF",6464.83242,6204.882464,6458.459077,5228.538694,6507.277164,5181.003552,6650.107691,6396.700495,6018.703973,5168.575695
"yebK",1117.821572,1231.025674,1454.045643,1453.727467,1259.958776,1260.521572,1285.355768,1762.002784,1123.515799,1376.321572
"ulaE",432.2282528,484.1793935,379.8873841,283.3193452,396.8382186,371.9841549,670.4112387,529.6803936,449.7459998,377.1868181
"ybjO",548.7974577,561.9913442,452.2454239,384.6150512,581.8915075,314.6193427,558.0610619,448.7450887,409.3566285,249.9131573
"yddM",508.8285932,443.4715718,458.0974262,576.207998,433.860428,566.7796658,495.0823541,585.6215718,619.7049479,627.3682522
"dbpA",825.0215718,1094.115345,2013.633869,1094.753506,2372.702912,1911.763592,1124.004129,1052.927013,1438.626114,1432.6338
"tsaE",1781.171192,1602.039421,1824.795499,1503.940257,1872.621572,1930.121572,1844.214726,2755.464567,1798.892768,1732.157763
"amn",2706.137881,2962.669304,1662.821572,2024.021572,1732.915569,1543.293711,2638.34208,1546.921572,1991.668549,2145.25005
"zraR",397.9113967,538.2004018,421.7168126,308.0342786,608.6438102,688.0735026,487.6509289,845.5840592,503.4244519,511.8946024
"yciI",5386.743217,5457.075314,4423.865265,5472.702054,5315.201618,3946.310871,5590.767445,4167.342551,5925.842439,5115.893362
"rsmE",2348.820529,3150.567572,1988.310574,2342.482641,2251.307262,2357.149605,2601.918712,2199.36468,2486.973246,2293.478629
"thiS",315.8215718,440.0215718,373.7671362,287.2215718,283.8866758,437.277208,437.3805535,392.7195656,304.0406164,385.5406151
"wzzB",3072.482266,4193.690884,4780.702494,5021.161566,5426.151584,4231.558438,4002.16552,4844.565929,4587.178626,3414.563676
"ypjD",3067.728248,3019.338537,2442.764472,2833.769853,3113.138183,2581.773345,3052.921572,2373.011446,2839.278159,2102.973097
"yhhX",2099.263384,2841.490092,2769.262614,2375.279674,2698.963352,2565.408058,3180.248569,1724.119687,3679.535521,4120.743175
"seqA",4911.112589,5560.548733,4470.525811,5131.561223,5293.359042,5473.640592,5270.656222,4245.771551,5201.591172,5506.083335
"adhE",1759.421572,2022.121572,3704.391268,1890.121572,902.5723115,1986.187615,1675.134349,11630.46726,810.6121314,1923.368024
"lysR",533.5907432,712.0215718,530.2960307,445.534376,589.5580685,429.6505689,473.207813,340.188663,517.4898232,412.7215718
"cof",833.3220141,944.9215718,1224.892246,1403.588055,1458.036958,1429.687558,699.864556,655.9017534,1323.708548,1023.321572
"ydfE",195.0580341,143.6661994,137.2215718,136.1210542,89.94516888,187.5655565,129.5598989,168.2802314,104.2807535,133.9244191
"folP",3401.768111,4133.521572,3737.49678,3091.785904,3446.546505,3223.724282,3787.855222,2663.291996,3665.393225,3684.71511
"sfsB",1224.426145,1082.198434,740.4105233,1047.293145,1131.065651,1043.008051,1133.04899,869.8264833,1043.055309,1047.828603
"adiA",257.9806216,305.3420451,192.6892753,166.9613068,291.641964,403.6695191,297.7119253,322.2252306,317.8215718,382.6913836
"pgaC",218.8944123,189.5215718,115.8292685,157.9016837,170.5029751,171.0766117,281.0492637,249.4406308,166.7133389,149.2578803
"ydfJ",163.5659011,159.6929229,184.1408882,209.0215718,202.3392608,166.4637869,169.2934018,160.4365808,217.876458,146.9861232
"eno",8846.18623,8921.821572,9065.609661,11146.02991,10592.57038,10070.23099,9739.598097,10253.75163,10358.58766,9443.019696
"yafD",1497.638411,2672.017498,1432.165952,1700.680303,1956.462825,1325.171572,1482.539408,927.6836924,2476.36563,1480.407968
"ygbE",1932.467568,2012.508082,1461.89046,2192.696281,1657.700031,2200.821572,1506.971572,737.327626,2716.843244,3129.691825
"nudJ",1391.921572,1842.133787,2169.721572,1112.271572,1123.838914,1356.15878,1471.359702,2572.921572,846.4928634,983.9739267
"purT",4913.570436,4546.750959,2514.22951,5372.906097,7667.34803,4821.969415,3566.267043,1441.245442,5079.815432,3589.719154
"hisA",7441.486725,7329.738762,5817.590833,3684.499444,3145.857437,3605.779961,7311.922365,5410.19334,3836.043963,5378.988366
"sbmC",1216.682436,1081.771572,1192.571572,1720.241167,1454.189403,1730.539466,1069.210543,1041.921572,1347.818171,1832.441024
"fabY",2365.469775,2620.283749,1573.436658,3578.121572,3206.738867,2358.921572,2365.639039,1597.364811,4877.250126,4109.947806
"rapA",6655.734574,7179.198463,6696.770128,7095.696702,7631.693771,8538.67609,7474.498389,6175.970124,7145.943899,7387.621572
"rpsJ",16080.48713,18228.32157,18547.9842,17918.33706,16656.10829,18592.21496,17202.47157,17867.88696,17135.69656,18917.46631
"rnlB",2532.855552,3124.699318,3419.821572,3106.854146,2521.450823,2713.527809,2619.533633,2597.172947,2478.724017,2675.331989
"garR",470.9721823,455.1932046,285.8215718,479.8794801,408.9708915,304.8215718,454.7329043,274.9215718,509.9215718,396.7215718
"mutH",883.4225219,910.5375464,869.33489,1019.981921,784.9622765,851.2073408,1029.713373,934.1311726,936.9112572,915.5511221
"artM",3335.018694,2351.746722,956.0906186,964.5340066,1365.472969,677.3368775,3460.32139,1403.521572,1325.046986,962.5215718
"crp",6794.574519,7083.340249,6588.121572,7987.622841,7690.370096,6184.180186,7008.860527,7412.714812,8032.623115,7597.97804
"lnt",2755.202011,2822.782361,2384.023276,1841.309508,1597.972124,1484.021572,2488.797755,2001.384278,1391.522355,1423.237573
"ybhH",118.37892,86.01405685,82.22500861,86.12157178,45.738303,143.9980593,58.06276736,105.3004362,50.98798579,112.1430597
"exbB",7959.02744,5880.225141,5710.698879,5001.619787,3196.25623,3873.303168,5636.734215,1521.821572,4753.795807,5480.678902
"rplX",14447.57619,12865.62157,14474.29202,14792.72157,10540.32496,14642.62938,12004.27157,14926.67963,11441.98846,14572.48053
"yafE",639.4698632,1143.938113,849.88991,1069.6925,1006.321572,564.3247382,787.1646318,619.4180741,1222.441527,726.1215718
"yijO",435.3215718,504.5973418,333.7061502,578.4787125,634.57123,794.7058078,337.1406235,252.7083243,623.2591839,561.9215718
"atpB",7208.897974,6059.666352,6626.358037,9287.252437,8051.67899,9163.769271,7900.1026,5903.030046,9898.356266,9876.801435
"yehB",29.66164519,33.00507451,25.18958276,23.12137704,18.98664436,47.29025668,37.16149301,41.46584297,23.13127623,73.1283475
"panZ",823.6941866,954.5215718,424.5215718,1238.13497,1514.098403,1308.021572,745.0802052,443.0752804,1534.821572,1107.315505
"prpB",197.4544665,165.2466439,155.225063,132.1786605,161.8424873,238.909887,160.4698112,194.9744459,152.8738441,199.6110061
"yeiQ",567.2114136,487.4227917,1679.721572,774.2215718,627.068221,982.4776918,721.3099077,509.711818,620.2421794,1640.13066
"cpxA",2550.144225,2940.614433,2502.690141,3281.369075,3262.707334,3082.218899,3106.32116,2638.911593,4472.240853,3712.077316
"ygdR",1879.444655,1665.830284,1421.348566,1404.130656,1234.290569,1442.636929,1643.126797,1556.315248,1191.316039,1125.581289
"ynfN",2026.188454,2392.812951,6556.417051,5355.696682,3964.285445,5668.071981,3496.521572,6737.040791,5627.777405,6272.221572
"chaC",765.1732244,1135.105078,762.917296,837.0565845,914.0129661,510.3546554,806.8597517,503.2324079,880.007094,469.3673984
"nikE",302.2576515,403.0125722,630.5613827,351.2473187,513.7215718,674.5927783,589.7062607,3370.052066,414.6460823,652.2857277
"cydC",1598.85382,2027.288504,1381.286869,858.566321,1467.421572,867.155882,1676.299393,2019.721572,1016.56784,673.6715718
"jayE",213.1278267,250.5795319,276.5470321,177.4779488,249.3894676,161.1215718,325.9692193,331.4612033,199.298155,149.8687205
"glnD",2231.421572,2394.210555,1710.292971,2010.421572,1261.087694,2114.787397,1837.121572,1491.783371,1717.521572,2176.933468
"maeB",1011.182713,1041.649373,638.8017361,1366.520899,1212.121572,613.7265071,1030.121572,516.9215718,1523.521572,1015.324607
"rplS",8313.895622,8663.921572,11275.55543,10209.74902,10676.72966,11276.99999,8635.432048,9817.131093,9784.484114,10379.82534
"recE",206.134993,202.7143859,304.8740414,193.4429893,92.70511858,200.7795172,167.4594529,598.0698726,66.64527653,159.603783
"cho",2349.660845,2139.647252,2106.448436,1223.403256,1493.356526,648.5399096,1651.115902,1001.321572,884.563706,641.5215718
"ykfG",309.7501471,271.1136815,479.5842999,149.887476,220.2063513,282.8177495,280.6212428,587.0889461,188.3813926,228.4076096
"ydiP",124.5497945,135.7540054,67.7620454,120.4431101,115.7027941,175.53427,64.69264633,109.0753886,120.9842378,124.2497093
"pncB",7270.972241,6945.488809,5496.507634,6005.546506,8323.63294,6135.092825,7196.824836,6243.807699,6506.443194,5311.531634
"yfdI",2737.673397,2729.064968,1484.080286,4421.421572,3458.669328,3101.229128,2913.65082,1531.971572,4007.105691,3199.454681
"treF",297.08131,353.1835082,177.5154406,326.5093775,375.8808468,324.3902234,265.53258,159.7689004,384.6361406,339.8124843
"hokC",194.7288847,247.0320894,232.5215718,213.3289887,360.5218854,257.3315614,247.080896,257.0162152,345.7464567,261.3206578
"cyoC",8732.02536,8387.967497,7346.891723,8131.075372,7423.758742,8522.721991,8994.461832,2489.566358,7987.628668,8462.411447
"ycaR",7106.209581,6607.475239,6118.090175,6042.95649,7263.622359,5981.961495,6757.174613,5608.646357,5849.526924,5116.413934
"hyfF",309.6044257,280.8232232,271.6002714,224.8108829,235.1128665,417.1054259,295.7845592,328.6515623,229.3889319,310.3065196
"secY",13358.69242,14746.55409,15042.84378,14454.19495,12876.04352,15152.98322,14489.35798,14647.26317,13328.65514,15276.61645
"yegJ",223.7684997,146.8849716,93.38208447,245.0667183,166.4076111,264.3215718,109.8721509,161.1459185,245.5354606,224.2215718
"ycjM",108.7524198,92.78767269,92.73092277,86.93989668,61.52425867,163.3741656,69.43342413,125.9018336,59.42937396,107.8496612
"ycjS",454.2652369,384.9693597,331.1215718,349.1215718,327.4844028,407.7174164,351.7014994,387.4357378,296.9106289,336.410061
"ssb",2791.025551,3075.219262,4449.366013,3478.786491,5235.536277,4956.215311,3416.646767,3436.229153,4585.911137,4700.046703
"gluQ",1278.901249,1692.960586,778.0107896,1078.004268,1161.803594,719.232569,1373.432091,630.8964093,1111.339596,721.4952057
"hcaF",622.149945,606.6715718,435.1457002,508.2618122,600.2706445,541.5073692,623.1986565,468.1892442,759.4312613,553.2238246
"ppdD",493.7901224,531.4168929,821.8493132,387.5681269,380.2065699,724.6688377,588.3278697,1118.278552,418.3704312,694.2480883
"yecA",4588.170784,4640.210516,5855.154413,4371.057118,5305.361466,4760.213007,4402.816916,5046.453105,4241.36677,4135.241929
"aspC",6920.392096,8218.195769,6119.223113,6220.981176,8636.616969,5647.037341,7561.339574,3065.857627,7221.977701,5379.293745
"mhpB",364.7929465,326.4691821,212.8011386,158.7426877,223.2410482,254.6215718,313.8329553,235.2259052,245.0215718,208.3858214
"dld",1781.971572,2833.730177,2390.303071,2269.921572,3036.121572,2652.821572,2020.52922,1748.619879,2958.596359,2783.972207
"fliP",128.4215718,149.5981347,96.65950767,53.62158503,95.86290405,189.9065442,123.7215718,154.8171299,82.06311189,129.4480937
"nudF",2097.271572,2288.288767,2439.4305,2578.821998,2920.319498,2687.697053,2307.026945,3128.696437,3048.750781,2962.770722
"yfcH",1435.781297,1693.071572,929.3357412,1867.038228,1531.792607,1247.150597,1528.017719,750.9714071,1980.637305,1560.354943
"flgG",254.1348248,349.1433807,229.8505531,141.9215718,176.8966706,240.1715087,296.3952509,265.0714198,159.2259935,160.0422167
"ydjA",4064.384871,4513.756683,3520.448852,3774.751803,4673.770425,4001.542379,4352.382244,1049.446351,4942.683465,4326.261467
"rhtA",292.6948465,330.2215718,256.4511274,417.2063904,590.316135,316.4881288,342.8006295,238.5815821,462.8272979,279.9162785
"idi",188.3951324,275.4610151,300.923084,169.6964366,402.838113,428.4584006,242.5601078,241.2059947,350.0367249,406.8753303
"yqfA",1032.643533,1774.062883,2092.957636,1238.479668,1920.792509,2117.543904,1410.211642,2094.160906,3403.604028,3594.321572
"sraG",153.7552885,116.9667797,93.01670956,87.22273571,83.34363612,501.2071865,71.71724503,200.5585288,81.85455008,267.4665695
"ymfT",436.7733918,419.4231768,521.4197555,316.490453,362.9696596,184.3803238,434.4872324,719.2151122,250.0572683,170.8869108
"purB",9743.450849,8532.665796,5930.968343,8258.284103,8632.92059,7064.406452,8172.025412,5252.399319,6789.669158,6277.746101
"symE",255.4919179,426.796633,419.9078013,217.0591676,520.1820583,393.4675209,427.9026122,437.8215718,471.7215718,409.6715718
"osmY",2089.882714,1947.428014,1446.466784,1161.125702,1218.354447,1334.960822,2378.137453,2073.316826,1040.01198,1029.048902
"yjhV",227.0935256,212.3410448,187.1287974,169.6501019,186.7151319,227.9006005,186.2447616,189.6249059,180.8041839,189.9196012
"yfcE",7431.953335,5208.812747,5972.021572,5527.407234,6164.134546,5081.495258,6405.250577,7082.397448,5136.991174,4836.542965
"ybjC",1240.193698,1253.168523,712.6086986,1056.499522,1470.14708,630.5699934,1336.020823,1026.078179,1238.130713,705.7070713
"focB",267.874163,226.0343791,140.2932869,151.7919812,192.455667,346.1184175,179.3963449,220.6103207,174.9603179,232.9080482
"yfdE",105.2358505,103.2157024,77.14542696,99.97611852,78.42157178,110.3406122,74.55575782,83.77824292,76.59121213,113.7215718
"bidA",473.4111987,417.2497955,1576.034909,242.3109227,424.4472318,325.7265452,698.9406156,1634.070824,268.1056815,572.9410727
"ybhK",1130.042897,1040.007269,681.7887807,1118.514425,1312.936213,709.7003783,950.968292,718.2261808,900.1889694,544.1647128
"mutL",803.0942654,2697.193388,2950.886377,1079.553227,3290.821572,2539.017618,3329.033784,4659.171572,3296.798025,2809.191367
"fic",514.9035257,570.8112188,573.9955348,686.7708864,821.9036923,838.5595395,602.8199556,602.8199556,799.3254618,786.0424715
"yhfG",371.2313027,513.6442997,355.8630259,522.9587491,754.7217219,385.902963,528.5926639,310.1340775,757.8286331,510.3802426
"ygeO",175.9355302,335.5044072,230.0215718,410.9851061,276.3045017,137.137646,278.8393801,259.1538059,313.4572351,175.0626346
"hisS",8526.594648,8820.596021,8460.621572,7307.918203,7180.36775,8401.638244,7875.294205,7920.863133,7187.761865,7649.023706
"yihN",245.3530019,177.7793564,94.37654617,166.2215718,125.2634836,545.6953102,96.19927798,207.1501214,153.5676902,387.3071938
"dgcE",370.1250928,497.2015506,296.6835323,369.5605459,458.6927298,306.3770406,413.8829236,242.447293,423.1471228,402.9413075
"der",6323.119033,5904.833268,7151.782961,6028.121572,5767.151125,6490.521572,6436.521572,6252.571572,5480.108913,6073.103615
"bipA",6337.616652,7368.921572,7467.338376,8411.121572,8019.501372,8084.980801,7002.363283,4624.202727,7677.981223,7442.468908
"murC",3272.174518,4399.895752,4649.439693,3192.287522,3356.171572,3451.182574,4903.997928,5392.603221,4272.963049,3916.68742
"entC",2631.45998,4453.366836,3964.633361,857.066821,1012.903082,1385.642968,4559.166237,294.9300578,2412.289545,4324.747713
"sdaA",5840.139211,5225.09834,6867.756518,5234.741419,7910.69363,5710.880258,5625.998664,4037.342379,4841.702072,4184.444172
"hemE",3805.275936,3573.845433,3245.400534,3652.203125,4360.396186,2924.701797,4038.36408,3173.072467,4398.48067,3358.991445
"nhaA",1293.521572,1182.59558,956.1240289,1228.321572,1408.612776,687.0922119,1550.821572,1555.216589,1436.157092,950.0124718
"yidB",645.4475735,540.5961908,671.7216928,726.3117668,715.188047,1364.722817,539.3331988,927.685609,682.7218232,950.8167305
"rcsB",6248.850168,5894.401873,5718.722268,7043.959338,5816.821572,4991.462973,6581.176791,5306.702152,5801.554743,5297.321572
"murD",2291.921572,2769.769193,2911.381106,1993.05954,2271.630696,2533.357756,3118.616031,3680.535102,3191.496904,3030.211072
"tcyN",406.1049045,559.6651393,559.4152034,553.5727157,625.513795,373.7558903,464.99981,337.6270178,803.15029,815.2814028
"rimL",793.5076677,803.82918,703.2585662,1247.856026,1127.636726,587.6764544,779.3007437,569.6135098,809.9469839,635.7766553
"sdhC",5477.249525,3940.15404,3659.601305,4764.584202,4103.602477,3994.697727,5650.412308,215.9530479,4167.023634,4519.991615
"ypfG",3078.148283,3500.788264,1940.821572,1029.891021,1154.963523,950.7333409,3003.271204,2115.698112,1196.683965,958.9858131
"lptG",2763.254376,2191.627164,2120.146705,2661.45447,2812.316597,2185.642122,2483.009639,1993.122696,2618.877112,1996.848745
"phoA",308.7520087,270.5806609,194.6884902,637.1777974,361.0128959,381.1825452,277.6247898,259.7495421,662.6345115,568.7682242
"ispA",9566.39004,7583.04398,6462.306936,7962.288467,5737.12725,5990.713118,7146.159227,6442.683939,6547.83766,5942.252804
