"","0","0 | 1","32400","32400 | 1","32400 | 2","32400 | 3"
"rpnE",440.759,428.232,202.441,453.096,320.138,500.298
"yfaX",423.407,385.821,472.013,174.87,487.862,420.167
"yfaY",629.376,633.52,559.754,278.409,157.324,170.097
"yfaZ",831.849,749.062,645.14,711.654,131.619,90.1096
"nudI",627.324,552.933,451.322,266.878,462.961,1405.23
"ais",601.988,557.428,352.824,312.426,850.906,806.025
"arnB",555.219,611.441,147.366,853.019,120.803,416.738
"arnC",730.022,745.304,136.582,443.654,704.143,811.77
"arnA",532.367,460.86,511.432,790.613,99.936,1546.79
"arnD",519.297,525.412,613.2,736.798,329.327,680.629
"arnT",457.822,518.701,305.337,948.694,934.963,140.695
"arnF",376.402,372.402,31.505,100.51,74.4691,398.948
"pmrD",1289.25,1151.19,114.799,352.315,437.301,834.309
"menE",942.707,821.196,99.4819,413.616,690.402,661.191
"menC",1269.34,1254.8,405.137,626.549,45.0771,130.826
"menB",1733.63,1537.79,535.486,530.308,81.513,623.704
"menH",352.437,285.628,195.258,58.2256,516.204,92.1205
"menD",1249.47,1297.1,1242.4,37.8527,114.123,51.4042
"menF",1069.85,1262.21,112.82,61.658,186.173,657.175
"elaB",1210.49,1198.42,111.652,309.703,134.774,84.0763
"elaA",665.846,671.138,192.689,749.573,120.501,1042.99
"rbn",660.331,684.841,106.129,321.668,563.981,1018.79
"elaD",588.167,566.855,248.652,308.661,596.698,159.025
"yfbK",473.833,451.671,101.307,686.944,191.634,229.726
"yfbL",473.985,462.113,376.532,658.644,985.069,97.4049
"yfbM",598.141,601.81,132.452,159.784,655.567,892.675
"yfbN",534.228,497.62,491.424,557.725,220.994,34.8734
"yfbO",590.354,571.284,74.5704,606.789,129.532,76.383
"yfbP",507.845,614.386,815.201,178.866,95.8334,115.127
"nuoN",2849.73,2696.54,152.946,388.461,613.092,167.255
"nuoM",1156.6,770.385,715.203,561.664,138.617,1297.08
"nuoL",3856.98,3621.62,55.0977,482.951,64.4578,866.087
"nuoK",3688.66,3436.88,248.789,473.459,139.096,522.482
"nuoJ",3804.33,3891.61,753.749,338.549,58.4295,461.712
"nuoI",3387.87,3398.76,367.529,472.674,409.42,367.367
"nuoH",3324.11,3118.39,1864.49,144.058,51.9237,52.4699
"nuoG",2078.23,1879.12,1157.66,886.633,920.06,799.092
"nuoF",2517.65,2828.95,1527.09,239.827,1053.11,918.169
"nuoE",3916.22,4373.52,1358.37,472.857,1500.56,968.463
"nuoC",4637.66,5051.64,503.9,310.172,294.902,1629.98
"nuoB",4152.76,4737.46,1200.6,678.379,926.824,281.77
"nuoA",4079.39,4470.69,504.879,375.129,385.977,1270.56
"lrhA",1232.31,1022.05,692.013,502.642,670.325,1025.83
"alaA",1197.67,1056.85,898.383,325.206,421.558,153.722
"yfbR",594.111,560.494,136.947,1161.64,73.9439,664.784
"yfbS",878.841,830.186,86.508,721.498,521.976,1042.57
"hxpA",974.577,800.807,138.127,387.88,233.375,218.845
"yfbU",1535.53,1209.85,189.136,1092.85,727.043,928.671
"ackA",2160.97,1987.43,58.897,66.5868,112.008,107.8
"pta",2139.87,1614.31,368.16,69.5243,148.381,65.4321
"yfcC",525.716,541.411,50.7078,971.815,70.2013,428.982
"yfcD",1306.37,1403.31,301.943,403.777,415.733,801.612
"yfcE",1141.03,1167.19,267.276,503.27,852.819,638.793
"yfcF",586.528,564.505,1131.53,508.649,1278.44,697.031
"yfcG",416.542,559.746,399.41,44.57,256.144,108.761
"folX",2164.72,1867.3,898.308,738.722,684.544,185.569
"yfcH",857.705,897.113,133.272,629.681,670.954,263.853
"rpnB",427.765,404.643,134.668,632.105,405.167,273.503
"hisP",713.665,741.538,445.36,56.4563,221.421,542.284
"hisM",471.471,507.738,292.379,377.58,1028.19,221.297
"hisQ",450.817,447.895,313.992,972.615,1081.97,871.106
"hisJ",775.774,815.462,832.65,447.195,1052.17,689.093
"argT",486.583,551.808,758.702,762.717,296.765,313.056
"ubiX",590.547,530.229,541.395,521.79,90.6519,974.187
"purF",1076.49,1274.87,1038.02,859.304,962.721,807.267
"cvpA",1406.7,1482.91,45.9737,560.005,181.24,42.4886
"dedD",1242.33,1171.79,245.228,482.448,762.561,1030.26
"folC",1625.4,1698.51,28.575,411.632,1057.13,731.218
"accD",2629.8,2574.68,782.661,867.99,1435.92,1183.8
"truA",1131.14,1060.28,676.706,742.63,975.453,618.891
"pdxB",1329.25,1361.5,292.738,513.408,1283.4,628.411
"flk",745.74,825.816,438.464,644.744,111.168,110.831
"yfcJ",456.196,507.472,186.793,148.386,567.613,253.916
"fabB",3916.11,4790.7,442.864,1065.37,446.024,256.933
"mnmC",619.604,682.91,104.704,416.263,590.659,519.451
"yfcL",1191.79,1387.4,104.521,453.955,668.722,1001.63
"epmC",1231.17,1167.48,210.572,339.797,643.639,73.7624
"yfcA",577.885,574.043,1183.62,638.629,1694.14,325.999
"mepA",629.98,750.785,620.835,403.445,584.901,536.417
"aroC",1540.63,1407.42,771.716,350.397,1335.68,145.454
"prmB",2080.41,2633.24,181.345,372.371,564.542,215.037
"smrB",1063.19,955.403,240.127,455.813,439.89,1205.9
"yfcO",899.238,986.829,631.265,357.451,468.173,166.995
"yfcP",583.817,582.647,108.531,544.541,395.694,1013.95
"yfcQ",495.32,438.845,400.771,39.1808,151.796,822.354
"yfcR",570.796,565.982,620.914,14.1126,605.693,944.215
"yfcS",603.313,619.253,519.581,806.53,1190.69,427.203
"yfcV",509.895,418.813,168.506,386.778,778.371,416.091
"sixA",584.338,593.748,82.4518,605.182,98.4119,723.408
"fadJ",650.224,646.876,286.067,461.162,43.6653,97.6374
"fadI",651.201,621.608,655.371,459.511,785.331,696.527
"yfcZ",1623.23,2070.94,105.182,375.519,743.067,431.696
"fadL",1796.5,1490.77,1030.87,489.569,597.109,272.966
"yfdF",606.061,618.498,592.806,393.278,558.943,419.624
"mlaA",1477.22,1612.04,295.455,734.766,559.98,991.718
"yfdC",438.449,421.41,137.211,971.28,948.953,859.427
"intS",633.612,587.964,95.3309,627.152,1199.71,1731.13
"yfdG",1237.89,1340.37,663.209,499.357,936.748,169.017
"yfdH",2035.26,1681.54,155.103,489.912,104.298,205.638
"yfdI",1525.03,1312.5,422.587,1032.54,319.49,744.097
"tfaS",533.483,595.175,99.4624,790.742,990.449,484.903
"yfdK",581.399,526.685,1208.47,31.1592,538.529,348.48
"yfdL",385.136,397.236,48.1112,575.232,745.96,343.077
"yfdM",513.988,494.652,1283.34,654.398,698.989,553.091
"yfdN",399.554,383.459,384.842,451.666,345.183,299.611
"yfdO",444.798,533.768,190.309,423.538,154.712,729.976
"yfdP",405.204,417.764,109.218,464.961,1006.31,70.0936
"yfdQ",554.358,544.996,1336.16,366.509,1461.69,409.7
"yfdR",333.83,312.184,1138.06,616.335,1298.17,668.999
"yfdS",546.49,564.179,110.459,20.8614,1162.74,116.555
"yfdT",706.973,699.823,24.5656,335.993,674.657,1282
"dsdC",706.535,605.283,44.6387,447.56,39.6136,562.78
"dsdA",1311.98,632.951,754.092,39.0384,1010.1,93.2833
"emrY",501.571,480.588,53.9039,674.154,96.2761,138.66
"emrK",501.011,472.643,118.888,28.343,392.956,804.789
"evgA",1050.37,1002.33,385.292,459.142,217.322,173.974
"evgS",637.32,581.451,1291.3,19.5258,642.091,1111.16
"yfdE",420.407,439.043,92.1073,366.755,540.056,557.148
"yfdV",596.28,602.078,283.526,24.2757,53.2178,683.778
"oxc",607.998,623.167,493.654,325.149,853.461,512.381
"frc",443.157,436.47,372.787,309.642,772.249,672.569
"yfdX",564.355,541.672,1214.69,73.0658,373.962,699.394
"ypdI",549.351,537.311,727.38,587.263,714.443,838.649
"yfdY",826.482,818.752,203.851,21.8811,249.892,485.795
"lpxP",546.979,581.377,353.822,774.778,808.982,645.768
"alaC",848.655,735.052,107.629,20.3267,1095.68,69.6531
"pyrS",741.141,738.453,16.5024,21.4559,82.3549,910.952
"pyrR",705.79,745.278,281.663,352.814,427.338,1394.55
"ypdC",480.314,495.895,243.96,755.857,110.278,72.2137
"fryA",226.413,220.926,554.203,377.084,323.684,1037.46
"ypdE",387.823,379.128,1020.43,583.838,511.933,555.812
"ypdF",434.844,418.765,49.7418,379.572,643.361,580.167
"fryC",335.55,233.073,299.051,784.374,244.623,784.393
"fryB",434.904,388.179,28.7062,335.32,52.6016,1044.64
"glk",1828.6,1232.57,57.5382,27.1702,752.577,620.088
"yfeO",505.842,482.266,1498.63,217.825,382.49,768.523
"mntH",437.483,524.533,1055.6,442.144,98.5768,660.905
"nupC",1360.53,1156.94,26.8331,517.326,82.5188,1317.91
"pdeA",902.85,896.327,89.2651,830.254,272.041,612.873
"yfeC",1048.72,809.625,442.022,730.132,1153.51,1214.92
"yfeD",1033.22,978.433,1109.82,1083.51,662.752,59.0204
"gltX",2410.64,2310.98,179.299,781.19,1304.07,376.037
"xapR",502.873,508.591,268.209,473.567,422.832,614.681
"xapB",428.701,348.269,1399.64,880.325,680.551,615.834
"xapA",441.293,358.905,134.798,1929.59,1914.49,1310.63
"yfeN",797.808,840.345,74.3271,728.404,421.236,334.207
"yfeR",461.293,552.889,38.1231,667.125,56.6125,122.163
"yfeH",603.785,623.467,1262.1,699.509,441.776,116.305
"ligA",1152.07,995.843,545.169,1229.47,817.416,1319.6
"zipA",1142.31,1013.67,1039.38,734.197,291.863,112.09
"cysZ",841.813,872.644,457.947,708.758,140.169,788.579
"cysK",1270.53,1157.16,34.4965,695.19,624.007,782.845
"ptsH",4331.14,4288.82,805.768,1247.92,315.146,779.36
"crr",2076.01,2420.64,2222.34,861.192,50.573,494.928
"pdxK",1175.73,896.543,341.004,841.629,201.771,1011.24
"yfeS",666.339,716.494,82.3353,493.773,51.905,192.683
"cysM",539.65,628.518,170.973,861.603,346.79,466.353
"cysA",442.585,427.013,179.303,512.141,649.819,464.624
"cysW",673.183,612.585,995.022,981.78,705.415,187.275
"cysU",501.837,495.731,531.087,171.159,39.2667,473.635
"cysP",646.892,648.711,365.207,558.238,924.324,414.395
"ucpA",1924.19,1214.56,52.7039,1590.24,402.426,594.55
"murR",347.66,308.695,517.623,1073.53,77.739,680.537
"murQ",1056.98,933.465,143.339,690.465,242.009,314.454
"murP",118.755,55.1852,369.8,672.734,884.299,836.991
"yfeW",679.693,626.071,741.197,565.487,687.144,1156.08
"yfeX",2075.27,2037.08,22.5284,325.012,42.5888,95.6333
"yfeY",1235.55,1153.57,1198.33,500.966,144.686,228.256
"amiA",1503.8,1541.5,634.374,772.387,72.5186,63.4494
"hemF",973.414,1175.11,868.745,631.199,119.828,105.692
"eutR",782.483,825.798,1272.39,495.142,102.854,351.669
"eutK",296.517,276.001,152.346,984.706,549.348,926.039
"eutL",804.651,641.901,215.984,333.175,703.684,614.501
"eutC",607.366,506.994,1331.48,981.007,1039.21,677.51
"eutB",931.788,821.891,262.878,55.4954,107.037,102.664
"intZ",635.155,806.828,736.206,530.607,424.417,265.919
"yffL",741.268,716.946,210.932,363.951,101.269,624.722
"yffM",407.61,358.978,32.2813,358.768,24.6554,289.098
"yffN",376.585,344.694,457.446,526.856,403.755,1528.4
"yffO",747.911,628.969,811.76,395.515,83.9211,903.182
"yffP",754.887,886.627,1285.72,432.175,594.099,980.884
"yffQ",464.367,436.62,767.487,334.01,371.363,153.425
"yffR",763.907,947.258,928.715,1038.94,482.425,260.095
"yffS",1165.81,1222.38,149.536,393.587,243.736,319.518
"eutA",479.461,502.027,833.436,675.357,88.481,750.886
"eutG",353.838,320.481,1482.65,392.973,355.023,699.099
"eutJ",457.891,460.044,207.163,19.5219,121.957,242.856
"eutN",368.882,305.209,654.406,363.232,143.754,361.549
"eutM",474.095,416.856,188.17,484.157,1040.58,1059.99
"eutD",423.602,420.089,490.224,26.7314,234.058,634.833
"eutT",472.242,391.022,474.279,892.97,2097.66,377.525
"eutQ",605.332,621.255,469.348,952.09,902.524,1282.32
"eutP",392.108,313.468,485.026,558.608,37.0921,186.011
"maeB",1557.43,818.254,615.609,685.783,213.532,397.616
"talA",621.564,490.002,80.1165,112.692,749.677,524.245
"tktB",581.986,413.935,675.576,664.506,70.6405,81.9439
"ypfG",839.898,859.453,323.867,11.7512,24.8022,830.062
"nudK",780.803,731.879,158.045,512.882,132.33,162.754
"aegA",632.805,672.825,610.822,581.215,542.324,915.04
"narQ",505.976,473.292,1331.27,639.277,213.84,114.042
"acrD",514.99,502.419,2182.14,717.218,855.762,1371.82
"yffB",1231.34,1228.51,49.3513,22.1624,296.062,1423.56
"dapE",1475.15,1532.97,673.47,81.5979,1468.73,674.438
"ypfH",647.616,723.566,365.105,404.057,732.402,445.468
"tmcA",704.685,661.028,370.762,285.768,51.5669,31.891
"ypfJ",1252.1,1205.51,162.428,530.766,319.046,540.895
"purC",1287.06,1191.63,154.449,760.54,389.538,593.73
"bamC",1565.14,1649.32,60.741,331.886,919.438,749.29
"dapA",2436.47,2415.51,301.931,50.9823,67.7032,162.11
"gcvR",1830.54,1469.45,329.347,543.322,519.791,849.402
"bcp",2822.88,2592.1,57.5529,720.908,806.123,60.5816
"hyfA",614.605,669.727,245.962,759.065,480.749,559.286
"hyfB",497.45,576.914,511.156,584.266,662.009,656.154
"hyfC",488.686,491.713,74.6204,728.537,84.2192,175.002
"hyfD",465.955,475.689,147.178,658.486,696.32,713.191
"hyfE",710.73,639.498,635.66,467.886,121.634,112.124
"hyfF",471.696,463.656,53.3964,21.8908,282.328,86.2389
"hyfG",547.681,530.546,88.2979,492.932,469.176,299.728
"hyfH",426.371,381.066,354.061,22.2785,94.1624,753.192
"hyfI",348.804,350.945,67.3694,713.213,42.0199,132.766
"hyfJ",718.74,751.502,152.684,452.693,237.843,486.467
"hyfR",566.588,614.184,276.72,845.972,99.9086,981.792
"focB",486.204,547.628,618.523,398.869,267.888,672.497
"yfgO",865.064,957.449,167.282,61.2463,353.126,163.776
"bepA",866.422,713.93,1010.46,624.94,1001.11,557.997
"yfgD",1023.2,965.405,811.16,314.553,782.533,76.0269
"hda",1271.64,1394.89,157.755,250.371,688.569,177.098
"uraA",945.065,745.176,221.017,25.0836,937.151,61.4449
"upp",2629.69,3045.44,456.145,567.274,116.974,126.832
"purM",1070.7,1095.99,51.3591,16.4516,680.93,201.553
"purN",1024.79,980.311,474.481,279.763,557.347,998.181
"ppk",834.905,869.706,306.628,786.526,771.669,605.403
"ppx",874.797,793.965,96.5054,351.953,104.372,39.6625
"pdeF",398.397,389.379,99.1979,723.414,303.995,619.423
"yfgG",1545.93,1586.64,38.1371,204.329,406.706,68.4716
"yfgH",485.395,412.077,330.707,491.252,199.57,74.1116
"guaB",2756.43,2494.27,252.719,454.022,532.178,264.094
"xseA",954.305,1208.13,1008.47,660.028,41.2361,186.096
"yfgJ",508.928,566.404,374.573,329.373,397.679,517.108
"der",1731.63,1882.28,306.118,541.513,66.7064,79.4806
"bamB",2281.03,2448.96,82.8493,17.5697,546.935,78.0222
"yfgM",2517.95,2468.25,96.0295,793.145,875.438,258.439
"hisS",2647.53,2934.04,630.752,685.043,912.905,618.721
"ispG",1996.34,2191.59,1157.49,830.955,861.338,1036.92
"rodZ",1014.21,1208.92,633.055,532.752,571.312,169.986
"rlmN",1268.82,1535.51,594.781,165.996,816.138,723.88
"ndk",1644.58,2177.84,50.6721,641.209,218.153,248.088
"yfhM",826.912,817.791,32.4339,668.785,52.9758,74.758
"ryfA",923.793,941.728,523.375,303.469,791.007,611.974
"sseB",1120.14,1070.57,55.9884,170.687,300.475,880.009
"iscX",2080.95,2167.42,173.507,565.356,586.849,375.132
"fdx",1970.37,1768.81,483.332,1784.39,2136.72,2272.88
"hscA",1154.35,867.221,959.873,383.164,61.4709,555.092
"hscB",1468.12,1389.59,126.573,354.872,920.749,1759.85
"iscA",2616.18,2733.01,34.0163,237.523,414.933,873.142
"iscU",2691.4,2808.05,739.149,751.971,822.698,102.407
"iscS",3079.57,2865.4,105.995,66.846,459.582,595.95
"iscR",1444.61,1420.01,92.09,534.473,338.557,710.957
"trmJ",1732.5,2167.17,349.919,442.264,141.929,64.8255
"suhB",860.748,1079.98,226.03,340.028,93.3069,85.9735
"yfhR",568.692,545.713,692.809,54.3478,81.3634,190.006
"csiE",1123.48,793.722,921.418,1115.8,767.094,1158.17
"hcaT",678.179,657.833,308.576,40.9306,121.005,311.629
"hcaR",668.594,799.973,328.238,534.007,46.5616,125.304
"hcaE",474.333,431.228,37.2674,316.704,555.949,179.886
"hcaF",505.574,476.778,400.544,296.538,1231.12,465.165
"hcaC",516.717,478.785,59.3783,46.1112,175.767,374.884
"hcaB",361.146,329.518,1114.19,274.824,715.244,737.257
"hcaD",662.721,778.388,439.922,167.797,939.903,847.984
"yphA",710.597,694.298,585.643,40.5972,57.5033,424.635
"yphB",479.154,493.604,97.5556,554.25,413.739,508.963
"yphD",548.091,449.785,101.207,478.419,67.5414,392.919
"yphE",597.216,623.065,658.808,722.09,40.0423,154.838
"yphF",791.029,770.336,497.924,658.114,246.816,87.217
"yphG",441.707,456.671,107.624,661.133,88.266,279.796
"yphH",499.991,485.405,143.938,247.335,1104.17,607.246
"glyA",1717.03,1304.63,167.447,586.484,770.4,496.527
"hmp",596.488,579.926,899.271,1125.26,102.99,1143.33
"glnB",1381.81,1278.32,714.263,430.884,339.953,482.106
"glrR",713.362,747.567,93.8482,18.7643,797.123,759.458
"qseG",1119.62,1035.25,56.8696,384.999,86.9368,490.905
"glrK",376.988,353.136,522.126,644.187,904.122,397.801
"glmY",1831.5,2656.91,375.181,470.258,891.52,213.539
"purL",1313.74,1432.68,600.709,39.5381,69.1943,97.1111
"mltF",795.45,856.457,82.2313,156.438,460.327,192.576
"tadA",629.044,758.479,608.687,424.793,39.6564,913.14
"pgpC",933.233,1085.6,691.11,509.658,231.432,72.1693
"yfhH",701.979,827.11,864.527,601.704,1089.38,73.4942
"yfhL",719.225,907.585,604.951,441.221,280.674,557.06
"acpS",1231.84,1157.15,29.0934,381.216,810.364,778.732
"pdxJ",1596.21,1467.34,255.701,713.396,129.599,563.35
"recO",890.879,798.202,379.451,227.595,1443.84,827.555
"rnc",2097.31,2453.73,845.568,392.524,192.602,81.1457
"lepB",1689.51,1957.02,691.625,87.0072,148.699,130.742
"lepA",2445.55,2374.83,83.469,441.477,98.1429,613.612
"rseC",1042.34,924.848,709.912,399.348,471.381,899.096
"rseA",2800.21,2124.04,1258.44,149.729,618.398,834.505
"rpoE",1807.34,1480.27,259.222,703.23,967.156,984.99
"nadB",536.126,581.858,843.781,38.2905,354.138,373.827
"yfiC",650.431,628.328,611.836,42.671,47.7114,205.101
"srmB",1880.63,1523.48,88.6286,418.326,82.0113,602.434
"yfiE",443.73,440.75,1118.09,600.72,140.199,569.91
"eamB",719.451,684.556,862.081,292.561,1145.51,457.508
"grcA",2381.58,2927.87,299.894,17.8693,159.718,562.269
"ung",1178.65,1155.77,145.901,593.505,1110.09,770.791
"yfiF",1202.51,1362.66,120.042,170.354,381.105,755.572
"trxC",607.533,815.157,1335.31,27.3587,1267.32,524.581
"tapT",638.301,635.227,625.962,435.842,544.818,770.325
"patZ",1393.67,974.139,1440.58,869.106,729.289,71.4299
"pssA",2227.44,2172.33,983.23,1031.48,204.632,647.622
"yfiM",342.593,384.623,359.283,48.5389,890.004,321.833
"kgtP",2069.55,4015.21,1341.84,399.921,957.226,677.209
"rrsG",6048.77,7242.41,385.113,60.3043,876.243,137.609
"clpB",976.016,4132,124.449,832.8,1129.1,1285.75
"yfiH",1050,975.322,158.116,114.529,576.914,125.214
"rluD",1086.56,869.922,1292.09,43.1879,210.04,652.481
"bamD",2521.7,2512.13,52.8189,61.0896,984.333,1107.98
"raiA",4682.09,4487.29,168.332,422.348,179.884,72.1459
"pheL",456.464,440.046,121.904,269.139,1013.6,283.134
"pheA",1191.12,1472.02,41.5041,78.8385,541.379,72.1662
"tyrA",750.745,634.907,65.6385,268.492,350.163,65.3784
"aroF",1004.07,910.793,160.398,231.804,56.3121,373.878
"yfiL",367.605,393.551,338.895,428.14,50.1679,68.0827
"yfiR",948.177,1022.61,1512.57,736.026,572.512,629.604
"dgcN",747.12,721.178,689.328,399.303,801.707,354.536
"yfiB",682.753,701.775,713.678,744.117,214.336,178.361
"rplS",4140.65,5268.99,36.1118,315.082,942.369,181.316
"trmD",4347.83,5312.08,377.976,529.069,49.97,767.596
"rimM",5613.67,6808.47,51.9584,364.307,1144.51,1339.32
"rpsP",4723.04,5643.85,43.3066,581.556,565.133,590.995
"ffh",1989.97,2014.86,829.168,603.825,440.356,907.274
"ypjD",1164.98,1161.32,80.2858,360.142,196.985,472.826
"grpE",2471.9,4976.23,94.7844,666.61,108.565,733.63
"nadK",819.137,832.486,141.345,751.851,477.418,145.161
"recN",914.831,845.054,1646.38,1130.37,646.885,1143.55
"bamE",1096.17,1176.31,885.18,674.461,110.552,814.182
"yfjF",1339.38,1299.42,922.264,727.507,497.015,460.731
"ratA",1589.48,1752.1,326.107,400.046,609.441,759.348
"smpB",2088.2,2295.12,807.715,1160.3,1273.82,924.561
"ssrA",5325.38,6921.4,18.2355,241.371,365.84,73.7239
"intA",813.54,828.232,1005.27,409.737,98.6587,935
"yfjH",569.295,569.713,142.579,461.29,410.514,358.135
"alpA",566.909,549.604,771.726,871.991,414.152,962.72
"yfjI",526.396,488.463,41.1914,189.559,45.8871,131.342
"yfjJ",599.453,539.711,624.224,25.8723,132.253,192.587
"abpB",641.312,676.365,356.217,16.1846,989.496,158.866
"abpA",1072.75,996.271,839.074,974.505,1370.63,703.542
"yfjM",595.001,613.462,72.7074,45.4141,1329.92,779.208
"rnlA",1648.09,1961.56,192.222,1081.26,485.442,634.201
"rnlB",1008.65,1243.48,70.3824,872.119,190.405,539.417
"yfjP",457.237,521.771,1645.68,330.54,76.7983,895.568
"yfjQ",559.047,681.807,300.408,191.418,499.713,419.095
"yfjR",474.921,501.783,334.545,95.536,164.323,1376.48
"ypjK",413.985,413.014,395.738,771.882,373.153,65.629
"yfjS",413.958,428.135,105.859,891.093,1380.12,1005.07
"yfjT",683.129,799.561,504.513,248.414,294.052,68.3818
"yfjU",675.549,740.759,1125.77,1033.13,103.336,347.527
"yfjV",152.418,151.21,76.34,13.5771,353.018,110.423
"yfjW",662.719,549.584,360.832,440.567,405.288,92.3695
"yfjX",499.143,568.656,1601.1,591.158,1065.84,640.204
"yfjY",329.191,375.525,585.811,252.195,921.234,954.941
"yfjZ",532.303,562.127,1115.27,1170.64,89.4351,1168.49
"ypjF",608.67,625.499,70.0512,511.023,496.868,1127.16
"ypjA",426.037,424.709,201.566,200.067,96.6727,740.954
"pinH",469.393,419.136,761.128,692.435,136.193,1107.11
"ypjB",412.446,332.733,83.6897,176.496,123.222,323.823
"ypjC",317.628,354.514,143.22,671.52,447.17,546.207
"glaH",662.321,693.102,1276.35,421.62,491.927,1787.12
"lhgD",502.131,459.028,93.9956,545.537,658.163,647.292
"gabD",235.921,266.816,123.001,398.74,800.686,1007.74
"gabT",346.886,330.843,1218.48,701.376,126.616,152.146
"gabP",432.947,402.76,558.349,488.508,702.261,74.1496
"glaR",502.882,511.461,544.787,1165.83,50.166,298.743
"kbp",956.449,973.425,319.897,334.69,539.302,293.985
"yqaE",617.928,632.764,412.769,801.533,621.461,752.966
"ygaV",452.474,427.363,684.01,457.292,376.155,799.647
"ygaP",595.596,562.798,43.2183,664.97,101.293,485.412
"stpA",1138.72,1354.02,113.795,698.386,101.672,357.671
"alaE",567.307,675.7,109.436,339.918,447.941,165.2
"ygaC",570.681,602.747,1025.95,433.79,874.04,101.284
"ygaM",474.33,459.591,768.735,726.302,55.4138,161.212
"nrdH",696.795,640.824,93.7542,752.554,937.486,1326.06
"nrdI",413.126,393.167,535.28,463.485,630.681,900.633
"nrdE",493.693,379.262,729.455,556.021,53.4182,1344.41
"nrdF",420.27,352.837,684.401,956.108,48.9572,96.5335
"proV",1184.46,1552.35,469.125,784.945,253.814,1008.29
"proW",773.183,983.328,752.708,436.501,714.956,258.304
"proX",1498.16,1728.32,52.3716,463.864,49.0657,93.0837
"ygaY",576.935,585.173,19.4949,518.801,113.409,51.9458
"ygaZ",1177.6,1007.21,848.413,621.655,1219.06,774.362
"ygaH",916.053,757.332,200.27,357.813,583.069,653.233
"mprA",2032.59,1626.06,418.85,1002.16,40.688,970.781
"emrA",1001.34,946.546,154.778,998.657,86.994,517.775
"emrB",490.492,415.365,892.626,654.037,210.619,772.855
"luxS",1859.25,2051.37,2028.01,766.526,1103.2,911.019
"micA",739.128,527.268,589.743,334.908,703.447,897.399
"gshA",1841.44,2064.57,556.382,280.251,295.995,146.418
"yqaA",1258.03,1133.94,65.2126,456.561,272.656,200.074
"yqaB",772.676,805.537,1127.48,969.747,740.213,111.23
"csrA",2780.48,2992.2,624.824,654.832,61.3055,581.182
"alaS",3320.47,3297.89,436.046,1060.24,749.378,243.819
"recX",627.455,644.994,124.012,422.192,62.1355,663.958
"recA",2698.35,2520.82,543.591,562.629,698.929,434.413
"pncC",1095.86,884.744,268.772,562.068,423.352,916.583
"mltB",788.834,850.052,668.625,819.415,615.552,772.82
"srlA",3720.85,2484.33,278.168,59.9307,46.2224,877.508
"srlB",3258.65,2050.94,1949.44,320.637,252.148,991.979
"srlD",3267.36,2402.07,197.492,602.099,85.8367,719.188
"gutM",1221.57,1137.47,101.296,738.466,224.753,519.349
"srlR",2160.48,1683.18,108.576,718.401,800.331,1034.37
"gutQ",784.998,831.227,72.0972,640.828,147.372,903.769
"norR",534.027,589.584,32.194,373.351,128.016,496.187
"norV",473.602,479.108,1099.55,770.682,251.049,832.214
"norW",594.725,677.484,248.829,558.368,132.352,289.507
"hypF",623.954,773.419,348.231,510.495,706.332,588.546
"hydN",619.317,617.622,497.703,712.81,137.184,316.22
"ascG",996.672,1051.3,1994.06,745.951,1086.16,648.563
"ascF",544.298,530.598,76.7843,501.758,245.298,618.835
"ascB",466.4,552.998,1024.91,567.876,105.802,422.041
"hycH",570.204,643.545,763.466,355.379,521.939,683.16
"hycG",484.395,518.622,2054.55,379.583,202.285,841.723
"hycF",522.443,601.059,1092.31,718.689,589.014,296.062
"hycE",607.575,687.813,206.723,225.047,26.2237,120.775
"hycD",537.118,535.795,324.608,1144.41,1461.29,1201.97
"hycC",622.844,623.338,460.9,485.93,97.6107,169.034
"hycB",115.641,120.735,1124.86,780.992,452.376,918.744
"hycA",771.848,634.576,635.29,426.255,126.914,616.186
"hypA",882.851,789.827,463.97,600.746,523.922,442.101
"hypB",1207.57,1203.64,425.488,228.59,252.401,120.494
"hypC",939.026,779.879,34.7583,196.062,101.285,412.186
"hypD",593.558,550.751,84.4769,508.523,69.1726,184.105
"hypE",458.64,408.529,614.529,701.767,716.925,956.702
"fhlA",534.794,588.543,1021.76,791.026,353.219,1062.74
"ygbA",469.323,823.285,833.389,120.679,45.3428,125.684
"mutS",916.194,956.083,67.2742,375.907,509.034,42.2187
"pphB",722.697,1050.5,1423.07,459.837,72.7281,801.166
"ygbI",1329.38,1436.32,909.582,852.568,1469.85,836.584
"ygbJ",670.257,701.078,305.233,257.257,233.222,144.344
"ygbK",644.319,729.311,596.442,719.492,761.754,168.547
"ygbL",825.705,756.844,40.5447,650.187,150.554,190.24
"ygbM",674.72,754.877,567.27,645.619,788.217,1624.44
"ygbN",547.907,536.478,726.228,60.5125,657.773,98.7503
"rpoS",1807.36,2019.19,132.276,300.403,83.4786,455.732
"nlpD",2527.2,3158.13,85.527,477.814,67.9368,116.871
"pcm",1505.27,1646.59,154.208,683.049,505.754,360.786
"umpG",1770.95,1597.93,548.091,367.618,125.293,391.466
"truD",1794.6,1766.21,1308.43,637.315,157.583,1021.3
"ispF",1498.39,1232.05,190.995,559.1,919.174,130.044
"ispD",758.083,752.566,449.18,473.351,144.631,83.884
