"","3000","3000 | 1","0","0 | 1"
"ygdB",505.7,380.5,394.8,275.1
"ppdA",131,76,110.2,101.5
"thyA",2546.9,2132.4,2614.8,2723.4
"lgt",2164.5,1645.2,2162.3,1873.3
"ptsP",3368.8,2666.5,3097.5,2626.2
"rppH",3129.2,2871.6,3236.4,3231.5
"mutH",699.4,542.8,539.6,476.7
"ygdQ",775.9,583.2,698.9,603
"ygdR",902.5,702,923.9,1369.7
"tas",3323.8,3147.4,1828.8,1883.1
"lplT",560.2,387.6,412.7,335.3
"aas",992.3,664.4,704.6,594.9
"omrA",142.7,64.1,120.4,121.3
"omrB",128.8,76,172,182.3
"galR",1144.8,946.3,738.1,648.1
"lysA",1254.9,1029.6,1274.3,7117.4
"lysR",360,304.9,288.1,388.6
"ygeA",1512.5,1292.6,1331.8,1354.4
"araE",197.4,142.6,133.6,109.3
"kduD",283.1,245.2,160.5,168.9
"kduI",181.7,136.7,121.2,89.5
"yqeF",380.5,276.9,539.2,278.9
"yqeG",124.8,104.1,72,88.9
"yqeH",39.3,19.5,20.6,25.8
"yqeI",110.5,90.7,80.3,86.7
"yqeJ",113.7,89.6,116.2,103.3
"yqeK",24,20.8,7.8,5.5
"ygeF",35.2,16.2,5,14.7
"ygeG",58.7,25,8.4,8.1
"ygeH",33.2,25.1,12.9,9.2
"ygeI",16.1,7.5,5.5,4.5
"pbl",18.8,12.2,6.1,9.2
"ygeK",31.5,30.8,8,12.6
"ygeL",43.5,25.4,13.2,13.6
"ygeN",38.2,29.7,40.8,60.1
"ygeO",176,101.7,143.1,224.6
"ygeP",346.7,284.8,245.7,360
"ygeQ",139.3,132.9,184.1,249
"xdhA",105.6,87.9,60.1,85.6
"xdhB",199.2,174.9,98.9,141.4
"xdhC",202,161.3,107.3,110
"ygeV",332.4,271,215,177.4
"ygeW",73.4,58.5,49.5,42.6
"ygeX",118.4,86.1,72,63.2
"ygeY",96.4,73.2,59.9,61.7
"hyuA",54,41.8,35,2.3
"yqeA",200.6,140.7,97.2,123.9
"yqeB",245.8,180,221.8,190.9
"yqeC",91.8,71.7,39.4,31.4
"mocA",236.8,122,70.1,148.4
"ygfK",31.7,22.7,13.5,6.1
"ssnA",69,64.3,39.6,37.4
"ygfM",128.8,86.6,68.3,62
"xdhD",578.4,394.7,310.3,189
"xanQ",98.9,100.3,50.4,56.6
"guaD",284.6,254.8,332.4,340.1
"ygfT",108.6,103.3,94.5,116.6
"uacT",51.9,37.4,25.6,21.2
"idi",563,494.9,251.2,446.5
"lysS",4407.3,3916.7,4314.1,4325.2
"recJ",1077.9,875.2,1124.1,958.1
"dsbC",1880.9,1531.5,1578.6,1315.4
"xerD",1418,1157.8,1255.3,1067.1
"fldB",1533.7,1270.3,1564.2,1107.1
"ygfX",1190,832.8,938.4,713.5
"sdhE",1265.3,1008.5,1228.5,978
"ygfZ",3303.1,3322.6,2524,2907.6
"yqfA",1493.4,1202.6,296.9,918.6
"yqfB",1046.3,934.7,1087.1,1047
"bglA",2164.1,1904.5,1950.6,1604.2
"ygfF",228.7,156.4,742.1,720.5
"gcvP",1783.2,1492.1,5038.2,5035.3
"gcvH",1986,1772.5,6163.5,6176.4
"gcvT",1155.5,1233.8,4625.4,4829.3
"ubiI",1169.7,871.6,1275.3,830
"ubiH",2244.3,1662.7,2006.8,1658.1
"pepP",4169.4,3400,3187.2,2508.3
"ygfB",3644.4,3033,2964,2363
"zapA",4411,3798.4,3253.2,3134.7
"ssrS",8714.7,9593.4,8433,8669.6
"fau",583.9,370.6,487.6,484.3
"sibC",223.3,148.7,185.4,321.8
"serA",7999.1,8303.8,5916.3,7302.1
"rpiA",3883.3,3404.2,3363.9,2605.8
"yqfE",113.2,79.6,77.1,95.7
"argP",1823.2,1634.3,1533.3,1314.7
"argK",116.2,81,46.4,35.7
"scpB",88.6,86.9,46.4,58.9
"scpC",99,60.7,45,47.1
"yggE",2914.4,2850.8,1430.7,1982.6
"argO",1280.5,1008.4,912.8,763.8
"mscS",8278.8,8449.3,4649.7,4595.6
"fbaA",9454.4,9512.1,7949.2,6861.4
"pgk",6024.1,5327.3,4522.7,3608.6
"epd",2085.7,1745.9,2312.2,1709.6
"yggC",858.4,669.7,703.1,767.8
"fumE",1164.3,882.4,939.2,859.7
"yggF",133.9,93.2,57.4,95.1
"cmtA",87.7,51.4,44.5,70.9
"cmtB",35.8,29.4,19,23.6
"tktA",5302.4,5062.9,5138.8,4812.2
"loiP",1085.8,898.4,681.7,1003.3
"speB",455.9,306.5,467.7,476.6
"speA",2445.9,2237.4,3180.7,3647.4
"yqgB",1666.5,1579.5,3696.6,3788.4
"yqgC",93.8,76,105.6,142.6
"yqgD",16.7,22.7,8.7,13.7
"metK",7586.8,8893.1,7350.7,5343.9
"galP",249,247.3,223.8,258.9
"yggI",197.9,186.5,218.7,251
"endA",129.2,91.9,121.9,113.9
"rsmE",1939,1594.5,1552.1,1411.3
"gshB",2651.1,2320.6,1886.2,1676.7
"yqgF",2400.2,1766.9,2107.2,1591.1
"yggR",188.4,138.6,146.1,105
"yggS",572.5,628.8,636.7,421.1
"yggT",2417.9,2221.2,2324,1911
"yggU",2231.9,1686.1,2408.3,1585.8
"rdgB",1639.4,1265,1627.1,1033.4
"hemW",966.9,746,1100.9,590.7
"yggM",96.3,97.6,64.1,64.4
"ansB",287,184.2,167.4,257
"yggN",1625,1272.2,1218.6,1496.5
"yggL",3456.1,3648,2985.4,3466.7
"trmB",1348.9,1052.1,1182.1,1075.4
"mutY",1635,1235.2,1568.3,1611.2
"yggX",3366,3240.9,2856.6,2935.8
"mltC",1240.2,957.6,1197.8,1116.2
"nupG",383.6,324.6,225,131.5
"speC",705.2,744,1219.2,1666.2
"yqgA",202,174,89.4,123.8
"yghD",174.1,107.7,83.8,72
"yghE",41.3,36.9,49.7,48.1
"yghF",79.8,67.6,97.1,185.8
"yghG",46.7,54.8,113.7,218.1
"pppA",154.5,103.7,159.3,269.1
"glcA",272.9,227.2,135.3,259.3
"glcB",1020.2,841,431.4,431.5
"glcG",1197.9,881.1,515.6,698.2
"glcD",320.9,242.5,200.3,197
"glcC",325.8,274.6,192.5,244.5
"yghO",79.3,50.9,33,38.4
"yghQ",135.2,95.6,76.8,125.8
"yghR",91.1,64.7,43,34
"yghS",81.9,79.2,45.1,88.2
"yghT",84.9,63.4,31.4,44
"pitB",53.6,57.8,51.3,36.4
"gss",2377.8,1734.8,1389,1284.6
"yghU",2949.2,2667.5,1644.6,2057.5
"hybG",661.1,512.6,378,442.9
"hybF",363,277.6,268.9,238.2
"hybE",1207.5,732.2,779.1,451.5
"hybD",1363.6,1051.7,1017.9,866.4
"hybC",577.9,377.1,418.2,361.3
"hybB",116,75.4,47.7,27.6
"hybA",120.4,112.8,89.2,68.1
"hybO",123,93.6,105.9,116.1
"yghW",150.3,87.2,75.9,127.6
"gpr",440,351.7,303.5,237
"yqhA",2510.9,2283.6,2314.4,1777.1
"yghA",1151.8,980.4,228,700.9
"exbD",7232.5,6896.1,2960,5351.5
"exbB",7278.6,7033.1,2912,5175.6
"metC",2310.1,2063,1649.5,1249.6
"yghB",1769.2,1371.8,1390.1,1081.1
"yqhD",7305.5,7891.7,1390.8,1300.4
"dkgA",5667.6,5339.8,976.8,1522.6
"yqhH",102.9,115.1,65.2,142.7
"ftsP",2076.2,1462.6,1840.1,1668.7
"plsC",1811.6,1357.6,1856.6,1413.4
"parC",1599,1421.3,1897.2,1299.1
"ygiS",679.5,547,449.5,327.3
"mqsA",3668.7,5345.3,1083.3,1576.8
"mqsR",3986,5878.9,1337.2,2356.4
"ygiV",2152.9,1438.3,626.3,609.6
"ygiW",4693.6,4441.3,1754.6,1765.2
"qseB",365.4,414.7,363.7,285.6
"qseC",385,324.4,267.7,211.5
"ygiZ",60.9,60.7,48,60
"mdaB",4004,3923.2,2097.9,1292.1
"ygiN",3688.2,3185.7,2223.7,2357.1
"parE",1799.5,1402,1661.8,1603
"yqiA",2117.7,1641.3,2309.6,2057.2
"cpdA",2754.4,2247.3,2323.2,1957.2
"yqiB",2293.3,2034,1656.3,1476.1
"nudF",2458.6,1969.8,1935.6,1841.1
"tolC",5270.8,4905.8,4098.2,4019.2
"ygiB",2669.5,2219.2,2374.6,2662.6
"ygiC",2152,1833.4,2037,2329.4
"ygiD",567.7,442.9,315.9,366
"zupT",2689.6,2294,1437.6,1209.4
"ribB",1945.4,1308.9,2153.9,1582.3
"ubiK",1437.7,1438.4,1732.7,1731
"ygiL",129.2,62.2,68.8,84.4
"yqiG",109.4,93,71.6,85.6
"yqiH",46.2,26.1,23.7,39.1
"yqiI",63.6,45.7,32.7,39.6
"glgS",1513.2,1648.1,710,3027.1
"yqiJ",119.7,75,63.9,70.5
"yqiK",57.9,38.1,36.4,36.3
"sibD",1772,1575.2,2190.8,2404.4
"hldE",891.3,747.2,928.5,829.2
"glnE",1516.1,1194.2,1096.5,1064.6
"ygiF",1619,1306.4,1376.4,1229.4
"ygiM",851.9,789.2,1034,2011.7
"cca",1931.9,1412.9,1106.9,1313.4
"bacA",1012.8,868.4,1007.2,909.8
"plsY",656.4,486.3,536,460
"ttdR",78.5,76.4,44.3,40.4
"ttdA",45.5,25.2,10.5,26.9
"ttdB",62.4,39.3,37.5,43
"ttdT",83.2,69.3,47.2,60.8
"tsaD",1407.7,1166.9,1283.6,1142.9
"rpsU",5405.4,5641.6,7251,7564
"dnaG",2722.1,2419.6,2799.3,2925.1
"rpoD",4692.5,4559.5,3857.9,3625.9
"mug",1835.8,1470.4,1106.3,1331.2
"nfeF",2080.6,2361.1,661.4,1785.1
"nfeR",323.3,330.4,171.8,301.7
"aer",234.7,188.9,237.9,198.2
"ygjH",73.4,62.6,39.2,138.3
"ebgR",335.1,327,316.2,379.3
"ebgA",50.2,33,4.7,7.9
"ebgC",50.7,49.4,22.9,26.5
"ygjI",81.2,49,37,60.3
"ygjJ",46.2,27.3,14,3.5
"ygjK",31,32.6,18,12.9
"fadH",131.5,101.2,74.3,80.5
"higA",381.4,345,269.7,339.1
"higB",223.7,172,160.5,279.6
"rlmG",596.3,486.3,797.5,651.7
"ygjP",457.2,332.7,395.4,389.2
"ygjQ",75.5,44.9,56.1,70.1
"ygjR",679.2,601.3,466,564.9
"sstT",4526.2,4047,4050.1,2866.5
"ygjV",167.7,144,107.2,130.7
"uxaC",390.2,379.8,296.9,314.8
"exuT",926.2,164.9,277.4,222.9
"exuR",2913.2,2468.4,2297.3,2216.7
"yqjA",1331.8,1047.7,1041.9,869.9
"mzrA",825.5,550.3,797.3,719.7
"yqjC",4644.2,4255.9,2084.2,3065.5
"yqjD",6346.4,6559.6,2651,3319.4
"yqjE",1719.8,1697.1,428.6,562.8
"yqjK",4708.1,4383.9,1672.4,1693.8
"yqjG",913.3,674.3,224.3,367.9
"yhaH",975.5,863,391.3,639.2
"yhaI",73.5,70.3,40.6,49.7
"yhaJ",711.8,618.3,688.3,503.1
"yhaK",292.1,264.3,152.5,185.8
"yhaL",780.6,427.3,667.9,743
"cyuP",122.9,75,54.6,31.2
"tdcF",166.3,132.9,82.4,92.9
"tdcE",119.6,63.9,62.8,111.2
"tdcD",93.7,104.1,68.8,90.6
"tdcC",169.5,144.2,118.5,137.4
"tdcB",65,48.4,23.6,46.5
"tdcA",67.2,63,47.9,46.9
"tdcR",9.4,15.5,5.6,6.2
"yhaB",39.1,22,9.7,24.5
"yhaC",31.8,18.9,8.3,18.8
"rnpB",11350.4,11548.4,8827.2,9853.6
"garR",518,407.1,273.8,384.8
"garL",109.7,75.4,35.5,63.7
"garP",68.9,44.4,27.2,29.6
"garD",239,146.2,125.7,88.1
"prlF",835.2,927.6,797.1,669.5
"yhaV",517.9,535.7,435.8,417.1
"kbaZ",90.3,47.5,27.1,34.6
"agaV",90.7,78.8,43.1,42
"agaW",121.6,88.2,64.4,59.6
"agaA",172.8,125.5,102.4,118.3
"agaS",49.1,29.1,16.1,17
"kbaY",49.2,36.9,11.4,2.5
"agaB",53.2,32,15,19.2
"agaI",101.6,63.6,42,57.6
"yraH",85.7,60.3,38.7,80.3
"yraI",56.9,47.3,26.8,34.1
"yraJ",291.1,192.8,127.2,157.1
"yraK",154.3,128.3,102.1,132.2
"rsmI",1145.8,963,806.6,882
"lpoA",1508.8,1370.6,1363.3,1330
"yraN",1989.9,1719.2,1733.6,1687.4
"diaA",2727.9,2203.2,2277.8,2242.6
"dolP",2307.9,2120.5,2179.2,2114.8
"yraQ",1798.8,1679.7,1602.2,1002.7
"yraR",475.1,390.3,288.2,289.3
"yhbO",1225.9,1163.6,170.4,628.1
"yhbP",298.8,214.6,280.4,300
"yhbQ",228.3,190.4,209.3,219.4
"yhbS",1233.3,1001.3,862.5,735.1
"ubiT",3008.3,2506.6,2213.2,1790.8
"ubiU",30.7,19.2,12.9,1.9
"ubiV",102.8,77.7,49.2,53.2
"yhbW",1053.8,925.6,348.3,487.8
"mtr",239.8,223.6,128.6,97.6
"deaD",4695.5,3151.4,3653,2904.4
"nlpI",8810.9,7764.9,7952.9,6858.1
"pnp",6116.4,5734.2,5924.2,5218
"sraG",36.6,34.2,15.3,31.6
"rpsO",4834,4897.7,5515.6,5113.2
"truB",2227.3,1915.8,2226.8,2114.8
"rbfA",2162.5,2063.7,2213.9,1959.5
"infB",4101.5,4259.3,4104.4,3674.3
"nusA",5311.4,4791,4660.3,4853.7
"rimP",4189.5,3463.1,4280.6,4196.6
"argG",3707.4,3938.4,7118.7,6354.9
"yhbX",43.3,37.9,34.4,46.6
"secG",4650.2,3844.9,5530.8,4616.4
"glmM",2201.8,1879.5,2081.9,1628.6
"folP",1488.3,1261.4,1608.4,1171.3
"ftsH",3960.4,3374.7,2929.2,2514
"rlmE",3534.3,3028.3,2432.5,2462.3
"yhbY",2924.4,2706.8,3359.7,3375.2
"greA",1351.7,1174.2,1426.7,1708.7
"dacB",531.6,397.8,534,495.2
"obgE",1614.8,1382.2,1440.3,1315.9
"yhbE",1273,821.4,1784.4,1662.8
"rpmA",5493.1,5024.4,6050.8,6293.3
"rplU",7779.3,7829.8,7931.9,8486.4
"ispB",3190.6,2688.7,2903.7,2590.6
"sfsB",254.9,149.3,331.7,319.2
"murA",2820.7,2611.6,2936.8,2395.9
"ibaG",3634.5,3255.6,4148,4157.6
"mlaB",2091.7,1908.7,1697.5,1767.6
"mlaC",2909.5,2773.3,2254.4,2133.4
"mlaD",3230.4,2950.8,3242.4,2868.7
"mlaE",1567.1,1372.8,1606.6,1350.7
"mlaF",1776.4,1466.1,1779.8,1342.4
"yrbG",838.6,562.2,698.5,629.2
"kdsD",2722.9,2208.5,2232.5,2233.6
"kdsC",3126,2496.5,2547.3,2164.7
"lptC",3215.9,2807.9,2558.2,2832.5
"lptA",2877.3,2432.1,2573.7,2265.7
"lptB",3075.5,2789.2,2587.7,2493.9
"rpoN",5269.7,4192.5,3936.9,3487.4
"hpf",6336,6402.2,4374.6,4349.1
"ptsN",5613.8,5234.7,4245.6,3951.7
"rapZ",4153,3599.4,3151.5,3194.4
"npr",2261.2,1839.2,1936.1,1887.5
"yrbL",5722.9,4782.3,3896.4,4305.3
"mtgA",658.2,521.9,524.2,541.4
"elbB",1726.9,1694.7,1164,1064.1
"arcZ",93.2,77.4,108,134.5
"arcB",700.9,631.7,594,458
"gltB",4663.9,4275.8,4018.5,3119
"gltD",3908,3268.6,3410.2,2838.7
"gltF",218.7,183.7,516.5,352.3
"yhcA",73.3,41.7,100.2,55.4
"yhcD",139.6,89.8,111.1,149.6
"yhcF",294.2,239.2,252.8,247.3
"yhcG",287.2,184.7,158.2,178
"nanK",387.4,256.9,213.5,218.2
"nanE",260,172.5,110,99.4
"nanT",69.4,64.2,51.1,26.1
"nanR",1384,1131.1,957.6,954.6
"dcuD",38.7,25.4,18.6,28.3
"sspB",2888.1,2408.3,2374.6,2065.2
"sspA",4074,3593.6,3470.8,2666.2
"rpsI",7393.1,7457.6,7526.3,7214.2
"rplM",9887.1,9647.5,8756,9052.8
"zapE",1477,1201.7,1164.9,789.8
"zapG",5016.4,4713.9,4250.1,4539.1
"degQ",1534.9,1260.7,736.3,798.9
"degS",715.8,593.2,597.6,532.5
"mdh",9658.3,9378.6,6815.5,7014.6
"argR",1247.1,1410.5,1932.8,1788.5
"yhcN",700.9,563.2,348,229.3
"yhcO",1030.3,896.8,219.9,425.7
"aaeB",217.4,136.9,94.3,77.4
"aaeA",145.1,143.5,88.7,112.6
"aaeX",317.1,259.7,109,124.2
"aaeR",1726.3,1185,950.1,1245.2
"tldD",2815.1,2290.1,1732.7,1590.9
"rng",2134.2,1787.4,2144.5,1944.3
"yhdE",2370.1,1810.1,2684.7,2950.6
"mreD",1958.4,1360.8,2240.9,2188.9
"mreC",2521.6,1902.1,2947.2,2787.6
"mreB",4731.5,4494.7,4827,4447.2
"csrD",903.8,602.2,552.9,526.2
"yhdH",1614.1,1440.7,718.2,854.5
"accB",5772.8,5109,5873.2,5707.8
"accC",4117.7,3925.4,4398.9,3560.2
"yhdT",575.9,450.1,735.7,425.2
"panF",654.7,523.7,719,534.2
"prmA",1428.1,1144.6,1066.9,1045.9
"dusB",7105.5,6259.2,8516.1,8189.6
"fis",4057.6,4234.9,6912.4,6359.5
"yhdJ",125.9,103.5,269.9,248.2
"yhdU",114.8,98.3,205.6,218
"envR",54.3,43.3,17.4,31.3
"acrE",72,53.5,31.2,33.6
"yhdV",98.4,99,150.5,139.8
"yhdW",382.3,225.5,1657,1438.8
"yhdX",124.3,83.2,329.1,323.3
"yhdY",87.9,76.2,130.5,106.5
"yhdZ",174.9,145.2,297.1,350.7
"yrdA",1615.9,1061,1255.3,1252.6
"yrdB",1646.7,1144.1,1191.6,1926.9
"aroE",2317.6,1973.1,1700.3,1984.2
"tsaC",3280.2,2534.4,2545.4,3156.6
"smg",7991.5,6915.2,5899.4,5815.2
"def",3623.7,3057.6,3149.4,3219.3
"rsmB",1473.4,1057.6,1113,971.8
"trkA",1450.8,1086.1,842.2,763.2
"mscL",5522.7,5116.1,2656.1,3238
"zntR",1156.2,888.2,996.9,1210
"yhdN",2190.6,1856.3,2265.2,2324.7
"rplQ",8086.8,7773.8,7220.7,7754.5
"rpoA",11315.9,11889.8,9200.7,9458.7
"rpsD",10109.2,10335.9,8888,10179.4
"rpsK",11886.6,11390.8,9825,10187.3
"rpsM",11196.9,10808.3,9079.4,10120.8
"rpmJ",10510.6,9993,8832.3,9560.3
"secY",9450,9517.6,8486.6,8405.2
"rplO",9878.4,10673.9,9063.8,8953.4
"rpmD",10204.9,9757.2,8943.2,8796.6
"rpsE",10252.1,10126.3,9019.1,8400
"rplR",11837.5,10650.4,10719.1,11105.9
"rplF",10288.4,9995.7,9040.6,8518.3
"rpsH",13570.9,13390,12384.5,11637.9
"rpsN",10856.1,10872.6,9563.2,9931.6
"rplE",12285.8,12447.5,10793.7,10914.7
"rplX",14013.5,13410.3,11814,11983.3
"rplN",9705.7,10029.9,8732,9196.9
"rpsQ",6964.8,6494.2,6875,6333.3
"rpmC",7556.8,7455.2,7417.5,5919.8
"rplP",9264.3,9644.4,9015.3,8272.7
"rpsC",11735.6,11839.1,10817.9,10305
"rplV",7469.5,7506.2,6915,6625
"rpsS",12695,12361.7,11390.4,10500.3
"rplB",8274.3,8947.7,7820.4,7423.2
"rplW",10236,10236.9,10044.9,8593
"rplD",8416.8,8782.8,8528.9,7734.6
"rplC",12072.5,11907,10339.9,9053.6
"rpsJ",9424.6,9351,8344,8188.5
"gspB",374,327.9,256.8,309.7
"gspA",77.2,64.2,37.5,64.3
"gspC",91.5,77.6,91.6,158.6
"gspD",90.6,58.5,68.8,88
"gspE",151.3,92.5,119.7,111.6
"gspF",42.4,46.3,51.7,49.9
"gspG",71.8,43.7,52.9,97.6
"gspH",60.7,45.2,39.1,49.8
"gspI",36.1,33.6,26.3,8.5
"gspJ",43.9,46.3,28,28.8
"gspK",47.8,25.7,27.5,32.6
"gspL",66.2,55,62.8,75.1
"gspM",152.9,141.4,107.7,150
"gspO",93.8,57.2,44.2,86.2
"bfr",5158,3874.4,1646.3,3205.6
"bfd",5917.6,5203.9,2740.6,4734
"chiA",216.4,192.1,172.4,170.3
"tufA",11172.9,10946.3,9233.2,9299.8
"fusA",12196.7,12107.5,10501.5,10074.6
"rpsG",11659.8,11806.3,9571.7,9852.6
"rpsL",11417.4,10941.3,9011.4,9672.7
"tusB",2525.8,1729.5,1876.6,1798.8
"tusC",1715.8,1361.9,1506.7,1329.3
"tusD",2633.2,2115.8,2301.2,1959.9
"yheO",3152.1,2837.6,2415.6,2595.4
"fkpA",1833.1,1640.6,1939,1760.5
"slyX",453.1,433,573.6,625.6
"slyD",8306.8,7651.6,7427.4,7118
"kefB",924,757.8,682.3,555.3
"kefG",1140.6,859.2,669.6,581.5
"yheS",1369,1164,1192.7,898.6
"yheT",1581.8,1097.3,1294.6,1116.5
"yheU",1495.8,1301.9,1203.3,1246.4
"prkB",928.2,778.8,701.7,527.6
"yhfA",3065.7,2554.5,2163.6,2491.3
"crp",5981.3,5883.9,4243,3886.9
"yhfK",765.9,503,640.6,469.2
"argD",1837.6,1955,4733.4,3513
"pabA",893.3,601.5,500.7,579.4
"fic",1914.7,1342.1,631.7,865.7
"yhfG",1374.2,976.6,507.7,618.2
"ppiA",2169,1719.9,2463.6,2207.3
"nirD",57.5,45.5,21.4,30.1
"nirC",114.7,98.9,71.3,66
"cysG",1399.6,1156.1,1144,880.8
"yhfL",53.5,37.1,61.2,62.8
"frlA",80.4,57.5,28.9,44.8
"frlB",170.3,134.5,97.8,110
"frlR",733,613.4,622.7,630.1
"yhfS",161.5,123.1,123.8,95.6
"yhfT",112.1,57.2,49.9,75.7
"yhfU",137.1,111.7,64.8,78.2
"php",60.2,42.1,31.9,53.6
"yhfW",104.6,107.8,67.3,79.7
"yhfX",101.5,70,46.8,61.4
"yhfY",219.1,119.9,201.2,184.1
"yhfZ",457.1,347.7,537.6,334
"trpS",4116.2,4116.6,3583.6,4224.7
"gph",3318.3,3185.7,2781.2,3005.6
"rpe",3017,2971.7,2342.8,2456.2
"dam",1343.4,871.9,1343.6,1381.4
"damX",4509,3826.2,3527.7,3525.8
"aroB",5079.3,4701.9,4630.4,4166.8
"aroK",4629.6,4353.4,4886.1,4475.4
"hofQ",148.5,120.6,118.5,120.8
"hofP",196.5,124.2,174.3,220.2
"hofO",125.1,96.6,113.6,81.3
"hofN",140.6,108.9,121.6,119
"hofM",210.9,185.5,96.6,165.5
"mrcA",755.7,674.9,1145.1,851.5
"nudE",3035.7,2588.4,2378,2258.9
"igaA",832.1,585.1,791.7,659.6
"yrfG",1682,1269.4,1244.8,1305.9
"hslR",2432.3,1888.8,1565.2,1426.2
"hslO",1301.1,1019.1,704.5,783.4
"yhgE",440.4,315.3,403.6,600.7
"pck",1604.9,1419.3,1921.4,1081.3
"envZ",1280.3,917.4,888.6,602.4
"ompR",2339.2,1948.5,1344.5,1056
"greB",914.4,674.4,779.2,684.5
"yhgF",1434.3,1254.7,1598.6,1143.3
"feoA",969.2,1095.4,969.4,1595.5
"feoB",1817.5,1967.1,1114.4,1778.5
"feoC",1152.1,997.3,821.3,894.5
"bioH",719.9,546.4,460.3,321.4
"yhgH",409.8,319,339,220.9
"nfuA",5766,5530.5,3987.8,3742.4
"gntT",301.8,201.3,134.1,120.2
"malQ",612.9,478,308.5,296.4
"malT",468.6,370.5,704,384.1
"rtcB",195.6,144.9,135,107.9
"rtcR",90.3,81.8,59.6,69.3
"glpR",1484,1212.9,1412,1147.1
"glpG",1017.4,832.6,1132.9,1025.5
"glpE",2061.3,1684.2,2413.5,1997.3
"glpD",630.9,423,213.5,330.7
"yzgL",354.6,195.2,420.5,567.7
"glgP",3299.4,2506.2,2389.3,2139.1
"glgA",3775.6,2898.1,2725.3,2407.5
"glgC",3135.7,2416.1,2526.1,2243.5
"glgX",2325.1,1893.6,2390.3,1765.9
"glgB",3311.9,2541.6,2990.5,2523.6
"asd",9630.4,8957.9,8377.3,7707.1
"yhgN",703.7,635.2,531.3,267.4
"gntK",349.7,254.5,165.5,175.4
"gntR",1681,1343.7,989.5,996.8
"yhhX",2024.7,1560.2,1131.2,1167.2
"ryhB",1860.8,1579.6,3310.8,4949.5
"yhhY",271.8,208.9,139.8,179.7
"yhhZ",53.4,47.7,19.8,37.6
"yrhA",60.4,19.2,14.1,19.6
"yrhB",125.8,97.2,219.2,158.5
"ggt",1600.5,1450.4,578.9,575
"yhhA",679.6,575.4,217.5,453
"ugpQ",1837.2,1404.6,681.5,837.5
"ugpC",1004.9,846.3,269.9,363.2
"ugpE",514.1,374.8,141.1,180.3
"ugpA",1266.5,980.9,278.6,355.4
"livF",2437.8,2207.3,3013.3,1319.8
"livG",2779.1,2356.1,2759.2,1472.6
"livM",4235.8,2991.9,3996.6,1997.5
"livH",3758.8,2963.4,3941.5,1732.2
"livK",4202.9,3897.1,5164.9,2802.7
"panZ",557.2,420.1,504.8,601.6
"rpoH",2517.8,2065.1,1734.4,1937
"ftsX",1929.6,1466.5,1654.6,1296.5
"ftsE",2264.8,1948.5,1839,1337.1
"ftsY",1422.7,1370.1,1644,1432.5
"rsmD",1434.5,1156,1094.8,1146.9
"yhhL",1412.3,1017.1,1086.4,1100.1
"yhhM",573.6,636.9,463.7,507.2
"yhhN",1547.8,1314.5,668,626.3
"zntA",184.3,113.6,65.7,81.9
"tusA",1362,1140.1,1386.4,1426.7
"yhhQ",491.1,467.7,520.2,392
"dcrB",2025,1955,1564.6,1636.9
"yhhS",1330,888.6,916.9,796.8
"acpT",1275.9,1005.1,1024.3,1006.9
"nikA",48.2,29.8,19.4,29.7
"nikB",59,53.9,22.1,17.2
"nikC",54.2,42.5,39.3,42.6
"nikD",37.5,35.4,43,13.9
"nikE",124.5,102.1,59.8,73.7
"nikR",775.9,737.9,720.7,805.6
"rhsB",76.7,70.1,86,105.5
"yhhH",62.5,43.3,80.7,129.3
"yhhJ",341.1,271.1,510.1,320.1
"rbbA",537.1,369,688.3,579.5
"yhiI",911.8,853.4,993.8,900.2
"yhiJ",110.7,64.8,50.8,67.4
"yhiM",167.1,89.5,141.8,147.3
"yhiN",725.7,757.8,964.1,1010.2
"pitA",2241,1975.4,2567.5,1858.6
"uspB",2135.6,1811.6,437.4,765.4
"uspA",5117.7,5268.5,3667.7,3633.2
"dtpB",840.6,464.5,148.2,214.2
"rsmJ",544.4,432.7,344.1,373.3
"prlC",1617.2,1239.3,748.9,951.2
"rlmJ",1879.2,1450.2,1532.8,1368.4
"gor",3416.1,3268.4,2417.5,2440.2
"arsR",141.4,92.7,82.3,138.8
"arsB",288.6,182.9,168.3,177.6
"yhiS",22,19,9.8,10.4
"slp",731.5,609.7,1020.8,1365.7
"dctR",477,300.2,687.1,650.2
"yhiD",1380.5,681.4,1594.9,1852.4
"hdeB",7702.1,6117.1,7024.2,7588.3
"hdeA",9925,8417.4,9319,9024.7
"hdeD",4875.2,3800.6,3939.2,4417.3
"gadE",1151.6,966,923.8,1122.4
"mdtE",435.7,282.1,460,398.4
"mdtF",587.2,339.3,584.8,344.5
"gadW",4137.2,3338,3633.8,4293.5
"gadY",162.1,106.9,615.7,353.9
"gadX",2549.1,1742.5,2224.5,5322.4
"gadA",2362.1,1637.1,1165.8,3171.1
"ccp",136.1,95,122.7,156.6
"treF",1637.6,1171.3,311.7,661.2
"yhjB",210.4,208.5,166.2,187.1
"rcdB",355.9,420.5,235.9,223.1
"yhjD",1466.2,1012.1,368.9,491
"yhjE",5495.2,5034.6,3280.5,1758.9
"yhjG",956,647.2,156.4,295.5
"pdeH",79.8,62.1,38.3,54.7
"kdgK",499.2,496.1,436.4,444
"yhjJ",511.6,412.6,388.5,467.9
"dctA",424.3,276.1,642.6,248.5
