"","900","900 | 1","900 | 2","900 | 3","900 | 4","900 | 5","900 | 6","900 | 7","900 | 8","0","0 | 1","0 | 2"
"yiaW",52.26867,53.39196,46.78413,31.37677,23.70034,19.40504,78.14107,40.60162,88.50676,36.58492,29.07414,4.044222
"lipA",917.7854,991.5793,952.5397,5365.491,7584.124,10679.75,3281.968,1750.749,2022.531,1897.839,1717.584,1782.009
"yraI",8.854887,0.9684768,16.20208,8.565702,13.16136,4.185497,2.653773,6.470662,2.583172,1.104496,0.9305905,1.414462
"asr",258.3557,261.2795,216.8697,64.17039,15.01897,30.052,57.83249,166.3329,22.60037,22.30884,260.933,49.33189
"yeaE",1197.444,1050.226,670.4893,710.0529,488.6964,512.7769,343.3494,495.6665,338.8368,916.9186,937.9498,649.7632
"mlaD",2077.409,2468.491,1716.901,3315.316,2706.384,2444.336,2371.476,1548.289,2330.804,2805.737,2728.749,3959.565
"cueO",148.0069,99.90654,174.4937,17998.21,19158.96,26746.46,1628.149,1417.914,3374.192,727.7868,1095.264,1572.449
"dnaE",538.0765,535.2543,617.1685,204.5509,294.7108,337.9138,213.4623,207.4089,232.8945,410.3713,211.343,325.8484
"cbl",543.2293,1843.143,974.6912,928.0386,1505.479,1617.325,1985.465,2073.5,902.6726,68.11883,441.8655,305.461
"yeiR",339.6719,473.3083,485.4133,259.5096,127.594,146.4288,244.8506,155.9723,218.0244,480.1046,134.6573,302.7731
"yiiS",842.7068,770.7825,1001.095,681.0333,646.0153,616.0875,2031.973,1345.15,1091.235,2338.234,5593.309,4587.208
"hcaD",43.78646,62.4048,69.24629,121.1978,192.944,198.4097,62.51019,49.67645,72.38288,49.76815,43.21753,36.20695
"sucD",9501.348,7142.608,6831.612,28813.07,39501.78,39882.68,4691.641,3894.433,5266.49,9118.854,12692.07,16881.34
"rbsR",667.0609,843.6186,834.3653,78.95681,82.81799,22.46309,124.7111,141.9475,145.4162,252.2331,80.76774,217.2417
"tynA",84.54859,45.63913,86.22416,100.1809,134.2481,131.6205,60.10052,36.71909,69.31161,113.3169,102.2657,66.14178
"rsmG",748.5621,1009.88,883.354,321.7244,89.55113,99.09537,465.7784,692.863,427.6077,512.4516,314.8252,239.5449
"yicR",128.7996,146.3341,142.4825,42.57251,16.19415,44.50541,142.783,80.43156,121.2432,194.5922,195.094,70.73338
"gcl",89.50932,66.89892,107.4966,210.4065,224.0579,115.1461,99.74712,125.4822,143.3054,131.0123,186.4117,151.0428
"infB",1881.318,1589.26,1440.838,8868.948,8146.894,3079.391,1491.565,1208.236,1942.989,3564.52,4939.662,3323.161
"ilvN",183.6721,175.9672,232.0126,209.9207,221.2959,285.9191,52.61664,64.13767,62.72177,740.7901,421.2751,373.4814
"dut",3462.686,3234.417,3653.725,2069.985,1663.71,1890.431,5404.696,4947.719,4257.529,3746.297,2034.167,3759.37
"nlpE",951.1334,837.5875,872.2654,1421.035,1627.739,1637.254,1346.609,1097.823,1076.566,2060.941,2340.831,2637.824
"ilvC",733.5308,734.0822,571.6918,1284.548,999.6043,1993.208,281.1491,248.1927,194.5118,183.8536,295.7754,286.6595
"minD",10693.83,8056.494,9247.963,9542.512,8076.399,6544.219,2823.986,1646.533,2206.869,11401.73,7903.156,8203.272
"ldtB",1380.071,1374.483,1304.136,873.9901,647.4025,924.498,2452.004,3653.762,3335.036,510.0137,737.9106,534.8648
"yffN",36.64192,22.78341,44.46453,15.09788,29.43957,44.48736,115.5838,88.96104,119.7528,29.43973,49.27423,40.08598
"yegH",199.7679,300.8512,335.3078,177.1585,86.24007,106.7779,62.40761,40.66557,88.47792,205.0404,70.53673,141.2351
"cpxR",4231.328,3456.87,3982.523,3365.257,1821.209,2687.364,7753.235,7617.781,5103.503,4656.835,3598.135,3270.35
"sxy",1449.835,1393.286,1543.382,906.8283,1024.027,979.4866,1083.73,1721.013,1429.345,1529.851,1633.576,1062.731
"truA",1151.017,1191.797,1335.316,1356.687,1466.42,986.658,1067.969,920.4177,1196.516,827.8651,794.1879,1241.287
"trpA",3035.285,4745.793,2057.005,2217.79,5288.432,2903.308,320.5412,622.2075,218.4175,925.4063,1439.346,1665.157
"nagK",3001.761,2816.245,2920.29,1880.771,2059.99,1698.095,1289.89,1266.591,1267.803,1684.921,1658.018,2431.475
"suhB",682.8384,936.1151,540.9478,155.641,164.1135,229.1994,504.6199,936.0778,1231.39,195.2213,112.0305,173.6925
"yhfK",1853.649,1719.326,1693.691,440.0431,73.11547,181.5865,178.8157,220.8167,309.5478,510.4866,408.2939,490.7079
"yagG",4.494796,2.957997,3.764447,6.905187,12.20305,24.64042,7.683274,4.231428,9.086285,7.953223,7.562826,17.05766
"hemX",1403.089,985.895,1303.104,546.7224,291.0748,435.7534,562.0988,509.7255,874.731,1822.705,2319.818,1382.412
"yhgH",265.3282,224.2845,242.4764,771.5255,547.041,711.7645,585.4847,393.7133,462.0351,615.7982,644.6006,669.1885
"elyC",97.40602,140.3591,137.1398,90.13347,103.119,105.5882,192.2633,271.6019,253.9823,102.6509,128.8808,108.6581
"rcdB",90.44518,101.6665,144.9263,276.4451,238.7511,433.8558,337.6647,233.1016,302.88,253.643,414.7694,352.3074
"paaC",36.61003,9.626431,23.20442,204.2936,1411.721,43.288,24.49464,7.18825,2.278633,602.2417,4313.319,889.6573
"waaO",944.968,552.0848,877.3049,1322.166,993.5922,363.9724,1003.094,522.9355,752.543,640.743,763.059,356.8533
"appC",88.7965,61.44999,107.055,14.00362,7.266664,101.4339,63.82646,66.28863,71.32594,45.54324,39.58898,27.81766
"yigZ",1910.756,1605.082,1981.004,1914.568,1207.08,1118.327,482.0688,470.745,652.5519,2898.509,1353.167,2101.863
"tauB",51.77862,85.67929,15.0845,91.29782,152.4378,221.8214,33.96052,22.07694,29.80537,4.349061,25.63473,13.48196
"nfeR",668.1977,592.4999,754.5421,16866.68,21405.05,32093.56,433.3127,664.0601,553.0347,21468.5,18754.28,27408.6
"acrA",4330.647,2973.881,3607.486,15761.1,9072.006,12075.33,4073.952,3571.407,3679.627,4200.498,5048.363,3911.21
"tamB",329.2009,326.6594,437.536,285.3658,131.4789,158.576,69.59241,57.91227,82.05168,305.3457,237.0926,365.0875
"ydgA",5236.153,3755.479,3612.041,3256.019,3165.874,1720.423,1007.038,681.293,490.5638,2705.804,3920.372,2300.387
"yjjJ",102.2738,118.8698,105.9892,145.4367,155.6061,67.29857,71.02348,80.73567,100.3514,107.9966,117.2346,113.5055
"rpmF",12071.87,8452.396,8703.979,20843.81,11121.38,10228.07,19877.21,14805.87,22541.41,13183.2,10204.64,11948.15
"uidC",11.65407,12.72524,35.58255,48.11092,40.00014,84.51066,29.4187,49.87018,29.61016,37.05587,65.6909,39.4216
"kbaY",15.07547,8.058313,18.80152,6.639374,3.108135,5.831366,18.89973,4.891206,2.71261,12.55766,17.65226,32.00766
"fadI",112.2106,78.29925,75.80412,133.1743,241.9695,226.9752,83.81518,111.308,153.4292,1109.481,973.4786,1185.397
"yaiL",3219.89,3002.037,2717.995,395.1537,204.6601,297.1923,3306.166,3827.538,2796.362,1442.829,964.1541,962.7324
"accB",3609.466,4541.223,3119.325,382.8351,374.7603,206.1724,1090.33,809.3232,601.2536,4809.791,1826.151,2597.648
"rplE",13727.75,12394.19,12294.73,40185.74,60695.5,25504.16,31530.45,29818.33,44161.69,20519.08,18548.09,18391.88
"ompX",9891.321,7156.806,6391.949,15470.23,13681.12,13545.61,27732.73,23599.09,34081.87,13317.1,11596.46,14480.14
"serB",708.0977,713.8997,649.7476,771.5226,671.972,822.2427,1428.707,1102.602,1360.48,914.4308,450.1928,948.6628
"ttdB",1.267135,0.262116,2.283373,1.496848,32.88059,5.546624,3.564353,2.858687,27.30356,0.9314267,8.193707,1.131677
"yjhR",39.90355,65.16767,99.98531,6.78617,49.59916,54.31785,162.0472,169.3367,230.3364,51.95911,47.80066,43.61531
"appB",94.45165,136.2472,138.2163,116.4261,57.52874,87.59538,42.49983,61.67254,134.0127,62.34314,86.38645,96.64462
"pyrL",85.94866,253.4209,280.3875,336.329,27.07007,431.6399,1055.072,888.0632,729.5325,52.95575,189.6418,96.2106
"dpiB",94.94048,97.21844,126.7183,82.77928,75.5584,41.7388,190.8562,181.6608,337.8851,48.43319,70.65159,64.61271
"sodC",1475.752,1106.233,1170.672,911.445,857.3478,864.0819,282.6721,291.805,247.0277,372.6533,285.8285,316.6332
"psuT",247.2013,241.2764,360.7511,499.4516,361.6349,513.6962,275.7586,370.5403,470.0251,248.3552,432.419,293.0536
"tdcD",55.60412,77.25692,42.33448,137.779,11.43372,18.25472,38.31326,38.2343,91.88461,342.8671,46.96672,213.3923
"alkB",92.95791,108.4059,156.9607,82.55492,132.5911,116.6912,89.03355,47.77646,120.521,75.06559,62.76403,99.19599
"intD",463.2868,686.4948,602.8725,403.6841,167.0175,54.60802,687.2717,601.7252,619.6196,278.3171,289.3828,144.8094
"efp",14013.63,10407.01,8942.502,9236.751,14403.57,6593.093,22834.21,21591.17,24879.79,13159.21,12109.85,14379.33
"ushA",1071.755,471.5307,849.7828,1967.625,2314.897,1652.564,617.5579,473.5316,519.121,1121.215,962.4283,1128.921
"cmtB",30.96163,29.29172,38.77364,31.91873,3.506596,44.74201,28.15855,9.485106,27.89694,8.915649,14.80714,7.153535
"pdeD",90.76974,71.66467,167.695,102.868,152.0803,86.62272,230.0607,203.8236,265.3278,58.3942,84.74473,37.78372
"paaA",22.39184,3.505313,14.83379,317.5966,2236.677,106.4923,25.63782,4.213221,34.6794,1053.286,9043.696,1928.569
"lsrF",543.1288,336.4365,314.5881,133.3551,157.3878,180.1841,169.4361,264.0853,235.0731,156.3042,208.3207,209.9176
"ttdR",188.4999,116.847,131.1338,28.41494,29.72131,7.281491,39.91726,78.79701,80.46471,19.42418,30.13847,30.06263
"argH",262.0816,169.9901,356.3472,211.4199,304.2534,679.1379,277.4438,310.0085,285.1932,143.2202,87.60448,232.1609
"flhA",2427.928,3569.392,3411.658,330.6161,350.3917,280.6026,276.194,305.0562,337.7566,762.7411,850.489,1238.57
"rpmH",17905.8,14857.7,13319.31,8919.623,7578.822,6930.066,36852.93,29389.26,45537.75,24528.54,14102.38,17336.77
"kdgK",620.5524,407.8518,518.0504,526.8638,374.4082,566.1711,1390.644,898.7062,832.3926,623.0591,386.7929,615.3293
"recC",320.0545,312.7896,305.4662,412.2874,257.1716,626.9488,163.4906,171.847,126.7681,249.2024,201.4106,363.3979
"rimM",8374.131,7940.797,6287.238,7985.451,5195.558,3401.426,30964.74,27752.71,43870.7,6750.005,5146.918,3501.127
"fliC",24039.93,15914.68,18129.31,49975.82,50385.98,34969.18,19981.01,20409.68,23756.38,21175.73,21834.06,23051.61
"cusA",115.3745,178.6094,167.9918,12.91219,38.39112,8.979298,29.36164,32.11873,34.55845,5.512904,1.911138,15.77121
"ydfZ",431.3566,243.0424,499.0304,73.94524,4.706057,35.39077,180.961,330.7036,192.4006,142.4434,100.4803,49.02996
"ldtE",530.33,467.3659,649.1152,1002.25,1489.426,1666.798,170.0806,250.3285,250.9063,285.5223,499.6284,420.4649
"fliR",1204.306,2746.235,2552.359,60.44318,57.97444,84.84083,78.65506,160.3812,125.5528,103.11,96.42493,69.08791
"dgoK",137.493,116.4797,174.2257,216.6379,174.9692,308.8669,240.9459,174.1577,270.171,142.2347,124.2388,141.2846
"frlB",90.92432,55.42912,68.66653,236.4622,234.7262,366.037,107.7759,101.9378,98.34775,178.8905,136.7309,155.0816
"pdxK",276.5847,259.1245,310.0481,136.3187,308.9384,310.7545,179.4269,193.236,200.9698,246.9453,279.0223,278.3782
"msrB",4020.838,3916.399,3321.114,8131.744,7890.753,5967.647,14132.12,12433.91,11960.99,9219.729,12328.75,9436.437
"tag",862.9953,743.2723,802.5417,935.8475,680.9014,821.0364,708.8401,498.2716,484.5157,947.5566,820.2911,900.8897
"intG",203.2598,262.3185,303.271,60.53028,9.034662,115.0529,187.5769,226.3317,272.1336,122.7882,16.22292,46.86248
"yebE",761.1543,857.9119,507.776,16992.78,22213.43,16528.29,12721.02,14050.97,9798.976,574.6248,844.355,849.4931
"glcC",145.7226,158.1804,115.9232,2241.03,1653.281,2499.629,1596.417,1641.347,1967.831,1935.345,1070.527,1988.585
"trmA",636.225,870.5198,735.1633,342.8273,246.3429,228.2714,1714.385,1737.512,1629.145,1058.467,852.8794,536.0105
"zapD",990.9805,1242.111,1342.774,906.2117,1521.5,1242.189,1300.337,1365.285,1211.133,1168.464,641.4487,1004.491
"potE",112.5641,84.9706,154.7143,106.9245,221.5692,152.399,156.6907,181.9697,282.691,117.2048,113.3713,112.7793
"ygeI",6.317457,9.188048,11.8275,19.52351,10.72958,2.844231,21.36585,6.170841,22.09836,12.08528,10.33262,6.830884
"yceK",222.3641,193.1786,324.9117,145.5119,107.1824,267.6734,94.45275,130.3699,137.0406,57.4842,48.02917,30.46384
"ugpQ",235.3531,309.7444,295.7972,496.6251,639.8492,683.739,327.4968,333.6316,436.6003,285.6624,145.4264,503.0031
"gatD",2265.682,2313.53,2118.166,1149.554,873.1763,962.7273,53.53596,48.83348,61.0516,1756.003,1233.021,1388.151
"bglF",54.75071,64.43478,70.53651,49.14631,36.18658,46.85398,100.1523,173.5004,251.6672,27.38778,61.96616,49.89628
"setA",622.7159,701.6624,823.5191,370.6738,315.3813,268.2563,1148.435,1542.714,1696.875,358.5861,386.0141,437.4582
"basS",1080.502,1616.59,1157.752,171.3217,126.3876,234.3717,121.7541,221.3263,235.6684,310.6042,178.3492,265.3211
"dgcM",1057.257,1250.688,885.0192,122.7981,180.4721,172.4742,87.61948,93.23949,111.5546,156.0857,173.1413,211.9548
"secD",6108.375,5025.3,6093.986,1813.24,1285.896,1482.211,3328.51,3779.114,4649.385,5190.281,4149.731,4491.224
"tsuA",1390.982,4652.646,1150.373,5260.675,5005.427,4855.795,6149.499,6394.583,6427.928,86.03055,3458.488,2493.888
"gspO",45.7166,108.0696,97.04301,160.9823,188.4667,24.29589,106.6582,179.4966,148.7092,102.5627,140.2667,183.358
"yceQ",182.1763,217.4014,246.9443,139.2781,113.0122,147.3122,362.8597,466.4846,469.9015,198.701,135.5697,84.1359
"ahpC",19804.61,16800.28,16855.45,63065.46,60853.86,61815.98,20623.64,12696.69,21368.09,16396.59,11480.94,19756.67
"mreB",3384.901,3743.666,3288.779,5033.036,7271.911,4412.498,6155.6,6396.181,7566.489,3092.639,1169.766,2938.952
"yjjI",222.4322,36.75369,167.7128,166.0175,39.54623,83.61204,26.78667,19.05164,37.46634,40.01667,25.64977,39.15508
"atpC",2774.188,2180.108,2773.414,8641.62,10010.02,7590.47,1303.363,1206.064,1554.059,3145.358,3832.227,5772.372
"yjfY",14.89814,5.542632,4.311271,25.61755,89.9535,103.6562,22.33966,31.5498,9.52746,28.81273,101.6673,53.71402
"yfaQ",59.63145,51.43586,78.20835,33.19163,44.534,11.66924,97.72622,140.7075,179.6067,29.72544,29.05003,32.95216
"tauC",98.98988,162.953,81.7291,157.3741,170.6869,203.3918,7.659921,10.83885,28.34667,32.12913,81.66516,68.73017
"ompF",17367.31,10897.22,13275.99,29683.05,42038.18,42565.74,2078.313,3603.466,4706.838,12306.95,17894.06,22370.49
"pyrI",5720.345,5556.733,6081.342,167.5064,913.4849,153.7303,187.6907,473.5008,283.7498,156.536,780.3685,182.9965
"elfG",33.20816,79.33358,98.46616,72.40236,88.24918,40.9177,106.3709,103.2419,161.6497,81.03691,47.09322,58.14091
"frlR",467.2392,581.4954,715.2957,310.9296,256.2303,403.0869,881.121,799.3181,692.3989,409.1601,296.3683,280.2854
"ppnP",13618.31,10452.66,9665.364,3314.326,4082.03,8644.804,11377.74,6727.803,4720.22,10070.73,9164.849,13353.88
"ynbD",89.39437,106.5897,108.3177,61.23359,73.67113,2.982235,52.76462,33.33808,54.66852,52.49165,36.08566,32.74933
"tolC",7022.351,6266.81,6296.218,7192.047,6914.886,5306.674,2900.494,2447.617,2263.654,6096.586,5886.953,5554.624
"proX",3273.095,2491.768,2047.782,7017.872,11579.67,5457.109,1664.675,586.3727,480.0864,4868.704,9600.106,8361.417
"tyrS",3517.18,3202.096,3300.707,2196.987,2407.888,2986.267,1500.632,1372.401,1542.455,1757.454,1307.992,1874.177
"hprR",535.9685,1242.073,1071.199,166.4707,218.3512,215.107,856.1627,1027.984,965.7643,618.1718,1914.388,465.959
"panB",3771.695,2983.735,3453.057,10415.45,10310,16572.27,11399.17,10612.61,9042.647,4444.519,5767.026,5367.643
"rsd",3410.751,2590.38,2769.364,2749.37,4634.464,4479.748,13661.26,9744.35,8771.031,8633.145,6948.9,7337.206
"fecR",890.509,1817.488,2179.934,79.9091,4.895301,62.48523,27.76833,19.55485,29.00987,22.81811,34.09391,56.77515
"pykA",2776.833,1959.062,2714.869,2110.044,2488.566,2490.671,423.9842,386.6443,335.4505,2246.173,1896.158,2902.427
"pabC",348.5568,400.7817,435.6215,522.9985,426.1547,648.5428,571.6469,804.9573,818.1616,383.5157,405.1974,317.6884
"rdlC",374.3803,693.2861,761.3284,94.74655,190.0108,256.8082,485.7666,623.8376,656.3865,363.671,937.276,448.6105
"mrcA",144.542,311.7381,179.8295,48.72131,170.6496,76.76938,86.46478,105.5179,165.1508,188.9619,119.6648,138.1318
"mutS",344.9376,339.0524,392.3973,267.9188,360.5514,459.6081,58.35991,67.78444,181.5278,268.9694,332.1338,558.3618
"alaS",8495.928,5142.636,6933.664,9307.42,13165.45,12378.23,1427.521,930.1071,1303.044,5008.975,6510.587,7786.915
"entS",931.019,1054.425,1013.531,385.064,563.5976,412.3319,144.328,192.5903,318.7826,227.1722,200.0299,420.6388
"yhdH",2501.024,1706.718,2048.238,711.3658,993.387,1259.913,1100.735,697.6888,564.2267,735.7766,974.1537,1705.973
"ytfK",7765.011,4853.253,5771.848,38637.25,50808.17,51747.6,33122.56,26926.12,35969.85,15236.24,15319.15,13158.44
"yhfS",84.88732,64.84032,72.52148,117.948,135.1593,180.0577,111.5571,143.5923,182.1684,42.63068,61.71276,61.48582
"ilvM",162.9302,206.3216,251.7601,289.7744,427.2755,392.3692,989.4653,625.0128,545.4849,1045.12,472.6751,465.5046
"yfbL",2.800363,21.90861,24.0872,26.94163,50.60952,4.237462,42.52407,55.15666,64.95866,17.59855,36.27727,15.79798
"mepH",351.1761,351.0994,470.9023,41.89463,8.832869,26.79828,54.88943,47.85922,76.07437,116.8279,83.81834,148.0353
"purN",3577.052,5304.846,5153.023,174.1499,251.6684,225.0431,1369.197,1686.803,1657.558,967.1483,653.6388,909.9332
"yfdR",14.56879,19.82435,2.478927,26.83052,57.62825,40.88567,45.09605,46.28469,42.43547,26.32038,16.92168,13.7376
"flgH",5585.417,5394.408,5624.566,584.2213,207.7539,307.2486,126.4517,158.6319,128.6824,3042.101,2633.331,3980.097
"ydhR",7674.905,5086.285,6191.368,12036.08,15392.6,13844.64,12332.49,11652.85,12677.31,4069.964,6623.447,3906.291
"potD",808.2516,986.1153,1198.309,833.4184,907.8515,564.8799,384.303,548.1326,499.9456,556.7578,1174.546,695.7812
"ubiF",701.2159,623.9281,657.2968,2864.513,3493.124,3501.061,1549.452,1968.752,1673.075,1279.093,1856.503,2400.156
"dapB",1340.413,1368.283,1252.366,1113.774,1713.855,1490.85,884.0071,771.5173,646.0951,1517.746,1443.253,2344.564
"ybgA",405.7957,339.701,311.089,33.68295,33.71856,34.38822,1.661498,13.13093,9.99846,65.91837,83.82291,53.60421
"yphG",3.69123,24.33999,3.824511,26.57313,45.23864,40.67883,34.42662,27.69515,84.09189,2.954394,2.793625,16.50293
"npr",568.0257,1090.403,1168.22,236.7478,168.4471,200.9434,130.7576,99.74827,86.48904,259.7505,144.3152,142.3493
"gspA",59.01669,68.4801,113.8638,89.91195,131.3186,51.27362,184.4607,153.7023,190.9366,85.34906,83.26841,57.17291
"potB",690.3328,686.3091,758.8378,176.7562,195.433,208.6168,158.6353,131.2791,149.226,522.6188,261.348,357.9622
"ybjT",497.1682,501.0042,759.2603,393.6725,332.2739,356.4887,140.2702,183.5145,279.8025,494.0766,342.7672,490.8353
"acnB",1071.806,1559.656,1313.431,4638.366,6461.662,4246.055,1692.328,2214.938,2102.701,5986.916,7295.151,9639.339
"gstA",3514.519,3128.113,3971.072,7558.769,6415.271,6817.604,1874.508,2112.848,1277.464,1736.006,3300.875,1590.098
"yqhD",1591.165,1054.431,1461.276,41354.94,39206.25,60645.66,4219.151,1905.952,1709.675,17193.13,15826.35,21481.3
"glmY",16136.29,15489.27,12751.94,46264.88,56710.98,32374.91,31819.24,33438.92,44972.71,7910.461,14028.6,10444.39
"hofP",54.08339,59.14633,27.96486,40.96717,34.91533,6.109217,2.267252,12.09723,14.07211,38.91334,28.99492,45.07974
"mfd",798.8916,991.8867,913.8384,577.0936,622.1147,789.6807,136.424,125.0216,220.7245,419.1126,537.75,665.2446
"yfbP",95.0416,131.7307,237.9703,68.50386,25.13114,46.15572,111.0309,158.9255,121.4056,65.29693,84.94203,48.50282
"mnmC",446.1992,420.5434,533.1618,449.3259,526.3273,490.2907,153.9401,225.7854,239.2831,290.2899,326.7167,363.1064
"yghS",5.840259,17.67834,18.68112,7.492438,4.704486,13.67591,23.22168,17.8579,4.706052,13.65717,2.298987,8.682997
"ydiK",524.3774,631.3851,805.1897,460.412,638.4121,601.7797,469.644,579.7228,372.0748,228.0247,358.0691,355.3274
"flgE",12402.84,8893.229,10048.14,2325.007,2174.976,1460.791,845.1399,688.8994,603.8563,9066.387,10030.33,10719.64
"mdtE",88.03559,46.694,72.06386,54.31717,103.6063,167.9047,33.48956,41.01292,44.04801,41.97449,40.2527,75.77248
"ybjM",125.2354,185.5217,271.7003,84.78306,100.7478,39.17033,332.4459,789.3198,691.5284,60.90924,63.00742,55.75801
"yigA",2946.993,2579.006,3060.933,779.0109,604.7426,535.7233,1048.715,633.946,684.3319,2423.268,1530.978,2492.292
"flgC",13563.35,10280.63,11690.75,3178.319,1658.883,1962.878,12416.73,10840.44,7144.447,12506.29,12669.36,12454.82
"ilvY",131.2657,174.9332,217.915,577.7177,559.0927,494.9352,508.1239,856.6865,905.7623,217.6906,487.13,524.2181
"yafP",130.7943,158.1366,182.8351,91.6339,34.3833,59.22249,76.76428,130.0416,185.7374,91.95229,65.10065,37.97908
"ulaC",65.04746,68.87562,89.04665,152.5683,216.5449,186.5365,112.494,102.6508,98.76343,173.8958,182.2585,187.4663
"ydeN",566.2326,295.6405,713.0396,890.9662,1050.022,243.5691,64.19594,129.2158,164.8152,885.8746,1960.781,889.8079
"yjdJ",2433.738,1707.532,1678.124,106.1215,152.0308,52.111,299.9397,172.5616,154.0928,409.0501,310.7807,133.6254
"yhiM",5.380571,21.03371,23.18388,6.516688,11.49828,36.16082,8.100336,25.97595,51.82167,6.818615,7.340692,2.833067
"rfe",1693.205,2126.12,2067.357,1001.123,525.0986,879.0286,1590.494,1768.489,1662.383,1863.373,842.5297,1552.774
"carB",743.4148,1123.347,755.2443,207.7173,1735.411,508.8124,96.40912,142.1376,246.8465,87.00014,843.6716,131.3167
"ivy",1642.671,1228.171,1644.386,710.1653,776.5962,1072.216,1706.318,1399.18,1717.086,651.7093,875.6384,724.5648
"rutA",3.867492,12.13523,4.005308,101.902,156.9876,281.6727,49.9323,68.01795,35.88165,27.0804,3.702969,7.492384
"ygbL",28.00163,44.74507,69.90483,62.33646,84.46516,102.0287,48.15487,103.0125,99.50659,88.24319,36.05819,79.58614
"metQ",13968.71,11815.97,9394.783,29101.88,14017.53,18411.03,5718.584,5211.768,6028.582,4170.25,7183.87,6273.913
"yeeW",132.0417,139.4121,136.762,161.8162,148.307,107.7179,335.4227,307.8815,363.229,99.82921,82.1358,61.85946
"zntB",880.3774,786.8517,1053.415,523.9079,314.0606,424.6313,516.2933,770.5811,646.1265,659.0803,1099.413,820.3354
"waaY",309.017,327.0414,335.2208,332.1745,253.5017,75.86056,406.0763,184.8209,262.2483,470.5744,442.9034,175.289
"ridA",9146.753,8382.1,8268.11,2818.381,2431.916,898.5441,2515.2,2831.529,2512.292,3140.83,4395.563,2696.052
"ubiX",1019.393,1443.697,1501.213,349.9525,411.5554,348.8604,1724.126,1710.653,1520.843,1256.848,492.8904,904.0127
"gadC",116.6193,118.1364,153.0603,79.16195,90.69821,167.0381,52.5843,62.87425,81.96778,45.40824,71.97845,16.47491
"pdeG",1.72735,13.99372,13.0573,9.483318,33.17814,60.98313,18.97459,25.23626,27.74553,6.559943,20.21128,6.064068
"gspH",21.95798,17.7533,26.27505,10.08615,13.61263,37.56556,25.65187,33.79983,34.62467,2.708427,24.81503,10.6992
"lyxK",17.17697,13.50565,33.7251,5.082574,8.539429,15.31743,7.192828,4.370625,21.25456,39.3575,3.27987,25.18851
"rrrQ",30.73522,56.63337,42.43289,12.49892,24.65913,67.99654,46.95447,47.67004,12.15764,33.33482,15.14847,19.56857
"accD",6078.359,5930.892,6077.356,3601.752,4721.452,4104.274,9037.657,10114.35,10862.26,5214.56,3587.832,6136.887
"yhaJ",398.1306,484.0626,426.1175,461.9502,501.549,470.791,772.2448,718.6799,612.4107,386.5574,234.4546,435.4526
"yebO",11994.6,13991.28,12482.51,4812.928,6049.87,3754.357,28180.46,25409.76,29156.15,9971.898,11227.63,6384.818
"hyaB",30.04482,3.843919,22.48329,5.560145,6.652053,1.538711,0.7775287,2.718895,5.934511,16.91849,2.812524,2.713755
"ybfD",36.30813,42.13378,30.01889,28.69119,26.15871,3.66661,4.205722,12.84328,8.116091,35.07099,10.8635,2.305901
"gpmM",117.5473,79.28535,113.9652,252.2365,439.5416,434.07,90.84744,114.1894,136.1915,56.36815,55.43888,59.32183
"yphA",256.4596,216.354,248.267,367.7906,539.8737,616.7529,230.1646,196.496,307.7457,178.1901,181.845,329.5625
"yggR",82.34845,100.6468,108.3039,196.5603,271.9919,493.3722,192.6969,172.3236,238.9391,135.5276,190.7052,251.9903
"ycaL",95.64709,128.5292,89.44209,163.0558,83.51224,196.9873,149.6883,140.7742,115.7696,161.9577,296.5191,191.3465
"yjjY",568.5351,570.8201,608.5191,745.7724,645.6481,784.6407,662.1646,756.5831,725.4821,730.9753,672.0875,516.4484
"fadK",12.58451,19.41011,11.54818,6.59117,6.738802,69.06968,22.04142,26.03776,59.13204,6.122696,5.255362,15.49406
"eco",1251.709,916.7969,1110.797,4764.19,4854.597,3273.92,2388.854,1755.488,1780.33,2026.211,2119.702,1751.532
"curA",1453.647,946.0873,1216.604,574.1036,455.8168,760.5106,326.2699,227.7123,259.5216,541.2313,351.0327,391.0309
"waaC",1387.494,1129.492,1369.878,310.1544,168.3293,198.2925,347.5701,208.1636,223.994,521.9575,240.2181,253.3031
"safA",7.822358,6.980329,8.516924,3.353335,3.542304,0.7268414,7.304272,5.818563,18.38201,6.199649,10.38205,6.56081
"yhfL",87.73698,59.08902,48.89137,109.3806,119.1097,88.93956,800.7448,520.2186,821.4836,224.1958,261.9783,161.1675
"metK",903.1451,1439.922,1202.788,6149.822,5756.948,8977.897,4978.735,6555.191,7145.057,583.1659,842.0113,660.3323
"intZ",296.2296,388.932,375.6572,29.29692,43.54195,63.79148,77.33662,85.08363,126.1011,374.8194,130.4498,218.2244
"yieE",694.7712,800.29,629.5548,771.2422,588.3602,308.3511,1582.47,1534.929,1319.91,1167.113,693.761,587.6349
"sodB",3990.599,4601.07,2929.627,18326.58,20740.95,18968.52,10957.64,14902.3,13979.96,12257.32,16168.34,13825.72
"gyrA",7860.164,4949.166,5637.699,12865.52,14474.77,14936.36,1267.706,2413.549,4249.616,4868.089,4952.311,7540.367
"glaH",490.9878,185.572,261.3606,185.0165,83.45036,160.7986,80.07041,51.43679,69.22436,159.0833,293.0348,468.4075
