"","0","0 | 1","0 | 2","0 | 3","600","600 | 1","600 | 2","600 | 3","0 | 4","0 | 5","0 | 6","0 | 7","600 | 4","600 | 5","600 | 6","600 | 7"
"nrfC",1846.6,923.5,2622.6,2614.3,608.9,291.7,941,1771.8,0,0,1857.3,2294.7,669.1,0,511.7,256.7
"ftsW",0,0,0,0,0,0,0,0,0,0,493.2,444.4,0,0,0,0
"queA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"moeA",2743.1,1820.6,1324.5,402.5,411.6,410.4,984.5,428.9,1072.3,1546,868.8,1859.6,1063.3,0,443.2,633.9
"tdk",726.2,422.6,0,0,608.8,411.2,0,0,0,0,626.4,568.9,0,0,434.3,282.3
"ydhK",0,0,0,0,0,0,0,0,0,0,476.8,385.9,0,0,0,0
"yedA",1249.8,1116,1000.5,1045.5,443.6,420.7,0,0,0,0,879.3,2046.8,0,0,0,91
"zinT",2739,1295.8,6174.5,3011.4,1802.7,1506.6,0,0,0,0,880,1371.2,0,0,426.8,234.3
"fryC",4443.6,1950,2379.4,2304.4,1172.3,936,0.7,1.3,0,0,2213.5,1500.4,2826.8,319.3,0,0
"ygdI",0,0,0,0,0,0,0,0,0,0,696.4,659.9,0,0,357.3,258
"garR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dppF",8414.6,8374.7,6349.4,4524.1,3892.8,4605.5,580.3,416.4,0,0,1380.8,2116.9,0,0,314.2,281.9
"trmA",2766.2,1330.7,2220,2092,775,489.2,693.8,169.4,0,0,2254,1710.8,2110.8,338.4,600.1,272.2
"ettA",340.8,947.2,860,950.9,0,0,0,0,0,0,590.8,1435,314.2,5354.9,0,0
"rnhB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mukF",0,0,896.8,843.1,652.6,572.4,0,0,1060.7,1057.3,699.4,798,0,0,495.9,421.1
"ynaJ",551.7,959.8,1192.3,890.8,0,161.2,0,0,0,0,638.3,1049.3,0,0,364.7,275.1
"cho",12026.8,730,0,0,0,0,614.3,202.1,1381,0,0,0,7390.8,299.8,0,0
"wcaB",1908.3,1436.5,503.4,216.3,0,150.2,0.7,1.4,1216.2,926.6,1054.7,976.1,0,0,657.9,575.8
"pphC",4005.8,2056,1193.3,347.3,1029.6,1552.5,620,1130.3,1423.2,951.9,1398.3,2287.7,740.7,0,551.2,530.7
"hyfF",2249.2,1557.8,1844.6,1641.7,890.1,739.8,0,0,0,0,997.7,1159.6,0,0,404.3,375.3
"ubiH",0,0,2028.1,2561.2,528.2,579.6,0,0,0,0,735.9,801.7,0,0,375.9,275.5
"nanQ",2178.5,1643.1,2375.2,4111.1,508.6,455.5,0,0,0,0,787.8,1535.9,0,0,408.9,229.8
"mutM",872.8,543.1,1892.6,2913.5,565.3,656.1,0,0,0,0,866.8,870.6,0,0,0,0
"nrfB",2292,1863.4,1378.8,2234.8,480,402.3,0,0,0,0,740.3,1498,0,0,391.4,228.6
"murD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"acpH",603.1,879,0,0,0,0,0,112.1,0,0,733.7,866.2,0,0,0,0
"moeB",0,0,565.4,227.8,0,182.4,0.5,1.1,0,0,680.1,627,0,0,356.8,318.7
"hns",2034.8,949.5,3308.5,8493.4,1980.5,892.9,0,0,1210.4,844.3,1125.1,1717.5,256.5,0,461,412.6
"ydhJ",2004.2,976.4,0,0,0,0,0,0,963.4,0,529.9,215.5,0,0,0,0
"yedI",1342.1,934.1,0,0,545.4,360.2,0,0,697,1127.1,962,446.2,0,0,524.3,581.9
"msrQ",3085.3,2015.7,1225.4,2227.9,665.4,864.2,696.5,360.3,1965.9,1370.5,1572.8,2252.5,1211.4,0,1365.9,1077.9
"ypdF",4227.9,1702,3407.1,2177,1245.2,1487.1,0,0,0,0,780.9,1082.6,0,0,473.3,391.9
"gcvA",906,2393.9,0,0,456.1,365.5,0,0,313.1,1090.1,816.6,872.6,219.7,954.1,419.4,389.1
"garK",706.6,703.8,2486,4346.4,522.5,525.7,0,0,0,0,856.4,1913.5,0,0,507.4,441.9
"yhjV",0,0,1060.9,1576.9,576,495.8,0,0,0,0,912.9,800.2,0,0,497.3,383.9
"yijD",0,0,2005.3,1665.9,0,0,0,0,814.7,624.9,783.9,1154.1,472.3,0,657.2,514.9
"nadR",1989.8,1126.1,1421.8,688.4,739.8,604,684.2,689.7,0,0,895.4,1062.9,0,0,0,0
"ampD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppiB",0,0,0,0,0,0,0,0,0,0,439.8,288.8,0,0,0,0
"ycbX",0,0,0,0,510.8,273.1,0,140.2,0,0,915.8,639.2,0,0,448.7,221
"ydaS",0,0,0,0,0,0,0,0,0,0,779.8,505,0,0,0,0
"ydhS",494.1,2939.1,0,0,0,0,0.2,9.3,0,0,632.1,2870,253.1,10723.2,0,0
"yegZ",0,0,0,0,0,0,0,0,0,0,13740.1,536.4,7517,334.4,378.9,318.6
"fbaB",1549.4,1513.7,1920.5,1751.5,892,1089.7,809.8,551.3,0,0,1053.8,1479.2,0,0,616.2,567.9
"der",11767.2,1483.3,2347,1687.7,1491.9,680.2,946,381.8,1387.6,811.2,20001.3,3645.1,9214.4,352.3,1383.1,540.5
"ygdR",1122.4,2891.6,965.7,2113.3,1162.4,825.2,808.8,323,499.4,2148.9,6456.4,2867.9,4045.3,3091.9,820.2,1100.5
"yhdP",1065.2,1373.8,2453.6,2859.2,557.5,374.2,0,0,0,0,884.6,2785.9,976,903.4,936,1071.8
"nlpA",0,0,1173.6,1731.6,747.8,600.3,0,0,0,0,573,631.3,0,0,534.6,562.7
"phnL",0,0,0,0,0,0,0,0,0,0,696,749.9,0,0,687.7,610.3
"dnaJ",674.9,3935.6,1160.3,1305.7,685.9,625.5,0,0,0,0,0,1385.1,381.2,14189.5,339,350.2
"cyoD",948.6,6409.4,0,0,574.6,376.7,732.3,1015.4,228.7,1348.9,1064.2,5455.4,820.4,12180,362.9,389.2
"nfsA",0,0,0,0,0,0,0,0,0,0,482.8,378.5,0,0,0,0
"trpC",3763.7,8208,2443.1,1342.8,0,0,1695.4,7137.2,870.9,1630.4,0,0,3606.2,1241.1,1397.5,1755.7
"dicA",752.3,1156.3,610.9,604,0,0,0,0,0,0,662.1,659.3,0,0,0,0
"cbl",3575,1407.4,615.8,302.8,788,620.4,846.2,338,1400.1,887.7,1885.4,1723.1,1365.2,0,996.4,1027.3
"yeeS",0,0,1710.6,2092.4,524.8,508.6,0,0,0,0,721.7,1037.6,0,0,0,0
"ptsI",800.5,1283.8,960.1,2047.2,844.2,510.6,0,0,0,0,842.4,1449.2,0,0,312.6,340.5
"ygbI",8172.5,6746.7,6551.1,3289.6,703.5,707.5,743.7,545.8,0,0,849,1281.9,0,0,666.1,927.5
"diaA",2225.2,1659,1754.8,2893.3,667.2,459.4,550.8,398.5,0,0,1232.5,2374.3,584.3,365.7,375.4,368.2
"xylA",1787,814,1639.6,2759.9,856.8,734.7,0,1.5,0,0,988.5,1270.3,0,0,371,294.6
"hemE",1151.7,763.6,2487.9,1761.2,1114.7,1113,0,0,881.3,902.2,1256.4,1657.5,415.1,0,385,618.6
"fimA",527.2,609.6,679.4,970,0,0,0,0,0,0,594.9,536.4,0,0,0,0
"nadC",896.5,12159.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpxH",0,0,0,0,0,0,0,0,0,0,646,291.3,0,0,0,0
"zapC",0,0,0,0,0,0,0,0,1162.5,877.1,1068.5,889.8,0,0,608.1,548.6
"racR",5468.4,5187.4,2728.5,776.6,2226.2,4258.7,1837.7,4231,926.8,760.6,0,0,1564.6,426.4,1026.6,558.5
"ydhR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ogrK",0,0,0,0,0,0,0,0,982.3,918.8,516.7,485,0,0,0,85.1
"gatY",0,0,1445.8,1959.7,419.4,503.4,0,0,0,0,654.8,812,0,0,381.5,373.4
"yfgJ",2660.8,1507.5,2016.7,2095.2,924.1,512.2,0,0,1359.2,1024.8,2355.3,1524.7,1911.1,484.7,989.3,722.3
"ygdQ",1597,1090,2537.8,4369.3,900.5,1274.5,0.7,66.1,0,0,718.1,900.1,0,0,392.3,181.3
"yhdP.1",0,0,2066.7,2545.2,508.2,566.1,0,0,0,0,716.5,866.7,0,0,396.8,326.5
"yicL",1478,873.2,3452.5,2833.6,0,235.3,0,0,0,0,830.7,724,0,0,334.9,290.9
"phnM",1004.6,2514.7,0,0,0,0,0,0,863.9,1114.8,1244.3,1736.9,372.4,0,429,406.2
"dnaK.32",0,64.7,979.9,1700,0,0,0,0,0,0,570.7,575.4,0,0,0,0
"cyoE",1866.1,1038,0,0,685.5,405.1,0,0,1058.8,742.2,2275.9,2255.7,0,0,607.2,360.8
"ybjC",1827.4,3577.7,536.1,294.7,476.5,496.2,604.1,600.7,672.2,4161.6,466.4,168.7,515.3,2231.5,399.3,561.4
"trpB",2842.8,1323.9,834.4,310.9,563.6,438,759.3,358.9,806,739.4,1261.5,1386.6,0,0,743.5,498.9
"dicC",0,0,1803.7,2324.1,0,0,0,0,0,0,573.9,374.6,0,0,382.4,216.4
"yeeO",1663.8,1076.8,0,0,0,0,0,0,0,0,399.7,344,0,0,481.7,406.5
"yeeR",0,0,3233.3,3047.9,692.6,787.4,0,0,0,0,582.3,672.1,0,0,418.6,403.7
"ptsH",1648.1,678.9,1520.6,1781.8,0,186.9,0,0,701.5,1131.6,963.3,1148.5,0,0,683.5,555.6
"pphB",18397.6,23011.5,37729,9733.7,824.6,694.3,567.7,464.7,0,0,947,1170.3,0,0,418.2,389.5
"yraN",1683.4,1292.4,2875.4,4372.2,645.9,548,709.7,812.9,0,0,1096.8,3754.4,0,0,515.8,446.9
"xylB",4532.7,2065.9,4109.2,2044,1356,1882.5,0,4.1,248.2,556.9,734.2,849.7,0,0,387.6,368.4
"nudC",837.8,1300.9,1244.2,2126.4,538.7,416.2,0,0,1062.8,775.4,816.4,1478.1,344.6,0,566,519.1
"fimE",2484.7,1348.7,2590.8,2629.6,776.7,1184.2,601,335.3,0,0,1057.5,2078.1,0,1642.8,410.8,410.1
"panB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rusA",0,0,0,99.5,0,0,0,0,0,0,558.7,483.2,0,0,384.8,367.7
"hyaA",1546.8,815,861.9,282.4,652.7,554.8,827.3,1077.8,916,1261.7,1237.2,2558.7,650.7,0,886.2,1466.4
"osmB",0,0,0,0,0,271.9,0,195.7,0,0,871.5,1334.9,0,0,532,488.7
"ydiB",0,0,0,0,0,0,0,0,0,0,1997.3,425.5,0,0,0,0
"rcnB",0,0,756,214,428,464.9,819.9,1176.2,0,0,1117.8,1728.3,0,0,532,389
"yehP",0,0,1404.3,1258.2,0,65.9,0,0,0,0,687.1,892.4,0,0,507.9,509.6
"eutR",0,0,1344.4,628.9,940.7,511.6,0,0,0,0,841.6,803.4,0,0,626.6,560.9
"yhdY",0,0,1928,2607.5,0,0,0,0,0,0,726.5,1006.1,0,0,718.7,683.1
"yidE",0,0,0,0,1007.1,642.3,680.9,457.2,0,0,755,887,0,0,702.9,736.5
"rluF",3075.2,8714.1,0,0,925.9,520.9,838.9,571.1,3801,3234.3,33676.3,5539.9,33818.2,5699.1,725.9,698.2
"caiA",1175.8,668.8,0,0,0,0,767.5,732.6,0,0,1335.8,1705.9,0,0,0,0
"ybaY",0,201.9,0,0,0,0,0,0,0,0,533.2,301.8,0,0,0,0
"aqpZ",2032.7,1550.4,0,114.2,436.8,515.8,1004,1786.1,377,531.1,1556.8,4146.4,0,0,441.1,219
"nhaB",0,0,0,0,0,189.9,0,0,0,0,865.9,1306.3,0,0,359.6,301.2
"ynfL",3270.1,2310.9,1274.3,1252.4,0,0,725.7,750.3,0,0,2774.1,3583.3,0,0,0,0
"tsuB",1790,1843.2,724.2,408.4,609.6,406.3,720.9,189.2,667.3,1690.6,1081.8,1442.1,0,0,373.1,365.6
"hisI",0,0,1095.1,2045.6,0,0,0,0,0,0,787.6,566.4,0,0,0,78.8
"yfcR",2568.1,2247.1,1810.5,1550.6,756.7,630.1,612.4,440.3,594.8,1108.3,1345.2,3435.4,892.5,0,492.6,639.7
"casB",479.9,1058.2,1051,1970,0,0,0,0,0,0,640.7,1351.8,205.4,6000.6,0,0
"secG",0,0,1162.7,1478.3,0,0,0,0,0,0,789.3,930.7,0,0,0,0
"yiaY",1930.6,1042.1,1540.2,1273.1,559.8,324.4,0.7,1.3,0,0,746.6,1479.2,0,0,391,336.3
"fieF",7658,4310.3,6721,6300.8,1719.7,2364.5,1059.5,342.2,2342.3,2142.7,11609.4,5910,13110.7,554,964.1,807.7
"panC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybcO",0,0,0,0,0,0,0,0,0,0,606.2,461.6,0,0,0,0
"yccA",862.9,984.4,0,0,437.6,383.7,0,0,0,0,896.3,807.6,0,0,0,67.3
"yciH",386.4,334.1,1381,530.4,517.3,906.7,1278.4,3498.9,152.2,439.6,372.3,184.4,0,0,407,9501.7
"ydiN",1952.6,1362.2,0,0,0,300.9,0,0,0,0,988,909.5,0,0,0,0
"rcnA",1011.1,862.3,0,0,0,0,0,0,621,1006.6,774.2,906,0,0,335.2,320
"yehM",0,0,1130.9,1600.9,0,0,0,0,0,0,933.4,935.7,0,0,413.4,371.6
"hemF",22696.5,2172,1655.3,1785.7,616.8,610.3,626,285.7,13161.8,813,1081.1,1596.2,42851.1,259.7,987.1,411.5
"ygeL",1800.9,5255.1,1902.7,1971.2,608.2,612.6,602.3,291.2,1251.3,1709.2,1378,3205.1,1152.5,4581.9,469.8,804.3
"yhdX",1587.1,1063.1,1758.7,2996.6,0,0,0,0,0,0,894.8,1609.1,0,0,359.5,380.8
"yidP",1250,1153.2,0,0,457.6,501.1,0,0,423.9,770.9,843.7,1188.9,0,0,404.1,343.4
"pepE",1864.3,817.8,0,0,524.4,872.3,0,70.4,1584.8,1677.8,1320.4,1853.5,668.3,0,841.4,775.9
"caiB",1654.2,982.4,0,0,530,539.2,653.4,256.1,970.5,725.1,1160.7,1275.1,0,0,682.1,689.5
"tesB",0,0,0,0,0,0,0,0,0,0,764.7,463.7,0,0,0,0
"lysO",3986.9,4211.1,1381.3,428.8,821,747.4,1341,4617.2,1589.1,1203.2,6773.2,5138.1,2893.8,572.7,917.6,697.9
"dsbB",1518.4,1730.2,1072.4,451,530.5,1282.1,994.1,1368.2,90.5,634.9,987.7,2371.7,131.7,444.4,490.5,377.8
"mlc",0,0,1855.3,2193.1,473.5,345,679,643.9,0,0,928.2,739.1,0,0,381.1,332
"sbcB",2543.2,1384.8,0,0,482.6,492.1,628.1,344.6,1214.3,904,1155.1,969.2,381,0,843,782.9
"hisF",0,0,1681,2041.7,475.7,372.4,0,2.4,587.7,794.9,609.9,744.1,0,0,592.5,458.9
"yfcQ",2274.9,981.7,1529.5,2039.4,694.5,428,0,0,4277.6,694.4,1141.7,1387.1,0,0,962.7,409.8
"casC",3031.8,2483.6,3306.2,3752.3,807.8,1021.1,0.4,2.6,548,881.5,1014,1348.4,0,0,520.6,431.2
"yhbX",966.1,1301.9,1254.5,2329,0,212.6,0,0,152.4,908,983,1125.1,0,0,519.2,378.7
"aldB",1527.7,591.5,1572.2,2001.4,447.5,284.8,0,0,0,0,4865.8,883.8,0,0,503.8,491.8
"cpxP.1",7269.1,4276.5,8013,5792.4,1753.7,1722.3,0.7,1.9,0,0,1378.2,1233.2,580.6,0,1097.3,810
"mdtM",1857.7,1017.7,3811.2,3191.1,3055.4,3533.2,500,799.4,0,0,1164.7,1239.8,0,0,0,0
"mmuM",410.9,5726.8,0,0,0,0,0,0,110.8,1810.7,828.6,4282.6,257.9,9945.4,0,0
"nagC",0,0,0,0,0,0,0,0,0,0,1371.2,338.1,0,0,0,0
"torS",0,0,0,0,0,0,0,0,0,0,0,177.1,0,0,0,0
"insD2",1753.2,1884.3,1204.3,307.2,724.3,570.9,827.2,1680.5,493.6,1010.8,1301.3,2378.9,1204,639.8,734.2,604.1
"yoaH",0,0,0,0,0,85.4,0.1,5.2,0,0,672,455.7,0,0,583.5,328.8
"hcaD",0,0,1176.8,1916.5,0,0,0,0,0,0,1078.6,1173.9,0,0,633.6,489.9
"glrK",0,0,1747.7,2279.6,0,0,0,0,0,0,693.9,1071,0,0,601.1,583.7
"glcD",0,0,850.9,1589.3,786.8,355.2,0,0,0,0,718.7,1023.5,0,0,528.4,628.1
"mrcA",0,0,1310.1,1907.7,720.6,562.9,582.5,250.8,0,0,1896.3,950.7,0,0,745.2,438.1
"mnmE",0,0,0,0,0,0,0,0,0,0,1985.4,720.5,0,0,0,0
"groS",0,0,1339,1046.8,793.4,577.5,0,0,0,0,538.8,675.7,0,0,433.6,446.8
"frmA",1386,1687.1,0,0,0,0,0,0,0,0,646.7,614.3,0,0,0,0
"bioD",837,1448.7,1117.2,639.4,544,544.2,863.6,2352.5,153.5,873.5,631.6,372.6,378.8,1404.2,416.7,405.1
"rpmF",0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,83.2
"ydeM",1638.5,2063.6,0,0,506.7,730.4,0,48.9,0,0,912.8,368.6,0,0,518.7,547.1
"yecH",1083.6,1916.5,0,0,0,153.3,0.7,1.7,0,0,554.6,515.7,0,0,0,0
"yfcJ",3820.5,3084.4,1623.8,646.1,787.2,925.4,1026.1,1142.1,2755.4,2622.2,824.6,921,6467,366.7,2011.3,2687
"yfjW",658.5,481.4,1871.8,2495.6,798.3,698.5,0,0,0,0,803.7,737,0,0,0,39.9
"ebgR",3622.1,15124.7,7820.5,14786,962.7,1731.6,1018.2,3765.6,544.2,2404.3,0,0,191.4,501.2,892.2,1168.3
"yhiM",0,0,2161.2,4295.9,0,223.3,0,0,0,0,1012.6,858.8,0,0,472.8,258.6
"yigB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"treB",0,0,732.7,1520.5,0,0,0,0,0,0,667.7,1027.7,0,0,0,0
"mmuP",0,0,0,0,0,0,0,0,0,0,0,294.7,0,0,0,0
"umpH",2092.3,3029.9,0,0,542,642.7,684.6,1179.1,280.9,915.1,874.5,1738.7,342.2,528,366.4,321.8
"yccM",0,0,0,0,0,0,0,0,0,0,0,133.5,0,0,0,0
"yoaC",0,0,0,0,0,0,0,0,0,0,673.7,414.7,0,0,0,92.8
"yfaQ",2796.8,2287.1,2954.3,4169,922.6,1166.8,0,0,821.7,1180.8,1381.8,2113.8,0,0,660.9,743.1
"hcaB",0,0,2363.5,2855.2,0,115.6,0,0,0,0,587.1,872.7,0,0,0,0
"qseG",2295.9,2791.4,4486.3,7691.9,902.6,329,0,0,0,0,1800.8,1751.2,0,0,462.6,318.7
"glcF",3006.9,2382.7,2906.8,5473.3,1090.9,1028.8,577.7,888.3,0,0,891.4,648.3,0,0,0,0
"hofM",9696.3,2730.3,1945.8,2891.4,720.1,388.2,0,0,1214.9,954.2,32796.2,16243.8,5895.8,564.7,514.4,247.4
"yidC",0,0,4710.9,4701.8,833.2,564,0,0,0,0,1123.4,1372.6,235.1,0,433.9,356.7
"yjeH",0,0,2895.6,2605.1,860.8,329.7,0,0,0,0,803.6,2044.9,0,0,370.6,306.4
"frmB",0,0,0,0,0,0,0,0,0,0,0,168.9,0,0,0,0
"bioC",0,0,0,0,0,0,0.2,2.3,0,0,517.8,557.7,0,0,0,0
"yceD",3461.2,2735.6,2419,3578.5,964.3,1395.7,910.4,629.3,1511,1445.6,1721.7,1682,1743,327,1118.2,957
"yddA",1664.4,18088,658.6,276.6,598.4,718.4,611.7,1288.2,317.2,9957.8,0,0,0,0,421.3,2359
"ftnA",2491.9,6376.6,0,0,691.4,910.2,0.1,12.5,328.7,1282.3,1199.8,2797.6,1106.2,5862.9,567.9,682.7
"flk",1987.6,2487.8,652.6,237.8,674.9,1103.2,770.4,1276.1,658.8,1249.5,1630.3,2996.1,1673.9,768.5,906.8,1304.2
"yfjV",3194.3,1951.3,3767.6,5350.4,786.7,1076.8,0,0,0,0,529.3,587.5,0,0,0,104.2
"ygaQ.1",3206.5,1109.3,2409.6,3994.1,1014.6,295.6,536.5,1038.8,0,0,9583,808,0,0,779.5,496.7
"ygjH",0,0,2848.6,3973,503.6,396.3,0,0,0,0,558.6,681.8,0,0,705.6,583.7
"xerC",4310.6,1634.4,3016.1,4478.5,1126.7,2915.2,722.2,843,0,0,775.5,2281.1,0,0,684.1,603.5
"treC",0,0,967.2,2191.4,0,0,0.1,1.5,0,0,844.4,882.1,0,0,572.3,454.4
"paoB",0,0,0,0,0,0,0,0,0,0,469.6,270.8,0,0,0,0
"entB",0,0,0,0,0,0,0,3.2,0,0,474.5,403.1,0,0,0,0
"ydcH",915.3,1144.4,0,0,0,0,0,0,0,0,812.3,615,0,0,412.2,350.1
"rsmF",1474.4,1596.8,2517.7,2559.2,660.2,862,1198,1390.7,0,0,2044.8,3303.5,0,0,494.9,358
"yeiB",0,0,0,0,389.6,439.4,770.5,638.6,673.7,960.8,978.1,1352.3,0,0,509,493.7
"era",5206.1,5550.9,22787.8,12752.9,16627.8,7495.3,807,315.5,0,0,768.6,804.7,0,0,363.7,272.1
"ung",0,0,1706.5,3141.6,0,0,0,0,0,0,475.2,652.6,0,0,0,0
"yghA",0,0,2076,3290.5,434.8,320.2,0,0,0,0,766.3,717.3,0,0,526.8,216.2
"gspB",0,0,1459.4,2058.2,0,0,0,0,0,0,466.6,727.5,0,0,0,0
"glmU",0,0,2193.5,2582,612.8,598.2,0,0,0,0,558,659.2,0,0,373.1,263.7
"amiB",1129.9,696.4,2246.2,3000.5,693.5,1339.6,0,39.1,0,0,728.3,1293.3,0,0,0,0
"yaiZ",778.7,679.4,0,0,0,0,0,0,0,0,543.5,342.2,0,0,0,0
"kdpB",5442.6,5034.2,1548,924.7,882.2,1496.2,1607.7,4653.6,0,0,0,0,824.5,712.3,373,235.7
"ldtC",5093.5,3606,1920.3,372.2,845.4,1708.8,1268.4,690.2,2017.3,1693.7,2361.9,2569.5,4300.9,371.5,1650.9,1970.9
"uxaB",1741.6,1833.8,0,0,353.7,451.6,694,348.2,0,0,557.5,404.4,0,0,454.1,303.4
"yfaX",1496.4,718,1918.7,2143.3,535.7,395,512.5,255.4,0,0,507.3,555.4,0,0,0,0
"ygaV",0,0,991.9,1354.2,0,0,0,0,0,0,579.1,392,0,0,0,78.1
"ygaY",0,0,1224.4,2103.9,0,0,0,0,0,0,622.7,568.3,0,0,448.4,252.4
"yqjE",3723.4,4296.7,6917.9,3623.6,1770,2814,831.4,1101,0,0,888.1,1324.5,0,0,422.8,181.8
"malP",0,140.1,1805.6,1599.7,557.7,709.4,0,48.9,0,0,765.1,907.5,0,0,469.4,342.7
"tatA",3510.8,1541.8,5104.6,2844.6,1093,1178.7,0,0,0,0,680.9,769.1,0,0,460.8,383.2
"idnR",0,0,482.9,284.4,0,0,0,0,0,0,692.3,1639.7,336.5,1880.5,418.2,173.8
"paoC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"entE",936,1590.7,0,0,0,0,0,0,0,0,4137.2,1146,189.8,792.2,0,0
"letB",0,0,1549.9,2307.8,518.7,646,0.4,3.1,0,0,992.5,874,317.7,0,487.8,442.6
"galS",4090.5,2999,2610.2,1284.8,639.1,837.4,0.4,2.9,0,0,2594.3,8009.6,344.1,0,578.2,543.9
"recO",0,0,0,0,0,0,2492,6333.7,1860.4,966.7,3588.1,2042.9,1155.6,0,597.3,398.5
"grcA",22725.7,1814.5,3775.4,5428.1,952.3,787.4,0,0,5108.9,687.6,36765.1,1964.4,21539.1,342.7,2343.6,396.2
"yqhA",538,894.6,1706.1,3898.5,0,0,0.3,4.1,0,0,766.9,1282.6,0,0,389.8,221.7
"rpsJ",10208.9,13403.6,3647.5,2754.2,589.6,802,730.9,566.5,0,0,2650.1,7337.9,0,0,376.4,344.5
"glmS",2746.1,1698.5,3377.3,2265.4,1288.2,1331.3,0,0,0,0,760.4,854.5,0,0,0,0
"tsaE",0,0,1628.8,2270.3,0,0,0,0,0,0,723.5,1421.7,0,0,448.7,419.1
"yaiY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kdpC",4285.2,4031,1710.2,559.8,775.7,1605.6,1264.9,3432.7,0,0,3145.8,8887.2,0,0,602,343.9
"bhsA",3594.6,2377.8,0,0,927.3,1116.7,754.2,437.5,1238.3,1320.9,1479,1812.3,841.2,0,1254.2,1363.4
"yneE",0,0,0,0,0,178.8,0,0,0,0,0,0,0,0,429.9,369.8
"yedL",2121,1130.5,2161.6,2784.9,811.2,948.4,634.3,282.5,0,0,1112.3,1127.9,1360.3,355.5,716.1,909.6
"rhmD",0,0,2607.4,2788.9,444.7,351.1,0,0,0,0,829.9,680.7,0,0,354.1,364.1
"yqaE",0,0,0,0,0,133.7,0,0,0,0,557.9,632.2,0,0,543.7,603.8
"yqjD",1542.6,1578.7,2234.5,6107.9,534.6,528.4,580.2,652,0,0,681.7,1188.3,0,0,450.5,271.4
"malQ",2041.4,1794.8,2720.8,3160.2,631.3,974.3,640.7,952.1,510,1730.4,922.4,1160,0,0,846.7,871.3
"ubiB",4280.3,5977.2,7219.8,7460.6,1989.5,1989.3,1061,543.3,741.6,2298,2930.7,6910.1,3486.9,7011,1363.9,1137.6
"yjgR",5280.5,1775.3,1186.8,1621.3,736.5,397.1,907.6,579.3,0,0,14645.3,375.4,4223.2,334.4,911.3,514.4
"yafD",0,0,1073.5,1862.6,0,0,0,0,0,0,542.8,374.1,0,0,0,0
"dpiB",0,0,0,0,0,0,0,0,0,0,596.8,451.3,0,0,0,0
"csgA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mcbR",0,0,0,0,0,172.8,0,0,0,0,547.5,376.2,0,0,482,205.9
"gdhA",0,0,1596.1,2190.3,0,0,0,0,0,0,544.8,537,0,0,0,0
"pdeN",1066.7,31338.5,3547.4,10071.7,653.8,1477.4,622.7,452.8,537.5,31683.9,318.6,164.2,0,0,579.6,4495.1
"rluD",2761.9,2083.3,1937.2,2390.4,0,248.2,849.5,356.1,0,0,742.8,1352.2,0,0,488.4,418.6
"rimM",1547.2,1643.6,1578.6,1632.2,592.9,984.2,0,36.9,393,990.6,955.5,2116.7,1009.3,530.9,543.3,549.4
"yggC",0,0,2293.1,3008.4,0,160.3,0,0,0,0,877.4,677.2,839.7,0,0,0
"yheO",0,0,1068.6,1529.7,0,0,0,0,0,0,450.2,553.3,0,0,0,0
"hsrA",0,0,1117.1,2912.1,0,0,0,0,0,0,568.5,604.8,0,0,448.7,177.1
"ulaA",1078.5,1522.3,1257.5,1284.7,641.5,348,0,118.1,0,0,673.5,853.3,0,0,0,0
"ykgE",842,4585,0,0,0,156.3,658.5,438,149.6,1532.6,781.5,3022.8,358.5,13142.9,0,90.9
"sdhC",2256.4,6659.2,576.5,310.8,620.4,472.9,607.2,430.6,316.4,1331.8,1273.3,4485,972.4,11107.6,542.9,386.8
"ymfD",0,0,0,0,527.6,468.5,0,0,0,0,1317.5,664.6,0,0,505,371.4
"pinQ",1255.3,1442.3,620.8,281.1,427.5,480.3,0,0,0,0,496.9,347.3,0,0,438.7,497.1
"mepM",1366.8,2063.1,1134.4,1557.6,529,528.9,0,178.4,0,0,675.7,840.9,552.6,695.8,450.5,435.1
"yfbM",0,0,0,0,569.7,633.9,816.4,221.6,535.2,708.3,1047.6,769.8,210.2,0,523.3,504.6
"csrA",0,0,944.8,1246.3,742,631.5,0,0,0,0,0,0,0,0,0,80.3
"norV",431.2,709.1,0,0,0,0,0,0,0,0,469.3,492.2,187.2,883.6,324.3,316.6
"ygiW",6055.9,7546.1,4062.4,5598.8,992.5,1707.4,1354.8,3164.9,0,0,313.6,173.1,1805.2,5528.4,416.2,399.9
