"","7200","21600","10800","36000","0","3600","14400","10800 | 1","21600 | 1","36000 | 1","0 | 1","3600 | 1","14400 | 1","0 | 2","10800 | 2","36000 | 2","3600 | 2","21600 | 2","7200 | 1","14400 | 2"
"yacL",8.263193878,2.568697904,9.881411948,4.532618621,21.27743339,13.98725219,4.842175382,18.95344361,3.92869688,7.863862642,18.45489656,7.97784298,5.056974208,17.77669536,11.46762567,8.091372745,16.54558528,9.110735269,18.62589779,11.64140734
"speD",7.20548716,4.791068201,6.682781885,5.837754763,9.137364668,9.634063661,6.313491774,4.974896982,2.922265512,3.630136563,3.948361241,3.014250332,2.654929584,3.829133149,3.265707906,2.95789653,3.619055455,3.789712456,4.596150066,3.355518915
"speE",11.8574838,4.312069809,10.08551097,7.071657739,13.33341953,14.90469122,7.648595741,6.873697288,4.29647878,5.470909948,7.371037304,4.371861435,3.943472069,5.137536843,4.288315039,3.753689429,4.431872135,4.921102658,5.89938007,3.950324025
"yacC",1.574564623,1.268338588,1.589920769,1.335092499,1.711105296,1.414511266,1.450972534,1.446375287,1.357724632,1.351567197,1.458685504,1.293703764,1.299748306,1.525914803,1.269437206,1.29617029,1.371898892,1.297627691,1.470218256,1.370862725
"cueO",4.126374168,2.300832219,3.726221899,2.993605415,4.623073588,3.388790838,2.73075912,2.436846312,2.012876243,1.930163379,2.410002992,1.751534876,1.793325409,2.680851254,1.837524215,1.686415422,1.94456738,1.789757833,2.702488208,1.837841518
"gcd",5.676440372,2.568726283,11.09744171,3.857106829,14.73957866,6.895120583,3.399015621,11.4046066,3.061125358,3.363277643,11.48813935,3.676659266,2.884806875,14.76093875,9.932240296,4.713768033,7.866823297,3.04337375,16.12662356,4.617450059
"hpt",6.487662401,2.54450353,7.557749827,4.571003416,9.88004762,7.194215858,3.537150923,5.775819241,3.279802772,3.962839691,5.038738348,3.284957891,3.369182509,4.86035684,2.984649013,2.371701583,3.262301927,2.771312217,5.202226419,2.837299993
"can",5.95333931,1.952017782,6.509099158,3.807476573,7.601080657,4.804629781,2.76525653,4.335227864,2.653959247,3.234855144,4.218865959,2.541804878,2.485464901,5.019239783,3.288837913,2.284666937,3.287458736,2.726799767,5.287621105,2.800863818
"yadG",8.199573646,4.501936581,10.72111152,6.837638444,13.79617633,8.284489846,5.008015326,10.85389484,4.219749381,5.356003636,9.527699475,4.998488499,3.911878038,8.197544093,5.470308648,3.624266809,5.320810081,3.928829232,8.629442305,4.135339579
"yadH",5.494742479,3.033637003,7.171870324,4.400911021,7.660902264,7.141286912,3.752975294,8.417345846,2.870818649,4.107399087,6.024190521,3.786508269,2.859490912,5.023424222,3.758666573,2.958249275,4.135806722,3.036369907,5.781607245,3.396638586
"yadI",4.492346393,1.742082799,6.181260158,3.007949602,10.84738264,5.992743103,2.646918138,10.51955897,2.967736303,5.529499244,10.03257352,5.03214908,3.702432723,4.741435691,3.667403274,3.054831794,4.268009288,3.188381545,5.101413743,3.372155126
"yadE",1.439405954,1.216151956,1.484529061,1.311561305,1.970169456,1.481260459,1.285943954,2.064756276,1.501537077,1.503565547,2.082036233,1.510086685,1.435510382,2.076085827,1.592889356,1.387574852,1.642254416,1.223121097,1.924356848,1.509551805
"panD",1.292520552,1.225112202,1.357355214,1.24758557,1.501329961,1.328770556,1.250894103,1.352212789,1.395568654,1.406256554,1.489187162,1.322355213,1.439218012,1.473067878,1.18694736,1.236042502,1.306562278,1.206166469,1.368015792,1.335704216
"rpnC",1.358187344,1.138773849,1.498961228,1.225904656,1.660815678,1.382086302,1.318923394,1.666474458,1.225178921,1.327852607,1.559966689,1.319194129,1.209902868,1.302264333,1.229921441,1.197944572,1.219536966,1.135960783,1.334453346,1.221393789
"panC",4.441723111,2.19457267,5.404856122,3.293452142,9.160443682,5.317780886,2.981883085,5.088801263,2.077019401,2.889323419,5.427981479,2.676837168,2.171582714,4.031777823,2.63541327,2.237654825,3.172281889,2.297676225,4.34046939,2.543483664
"panB",5.83383609,2.100363618,6.489889734,3.665490851,12.65555332,6.460219196,3.32144235,5.616683201,2.525189045,3.34426195,6.852559204,3.251208167,2.544866396,5.267075572,3.33203264,2.606799067,3.866845008,3.03472154,5.436600799,2.852885934
"yadC",1.398063856,1.307250119,1.301060251,1.351367689,1.369209653,1.236137357,1.508276635,1.302787213,1.336068416,1.246043635,1.277144437,1.191677929,1.169526342,1.374796738,1.226887449,1.316003538,1.336616686,1.295182535,1.441759249,1.28702754
"yadK",1.194510168,1.085532286,1.084508166,1.076731472,1.096832445,1.046733409,1.10466398,1.117388375,1.135863293,1.112363454,1.134961429,1.061156444,1.062406208,1.299268665,1.05736917,1.05622525,1.064208242,1.03054698,1.107472547,1.072526576
"yadL",1.555915369,1.370912491,1.576162122,1.433508493,1.603519458,1.418504886,1.369291655,1.494330448,1.309683933,1.386790336,1.56871211,1.274566263,1.278396052,1.392271151,1.236977379,1.204571166,1.306435719,1.102059783,1.409466822,1.217920479
"yadM",1.299993968,1.183093799,1.29514061,1.20680794,1.354339373,1.250671674,1.167677836,1.220292641,1.131479553,1.137894012,1.20460154,1.13449785,1.085405115,1.172111148,1.077711806,1.040866533,1.154698172,1.033152985,1.209718811,1.050787877
"htrE",1.204190279,1.110920505,1.039409802,1.148324876,1.125195735,1.072540939,1.089743981,1.107027724,1.151482823,1.160401485,1.207962411,1.116273245,1.102751195,1.244974438,1.066150023,1.066759009,1.073153143,1.01593332,1.066074301,1.025935359
"yadV",1.171466248,1.049436627,1.140844125,1.05852471,1.031758778,1.059105502,1.044671935,1.045430286,1.037090775,1.091947903,1.115089893,1.035029267,1.057749847,1.097149483,1.050562613,1.032153224,1.017653612,1.023719046,1.011754508,1.007999275
"yadN",1.06235209,1.021823284,1.047478322,1.046322516,1.041801734,1.021257775,1.026114124,1.053763044,0.998327063,1.026574173,1.117896368,1.002484863,1.048576074,0.988794751,0.993047673,1.003478116,1.007721625,1.045562193,0.989785409,0.993354961
"folK",1.192989961,1.082425218,1.1864755,1.095551042,1.172540565,1.141576933,1.11242343,1.17832841,1.177292648,1.155506679,1.253658604,1.125128067,1.14805654,1.245769327,1.094528572,1.084338755,1.171207793,1.089483824,1.206643918,1.076871246
"pcnB",3.694167575,2.27535185,4.107605944,2.769233634,5.407143997,3.351673675,2.736608073,2.944692195,2.134104629,2.273029979,2.875182167,2.031704962,1.962580267,3.173155457,2.388234827,1.897946348,2.553440994,2.015308419,3.55059054,2.007229567
"gluQ",2.035539876,1.449388742,2.614052551,1.671486566,2.64748577,2.061806407,1.726147809,2.651997508,1.661924253,1.959586379,2.719163474,1.698781234,1.716229239,2.307038479,1.775403836,1.579767554,1.856897671,1.517197472,2.341831758,1.574724119
"dksA",85.54884898,33.55727861,80.28901398,63.38978231,116.1608519,114.3946131,71.60447684,100.031281,25.13889763,64.8513304,82.76930504,60.56101086,42.72283201,84.14449839,73.70005448,56.32953503,90.64912424,55.26626834,107.1958268,61.66822455
"sfsA",39.72130524,7.78522592,45.55351835,25.76717143,59.81903335,54.44399531,20.07200982,78.42557084,15.99883638,70.54678571,63.8517977,49.92733253,31.00471061,70.36615312,62.79865326,47.01061111,68.4009943,35.07176473,83.98381883,41.73378477
"thpR",1.956528972,1.284537181,1.937555244,1.355979761,2.57551337,1.786157581,1.688146818,2.010805272,1.642557428,1.668166311,2.29984203,1.653052419,1.537920493,2.182510144,1.562819208,1.430378026,1.773493238,1.523806318,1.910747635,1.640034623
"hrpB",1.700842267,1.195561141,1.936620361,1.347433157,2.299527713,1.670754823,1.479853321,2.065373426,1.384040964,1.540210483,2.061358,1.531412523,1.38531383,1.790035088,1.573912228,1.427612631,1.647522102,1.385224084,1.864586868,1.506288544
"mrcB",2.003135843,1.388537423,2.283425671,1.674426363,2.22146788,2.238446376,1.778184522,2.280939868,1.566477025,1.8147874,2.142955442,1.773083983,1.568580502,2.162986027,1.808264339,1.572005547,1.832912957,1.530417555,2.302390193,1.734905286
"fhuA",2.239039603,1.540479987,4.039101164,1.810523454,2.853468081,4.025829728,1.840899985,7.522480389,1.630795205,2.201291352,5.574650681,2.190733065,1.738263033,7.279329195,6.116687973,4.203601918,6.541012017,3.579632484,8.706673804,4.818520671
"fhuC",1.568355992,1.215859407,1.804684305,1.253042129,1.823075811,1.797199179,1.483164004,2.124328483,1.230692974,1.451951497,1.927978264,1.519046737,1.199201587,2.450997829,2.172308935,1.78697424,2.174486506,1.560911417,2.461066239,2.003940823
"fhuD",1.343962071,1.067320425,1.390305909,1.154431504,1.331850974,1.172694589,1.332075687,1.381082091,1.263842644,1.301565416,1.407318272,1.304396528,1.182531224,1.800586316,1.330639228,1.263024333,1.413842119,1.16361466,1.30750266,1.399449595
"fhuB",1.482100655,1.330000872,1.515470708,1.35718141,1.54463226,1.501451888,1.762315176,1.637078441,1.484707998,1.636600904,1.62378771,1.521170599,1.489387597,1.826532141,1.447272903,1.46275071,1.762405056,1.366068584,1.697608764,1.577464006
"hemL",8.509335359,3.538091224,9.741848275,5.480103392,14.43991626,10.89761423,4.647724111,18.3941384,4.000706674,8.51758737,14.39839368,7.103721584,5.10240167,14.95865021,13.41940392,10.12483453,13.5667921,7.371710948,16.50590893,9.960186532
"clcA",2.601593187,1.603195896,3.6479344,1.962068806,6.167878056,3.063254169,2.168759477,8.990570173,2.380839632,3.865449994,7.538539717,3.366545335,2.410451215,9.21962668,9.245899636,6.023750042,6.828830108,2.657119112,10.81924091,4.058542946
"erpA",6.525813949,2.992531633,7.927685103,4.854438359,15.47977946,8.016447241,4.426786147,17.21621552,4.518026163,8.337647709,13.43856693,8.110046915,5.713251337,11.77047954,7.969138901,7.459827717,10.43207915,7.443608642,12.08263055,8.144692123
"yadS",1.876989693,1.497690132,2.023187966,1.625381368,1.922811443,1.792839287,1.82817462,1.872664852,1.740118607,1.493938869,1.996109252,1.605447007,1.639550297,1.652492688,1.416538945,1.451586031,1.54892617,1.405777023,1.678175669,1.516626225
"btuF",1.693362947,1.303550203,1.859156521,1.364792891,2.090467141,1.694140648,1.48984713,1.768772818,1.736909779,1.392493688,2.016102439,1.408876404,1.521932723,1.782306439,1.440252651,1.342430364,1.471654558,1.419890048,1.890905745,1.446181786
"mtn",3.411318791,1.843978013,3.340365036,2.603624288,4.727797766,3.190735035,2.130104997,3.036335911,1.833667092,2.498714375,3.591244643,2.129255791,2.056987426,2.947867629,1.989441205,1.971344688,2.439929859,1.940369899,3.028492601,2.22304286
"dgt",3.470060386,2.032867036,3.951069185,2.793907789,4.793223191,3.407490213,2.246893614,2.509327508,1.84993479,1.784212216,2.61763738,1.684907434,1.702918992,2.39810545,1.7972544,1.494719442,1.884168533,1.506250449,2.485828933,1.672300285
"degP",4.818567051,3.289196427,5.013317189,3.970658264,4.810767523,3.67468645,3.171135837,3.14902436,2.174274487,2.092823608,2.760654567,1.710229529,1.734320016,4.030097735,2.498172165,2.021563893,3.232808144,2.703481018,4.387491205,3.090666474
"cdaR",3.287445424,1.494367851,3.61562682,1.943521896,6.024382112,3.606110024,1.966676885,4.008043497,1.783975352,2.301489328,4.262042229,2.348579161,1.948927022,2.83503213,1.790237118,1.607161937,2.036951668,1.564453162,2.653729579,1.684665092
"yaeH",2.349285362,1.399229829,2.134120802,1.838460544,3.428008212,2.439302492,1.766497292,2.451716863,1.375378493,1.779417625,2.246130593,1.588894903,1.470124794,2.377393864,1.715447701,1.67667087,2.267657096,1.629635935,2.465782884,1.747992048
"yaeI",2.005698672,1.4112936,2.123873275,1.521561948,2.326537068,2.058234054,1.948531965,2.268949278,1.803921511,1.879205867,2.112473977,1.811475994,1.629932908,1.929459749,1.489933629,1.595284843,1.719739589,1.666923136,1.956538494,1.673787615
"dapD",7.044351072,2.753859107,7.3888198,4.927795481,10.84929424,7.851857391,4.000655087,10.28596822,3.544021489,6.20709125,8.689263693,5.59221429,4.110492747,6.136481018,4.192746595,3.263969626,5.318441174,3.385637912,6.854797687,3.951553872
"glnD",5.002312656,1.596455442,4.744356645,2.91334185,5.606360246,5.972912421,3.041546707,4.401847075,1.937942823,2.867115086,4.279795156,3.154502149,2.11900885,3.399711563,3.115795051,2.826261676,3.814808334,2.203122047,3.77047546,3.166666638
"map",3.681613473,1.717086751,4.986220185,2.647226942,7.791501912,4.483457743,2.357233516,6.310521798,2.409544368,3.49702716,5.751824087,3.004311813,2.729308746,6.903970346,4.636974879,3.601272979,5.861717797,3.341117104,8.652085991,4.356312516
"rpsB",23.89120061,13.61170103,22.16709622,18.52515686,34.35639472,27.84284336,20.17957437,13.89034431,9.87078291,10.34750114,13.51703073,8.130308151,8.178116166,30.12084582,20.08934882,14.62086498,20.58340864,20.93619911,34.12356703,18.22480156
"tsf",8.535402705,4.740370729,8.227714156,6.797227026,7.583407552,6.757368761,4.975810311,4.223013787,4.620524223,4.063642699,4.363456485,3.299192016,3.421592942,9.615445878,8.201165489,6.081587514,7.694776604,8.965739536,12.5092352,7.246577027
"pyrH",3.210982234,2.628794877,3.32298648,3.1294883,3.774821978,2.722594489,2.343990878,3.955139177,2.228712415,2.612181484,3.620948992,2.328685395,2.05399121,4.179180831,3.122578336,2.484868347,3.513069624,2.824940785,4.465553889,3.001914821
"frr",8.35645027,3.559879931,10.52010294,5.98356843,18.21825207,9.677095923,4.384820139,20.11344592,4.26720694,8.370707413,16.26498471,7.777197317,4.933994401,13.02609837,8.064417362,5.658237137,9.719968223,4.496385381,14.15865511,5.76353675
"dxr",2.849322993,1.843047641,3.819673236,2.164103868,4.887615738,3.18414121,1.800464865,6.322808379,2.230478113,3.017407844,5.360754089,2.783050524,2.25544967,5.874944115,3.823492321,2.523190725,3.45736114,2.200514584,6.514370124,2.548272409
"ispU",5.819026678,2.19150789,6.655324447,3.708792743,9.227241063,6.561327057,2.857308792,6.832665081,2.575118455,4.131839086,5.617516953,3.248375555,2.595208631,6.473903348,4.260983096,2.896185319,4.457378112,2.777149088,7.095159598,3.247007828
"cdsA",5.021886242,2.114720932,7.22717066,3.585301695,9.010204014,6.579459001,2.985687825,12.02801733,3.192660538,6.144119167,9.525162351,4.719115655,3.356320011,12.59104488,9.41939012,5.476752507,7.422046873,4.061538356,14.04119832,5.004644741
"rseP",4.157754662,1.859650957,5.838176513,3.054516283,6.373532366,5.572235915,2.657988009,9.825973317,2.677067072,5.504292449,7.002533741,4.627232999,2.972622154,9.004212488,7.228074652,4.665462844,6.950573896,3.411889099,10.96279909,4.371134942
"bamA",13.29228991,4.116011892,18.7023479,9.322674888,15.60683973,15.85139135,6.255633522,16.18606652,5.305692663,10.24503914,12.74145897,9.574088691,6.008366866,12.28441988,10.2786545,6.277831286,9.232005133,3.708400312,15.10135471,4.430824297
"skp",32.91529201,12.80174463,40.30272937,26.89742352,43.17282723,36.25743531,18.83610016,38.0134837,13.37641511,27.30810435,38.87141427,26.09449249,18.93032323,32.33485282,28.33257588,18.12527014,27.00515211,6.722668385,38.1444303,14.0455236
"lpxD",8.968225689,4.039800297,11.46115757,7.165674594,11.98550565,8.734655067,5.311055914,12.64677821,3.593254339,7.010905424,9.426273504,5.980156577,4.551957258,10.65675048,8.069501116,4.827248552,8.285518294,3.521546975,13.11673427,4.219227284
"fabZ",7.75720989,3.846804114,8.437346184,6.137927187,9.524926151,8.601981423,4.718975206,6.461391939,2.936907672,4.128729354,5.891556165,3.596877904,2.922910876,6.008139972,4.366676122,3.188086578,4.510582038,3.073172241,7.047298131,3.016495753
"lpxA",11.43499692,4.640943202,13.15188465,9.166120521,16.15726645,16.67632715,7.749137573,10.12717938,3.917172343,5.464684537,9.532603885,6.040880274,4.425488927,6.86594908,5.278984427,4.263498959,5.636195051,4.073987835,9.029157009,4.119845667
"lpxB",3.547054405,1.792451829,3.29090727,2.80909616,3.259859185,3.470939614,2.559559957,2.673460243,2.075421217,2.262392279,2.88553676,1.798156989,1.682994736,2.855936192,2.443745504,2.078521123,2.516015536,1.924607584,3.228001313,1.889096169
"rnhB",2.562078297,1.976924069,2.122167417,2.367259356,1.877043459,2.120008437,2.455532694,1.68047665,1.777726189,1.795842153,1.6682762,1.615442981,1.740103342,1.90302253,1.784290155,1.785001189,1.962118289,1.684644711,2.081741723,1.801951253
"dnaE",3.769858851,3.368599351,5.051279284,3.991576415,6.365605003,3.309870567,3.31338442,4.076604948,2.841852883,2.880954892,4.303070589,2.465330859,2.512951878,4.655857478,3.500685887,2.848321785,3.600838804,2.504387398,4.771446356,2.879239541
"accA",5.545914093,3.521760043,5.993854262,4.44052703,8.117097186,5.001757279,3.539662561,4.876987106,2.834346818,2.862266342,4.6350949,2.632013154,2.599368744,5.968784119,4.266133552,2.916533463,3.860123458,2.661121325,6.477665344,2.794164355
"ldcC",7.117547726,2.251451827,16.66734092,4.094113067,22.03806227,12.63182814,3.477537844,24.31829923,3.809073408,5.902412076,23.5138133,6.537359622,3.417911699,15.32043454,12.34438212,7.283707806,10.35049575,3.489449201,16.29076777,5.947053848
"yaeR",4.560086348,1.870330331,8.163982186,2.821935499,8.154570467,5.800966187,2.536174876,9.21682124,2.487708846,3.113866872,7.956261574,3.390573549,2.361143101,5.705031541,4.81296346,3.046609157,4.238687908,2.162736621,6.041598623,2.801120432
"tilS",2.106019468,1.326005822,2.988646207,1.586654476,2.368338812,2.311774299,1.573780984,3.110340935,1.507254345,1.810568381,2.624589652,1.861131681,1.503365945,2.314135782,1.920094064,1.578040053,2.103265669,1.397912535,2.454387803,1.659109527
"rof",4.359842024,2.170223552,4.416324608,3.623236743,6.989956665,5.93003025,3.955000624,5.836855636,1.88522582,3.472200612,4.185611588,2.961527168,2.352318322,4.458851042,3.244992176,2.9789366,4.440148416,2.929864961,4.991591989,3.459787534
"yaeQ",4.081655182,1.732588378,4.765936218,2.679131929,7.544927645,4.170737324,2.674657705,3.963356929,2.321792985,2.655578974,3.718942331,2.250779327,2.195248908,3.284560537,2.557817764,2.176392374,2.746981289,2.072652045,3.58625487,2.429627888
"arfB",2.500945403,1.523226223,3.076779334,1.909844579,4.074851041,2.446381581,1.953563441,3.263653421,1.936667951,2.080336323,3.430800316,1.822150257,1.849430433,3.74189154,2.663027398,2.118644132,2.528155313,1.815036554,3.649041019,2.266891584
