"","0","1800","3600","5400"
"sibA",188.416,850.83,769.254,938.184
"sibB",114.407,1233.83,1005.19,897.416
"mdtA",87.0436,614.327,609.501,526.056
"mdtB",277.777,1030.97,790.703,614.63
"mdtC",158.886,971.576,769.201,621.744
"mdtD",141.472,1031.96,861.132,731.526
"baeS",122.29,388.771,425.106,310.217
"baeR",1065.57,936.989,935.623,992.929
"yegP",3235.1,4016.35,2182.68,2932.34
"trhP",1231.43,578.785,827.933,799.681
"cyaR",1170.98,6304.63,2708.7,2862.77
"ogrK",655.786,546.334,886.302,828.186
"yegZ",127.187,304.839,610.26,678.274
"yegR",208.838,496.658,883.251,785.476
"yegS",866.017,780.06,877.391,877.518
"gatD",694.898,1969.29,2844.44,2317.76
"gatC",3207.57,4724.63,3096.19,2410.46
"gatB",4152.99,6249.61,3764.53,3416.83
"gatA",5002.34,5332.26,3321.82,3446.93
"gatZ",6112.08,6764.22,4067.95,4220.44
"gatY",9521.89,8049.84,4362,4420.69
"fbaB",9238.94,7201.44,3919.21,4451.91
"yegT",104.577,338.229,639.102,555.168
"yegU",157.902,591.695,728.048,608.605
"yegV",143.806,585.164,602.428,615.009
"yegW",607.79,1018.38,1024.31,1077.08
"yegX",261.844,665.026,744.388,635.077
"thiD",99.7197,470.803,868.774,712.658
"thiM",73.3016,469.727,787.691,787.411
"rcnR",516.481,737.285,899.729,1055.68
"rcnA",203.466,386.592,661.135,721.685
"yehA",80.353,322.019,790.274,866.95
"yehB",39.8855,194.307,654.983,686.797
"yehC",25.4065,246.025,674.102,750.147
"yehD",24.201,234.832,652.372,641.241
"yehE",1936.3,1442.21,1127.11,1527.78
"mrp",2833.31,707.003,1056.11,1145.58
"metG",2820.18,639.595,874.806,836.283
"yehF",189.887,333.25,732.914,621.724
"yehI",114.885,456.187,656.855,622.834
"yehL",88.1865,514.656,757.778,864.908
"yehM",91.5435,682.131,822.563,657.564
"yehP",22.3157,609.759,622.999,472.196
"yehQ",74.967,615.73,531.623,472.277
"yehR",37.8138,734.483,782.017,691.622
"yehS",463.14,573.318,669.054,698.979
"btsR",281.421,524.096,656.703,533.301
"btsS",194.347,336.801,600.768,524.069
"yehW",278.175,729.571,725.209,635.323
"yehX",225.495,657.513,582.708,497.711
"yehY",273.405,605.632,630.262,480.799
"osmF",1236.31,1645.21,1011.89,1061.97
"bglX",433.222,646.107,513.311,450.79
"dld",3682.24,2155.5,1445.08,1184.16
"pbpG",992.344,703.875,687.743,550.55
"yohC",269.621,1887.23,811.685,1262.59
"yohD",545.897,943.189,818.458,758.409
"yohF",479.508,1538.83,978.205,1249.45
"mdtQ",40.9338,598.761,934.523,816.41
"dusC",323.159,421.214,623.058,542.452
"yohJ",195.799,489.801,957.248,1181.15
"yohK",316.731,728.034,951.176,887.15
"cdd",532.885,1358.1,882.763,755.268
"sanA",280.965,498.463,832.475,702.689
"yeiS",462.112,565.088,845.839,892.11
"preT",240.694,4364.47,1568.65,1333.46
"preA",215.731,3260.93,1416.27,1242.34
"mglC",83.4162,494.586,846.557,708.59
"mglA",91.3131,567.645,746.771,532.689
"mglB",214.981,1694.88,705.51,621.202
"galS",102.029,1122.15,834.147,783.418
"folE",8487.99,1716.07,1571.55,1725.6
"yeiG",1657.31,979.005,997.558,930.76
"cirA",162.785,774.799,962.432,748.141
"lysP",3006.68,702.359,847.389,899.849
"yeiE",457.548,804.135,779.263,685.281
"yeiH",291.815,646.507,765.237,744.837
"nfo",879.807,759.014,659.88,575.141
"yeiI",626.911,652.469,802.245,731.586
"nupX",56.3556,413.769,677.261,628.432
"rihB",50.8066,374.803,693.162,617.81
"yeiL",105.47,514.184,909.551,945.689
"psuT",97.82,263.271,679.424,561.587
"psuG",20.3974,247.537,613.854,486.684
"psuK",3.41238,288.75,806.78,646.12
"fruA",779.097,1139.76,1129.82,1070.89
"fruK",619.07,1122.12,1093.25,817.94
"fruB",456.234,849.25,839.712,816.298
"setB",43.8456,332.183,526.744,477.641
"yeiQ",153.359,504.264,700.083,665.322
"yeiR",710.98,503.494,664.087,463.948
"lpxT",692.504,432.152,970.568,950.399
"mepS",5188.05,1906.8,1623.84,1710.57
"pdeN",197.534,418.611,701.445,701.039
"yejA",553.239,951.859,1074.26,1053.98
"yejB",298.257,664.274,893.037,819.746
"yejE",125.655,413.369,694.293,578.565
"yejG",791.414,912.099,606.518,571.563
"bcr",467.989,365.889,663.616,628.404
"radD",320.688,717.267,773.356,766.824
"rplY",10370.7,1628.02,1751.41,2335.08
"yejK",928.59,575.856,714.97,589.477
"yejL",2769.29,1383.38,1471.23,1701.27
"lapC",918.239,1053.89,966.287,923.178
"yejO",416.332,477.627,852.582,656.287
"narP",1332.72,559.806,673.015,703.11
"ccmH",204.998,233.221,338.774,322.232
"ccmG",403.069,758.212,810.183,635.258
"ccmF",120.317,593.941,559.694,410.148
"ccmE",139.215,514.244,449.971,356.773
"ccmD",215.449,378.462,257.58,226.628
"ccmC",394.325,921.092,750.018,634.974
"ccmB",189.404,832.427,707.656,671.579
"ccmA",229.266,628.641,513.655,444.612
"napC",283.295,852.379,647.471,570.585
"napB",165.319,874.482,556.754,496.518
"napH",86.7088,827.451,551.548,396.231
"napG",39.9437,753.183,568.988,355.001
"napA",276.736,1064.98,1070.58,814.686
"napD",175.469,447.308,395.577,332.068
"napF",130.7,457.986,553.401,446.15
"eco",924.876,1359.65,1164.92,1294.14
"mqo",2029.28,411.54,501.694,450.826
"yojI",363.717,339.809,494.346,435.033
"alkB",313.926,1124.63,1250.03,917.417
"ada",308.735,343.837,393.338,292.806
"ftp",381.286,537.072,752.895,560.37
"ompC",11608.8,4644.63,4207.15,4306.66
"micF",1331.94,2217.79,1511.65,2706.43
"rcsD",1178.21,451.899,771.958,685.891
"rcsB",4162.73,1700.39,1380.49,1547.69
"rcsC",552.181,733.936,1047,726.181
"atoS",107.831,890.287,746.222,689.435
"atoC",144.084,638.886,561.981,491.915
"atoD",126.302,1252.75,871.604,859.955
"atoA",47.9883,946.157,730.516,664.151
"atoE",110.73,1052.56,688.862,623.71
"atoB",85.9656,1162.05,791.837,718.105
"yfaP",113.416,1458.76,920.721,856.497
"yfaQ",44.1528,1064.15,587.953,481.546
"yfaT",39.6184,1750.85,1104.81,888.506
"gyrA",2831.84,922.285,840.812,759.511
"ubiG",1818.98,1243.44,951.278,1053.15
"yfaL",235.6,405.872,527.994,500.443
"nrdA",1687.33,658.063,763.412,598.594
"nrdB",1507.34,577.518,656.753,632.671
"yfaE",533.82,592.502,603.593,590.32
"inaA",776.969,525.977,648.583,698.281
"yfaH",43.879,789.722,934.62,848.721
"glpQ",256.089,1639.08,491.209,465.596
"glpT",41.042,1470.14,280.128,267.143
"glpB",47.5885,3716.87,740.687,513.008
"glpC",74.2687,6265.27,950.989,657.087
"rpnE",43.8171,790.446,688.04,584.729
"yfaX",17.1505,481.963,568.567,561.061
"yfaY",371.539,562.465,698.208,679.056
"yfaZ",251.546,779.037,894.741,1097.58
"nudI",457.723,422.954,736.064,751.196
"ais",126.002,605.731,931.526,1007.14
"arnB",556.696,1326.62,1002.36,1290.21
"arnC",705.638,1283.59,1026.61,1143.51
"arnA",324.517,567.072,558.153,654.084
"arnD",167.644,827.576,841.511,762.616
"arnT",107.474,691.366,717.514,706.265
"arnF",103.251,1001.65,825.144,758.102
"pmrD",1029.91,1276.75,800.193,998.355
"menE",418.686,881.413,795.208,718.829
"menC",1017.65,1052.99,882.384,811.746
"menB",2349.44,965.089,852.395,784.157
"menH",93.996,216.681,278.537,227.363
"menD",513.773,1009.02,885.5,779.312
"menF",715.184,632.259,735.144,686.921
"elaB",6799.51,4045.62,2906.4,3513.8
"elaA",1021.75,620.289,768.437,817.066
"rbn",251.839,472.787,758.359,893.697
"elaD",82.6039,436.286,921.521,1027.75
"yfbK",49.4726,265.253,758.938,743.486
"yfbL",33.5346,312.912,719.093,818.515
"yfbM",146.722,478.284,976.396,961.595
"yfbN",43.9519,248.141,646.913,776.003
"yfbO",162.172,369.983,798.894,881.093
"yfbP",84.5194,515.237,772.616,884.556
"nuoN",3654.01,1078.32,1231.63,1075.6
"nuoM",920.439,180.071,237.243,175.943
"nuoL",4104.83,1540.08,1116.64,924.991
"nuoK",3306.29,1383.47,987.289,713.527
"nuoJ",3455.18,1835.29,1163.11,1075.35
"nuoI",4019.61,1670.04,1119.04,710.462
"nuoH",3164.76,1412.4,975.109,791.451
"nuoG",1831.61,495.579,359.058,229.821
"nuoF",3028.71,1364.54,711.972,501.055
"nuoE",5310.96,2688.67,1299.35,1023.8
"nuoC",5076.75,2336.54,1204.26,1299.49
"nuoB",5073.15,2681.77,1328.08,1255.34
"nuoA",4848.8,2965.07,1165.92,1399.91
"lrhA",194.9,330.637,636.372,661.478
"alaA",1620.52,690.812,909.301,1021.92
"yfbR",438.44,624.918,796.457,778.983
"yfbS",308.627,586.218,766.364,776.273
"hxpA",2478.14,1247.83,1119.15,1041.62
"yfbU",4082.63,1997.35,1388.3,1386.53
"ackA",3981.82,1650.91,1549.78,1555.87
"pta",4039.27,1276.37,1299.89,1169.59
"yfcC",30.6491,691.055,641.972,474.099
"yfcD",1728.87,1130.8,1015.77,953.64
"yfcE",1846.84,713.887,613.144,629.598
"yfcF",793.95,826.292,830.83,718.023
"yfcG",459.721,1276.57,889.831,923.778
"folX",4134.53,1931.39,1206.71,1356.63
"yfcH",1441.48,1221.57,733.881,768.064
"rpnB",116.395,567.5,536.794,565.304
"hisP",449.613,973.48,889.346,730.122
"hisM",1088.36,674.761,656.661,526.55
"hisQ",1043.58,735.63,706.526,610.179
"hisJ",3259.04,1847.61,1121.06,1086.07
"argT",1786.57,3960.48,645.458,670.227
"ubiX",639.547,816.65,747.12,744.495
"purF",2886.44,1060.55,903.734,738.157
"cvpA",5195.99,1135.84,1021.26,1034.64
"dedD",1047.74,1057.23,736.875,677.382
"folC",1004.63,1013.55,641.949,569.812
"accD",3414.31,803.562,788.857,910.713
"truA",1990.13,1267.58,876.842,949.346
"pdxB",2219.32,1257.61,728.216,684.239
"flk",525.919,1381.07,677.876,635.449
"yfcJ",62.5339,1055.13,441.951,376.384
"fabB",4450.29,1406.65,1618.52,2075.1
"mnmC",392.022,1131.39,778.825,733.841
"yfcL",1238.38,1680.16,870.882,805.228
"epmC",1617.65,2031.25,1030.6,935.181
"yfcA",420.972,607.497,391.566,278.79
"mepA",654.815,597.88,353.573,292.993
"aroC",2274.87,879.781,671.574,619.786
"prmB",3310.44,1312.27,966.557,1058.44
"smrB",1353.49,1116.22,1003.41,959.335
"yfcO",589.598,1012.15,907.62,851.664
"yfcP",173.54,781.998,820.241,772.32
"yfcQ",61.9389,564.591,604.531,614.367
"yfcR",100.558,780.047,785.04,906.961
"yfcS",80.6218,730.499,764.316,614.143
"yfcV",18.2287,274.064,485.289,479.28
"sixA",1476.68,1039.37,490.627,780.104
"fadJ",228.242,2679.95,616.172,672.605
"fadI",334.513,2789.43,927.997,1096.61
"yfcZ",1107.64,736.61,1007.77,1137.39
"fadL",882.897,5456.49,852.28,742.353
"yfdF",51.2798,288.943,624.25,818.671
"mlaA",1915.46,668.945,692.499,871.09
"yfdC",400.488,427.257,518.733,651.683
"intS",389.62,326.434,592.248,712.741
"yfdG",1388.8,232.316,518.271,763.434
"yfdH",3068.53,421.698,616.686,760.529
"yfdI",1639.33,318.418,613.442,698.241
"tfaS",222.628,517.232,550.47,830.569
"yfdK",170.893,266.239,400.355,565.672
"yfdL",7.56409,265.496,467.059,525.433
"yfdM",115.445,372.931,587.507,759.959
"yfdN",5.68847,353.829,569.297,674.282
"yfdO",99.595,404.708,609.547,628.756
"yfdP",149.372,295.724,577.774,615.622
"yfdQ",109.712,266.878,696.913,812.758
"yfdR",27.8608,214.551,533.886,547.963
"yfdS",33.5371,305.833,524.021,619.158
"yfdT",173.203,347.147,655.348,811.961
"dsdC",164.937,356.066,704.811,920.136
"dsdA",370.145,486.563,724.273,772.434
"emrY",41.7862,257.496,662.739,706.078
"emrK",80.019,271.955,668.366,830.686
"evgA",3822.42,993.895,1527.64,2188.59
"evgS",521.566,222.581,578.424,733.412
"yfdE",78.2626,241.829,563.989,568.292
"yfdV",67.6259,275.057,820.585,918.873
"oxc",156.12,325.978,929.037,1031.84
"frc",141.678,220.754,531.603,667.227
"yfdX",314.589,273.577,713.072,857.351
"ypdI",92.2941,537.711,960.135,1145.04
"yfdY",799.709,2129.38,921.597,1138.72
"lpxP",220.617,368.022,637.415,622.378
"alaC",800.715,415.306,568.563,704.559
"pyrS",297.38,511.56,730.37,683.419
"pyrR",718.16,761.459,752.186,740.544
"ypdC",236.191,483.269,442.967,463.139
"fryA",17.073,390.496,361.858,272.681
"ypdE",36.1762,689.105,570.088,508.589
"ypdF",45.8767,575.789,648.758,481.729
"fryC",39.1849,454.864,445.432,372.195
"fryB",78.6182,444.566,541.117,433.691
"glk",1693.09,1346.25,1303.14,1296.27
"yfeO",152.891,756.161,742.239,721.784
"mntH",583.106,661.953,464.252,598.742
"nupC",561.167,159.424,281.094,285.62
"pdeA",489.245,482.143,804.164,814.119
"yfeC",567.385,1041.2,624.316,676.702
"yfeD",290.088,706.248,876.068,1098.07
"gltX",4573.42,732.192,1055.87,1225
"xapR",181.697,359.049,652.398,656.629
"xapB",26.667,283.515,445.683,461.119
"xapA",48.2069,279.114,588.1,625.199
"yfeN",137.448,610.712,973.612,908.637
"yfeR",215.404,577.159,536.612,467.692
"yfeH",308.003,474.233,643.229,602.353
"ligA",879.554,654.928,650.444,589.371
"zipA",1530.27,944.732,737.386,711.657
"cysZ",616.839,625.467,641.396,694.333
"cysK",9237.21,1029.31,2729.19,2910.21
"ptsH",9379.58,2363.2,2516.78,2635.84
"crr",5701.89,3234.95,1982.03,2339.21
"pdxK",1810.93,733.247,884.24,713.471
"yfeS",345.432,650.842,872.541,873.51
"cysM",1518.14,498.945,634.169,534.521
"cysA",3087.81,700.524,939.516,1028.48
"cysW",2133.77,836.048,964.356,770.019
"cysU",1695.29,768.407,753.231,764.167
"cysP",4338.98,1249.78,1501.6,1033.58
"ucpA",344.514,1082.06,552.056,476.309
"murR",104.314,597.827,426.747,321.217
"murQ",236.887,1178.74,670.718,538.891
"murP",18.9189,199.761,145.009,118.193
"yfeW",182.577,1520.65,1034.44,742.149
"yfeX",2085.86,1609.87,1101.83,986.896
"yfeY",1727.83,1108.47,903.516,836.742
"amiA",1614.68,1172.97,956.696,957.653
"hemF",608.487,1380.02,925.214,822.113
"eutR",307.236,1526.66,1076.95,871.421
"eutK",252.413,577.356,500.193,434.213
"eutL",399.084,844.719,607.727,476.64
"eutC",710.031,799.072,677.567,532.474
"eutB",881.446,1227.44,954.763,1083
"intZ",318.742,398.97,592.679,460.074
"yffL",598.651,866.971,980.966,975.776
"yffM",62.9774,400.488,502.906,433.057
"yffN",78.8074,478.864,552.382,474.735
"yffO",269.428,872.399,1014.9,952.013
"yffP",320.938,1236.75,1397.1,1275.81
"yffQ",202.288,585.387,731.429,738.431
"yffR",1115.42,1429.67,1019.69,1151
"yffS",1257.72,1741.27,1167.66,1294.2
"eutA",86.7253,651.11,707.08,529.084
"eutG",68.4666,647.256,516.779,317.6
"eutJ",68.9378,798.591,617.388,440.212
"eutN",15.2364,658.252,553.198,438.397
"eutM",304.677,1010.49,684.753,505.962
"eutD",13.4368,599.219,437.143,273.449
"eutT",63.6052,619.662,461.109,324.69
"eutQ",134.013,788.686,655.679,521.385
"eutP",57.9726,456.672,490.672,461.889
"maeB",1308.4,912.521,552.568,465.261
"talA",3803.72,2263.13,1825.71,1971.66
"tktB",3775.4,2108.77,1785.13,2063.54
"ypfG",195.997,1397.62,1032.4,952.962
"nudK",928.824,1315.81,1051.39,880.891
"aegA",151.449,1077.09,896.146,644.519
"narQ",299.461,776.104,761.249,662.938
"acrD",171.781,663.087,709.053,510.422
"yffB",1309.51,1342.76,843.226,780.88
"dapE",1460.23,1392.15,1152.89,933.084
"ypfH",487.763,1029.13,724.981,600.123
"tmcA",1121.1,1096.71,649.864,598.577
"ypfJ",1285.23,1522.54,985.216,952.789
"purC",6792.47,998.756,1502.05,1455.85
"bamC",3124.04,982.717,830.701,797.476
"dapA",5129.15,1413.88,1322.83,1433.54
"gcvR",4494.29,1994.6,1544.53,1676.87
"bcp",6018.04,1914.55,1440.76,1523.98
"hyfA",47.7047,1439.87,1044.84,1010.28
"hyfB",169.469,1135.68,817.853,708.913
"hyfC",39.5424,1184.98,753.725,559.866
"hyfD",22.0197,947.033,621.22,536.849
"hyfE",372.716,1564.48,1002.58,723.624
"hyfF",110.881,1197.26,745.612,542.311
"hyfG",155.278,1568.87,996.348,836.654
"hyfH",156.682,1174.87,763.576,679.017
"hyfI",113.502,1079.35,753.768,587.763
"hyfJ",119.147,1666.56,1013.94,957.559
"hyfR",60.6811,1062.53,697.84,724.023
"focB",53.3465,1099.86,770.912,669.312
"yfgO",762.815,1144.22,829.28,747.473
"bepA",1786.57,1144.44,863.688,847.163
"yfgD",1408.9,1338.8,1159.75,974.212
"hda",849.48,970.555,944.886,793.961
"uraA",864.791,585.669,621.962,479.77
"upp",3607.63,625.127,626.355,511.475
"purM",4598.34,800.886,964.613,1045.2
"purN",3068.83,906.897,1100.21,1176.62
"ppk",1445.52,749.371,701.031,624.6
"ppx",1205.67,566.322,718.215,611.228
"pdeF",54.6069,436.168,638.929,601.59
"yfgG",1556.26,730.5,1099.02,1331.72
"yfgH",96.2429,477.617,794.644,823.171
"guaB",6239.58,793.613,1003.16,941.003
"xseA",1780.9,1011.26,897.515,964.001
"yfgJ",275.516,793.497,638.223,656.083
"der",1813.19,1165.72,976.826,890.004
"bamB",3050.91,1291.9,1166.89,1207.6
"yfgM",3611.94,1460.92,1126.85,1094.37
"hisS",4239.08,1640.05,1385.89,1405.77
"ispG",2822.03,2144.36,1361.54,1406.01
"rodZ",1451.03,1298.06,797.311,824.028
"rlmN",1493.35,1366.7,939.707,767.635
"ndk",2560.63,423.304,454.841,456.733
"yfhM",680.157,1252.78,798.742,633.966
"ryfA",1070.46,978.377,914.459,1022.05
"sseB",856.307,973.327,884.446,709.868
"iscX",1649.54,1047.54,759.291,686.46
"fdx",1854.06,725.203,663.777,610.799
"hscA",808.317,656.581,543.367,461.96
"hscB",1104.19,872.176,656.427,724.852
"iscA",3495.74,2155.22,1466.04,1526.2
"iscU",2817.28,1498.66,1073.14,961.234
"iscS",3745.3,1453.3,1584.32,1307.07
"iscR",1646.22,954.216,958.24,997.248
"trmJ",1558.88,1426.24,1006.31,980.589
"suhB",1162.32,1135.77,805.741,702.975
"yfhR",47.0397,1252.72,896.807,694.8
"csiE",477.35,3968.69,1210.91,1245.82
"hcaT",168.672,839.32,750.189,616.028
"hcaR",611.89,1567.72,671.982,555.292
"hcaE",246.279,799.983,554.34,483.538
"hcaF",276.929,1211.26,786.781,639.736
"hcaC",198.814,953.835,721.364,524.152
"hcaB",118.033,713.117,537.044,315.293
"hcaD",191.69,1229.87,827.041,726.015
"yphA",654.953,1337.58,911.212,789.06
"yphB",173.945,815.545,665.815,532.514
"yphD",54.0364,905.018,616.25,448.715
"yphE",59.9487,1366.67,1029.65,863.123
"yphF",102.375,1442.49,1007.52,797.884
"yphG",78.0943,895.974,739.933,547.953
"yphH",266.328,1032.72,827.579,672.11
"glyA",7653.45,1111.17,1160.04,939.329
"hmp",394.718,1055.46,803.417,624.15
"glnB",2318.78,1261.92,1100.24,1157.92
"glrR",554.973,959.843,802.034,591.065
"qseG",760.996,1325.48,1096.71,876.839
"glrK",179.766,980.776,719.743,606.433
"glmY",5825.25,2215.6,1599.01,2436.52
"purL",2594.65,1081.43,850.145,707.655
"mltF",293.329,1062.33,798.178,600.902
"tadA",414.241,649.707,623.542,458.777
"pgpC",993.409,1136.55,1096.41,1056.26
"yfhH",335.36,636.401,788.593,744.446
"yfhL",694.924,735.056,902.723,967.257
"acpS",1588.34,725.034,981.82,848.604
"pdxJ",3018.9,1164.89,1339.64,1285
"recO",878.573,701.833,717.685,525.088
"rnc",2768.09,1274.91,1020.96,1194.78
"lepB",1491.59,908.512,1016.28,1026.12
"lepA",2638.62,977.847,878.357,902.48
"rseC",1017.66,1257.62,1087.39,968.052
"rseA",8848.1,6323.75,2625.54,3916.62
"rpoE",4581.11,3671.07,1656.24,2673.84
"nadB",895.033,1008.2,1018.27,945.923
"yfiC",526.082,764.193,783.49,695.612
"srmB",1940.93,1330.19,1118.52,968.915
"yfiE",310.527,519.088,770.109,627.633
"eamB",167.615,937.061,1054.63,808.387
"grcA",363.957,903.283,1347.59,1088.31
"ung",1238.59,925.037,1041.62,900.392
"yfiF",1249.85,763.551,737.461,717.033
"trxC",1094.8,1307.68,768.845,680.319
"tapT",231.998,671.386,715.133,594.801
"patZ",441.408,2086.21,907.766,756.668
"pssA",3705.51,2037.18,1263.07,1373.07
"yfiM",164.766,355.909,404.587,388.619
"kgtP",5634.33,3066.48,1190.37,1426.49
"rrsG",13741.6,9807.27,5119.49,5221.89
"clpB",4325.89,5878.31,2896.38,3017.5
"yfiH",636.579,624.404,629.526,504.922
"rluD",1139.78,632.943,615.311,669.034
"bamD",3898.42,925.022,1072.99,1310.46
"raiA",5949.58,9383.88,3801.07,4134.35
"pheL",1413.63,655.722,790.89,1098.99
"pheA",3524.78,1436.85,1362.23,1139.12
"tyrA",1562.43,785.473,712.006,599.63
"aroF",4835.85,1857.24,1113.59,1037.96
"yfiL",179.912,553.76,589.126,619.633
"yfiR",763.458,798.955,1030.02,1084.46
"dgcN",302.086,557.128,783.589,727.45
"yfiB",936.939,696.398,783.611,613.869
"rplS",6072.31,1049.71,1598.97,1808.77
"trmD",7873.98,1446.02,1997.46,2423.43
"rimM",9618.3,1255.75,1803.08,2098.63
"rpsP",11529.2,1398.26,2064.76,2364.37
"ffh",2328.04,886.537,1193.63,1130.44
"ypjD",1100.14,948.617,861.784,875.719
"grpE",4804.23,3436.88,2230.02,2600.43
"nadK",736.847,641.869,830.68,608.769
"recN",720.817,719.725,677.927,673.385
"bamE",2081.24,1174.97,1341.1,1878.39
"yfjF",535.701,241.228,481.177,461.549
"ratA",1238.15,553.69,832.239,955.639
"smpB",3923.67,1070.45,1191.73,1484.82
"ssrA",12091.8,8982.75,4351.48,4656.8
"intA",774.624,558.672,992.538,1169.61
"yfjH",264.264,323.772,722.36,861.177
"alpA",61.0645,279.633,623.019,739.815
"yfjI",47.3678,284.159,689.563,729.763
"yfjJ",69.1396,242.845,665.482,786.154
"abpB",443.567,452.598,729.208,770.894
"abpA",1112.02,878.172,1097.4,1242.89
"yfjM",144.786,328.035,812.202,990.395
"rnlA",3370.57,1166.84,1659.59,2177.34
"rnlB",735.229,890.19,1161.7,1613.05
"yfjP",79.3341,391.184,612.537,723.691
"yfjQ",46.479,512.242,815.558,989.918
"yfjR",10.7016,352.566,603.213,551.251
"ypjK",10.6436,305.334,593.809,586.114
"yfjS",67.1836,398.484,573.728,637.765
"yfjT",111.77,459.015,818.657,873.95
"yfjU",351.716,706.078,741.837,1249.88
"yfjV",34.1281,91.2459,180.172,217.199
"yfjW",437.387,387.584,845.587,925.195
"yfjX",44.96,348.362,633.776,724.625
"yfjY",53.6482,222.436,349.703,387.073
"yfjZ",30.1429,326.184,544.304,583.466
"ypjF",128.996,482.209,870.506,1024.43
"ypjA",111.761,350.012,641.217,740.726
"pinH",42.0536,243.136,592.216,760.349
"ypjB",16.1252,175.711,552.03,720.709
"ypjC",20.1155,179.38,570.691,587.764
"glaH",544.461,5454.07,828.941,796.072
"lhgD",348.144,2200.62,678.02,493.24
"gabD",171.595,647.841,164.9,127.597
"gabT",389.249,969.775,412.95,332.154
"gabP",157.525,480.546,392.438,333.833
"glaR",224.719,222.837,458.095,554.778
"kbp",3844.08,4374.6,2467.13,3146.94
"yqaE",1895.76,2096.45,951.194,1531.53
"ygaV",339.536,351.784,547.849,575.56
"ygaP",284.384,410.324,708.544,678.646
"stpA",4690.36,414.412,549.842,1020
"alaE",12.4275,277.615,1304.08,1855.22
"ygaC",333.403,636.649,735.946,773.62
"ygaM",1544.32,2540.42,1174.29,1719.99
"nrdH",738.956,598.595,729.09,784.031
"nrdI",214.634,408.043,535.424,465.567
"nrdE",307.595,511.85,675.381,560.922
"nrdF",118.523,468.777,676.023,563.209
"proV",1499.11,612.533,755.227,728.056
"proW",767.221,370.434,465.308,456.044
"proX",1597.75,771.435,735.775,670.768
"ygaY",59.9724,827.569,778.95,641.96
"ygaZ",1351.16,677.264,807.012,925.449
"ygaH",1501.48,589.988,669.073,565.521
"mprA",3919.58,768.588,994.204,1005.1
"emrA",870.308,680.289,673.298,511.458
"emrB",174.444,495.877,400.623,329.448
"luxS",6047.96,2338.21,1596.72,2145.95
"micA",700.059,1776.52,1316.36,1320.14
"gshA",2625.03,1262.23,1050.38,932.445
"yqaA",1737.5,985.866,777.681,844.636
"yqaB",526.598,585.499,524.385,458.728
"csrA",5736.82,5034.26,2280.35,3133.92
"alaS",6207.57,1509.5,1515.6,1120.71
"recX",172.582,981.781,729.756,579.547
"recA",3570.26,1107.25,1059.82,1120.57
"pncC",1478.57,1208.89,939.407,840.792
"mltB",747.606,938.553,756.023,647.602
"srlA",35.9193,1306.86,932.047,879.182
"srlB",94.0053,953.8,693.531,487.432
"srlD",90.0173,1396.78,862.565,688.099
"gutM",145.679,1076.05,691.107,484.399
"srlR",885.139,1872.34,1136.3,883.733
"gutQ",173.633,1039.62,673.661,553.353
"norR",189.219,1019.27,742.638,642.256
"norV",37.4469,1127.87,761.891,556.522
"norW",163.435,1584.47,727.328,714.694
"hypF",101.385,1488.93,778.409,781.194
"hydN",95.0301,1407.88,841.318,701.673
"ascG",572.12,1769.85,957.334,970.793
"ascF",238.374,1635.69,722.565,545.173
"ascB",152.247,1406.47,644.508,499.033
"hycH",313.656,1812.05,876.041,836.092
"hycG",156.902,1308.75,663.964,558.228
"hycF",139.092,1645.34,804.599,731.406
"hycE",183.451,1967.25,1010.33,755.128
"hycD",70.4252,1380.31,693.582,476.659
"hycC",115.967,1501.11,753.086,684.568
"hycB",7.38468,295.678,151.087,78.5456
"hycA",99.1616,2096.2,1104.28,908.113
"hypA",130.164,1495.03,770.54,637.355
"hypB",463.372,1903.14,987.207,778.195
"hypC",195.801,1674.73,872.888,628.275
"hypD",235.575,1150.24,622.445,467.436
"hypE",191.407,1644.6,958.879,791.915
"fhlA",197.929,932.479,769.238,705.431
"ygbA",138.21,925.609,639.52,536.758
"mutS",427.293,674.27,675.913,721.997
"pphB",98.7136,1032.84,916.678,867.119
"ygbI",767.339,1747.23,1387.45,1284.03
"ygbJ",71.0453,1229.48,954.263,740.987
"ygbK",185.466,1329.89,891.23,881.784
"ygbL",117.71,1307.42,877.074,761.978
"ygbM",142.775,1455.01,1104.75,934.921
"ygbN",88.6646,1273.48,880.084,783.909
"rpoS",7583.5,6492.53,2516.01,2718.13
"nlpD",6504.66,4722.18,2459.56,2514.76
"pcm",1164.69,1148.41,839.274,690.734
"umpG",1293.4,1420.08,878.681,772.582
"truD",1542.89,1206.79,858.268,787.388
"ispF",1683.12,1049.68,818.435,645.91
"ispD",1226.68,742.729,566.143,552.241
"ftsB",1336.91,841.335,713.271,808.997
"ygbE",1360.41,1464.42,1100.6,1020.78
"cysC",1273.76,561.735,601.379,579.841
"cysN",3970.45,763.197,885.321,945.353
"cysD",2977.45,383.199,585.628,544.863
"iap",847.526,939.28,1068.03,930.233
"cas2",301.171,731.135,928.967,952.157
"cas1",232.143,459.164,728.88,712.409
"casE",347.927,539.645,919.09,937.464
"casD",223.811,364.162,698.261,712.179
"casC",319.999,517.533,1026.65,999.684
"casB",272.159,381.203,740.123,910.439
"casA",124.333,290.05,654.715,810.276
"cas3",91.1237,318.212,690.496,704.429
