"","176400","176400 | 1","176400 | 2","0","0 | 1","0 | 2","0 | 3"
"crcB",0.311460345,0.397331481,NA,0.208727719,0.732489485,NA,-0.11268973
"mngA",0.351232442,0.347926625,0.228298495,0.472611378,0.423838996,0.123936926,0.450024529
"xseB",0.24498205,0.044964117,-0.023262099,0.341055715,0.206942387,0.19726724,0.0720028
"fdrA",0.474586627,0.415556301,-0.314461151,0.477876077,0.279228854,0.842930071,0.239383353
"dpiA",-0.109122913,NA,0.115441112,0.262261808,-0.068026423,0.388893011,-0.346337262
"sucB",-0.03985365,0.716586296,-0.082086778,0.053082142,-0.296341557,0.728876478,-0.414490161
"pgpA",-0.201974069,0.163744328,0.631032685,0.189472432,-0.140279982,0.144155362,-0.156055621
"glxK",-0.129803847,0.017147088,-0.188314362,0.338165589,0.010518433,0.085900537,-0.108871947
"citE",0.238841366,1.185028049,0.447247236,0.226461771,-0.065183905,0.599616367,-0.057370373
"sdhA",0.542527605,NA,NA,NA,-0.160913235,0.423525108,0.723453467
"ybjM",0.181381969,NA,NA,0.560062833,-0.037974937,1.165464186,-0.254270138
"pyrD",-0.001468874,NA,NA,0.231004114,-0.104008384,0.599616367,-0.267139064
"clsC",0.123563775,NA,-0.00571348,0.592637053,0.234335124,0.343134516,0.119985713
"ymfJ",-0.393206469,-0.144057815,-0.355000694,-0.186554619,0.101220086,0.095962895,-0.237706225
"ybjI",-0.096024981,1.486058045,0.021586637,0.520869112,0.328326112,0.084687524,0.186839073
"elfG",0.137584879,NA,0.080538464,0.489105909,0.077926132,0.463682246,-0.307681942
"csgB",0.290526438,NA,0.132819235,0.35841747,0.09230903,0.625552101,0.075093456
"intE",0.474586627,NA,NA,0.37297619,0.317516137,NA,0.65851266
"deoR",0.608024549,NA,NA,0.533733894,-0.043527636,1.010861843,0.278516896
"ssuA",0.493891782,NA,0.358179915,0.53203411,0.237270008,0.729102732,0.678641123
"csgG",-0.020419167,0.155279345,-0.408855997,0.356896297,0.051900831,0.270807366,-0.0086849
"icd",0.074762475,0.558416831,0.139877062,0.39639895,-0.074074424,0.525720718,-0.209367438
"bssR",0.363436175,NA,NA,0.418090757,-0.059363043,0.773773126,-0.086882467
"pepN",0.009793487,-0.106530562,-0.218970177,0.497103919,0.407547332,0.086792975,0.234164106
"hflD",-0.108066154,0.14222598,-0.142759844,0.147028186,0.012999047,0.152384876,-0.109092255
"gsiD",-0.045477524,-0.347364497,-0.137831184,0.237869358,-0.437772231,0.76210445,-0.428875586
"aspC",0.34078443,NA,NA,0.129938141,0.172878428,0.285453356,0.381736383
"ycdU",-0.067976485,0.191997819,-0.047497833,-0.150566784,-0.128862637,0.507206855,-0.179149369
"roxA",0.120571413,-0.006014753,-0.067937319,0.415082882,0.17786623,0.084875795,0.13473958
"iaaA",0.781557816,NA,NA,1.08833661,0.04148841,-0.224292374,0.227848807
"mukB",-0.28144425,0.055314967,-0.05155339,0.421744298,0.079785215,0.305280831,0.062028595
"pgaB",0.055065981,0.076267016,-0.187616327,0.361743197,0.307476458,-0.114139558,0.248869481
"potC",0.973106027,NA,NA,0.452852864,-0.080423872,0.821465117,0.159182037
"adhE",0.336283929,NA,NA,0.269756703,NA,NA,0.171698594
"smrA",0.16019267,0.040009323,NA,0.411211939,NA,0.176852775,-0.12724845
"dgcZ",0.088698253,0.241601504,0.549319102,0.485429215,0.097005738,0.321651676,0.177711839
"hns.1",0.144005909,0.543459516,NA,0.277516243,-0.272309398,0.49586693,0.226588154
"abgT",-0.030139028,NA,NA,0.049332978,-0.654372645,0.960522454,-0.344348233
"ydcO",-0.077604667,-0.276309539,-0.072409015,0.306122707,0.066595939,0.317275069,-0.10953235
"marC",0.258324328,NA,NA,1.192086048,0.145923211,0.239168169,0.329453941
"ychJ",0.435119863,0.50822714,0.795523873,0.637190674,0.294297171,0.395831618,0.333631349
"ynaJ",0.130963052,0.02628275,0.138363432,0.338736596,0.081848111,0.26455796,0.048819349
"tehA",-0.074222439,0.138888929,0.382275972,0.282390694,-0.102531665,0.299561219,-0.121004492
"sad",-0.230583255,-0.2057905,-0.216228058,0.222269309,0.039287895,0.260295446,-0.023610635
"tpr",0.043136082,0.124330209,0.1329684,0.319730678,-0.075360498,0.49851024,-0.062121801
"ycjY",-0.284751109,0.202490296,-0.52976234,0.479347011,0.309097613,-0.225818894,0.025702213
"uxaB",0.003769537,0.408760942,0.032593512,0.294333437,-0.119585324,0.44093791,-0.067619895
"narH",0.295447675,NA,NA,0.547828377,-0.158366046,0.515295482,0.446692046
"ycjF",0.368468612,0.09689196,1.008288095,0.488233785,0.048088376,0.297512713,0.143035401
"trg",0.492256899,0.13293038,NA,0.425364259,-0.068404893,0.615128533,0.258566669
"lsrF",0.157034151,-0.412151713,0.60759315,0.463769278,-0.422846553,0.443787418,0.063401529
"narL",-0.051125729,-0.028162872,-0.125395941,0.365223258,0.134164765,0.085804642,0.191194347
"ycjV",NA,NA,NA,0.345723685,0.114635226,NA,NA
"lsrA",0.049297011,-0.000608528,0.795020635,0.327029917,-0.513023183,0.220981514,0.070240953
"pdxH",0.085914497,0.541603554,0.100517653,0.011790122,-0.106359606,0.55109266,-0.39234189
"chbF",0.448988209,NA,0.939572282,0.106655853,-0.112608555,0.509884939,0.359036493
"intG",0.213636989,0.498414568,NA,0.291217521,-0.138937494,0.367548452,0.049307047
"dtpA",0.291539624,0.385235465,0.015633486,0.4490005,-0.085805533,0.553551412,-0.149831538
"ydjO",0.523715114,NA,NA,0.617205719,-0.087203976,0.544099039,0.006000057
"prc",-0.100651853,-0.083270115,-0.159017789,0.258437506,-0.098597841,0.114791239,-0.00488032
"yedL",-0.144581267,0.002706713,-0.017524441,0.264306913,0.019922155,-0.010893767,0.013054001
"rsxD",0.190155893,NA,0.148960261,0.467735465,-0.078076905,0.44729183,-0.022229895
"yniB",0.166053683,1.642844149,-0.215726717,0.465597205,0.219829905,-0.063486736,0.152295161
"mgrB",-0.254880241,-0.717179053,-0.552328095,-0.514042981,-0.397405345,-0.844776657,-0.321180501
"yedD",0.799634389,0.462705381,0.347466981,0.931925491,0.581699925,0.285370305,0.733715246
"ydgK",0.146964404,0.831900385,0.395504238,0.190412464,0.179081414,0.935015265,-0.12489773
"ydiY",0.224650659,NA,NA,0.335421183,NA,NA,-0.139018669
"mntP",0.012686716,-0.17119734,-0.304040991,-0.828834588,-0.154179162,0.59705415,-0.211235506
"fliD",0.38560854,NA,0.041417513,0.443853928,0.084820759,0.682151255,0.140620919
"malY",0.423434105,NA,-0.020458875,0.575887393,0.461065121,0.147626597,0.442126806
"infC",0.029128381,-0.092075782,-0.012009145,0.364942487,-0.074746739,0.152190995,0.130331564
"manX",-0.042550784,-0.043857616,-0.08398929,0.295082179,0.127842373,0.051485669,0.030299546
"tcyJ",0.501339889,1.564648815,0.77571548,0.431084119,0.42849501,0.192902434,0.422423472
"uidR",0.186056874,0.170991538,0.078476675,0.520641584,0.043872398,0.419513121,0.115698827
"pheS",0.229273589,NA,0.43121979,0.355942851,0.332109613,0.131388826,0.126356895
"nudL",0.316266815,0.099905609,0.420053949,0.447112911,0.088953522,0.302458265,0.155582508
"sdiA",0.330888897,NA,NA,0.638087502,0.202661879,0.250524926,0.520490062
"wcaK",0.100942991,0.225787849,-0.075667684,0.23759741,0.044226469,0.234949409,-0.161201036
"yohK",0.431551995,NA,NA,0.696900793,0.414591564,0.288156843,0.697748067
"glpQ",0.070519835,-0.125547265,-0.175827863,0.229949664,0.058527996,0.035840692,-0.00208829
"yfcR",0.00529071,-0.938460621,NA,NA,-0.053741896,0.064838399,-0.132584559
"rfbB",0.041612678,-0.439941222,0.033102555,0.302157507,-0.075116745,0.524425604,0.046202713
"nrdB",0.832290528,NA,-1.148563806,-0.388784644,0.540603958,NA,0.598514731
"smrB",-0.1995959,0.060301422,-0.360045372,0.183474507,-0.018450153,0.145809111,-0.124463791
"rfbX",0.48677677,0.300421468,NA,0.563027312,-0.019332827,0.813496187,0.040016971
"pbpG",0.691671587,NA,NA,0.506817321,0.066427084,0.657608314,0.246332213
"gyrA",0.187923012,NA,0.220398892,0.454429252,0.084880848,0.582748442,-0.112177288
"yfcA",0.208590257,0.247597703,0.428331845,0.456545701,0.449607039,0.408351705,-0.036214377
"wbbJ",0.145469413,NA,NA,0.498988585,0.212135714,0.06337366,0.361902138
"yehY",0.481854343,0.304074092,0.21111788,0.679923442,0.237008719,0.664914016,0.215698583
"fabB",0.261219249,NA,0.659209911,0.59326104,0.226404534,0.421835244,0.031782702
"ugd",0.133912026,-0.049282715,0.434237064,-0.910768332,0.435895631,-0.03720573,0.558280191
"btsS",0.119476593,-0.017338302,-0.116575016,0.316476967,-0.032317934,0.342533141,0.010920857
"yfaP",0.4504988,NA,NA,0.448912381,-0.304494082,0.290098261,-0.461237964
"usg",0.32965335,0.862138217,NA,0.592247517,0.20086626,0.229480699,0.216368989
"hisA",-0.010789183,0.308800399,0.586710649,0.398713812,0.202488888,-0.2439605,0.234781146
"yehQ",0.211345192,NA,NA,-1.445689496,-0.083836813,0.542214895,-0.160589095
"atoD",0.014064634,-0.051323474,-0.141040407,0.187145792,0.146483273,0.122495112,0.236671067
"folC",0.375129425,NA,NA,0.419329829,0.103311167,1.280857605,0.099204649
"eutC",0.360757698,0.568451203,0.394767521,0.658312229,0.287323633,0.315769493,0.352688672
"csiE",-0.404936203,-0.02680508,0.111263665,0.07220711,-0.239851247,-0.08463038,0.466162995
"nlpD",-0.017093348,-0.261655214,-0.265408542,0.452124094,0.293452574,-0.16056364,0.576739141
"hemF",0.051700784,-0.124245031,0.308718098,0.239727682,0.11395886,0.2982374,0.320258319
"iscR",0.274136022,NA,NA,0.569822671,0.058461902,0.5790947,0.142436079
"ypjK",0.168792842,0.143079645,NA,0.715950706,-0.357157195,0.239464919,0.269813308
"ygbL",-0.093925454,-0.051494367,0.433805846,-0.219820747,-0.233813009,0.281965499,-0.249563043
"yfeY",-0.133698078,0.018696627,0.312334036,0.350166778,0.082256705,0.245142052,-0.018004543
"hscB",0.178942106,0.313785429,0.693972017,0.435124097,0.293156791,0.219732771,0.422423472
"rnlB",0.026981407,NA,0.642176571,0.176093767,-0.091419256,0.13655818,0.069678031
"pphB",0.0903015,0.658356315,NA,0.439870532,0.124383533,0.73282763,-0.208064228
"murQ",0.498281142,0.330964008,0.621004965,1.042132085,0.528949933,-0.246913808,0.750861721
"pepB",0.265731334,0.255919424,0.519817641,0.418886898,-0.232239027,0.479327771,-0.375586394
"abpB",-0.007758963,-0.062410383,0.053247876,0.331567894,0.000239151,0.448698788,-0.110649188
"hypE",-0.13584538,-0.147928044,-0.075345507,0.497011087,-0.249635792,0.32350186,-0.173812989
"cysU",0.281236363,0.0058736,0.058561687,0.268259471,0.323934826,0.228328553,0.20404315
"pbpC",0.546733219,0.238273561,0.234760671,0.53595397,0.093665212,0.347417667,0.395539524
"yfjH",-0.459318051,-0.18859901,-0.283584139,-0.045686059,-0.402950352,-0.020354066,0.017015561
"hypA",-0.028863566,0.102352016,0.29974773,0.145437617,-0.264948299,0.549580079,-0.48693658
"yfeS",0.095894026,NA,0.101962264,0.503528252,0.114992523,0.220459588,-0.116125268
"ispG",-0.082722017,-0.219618338,0.487041779,0.271739844,0.136761268,0.384070986,-0.446472017
"yfjF",-0.016648019,0.398060775,0.344675695,0.221157496,-0.052610626,0.409284669,-0.214147371
"hycD",0.220716276,-0.011692288,-0.076068882,0.344675088,-0.080495884,0.005293373,0.094405936
"kduD",-0.121603431,-0.142485687,-0.058941255,0.158014785,-0.127796938,-0.047995122,-0.15026669
"endA",0.037008661,-0.248330689,0.000679947,-0.758092523,0.275143474,-1.161419814,0.359733278
"ubiK",0.231885895,0.500646406,NA,0.435124097,-0.008712421,0.437439623,0.235474285
"yraH",0.711981708,0.922916119,0.567608228,0.846459778,0.70326423,-0.280820288,0.386423202
"lysA",0.122054576,0.305685708,0.195227595,0.271267294,-0.072841428,0.126735348,0.039908275
"yqgC",-0.061219383,-0.093436979,0.017669147,0.354813345,0.146702586,0.241065375,-0.021338244
"ygiC",0.762252661,NA,NA,0.68003815,0.30172187,-0.221347993,0.521033269
"agaB",0.806456324,-0.915597738,-0.655648284,0.816673689,0.198640606,0.490471898,0.269813308
"tas",0.61797138,NA,0.809963324,0.6520994,0.110595248,0.134233516,-0.032267955
"loiP",0.192561963,0.727568747,0.250921431,0.279181079,0.079276971,0.444714407,0.016323976
"nudF",0.263240082,0.193741161,0.07988519,0.192000481,-0.016616574,0.127388623,-0.131416611
"agaW",0.53838862,NA,NA,0.878821596,0.101271265,0.06337366,-0.247494736
"rppH",0.527198964,NA,NA,0.836524637,0.701820665,-0.115744053,0.518505468
"parE",0.306320706,0.649375016,NA,0.679835729,0.389135174,0.439037274,0.070240953
"yhaV",0.000248047,1.127036102,0.325499024,0.321719906,-0.232583872,0.546172048,-0.429707831
"ppdA",0.421294719,NA,NA,0.665954145,0.668724354,-0.157345584,0.753175349
"epd",0.164388785,0.010645905,0.157768769,0.420646273,0.129154031,0.340316373,-0.07280818
"qseC",0.2275176,0.272938683,0.131857363,0.412823866,0.217459649,-0.099857167,0.094884668
"garL",0.000725041,0.073445215,0.442357705,0.439078247,-0.253179115,0.696757942,-0.487132558
"ptrA",0.190034734,0.105025053,0.103156853,0.389944125,0.247806022,-0.049010611,0.123393915
"argO",0.199221842,0.453256223,0.055247619,0.434384872,0.402733437,0.128812855,0.016967672
"mqsR",-0.06801366,-0.156914837,-0.030293209,0.542180608,0.230474793,-0.676338528,0.49155915
"yhaC",0.292818235,NA,0.361981204,0.201654734,-0.079608295,1.909246535,0.080706387
"aaeA",0.454788556,NA,NA,0.583777107,0.437063367,0.326615095,-0.2020173
"tusC",0.009318199,0.275832194,-0.226877331,0.460846418,0.085334894,0.189441902,0.155869956
"yhhX",0.024237092,0.188239962,-0.252946973,0.286542413,0.193056431,0.006835663,0.012995859
"dppC",0.211345192,NA,NA,0.472107663,-0.048939475,0.381884184,-0.418779525
"argR",0.384645892,NA,0.726310624,0.739431802,0.700304801,0.361377201,0.225891052
"fusA",0.373608252,NA,NA,0.540927823,0.065704164,0.591647438,-0.0225131
"bcsG",-0.079272197,0.416822324,0.127897998,0.229629452,-0.12661927,0.474385078,-0.168641135
"zapG",0.069879662,0.188846693,-0.019434017,0.255736469,0.200294637,0.129125691,0.038978144
"bfr",-0.20047122,0.02185999,-0.143284509,0.347116478,0.206019573,-0.096560737,0.115860987
"glgB",0.490380894,-0.000608528,NA,0.639244079,0.17402362,0.315619711,0.435388449
"bcsQ",0.295855272,0.918328123,0.091196533,0.616892489,0.024311479,0.552680329,0.239546223
"sspA",0.175986937,0.562379146,0.156802442,0.47242984,0.290035822,0.032105645,0.111102175
"gspK",0.936076059,NA,NA,0.877680966,0.860189162,-0.04136169,0.461575596
"glgP",-0.041813953,0.640369529,0.329628459,0.484173494,0.231207691,-0.154546137,0.239701634
"pdeK",0.336283929,NA,NA,0.470452059,0.056533844,1.405796341,0.614308998
"gspG",0.004468182,NA,0.012958557,0.52513619,0.236639529,-0.016516252,0.246332213
"glpG",0.206283251,0.228789279,0.244159127,-0.058826104,-0.220651281,-0.004150809,-0.379843221
"pdeH",0.149166266,0.248911648,0.049215998,-0.057791425,-0.064520933,-0.24384591,-0.220720648
"nanQ",0.19242144,0.353546726,0.156689663,0.360348529,0.030008738,0.304177392,-0.170374659
"gspC",0.130637426,NA,NA,0.583543929,-0.006804829,0.757978859,0.089208793
"rcdB",-0.006820533,0.268599755,-0.066160066,0.253508169,0.030298493,0.353863026,-0.096882014
"dut",0.658503224,NA,0.616014637,NA,-0.370795799,0.602601221,-0.272487676
"atpF",-0.040982932,0.314209752,1.013276855,0.217640152,-0.095763999,0.302931767,-0.077474998
"fre",0.09202148,0.278946355,0.055170993,0.409021294,0.149397332,0.497029221,-0.050150155
"rpmG",0.244735644,0.057024942,0.033574618,0.581778869,0.373254091,0.26418474,0.388915583
"atpD",0.106561913,-0.030747188,-0.039459992,0.363101581,0.148945178,0.000175724,0.096443279
"yijF",0.129579305,0.028493854,-0.118774335,0.57657387,0.256729656,0.160176691,0.163629361
"waaQ",0.20849735,NA,NA,0.294945393,-0.355646604,NA,-0.339933512
"pstS",0.222888582,0.180362496,0.04083292,0.385306634,0.114763887,0.198296618,0.182663133
"tatA",NA,NA,NA,0.649003917,-0.366213901,1.046774399,-0.054697783
"metL",0.175872874,NA,NA,0.510844811,-0.007098371,0.622182195,-0.005009999
"waaB",0.185303391,0.498231976,0.685984051,0.397003633,0.044733268,0.264323168,0.212723612
"phoU",0.066500235,0.069066822,0.191862115,0.35293734,0.414653877,-0.09761018,0.459272045
"rmuC",0.367318163,0.338685968,NA,0.70043854,0.401918116,0.183192953,0.28271301
"rpmE",0.363558014,0.149153792,NA,0.769154352,0.115511704,0.54162442,0.275490441
"waaZ",0.286174131,1.182661316,NA,0.504067646,0.010630396,0.643633196,0.035478847
"bglH",0.035253933,0.275878527,0.993199424,0.376585982,-0.164526355,0.155544637,0.061286111
"metR",0.285678033,0.014811831,0.318512454,0.542069602,0.299571892,0.305609232,0.148538589
"hslV",0.262965957,-0.097518541,0.670081898,0.336048022,0.147164451,0.391881827,0.12528852
"waaF",0.049715685,0.022994134,-0.053698199,0.130637504,0.07889264,0.436512894,-0.228521181
"cbrB",0.211345192,NA,-0.188330933,0.73896507,-0.013683251,0.176852775,0.276295436
"rhtB",0.349248906,0.30847911,0.29305165,0.414178168,0.09935696,0.529980439,-0.000976983
"zapB",0.424666147,0.335495679,0.305362588,0.313591609,0.009315731,0.338259076,0.352135939
"yjbQ",-0.032885575,0.057673626,-0.039198455,-0.45709873,-0.202185717,0.580055204,-0.240431348
"epmA",0.755413237,NA,NA,0.556857693,0.331088944,NA,0.227848807
"yjgN",0.02942439,NA,NA,0.092701416,0.245326292,NA,-0.102122433
"lgoD",0.338715984,0.386888038,0.08968159,0.409452947,0.321655869,-0.029348423,0.270815307
"dnaB",-0.050813213,0.342973818,0.013651049,0.103945914,-0.122423538,0.482502968,-0.309850829
"frdD",0.377120183,NA,0.656919625,0.767753078,-0.119139422,0.647198627,0.453940523
"yjgL",0.065477916,NA,NA,0.186333719,-0.169903959,0.140406702,0.481544924
"btsT",0.510033972,1.263846021,0.069759355,0.319945197,0.170348327,0.380160431,0.402827916
"yjbM",0.584561789,NA,0.58285401,1.131371243,0.578649803,-0.075774451,0.745729862
"efp",0.762252661,-0.562050668,NA,0.422159119,0.035193064,0.641009052,0.433418856
"yjgH",0.596477671,NA,NA,0.449134811,0.005490757,0.367302184,-0.196371477
"hsdR",0.555789357,0.427320905,0.238003078,0.812130198,0.466628612,0.043496689,0.517952579
"dinF",-0.032455918,-0.371575819,-0.229715269,0.540338889,0.113732121,0.356473235,0.077661915
"groL",0.487551604,NA,-0.065882989,0.70082613,0.146456939,NA,0.190216271
"ridA",0.486669788,0.306173797,0.395504238,0.490766383,0.260220733,0.375601556,0.319909581
"mcrB",0.196404843,NA,NA,0.486276619,0.046614778,0.341855062,0.435870195
"ubiA",-0.216146679,-0.414342804,0.195858392,0.238563665,-0.016847977,0.415676199,-0.179946619
"aspA",-0.436369849,0.003394214,-0.266345865,-0.742736185,-0.756379513,1.038070811,-1.016250701
"treC",0.021527909,NA,NA,0.117703685,-0.073100014,0.433070426,-0.028368844
"yjiT",0.041006262,NA,-0.887042352,0.382736027,-0.532328338,0.502706354,0.433418856
"lamB",0.498134749,NA,NA,0.360264224,0.248260142,0.565353163,0.347358792
"yjdC",0.13357019,0.441575749,NA,0.50780423,0.326224087,-0.073486076,0.196207606
"tldE",0.748464377,0.492306994,NA,NA,-0.036887841,0.364403656,NA
"mdtM",0.354845664,-0.096323988,0.200650587,0.579030672,-0.575659885,0.860848152,-0.530384101
"ygdB",-0.157117449,-0.087758704,-0.30917274,-0.12529497,-0.059164236,0.146797647,-0.214926901
"tmk",0.680348557,-1.505758506,NA,0.44702332,0.209610739,NA,0.343242226
"fsaA",0.200621327,NA,NA,NA,-0.081731989,0.112453174,-0.070884544
"eamB",0.326524092,NA,NA,0.777546777,-0.090332161,NA,0.202866519
"ssuE",NA,NA,NA,0.383206297,-0.005714321,NA,NA
"fdnI",-0.001752956,0.001060233,-0.103038621,0.075580479,-0.415496896,0.493583194,-0.432567809
"hycH.1",0.274361688,0.269211085,0.575112071,0.561930769,0.294432253,0.185197084,0.332948529
"rusA",0.653460561,NA,NA,0.425364259,0.305302534,0.832894579,0.091430253
"yadS",-0.117049936,0.388921643,0.041883657,0.327688461,-0.085345109,-0.193452673,0.081276253
"afuC",0.269814648,0.134677526,0.029426776,0.35372625,0.108295048,0.436686554,0.200250742
"araA",-0.124045499,-0.062154919,-0.082850135,0.258533361,0.079651201,-0.079245397,0.174798497
"fhuD",0.603890169,NA,NA,NA,-0.267510515,NA,NA
"ykfC",0.310627794,0.092813157,0.077680448,0.302910575,0.09824481,0.396322825,0.168572554
"frmA",-0.000821432,NA,0.069257454,0.340337777,-0.055313151,0.334887621,-0.14076493
"rluA",0.084812713,-0.304550006,-0.002435771,0.424856609,-0.050801405,0.304245012,0.318149646
"hrpB",0.209880454,-0.083711196,0.023035048,0.19033368,-0.19774835,0.445094867,-0.214898447
