"","0","0 | 1","10800","10800 | 1","21600","21600 | 1","36000","36000 | 1","57600","57600 | 1","86400","86400 | 1","0 | 2","0 | 3","10800 | 2","10800 | 3","21600 | 2","21600 | 3","36000 | 2","36000 | 3","61200","61200 | 1","86400 | 2","86400 | 3","0 | 4","0 | 5","3600","3600 | 1","3600 | 2","3600 | 3","7200","7200 | 1","14400","14400 | 1","0 | 6","0 | 7","3600 | 4","3600 | 5","3600 | 6","3600 | 7","7200 | 2","7200 | 3","14400 | 2","14400 | 3"
"apaH",1130,1123.9,1692.8,1400,1384.8,1176.8,1683.1,1295.2,1287.6,1645.1,1113.6,1462.3,515.4,6332,1456.9,1449.8,1209.2,869.9,972,924,558.2,444.5,1067.6,1038.6,1028.2,1067.5,1231.5,1318.7,1259.8,1298,1384,1167,869.3,1447.5,876.3,1016.9,613.7,668,1292.4,757.3,734.4,367.5,271.5,672.4
"panE",2046.9,1720.1,2068.4,2225.7,1914.5,1990.5,2161.8,1562.9,1957.6,2008,2097.3,2197.4,1234.4,5592.2,1649.8,1494.4,1580.1,1694.2,1768.5,2205.6,3409.1,2881,3689.1,3552.6,2579,2296.8,2186.3,2118.6,2705.8,2811.1,2774.6,2741.7,2856.2,3106.8,1720.3,1341.9,2286.3,2724.5,2785.4,1821.1,3402.1,3129.4,5244.8,5322.4
"aphA",2267.3,1785.2,1251.3,1230,857.2,694.3,792.8,727,700.9,529.8,731.1,534.2,1621.8,467.4,1628.4,1691.4,1384.1,1207.1,1007.7,980.1,929,1102.8,1672.3,732.7,6819.4,6218.1,4057.9,3464.6,1389,1596.5,1164.1,1185.7,816.4,770.6,2504.3,2483,4234.9,4237.1,2576.1,3067.8,1712.9,1482.5,1426.4,1314.2
"appA",296.2,449.2,3112.4,3584.7,3596.2,3123.1,2523.8,2199.4,1306.2,1036.8,1128.6,1033.7,279.9,140.6,4974.4,4244.5,4162.5,3495.9,2083.8,2402.9,849.8,1200.1,655.8,707.6,586.1,688.9,1139.6,1210.9,2478.3,2972.6,4223.6,4928.8,6662.1,5744.6,507.8,530.1,274.7,713.4,3562.2,3299.1,4423.4,4293.4,1687.1,2401.8
"appB",219.9,341.7,4223.2,4224.4,4492.7,3776.8,3938.5,3052,1009.8,1756.2,814.5,924.5,175.1,1204,10204,13597.1,10525.4,9534.6,4729.8,4892.8,306.6,1756.8,116.6,114.8,432.4,597.2,1124.3,985.1,3775.4,4421.8,6610.2,8759.7,9926.5,11221.2,559.1,491.4,354.6,852.6,6910.5,6133.6,11776.9,11589.7,816.1,1989
"appC",522.9,721.8,8889.1,9646,10424.6,9568.3,8773.4,7052.2,3522.5,4025.5,2169.7,1599.4,989.9,1139.3,16579.2,22204.5,21731,19776.3,10314.4,8892.4,1440.7,2391.6,355.8,1065.6,957.2,788.1,2602.6,3552.8,8497.2,10792.6,14073.9,16423.4,21721.1,21231.8,962.5,1044.7,952.7,1316.8,9855.1,9635.3,14652.7,15752.7,3433.2,5202.5
"appY",38.3,65.1,24.2,16.8,42.5,38.4,2,9.3,62.2,38.8,11.3,43.1,52.8,5863.4,40.4,18.3,10.3,2.3,5.7,24.6,45.7,38.6,82.8,144.1,39.7,33.3,50.7,3.7,29.3,14.8,30,85.6,7,39.4,37.2,31,41.8,30.7,4.6,24.3,80.6,103.9,66.8,8
"apt",5662.8,5121.2,880.2,771.4,1635.3,1970.3,1562.7,1470.7,1318.5,1910.7,648,728.7,6730.6,294.8,1450.4,1362.1,1494.5,1170.4,1340.6,1502.1,246.3,740.3,160.8,155.6,969.1,965.6,562.2,518,62,67.9,212.9,262.5,579.5,565.5,6390.3,6961.8,842.5,852,1469.2,996.8,401.6,269.3,300.1,311.3
"aqpZ",179.3,154.3,286.9,260,372.8,266.7,302.3,270.3,505,330.8,1143.5,812.6,1180.4,71.5,622.5,321.4,658.6,616.6,1077,1064.8,941.7,1081.6,793.8,471.3,52.8,83.1,232.8,250,408.2,387.8,437,602.9,260.3,622,245.9,315.7,294.1,384.1,608.9,461.2,893.1,966.9,1375.2,220
"araA",493.6,648.1,681.8,738.1,912.2,573.2,872.3,618.3,593.7,748.9,1661.3,1050.7,750.4,289.8,674.3,909,570.1,534.7,760.2,962.7,712.8,589.4,2056.9,2275.5,747.4,830.1,1210.6,825,801.6,550.7,822.3,869.3,782.3,592.9,627.2,627.4,515.7,1009.3,551.8,758.4,999.1,1230.3,2040.4,1881.1
"araB",468.1,615.2,843.3,992.1,1063.3,558.7,867.8,841.6,641.2,858.2,1201.3,1296.3,551.8,505.8,1509.1,1148.5,1069.3,883.6,1358.6,1054.4,883.9,1529.4,1738.4,2205.3,770.7,786.6,1162.6,1008,834.3,802.8,949.7,889.6,1097.3,651.9,735.9,541.4,894.7,1278.5,556,957.9,1297.8,1544.7,1656.8,2749.1
"araC",1218.4,1059.3,1626.4,1586,1108.8,1223.8,1002.5,1047.5,999.4,875.7,1225.2,773.5,202.7,625.5,534.6,430.2,524.3,402,576,455.1,636.8,618.1,628,1129.3,1371.9,1717.7,1933.1,1514.4,913,1025.7,902.5,746,700.2,636.9,320.6,396.5,486.7,565.8,338.8,420.3,504.4,441.7,164,221.1
"araD",580.3,836.1,831.6,691.7,1009.4,548.5,1026.6,600,916.6,908.4,2301,1595.4,1102.2,1098.3,1240.3,832.6,1075.6,687.7,1195.4,1623.9,2104.5,1486,2600.3,1841.7,632.5,707.6,949.3,851.5,961.2,865.5,888,906.7,854,690,1424.1,1412.2,1119.5,1790.1,1197.9,793.9,954.7,1190.7,3525.5,2641.1
"araE",668.6,1117.8,719.3,783,558.7,763.1,913.3,872.3,777.4,813.3,802.5,771.1,1438,616.7,950.5,953.3,805.5,960.7,795.8,835.8,1105.2,790.2,344.9,259.3,999.7,811.3,876.8,757.8,692.9,602.3,888.3,799,1016.7,867.6,885.3,1060.6,1162.5,1211.7,951.9,765.9,790.9,959.1,962.2,884.4
"araF",744.7,656.5,1087,1364.7,906.6,708,885.7,715.9,642.8,653.2,636.2,723.9,139.3,32.1,849.3,1205.9,562.3,730.6,590.1,682.5,423.8,508.9,940.6,1036.8,1280.1,1237.9,2048.4,2128.3,1192.1,1275.5,1177,874.3,970.9,879.6,672.3,324.4,573.5,627.7,466.6,469.7,1033.4,971.5,957.5,994.2
"araG",392.5,475.3,706.6,781.2,484,475.9,697.5,568.6,583.1,578.6,983.7,784.2,804.9,321.9,1092.6,1526.4,887.3,564.6,688.9,782.8,908.6,733.7,1157.6,1311.2,674.3,841.5,911.1,801,766.1,725.4,682.5,724.9,472.7,619.8,473.6,435.1,625.8,543.3,569.8,548.9,918.5,1149.4,940.6,1394.8
"araJ",124,62.1,425.6,283.6,470.2,534.8,655.5,317.6,500.8,526.4,778.4,324.1,148.2,88.1,644.3,461,886.4,1068.6,923.6,982.8,996,288.6,392.9,339.8,254.4,353.5,294.4,615.5,854.8,847.3,713.2,775.5,535.5,615,357.5,385.2,470.1,799.9,923.1,792.1,1590,682.8,440.5,296.9
"arcA",3056.3,2835.2,8031.5,6413.7,6273.9,6412.6,8284.7,6963.2,5344.1,6360.8,8023.5,9379.8,15219.1,61.3,24269.6,26046.7,16181,15762.3,12468,16384.3,19597.2,12121.5,15963.2,20584.7,4508.8,3936.5,4239.6,4526.6,6506.8,7492.9,6286,7703.9,5546.5,6435,8810.1,8207.3,10970.9,11960.6,14093.1,11495.5,23855.3,22748,8585.4,8159
"arcB",2004.1,2036.2,2197.5,2104.3,1812,1919.4,2333.7,2132.1,2509.6,2318.3,2805.2,2749.3,4197.1,507.7,4306.4,4428.2,3064,3516.2,3061,3746.4,3961.1,3960.8,4404.2,3258.5,3399.8,3468.2,3090.1,2791.6,3639.8,3114.8,2803.9,2418.9,2785.5,2158.6,2425,2502.6,4643.3,5018.6,4197.3,2413.1,3121.6,3732.4,4852,4338.6
"ybcF",414.4,427,382.8,342.4,172.4,342.4,423.1,146.9,263.6,130.2,361.9,279.7,648.8,143.2,1335.7,813.8,839.1,1094.7,580.3,893.9,942.5,804.2,517.7,579.3,153.9,168.3,313.3,179.8,195.6,193.4,171.9,198.8,172.2,133.3,616.1,588,549.7,522.2,534.5,528,490.7,589,701.6,497.7
"argA",249.8,292.9,346.7,400.7,347,444.7,418.9,466.2,426.9,371.4,783.5,558.6,292.2,27.4,427.8,288.8,416.8,422.2,463,666.5,465.9,663.5,1207.4,1101.2,356.7,399.4,536.3,482.7,539.8,472.5,444.3,483.2,245.1,372.6,307.5,377.9,492.2,639.8,501.3,670.1,617,897,2726.4,2318.4
"argB",1271,914.6,2168.8,2227.2,3940.4,2854.4,3004.6,2881.3,4088.5,2958.9,2733.3,3345.3,2592.2,472.9,3350.7,4290.2,2595.7,2494.8,2386.6,1974.2,2480.7,1963.7,2354.5,2805,1302.2,1463.2,1286.7,1111.8,1073.6,1007.2,1040.7,1038.8,1219.3,1195,1502.3,1587.9,3261,4535,3949.3,4736.5,3810.9,4571.9,2320.8,2260.1
"argC",283.6,272.7,196.2,221.8,295.1,279.6,605.7,299.4,426.6,411.8,699.9,228,358,16.8,348.3,167.3,56.2,65.2,74,90.2,102.4,60.7,79.9,145.2,382.7,453,331.1,177.4,105.9,199.4,164.9,169.8,70.3,152.8,242.3,498.8,449.2,738.2,302.8,418.9,106.2,110.3,393.7,257.3
"argD",468.7,628.7,463.6,520.6,581.9,488.6,749.7,573.8,699.1,515.6,1614,815.8,984,25,564.5,291.3,193.2,383.7,525.4,421.9,786.2,330,905.3,874.2,561,546.4,494.1,504.6,678.5,703.5,773.1,574.3,704.7,540.8,450.6,466.3,371.6,440.3,392.9,409.1,202.6,836.9,1220.9,1091.5
"argE",1047.3,1007.1,1428.6,1236.7,1410.5,1433.1,1666.7,1333.9,1695.8,1687.5,2742.1,2053.4,1177.2,200.5,1383,1451.1,1118.5,806.9,1010.6,1704.7,1451.6,1316.3,2294.6,2336.1,1855.1,1772.1,1267.8,1299.8,1600.4,1403.3,1635.3,1548.9,1303,1221.3,891.5,1159,1683.2,2148.8,1333.2,1940.1,1236.9,1155.7,3448,2295.8
"argF",53.5,88.6,56.1,130.5,136.5,94.9,62.9,43.1,156.1,56.4,124.7,95.8,897.7,226.7,135.2,114.3,118.4,122.5,104.2,85,403.9,191.3,1459.7,2493.1,330,510.5,198.2,90.1,131.4,96.4,118.4,76.8,92.9,85,84.9,452.4,170.3,543.3,89.6,259.3,155.5,206.8,2459.9,693.5
"argG",442.5,284.4,497.2,662,607.7,933.5,542.5,518.1,647.2,683.5,755,231.8,72.3,18.8,132.7,243.9,39.1,199.4,86.4,182.3,56.3,43.9,83,80.6,435.5,517,409.5,609.1,451.7,515.2,491,584.7,356.8,404.6,36.8,107.6,74.3,64.5,255.5,206.3,69.3,136.1,181.3,157.2
"argH",492.6,177.5,740.2,698.2,671.9,792.2,762.2,797.9,888.1,923.7,805.9,1268.7,102.8,250.2,658.3,767.4,263,308.4,222.6,123.1,144.7,146,404.3,574.6,579.9,644.6,379.9,531,751.3,659.4,348.4,141.3,682.2,541.8,185.1,360.5,466.7,869.9,749.4,806.8,582.1,778.5,753.1,726.5
"argI",455.7,495,210.6,336.4,567.4,526.3,563.2,449.5,375.7,301.5,878.1,147.1,820.5,154.8,457.3,285.5,543.6,344.5,393.9,674.8,142.7,471.8,1007,752.3,633.2,574.2,955.7,954.8,894.3,460.6,464.8,411.4,327.2,107.9,843,844.1,605.4,928.8,757,1091.7,782.6,992.6,1178.5,1013.6
"argQ",7128.3,4953.6,2418.5,2119.4,2414.8,3004.5,2318.6,3141,2260.8,2066.3,3145.6,1851.5,3992.9,71.6,2323,1949.7,1745.8,1758.7,1777,1960.3,2209,1624.5,3551.1,2668.5,3785.3,3477.3,2631.2,2210.9,1787.6,2377.3,1835.1,2623.7,2024.8,2967.3,5602.4,5755.7,1548.9,2276.5,1500.8,2022.1,1108.5,1119.5,3929.5,1912.1
"argR",2232,1840.7,1568.3,1619.2,1606.2,1258.2,831.7,1313,908.5,713.4,709.9,768.5,3358.2,247.1,3498.5,2810.9,2126.2,2231,1537.7,1587.1,2040.5,1986,2088.5,1740.2,2497.1,1928.3,1641.8,1584.5,2697.8,1935.9,1762.7,1509.7,2222.5,1544,3337,3564.7,3122.2,3163.4,3115.6,3539,3817.7,3480.7,7428.4,7256.5
"argS",1033.1,561.1,639.1,516.9,620.4,574.9,860.9,788.2,445.6,588.4,219.2,137.9,2106.5,25.6,543.7,398,1118.2,1005.4,810.5,551.7,204.9,525.2,233.6,165.4,437.1,441.7,235.6,100.9,98.3,73,101.9,238.2,262.5,400.4,1809.1,3074.4,343.3,309.4,240.3,281.4,145.9,421.1,335,204.5
"argT",60.1,53.7,2563.6,2613.8,2280.7,2190.4,4398,3553,4958.8,4649.7,2913.4,2968.4,74.2,719.3,3458,3127.3,2163.2,2214.4,4801,4591.1,4254.4,4865.6,2853.7,4537.7,99.2,61.8,512.9,484.5,497,351.8,287,234.3,215.8,278.2,27.9,24,47.9,69.6,285.3,199.7,3139.9,2108.8,387.7,326.9
"argU",1595,1621.8,739.9,862.3,968.1,1210.5,892.2,1281.2,988,1011.8,1962.5,1037.3,1402.7,351.7,864.1,550.9,777.1,1002.8,744,980.9,1258.5,1089.7,2418,3137.6,1057.9,1066.9,816.6,666.2,862.1,986.5,697,978.6,945.5,1154.1,1118.6,1652.3,711.1,1117.7,736.7,933.5,708.8,1286.4,3449.9,2070.4
"argV",5687,4106.9,2450.2,1754,2176,2716.7,7365.2,2611.5,1767.4,2195.8,4565.1,3103.8,2354.5,48,2432.4,1777.8,1393.6,1919.4,1890.5,2467.7,2523.8,1903.8,3240.9,4419.8,3123.1,2849.6,2921.7,2342.6,2439,2404.9,2641.7,2957.5,1684.8,2690.6,4109.4,4533,1411.4,1945.9,1415.7,2655.8,1783.7,2095.9,4577.8,2870
"argW",120.7,124.2,14.9,22.2,66,22.8,12.2,13.4,59.8,14.9,41.3,20,100.9,182,32.2,16.8,24.5,50.9,43.6,35.6,34.9,42.6,58.8,77.3,186.6,19.5,42.3,18.6,13.2,9.1,22.3,21.4,9.8,16,119.3,102.4,136,24.8,65.7,36,79.1,170.9,105.8,51.5
"argX",2637.8,2193.2,795.1,801.3,1037.2,1085.6,332.8,1242.8,842.7,793.9,2243.6,1312.7,2515.1,108.1,1125.3,1025.6,1158.2,1249.6,928.4,1290.3,1820.6,1504.7,2316,2075.5,1183.1,1037.7,689.1,643.7,649.8,941.2,523.7,707.3,631.3,997.3,2629.9,3130.6,915.6,703,908.9,1397.8,985,1126.7,356.9,429.3
"argZ",7402.5,5371.6,2106.7,2049.5,2322,3327.1,3782.1,2920,2238,2281.4,4450.8,2068.2,3805.4,153.4,2141.8,1698.4,1533.9,1900.2,1169.4,2194.8,1316.4,1164.3,5319.9,3834.8,3714.9,3186.2,2761.7,2427.3,1925.7,2792.7,1476.2,2512.4,2114.3,3282.5,5019.8,6189.3,1708.9,1500.3,1345.1,1676.8,1478.6,1328.6,4807.6,2114
"aroA",2039.1,1848,1184.6,1351.2,1733.6,1762.6,1971.2,2046.8,2183.6,2176,1483.9,1548.6,1443,59.7,516.7,498.6,655.4,646.2,621.1,628.8,601.5,578.6,1033.4,513.5,1888.2,1968.2,1459.4,1199.8,987.6,935.7,1018.4,991.6,738.4,1113.9,1039.2,996.6,788.2,734.5,558.8,534.2,412.3,485.6,1616.9,1030.1
"aroB",3313.8,3381.3,3543.8,3307.6,4740.9,3693.6,4338.8,3972.9,4068.9,3687.1,2985.6,2489,4694.3,55.2,3284.9,3685.1,3893,4452.6,4825,4329.2,2982.8,2769.5,2071.5,2530.5,3909.4,2426,2074.5,2246.9,2055.8,2140.4,1704.3,1811.3,1952.6,1833.2,4399.2,5041.8,3377.4,3817.9,3595.4,4467.8,3677.7,4867.4,2167.8,2809.5
"aroC",2987.5,2536.8,2072.6,2234.6,2352,2266.9,2317.6,2227,1633.1,1555.8,1229.5,986.7,2265.4,61.8,1816,2080.7,1608.8,1723.7,1197.3,1092.9,402,713.2,479.8,216.8,2880.5,2837,2029.7,2068.6,1898.1,2024.5,2133.3,1930,1441.5,1883.5,1827.5,2040.9,1291.9,1675.9,1653.8,1766.1,649,539,413.3,522.2
"aroD",660.5,583.1,885.7,709.7,626.1,563.2,663.1,813.6,778.4,769.8,497,568.6,507.3,397.5,756,872.9,812.5,597.6,877.5,681.2,169,303.2,175.7,339,1780.8,1737.2,1465,1200.6,499,510.5,574.9,595.7,363.9,422.7,824.1,601.8,1022.2,1049.1,1332.8,871.2,737.6,518.4,475.7,265.9
"aroE",571.8,480.2,621,672.5,811.8,790.8,983.7,832.4,1037,899.5,1336.7,1202.5,506,211.7,864.9,823.5,1162,964.9,1120.7,697.9,403.4,618,1289.4,1389.6,802.3,595.8,744,669.4,1520.8,1047.6,1326.7,1197.8,975.4,808.5,957.5,971.1,587.5,922.2,1153.7,1189,1178.8,708.6,1938,1668.5
"aroF",931.4,1198.2,1011.4,941.7,870,1008.7,1675.3,1230.2,1196.7,1373.9,1463.6,1091.4,1630.4,743.3,1288.4,1073.7,1248,1075.7,1210.5,1354.4,1094.9,989,842.5,471.5,942.3,1019.5,628.3,791.1,805.8,777.5,718.7,835.3,814.6,719.6,1194.5,1215.6,783.1,1065.2,876.9,1124.7,735.5,1288.5,966,1101.1
"aroG",938.5,1202.1,2549.7,2402.8,2641,1885.9,2850.5,2695.5,2190.3,2368.4,1943.2,1953.9,1084.3,450.7,2238,2438,1967.8,1975.7,1682.8,1665.9,1463.9,1516.3,2701.9,2183.7,2342.8,3170.3,3668.4,2715.4,2813.8,3568.1,3102.3,3035.9,2348.7,2463.4,1126.4,1064.3,1721,2678.7,2242.3,2805.5,1808.6,1899.4,4624.1,4183.8
"aroH",354.7,410.2,914.8,929.8,516.2,457.2,590.6,377.4,351.7,271.7,440.9,338.9,422.2,79,582.9,809.9,601.7,495.2,313,335.3,89.9,92,178.9,131.1,387.9,314.8,345.3,183.9,156.7,207.2,173.8,174.2,401.2,432.8,389.3,390.8,263.4,282.1,398.7,436.4,198.9,317,313.5,380.3
"aroK",8979.4,7311.9,4389.9,4196.3,5154.9,5282.8,6930.8,5288.2,5540.4,5811.4,3092.3,2911,13379.5,79.6,4609,5111.6,5321.5,5454.5,6070.8,5429.9,2992.4,3780.1,2022,2312.8,5759.9,4584.2,3646.2,3312.4,3047,3003.6,3168.3,3127.9,3575.6,3432.2,12649.3,13453.5,5488.5,6317.7,6232.1,7525.1,3113.4,3297.8,2168.7,2589.6
"aroL",1232.7,1441.2,2296.3,2492.7,2330,2935.9,1877.2,2191.5,1509.4,1611.5,1316.6,1899.9,1328.5,150.9,2708,2438.7,2548.1,2615.7,973.1,787.4,590.2,832.3,825.4,520.5,1181.6,1351.6,888.5,720,1044.4,1131.2,1060.7,788.2,2961.9,3292.5,2295.3,2189.1,1843.3,1782.3,2291.9,949.4,1339.3,982.1,1531.5,698.1
"aroM",153,215.4,699,662.8,1020.3,912.2,1631.3,1501.9,1949.5,2606.5,741.9,928.7,313.6,72.8,364.9,442.7,546.4,687,964.4,708.9,561.4,731.1,547.8,553.5,217.6,230.8,189.3,138,202,216.6,149.1,167.6,330.1,324.4,222.3,303.2,154,220.2,368.1,182.9,192.2,290.5,659.6,326.1
"aroP",210.3,378.2,514.7,492.8,622.2,427.7,476.8,435.6,487.5,448.3,653.6,683.2,431.8,235.1,950.4,806.8,628.3,500.9,369,754.5,904.6,870.2,914.1,672.9,497,635.5,556.5,455.6,782.3,868.2,839.4,902.1,735.5,824.2,258.3,212.1,465.8,734.3,606.5,640.6,874.1,920.9,383.3,1113.6
"arpA",6.5,36,24.4,12,13.7,9.7,18.6,21.8,8.7,15.9,50,13.7,48,549,13.9,21.4,7.8,8.1,11.5,13.9,21.4,15.3,32.8,18,12.5,15.5,9.9,14.5,8.7,18,6.6,39.8,13,9.5,15.1,54.7,5,12.9,4.9,21.3,10,25,55.6,60.6
"arsB",171,243.7,223.6,209.5,262.3,313.2,307,247.9,192.3,303.3,387.9,366.3,374.9,170.2,335.1,63.6,58.9,103.9,210.9,341,238.7,144.1,874.4,704.4,121.6,86.6,182.9,154.7,217.2,114.3,297.8,204.5,218.2,245.1,51.9,211.1,38.2,56.9,23.2,61,73.9,112.9,971.7,714.2
"arsC",409.5,317,457.9,561.6,475.9,449.2,528.7,596.8,593.7,684.7,224.3,389.7,266.9,442.2,506.7,539.7,524.8,623.6,533.9,688.9,388.5,494.1,251.7,178.4,237.3,311.4,394.3,421.9,385.8,437.5,294.4,533.5,348.4,207.1,506.9,358.5,694.4,601.8,810.7,808.9,378.8,416.5,409.3,276.1
"arsR",474.3,434.8,432.2,546.2,723.6,487.4,514.6,295.8,519,243.3,171.5,425.7,460,234.6,511.2,357,437.2,458.3,288.1,599.4,255.3,512.6,481.8,450.9,440.3,216.3,203.1,141,477,163,459.4,605.1,395,567.3,643.1,515,290.7,546.4,142.3,158.3,567,659.6,86.7,935.4
"artI",5093.2,5291.5,8807.4,9824.7,5093.1,5025,6908.5,5891.6,4783.7,6203.4,6168.4,7542.9,3277.1,365.2,3813.6,3908.4,2719.5,3022.4,3451.1,3526,4828.2,5385.9,5188.8,4670.5,2627.1,3235.2,5624.7,6061.6,2864.8,3406.7,3011.1,3433.5,2820.5,3206.8,1554,2031.6,2541.8,3857.6,4418.2,4686,2091.8,2380.7,2387.6,2623.9
"artJ",455.8,267.8,281.3,250.7,232.7,161.7,63.1,100.6,138.6,312.4,134,61.2,116.9,233.4,85,62.4,56.8,48.8,59.8,74.8,63.2,68.7,148.8,100.6,826.6,435.1,157,158.3,186.8,64.9,93.9,62.6,77.5,71.7,118.4,97.8,72.5,107.8,269.8,103.9,75.5,120.9,336.8,115.6
"artM",1712.5,1659.9,2760.9,2676.5,2209.6,1992.5,2435.9,2099.7,1696.6,2117.7,2098.7,1836.3,1109.3,66.6,1825.1,1564.1,1240.5,1118.2,1085.2,1499.1,1301.3,1327.8,1901,1725.4,939.4,910.3,1748.8,1583.5,1221.1,1162.1,1195.2,1163.8,1342.8,1327.3,878.8,903.3,829.4,1157.3,1106.1,1063.2,739.3,888.4,2570.4,1877.2
"artP",5105.4,4768.5,10644.5,11147.2,10418.3,9220.8,12235.6,9683.5,11328.2,13191.3,11604.7,13809.7,6020.2,724.3,13744.6,15852.1,10034.7,8761.6,11503.8,8164.6,20977.8,17277.5,13969.4,17079,2904.2,3611.3,4113.7,5476.9,4033.5,5029.9,4412,4242.4,5329.4,6030.7,5660.8,5102.8,5461.5,8305.1,8777.1,8385.1,4880.3,4692.1,3543.3,6778.6
"artQ",1802.8,1599.2,2774.8,3266.6,2143.2,1685,2169.9,1752.5,1537.9,1919,1103.6,949,1536.1,303.8,2856.9,2693.6,2082.2,1765.2,1972,1440.2,1560.2,1916.7,628.4,1371.3,1013.2,1130.7,1909.9,2230.7,853.5,1177.2,1120.2,1062.8,1070.9,1132.3,1377.6,1662.4,1577.9,2545,1755.6,2586.9,1476.9,1153.4,856.9,475.8
"ascB",224.7,178.5,318.2,383.4,316.1,399.2,484.6,516.4,535.7,385.5,413.7,573.1,465.3,975.8,514.3,230.3,420.8,422,307.7,723.5,509.2,853.3,923.5,1110.7,390.8,349.3,336.9,552.4,777.2,527,488.6,447.9,498.2,506,235.4,295.4,316.2,415.4,182.4,245.5,320.7,441.8,996.6,787.4
"ascF",205.2,306.9,380.5,588.6,613.3,490.2,529.4,598.5,453,418.3,1393.4,1017.3,583.1,12.9,711.4,466.3,379,526.4,583.1,861.2,977.3,1022.9,1525.6,2065.9,453.2,320.2,514.5,399,525.8,657.2,743.3,776.5,477,619.8,601.1,640.3,727.8,874.9,599.9,937.4,1025.8,1312.3,1839.6,1233.7
"ascG",516.2,559.7,514.5,455.5,535.5,399.3,369.5,232.3,223.8,128.3,530.8,36.3,1431.5,52.3,1316.2,1239.7,1430.6,1604,1055.2,965.8,120.9,470.9,67.6,52.9,582.9,549.5,512.7,398.2,302.2,334.4,260.9,303.5,234.2,291.1,1423.2,1397.8,1209.7,1820,1415.6,1694.6,728.5,151.3,106.5,130.9
"asd",4143.7,4917.1,5292.4,5521.8,5277.7,4070,6953.3,4557,5664.4,5983.9,3675.2,4158,4066.1,876.6,4925.8,5076.5,4170.3,5494.9,5066.8,5764,4212.5,4593.3,3211.4,3718.1,8325.1,6919.6,8281.4,6950.4,5503.9,4608.4,5368.4,4907.7,4542.5,4442.6,5775.6,5145.8,11451.3,15667.9,10985.3,8125.2,9853.7,7584,3445,4568.4
"aslA",211.2,220,368,478.7,437.7,439.8,364.6,504.4,577.5,403.5,1031.1,844.5,849,11,562.1,387.7,445.5,277.8,393.8,536.8,823.2,746.7,1405.9,1404.8,237.1,264.8,418.2,341.6,546.9,596.1,631.3,736,510.2,540.8,400.8,346.9,367.4,318.8,344.4,557.3,326.9,672.5,1937,1766.4
"aslB",256.9,271.3,238.3,245,283.8,224.5,337.3,301.5,242.1,196.7,511.1,329.7,565,21.4,473.7,331,346.6,490.6,280.6,343.9,430.9,435.5,1071.4,1156,314.8,249,343.9,329.8,543.4,477.3,483.1,542.1,387.6,308,332.1,250.8,365.3,515.7,445.7,435.5,606.4,862.1,1427.5,1215
"asmA",1181.3,1105.2,973.3,1262,1161.2,1085.4,1173.4,1168.3,892.7,1170.6,1353.1,1086.6,709.8,44.7,1125.2,1625.6,1462,1712.4,1600.7,1437.6,727.1,1025.3,1128.6,1443.9,926.6,1273.3,1116.3,1156.3,864.7,899.6,880.5,846.2,933.5,889.1,1808,1630.7,1681.1,2269.6,2076,2152.6,993.9,1148.7,1556,1250.3
"asnA",1427.3,2071.3,831.5,988.4,945.1,756.4,899.9,936.4,1394.7,1356,1824.5,1514.9,1229.1,306.4,1442.6,1335.7,1239.5,1443.9,1496.2,1345.5,1818.8,1425.4,3634.7,3139.6,765.5,628.3,953.5,840.5,2553.1,2513,1864.5,1805.7,939.3,1158.7,1037.1,1334.3,1676,2426.4,1238.8,1538.9,2228.2,2304.3,4962.2,4411.7
"asnB",300.7,435.4,402.4,456.2,438.5,480.5,371.8,376.5,505.7,648.6,659.9,361.8,929.4,794.7,1180.8,1223.8,1408.7,1550,1649.7,1356.4,2506.1,2831.9,4141.5,3868.4,528.1,931.4,723.1,542.4,501.2,706.2,774.7,611,415.9,327.4,804.5,485.3,1648.1,2270.8,1935.8,1612.7,1656,2059,758.5,241.5
"asnC",443.1,614,391.3,381,325.3,381.2,364.2,436.6,559.5,561.3,188.7,519.5,1039.2,390.8,473.4,478,765.6,791.1,1126.9,1006.9,1076.7,875.4,607.4,541.7,428.2,429.4,515,570.6,782.7,735.1,717.8,606.2,552.9,554.2,1188.6,858.5,1490.3,1377.5,1381.7,1049.1,856,668.4,236.3,1014.9
"asnS",1617.3,2211.6,1050.5,1213.3,1356.3,1186,1886.7,1527.9,1015.1,1046,1212.1,1384.3,903.5,10.8,583.8,651.3,1400.3,1408.3,1710.3,1047.4,1197.3,1325,511,1224.2,1747,1645.3,1501,1501.4,1189.4,1202.8,1329,1552.7,2373.5,1756.8,1482.6,1608.7,910.9,767,980.9,603.4,853,680.4,256.7,257.6
"asnT",3795.4,3044.2,2047.4,1250.2,2694,4989.3,8471,6550.4,9445.5,8572.9,37030.6,45609.7,11818.6,1.5,13114.1,16650.1,27903.9,22665.8,55461.9,54373.3,169310.7,95489.7,294823.3,343383.1,4035.5,3193.6,5446.3,3911.7,7297.3,9360.5,8696,6933,9316.3,12237.6,9523.6,11171.3,4976.8,3449.6,4872.9,5242.4,4776.6,5276.1,26653.6,14899.3
