"","0","0 | 1","10800","10800 | 1","21600","21600 | 1","36000","36000 | 1","57600","57600 | 1","86400","86400 | 1","0 | 2","0 | 3","10800 | 2","10800 | 3","21600 | 2","21600 | 3","36000 | 2","36000 | 3","61200","61200 | 1","86400 | 2","86400 | 3","0 | 4","0 | 5","3600","3600 | 1","3600 | 2","3600 | 3","7200","7200 | 1","14400","14400 | 1","0 | 6","0 | 7","3600 | 4","3600 | 5","3600 | 6","3600 | 7","7200 | 2","7200 | 3","14400 | 2","14400 | 3"
"yfhL",509.9,624.4,295.1,291.5,505.8,537.3,450.3,496.6,528.7,321.6,686.8,362.8,446.2,145,316.9,180.2,292.2,306.4,180,348.8,80,376.1,149.5,498.8,580.3,583.7,323,225.4,285.8,467,324.7,379.4,567.4,683.2,371.3,471,277.2,349.9,418.5,565.4,438.1,347.2,1200.9,134.4
"iscS",4088.5,3220.5,2134.6,2077.9,1711.5,1848.2,2508.8,1770.9,10586.6,7266.6,12081,14142.2,3531.6,6499.1,1823.4,2851.5,2097.6,1665.3,4308,4308.8,7950.5,8628.2,6312.4,6983.1,3730.7,3253,3137.4,2561.8,1282.2,1356.2,1429.2,1796.3,2860.9,2623.8,6577.6,8128.4,4852.8,4012.2,2319.4,1931.8,1280.9,921,1112.7,957.5
"raiA",11940.5,13333.2,17721.6,21182.9,10000.1,18929.7,10191.9,18975.2,22134.3,20180,24406.1,53586.3,4226.5,45.5,22441,18229.8,17643.2,22207.7,26214.8,20792.1,115760.9,84104.6,86482.9,102108.4,48498.8,55914.9,37554.5,40351,52843.6,45323.7,38142.4,31861.1,28885.1,23000.4,9659.6,8265.9,44693.1,29911.2,29072,30647.9,49800.3,98662.1,234968.5,244603.7
"yfiB",1196.9,1139.1,934.6,773.7,384,385.6,136.7,393.6,203.2,99.4,240.6,105.9,1003.8,18.5,4937.9,5709.1,2929,2906.8,1760.6,1559.9,789.1,945.1,355,213.3,1379.2,1339.3,991.6,874.9,685.6,681.8,748.3,632.2,726.1,642.9,1024.5,1049.9,1120.5,1542.8,3372.8,2975.3,2768.9,2854.2,303.1,794.2
"yfiC",881.5,832.4,899.1,1072.1,1080.2,979.9,1008.9,1067.9,707.5,770.3,1400.7,898.9,961.9,309.1,874.2,754.5,1050.7,949,788.6,661.7,570.7,450.8,454.9,2362.3,765.7,599.8,565.1,572.8,485.2,516.5,533.4,697.4,1270.3,1098.7,978.8,1238,744.1,903.4,980.9,807.7,247.6,375.2,285.5,462.9
"grcA",25437.3,34705.5,10004.7,9426.6,6589.5,7134.8,4744.9,7416.5,613.1,842.7,816,1227.7,4322.5,897.9,9264.5,5689.2,6168.4,7502.3,7056.9,7877.3,1770.2,4375.1,1860.8,1992.5,6641,6604.1,3029.4,4337.3,8267.2,10355.6,6880.1,7602.9,7398.3,5323,4811.1,4216,7151.8,6063.7,7457.6,6729.8,4974.4,12110.1,5113.3,7783.5
"yfiE",506.5,480.8,575.2,470.7,527.2,578.8,722.5,604.5,745.2,631.5,1051.2,883.4,659.1,89.1,806,831.7,974,915.7,1211.6,863.3,847.6,890.4,1112.3,842.4,675.7,635.1,778,862.2,923.5,851.5,643.2,903.1,667.4,745,465.7,523,604.9,670.2,783.1,664.3,797.5,1276.6,1732.8,819.5
"yfiF",1351.2,1977.3,1472.1,1372.7,1789.8,2100,2340.9,1902.9,1845.6,2142.4,2271.9,1912.9,3187.4,26.9,2372.5,1990.7,1907.1,1706.2,2357.9,2047.4,2134.2,2254.2,3563.3,2844.7,1487,1905.9,1727.5,1745.1,1408.6,1718.9,1497.2,1709.6,1411.5,1515.9,1503.1,1383.4,584,1574.2,1453.5,1648.5,1279,1947.5,3604.8,4791
"yfiH",538.8,478.2,753.5,746.1,1178.2,1215.2,1441.8,1105.8,1108.5,1309.9,1346.6,1331.1,214.3,39.6,548.2,446.5,303.8,405.2,451.7,457.6,395.8,527.9,333,901.8,826.8,528.7,637.5,927.6,574.7,876.2,731.7,723.2,923.7,868.2,355.1,312.7,258.6,405.4,398.2,395.5,431.1,271.2,1575.6,2202.6
"eamB",325.6,244.8,405,394.5,507.3,385.9,715.2,489.8,672,389.8,1668.5,732.6,415.7,26,169.4,329.5,268.5,269.4,336.3,357.6,485.7,197.6,270.6,1501.8,223.5,347.1,617.7,515.1,452.5,560.9,480.9,541.9,396.9,523.5,308.9,110.6,241.3,366.6,339.6,433.1,353.1,392.5,1372.3,1062.5
"yfiL",194.6,253.7,1104.3,1162.1,1332.6,905.3,634.2,900.4,1624.6,986.3,1042.7,1270.7,653.1,644.1,3006.5,2922,2405.7,2496.2,2609.6,2102.4,4237,3589.8,3396.5,3467.5,364.3,377.9,503.2,482,1582.6,1481.8,1073.1,900.6,859,758.8,297.2,332.4,794.1,1245.8,2580.1,2636.9,3871.5,4058.6,1979.9,2716.8
"yfiM",185.9,263.6,236.7,173.2,192.4,298.1,243.1,260.8,213.3,282.9,93,392.3,152.7,139.6,334.8,118.2,312.8,330.1,285.1,206.4,107.4,557.4,222.9,69.7,172.4,289.7,269.7,360.9,254.6,304.5,141.4,351.2,140.5,309.3,241.2,280.8,330.6,349.6,510.1,466,237.4,284.1,361.2,289
"dgcN",653.8,785.7,672.5,593.2,654.1,573.2,449.6,457.4,448,411.8,585.6,243.4,1063.8,15620.8,2684.8,2649,2423.2,2440.3,1526.9,1127.2,1240.9,1085.4,442.6,950.9,1041.4,945.4,564.7,761.3,666.8,553.3,737.3,663.1,556.7,496.6,1191.5,1294.9,1088.1,1641.4,3374.7,3659.7,1969.1,2101.2,1528.2,2161.1
"tapT",710.3,520.3,254.8,305.6,330.7,349.2,271.9,357.6,182.6,235.5,483.3,207.1,690.7,134.5,488.9,399.6,481.9,455.1,328,436.5,505.2,418.3,591,673.6,427.3,413.4,295.3,353.5,272.1,250,269.4,297.9,369.5,346.3,788.1,812.3,394.5,372.8,355.7,411.1,343.5,361.8,1228.4,1084.9
"patZ",3537.6,3730.2,6972.6,6299.4,7826.7,7716.2,7398.3,7177.3,7657,7611.9,5160.8,7284.7,1717.7,238.9,4653.6,4575.2,4962.4,4729.3,5761.1,5158.3,6167.1,5771.1,5799.1,4333.2,5701.8,6204.4,5157.4,7316.3,5010.5,5252.6,4820.4,5238.7,5671,5424,1529.6,1189.4,2209.2,1879.5,3067.9,2854.4,2873.5,3433.6,1697.2,3072.9
"rimM",32924.3,43400.4,30587.4,30816.2,47070.2,43426.5,56774.2,44855.3,37383.3,37689.4,23076.3,21084.5,52597,2379.6,16521,22214.8,36074.4,38868.6,26519.7,40104,10378.9,16848.6,10334.7,11282.3,18385.8,17597.6,14707.4,14076.6,5343.9,5862.9,8250.9,10302,28195,27659.7,57233.6,49907.4,35834.7,20653.8,20016.1,16046.5,6551.8,5424.7,1349.7,3186.8
"nadK",902.1,953.8,1078.8,1088.7,1113.6,776.6,973.4,839.5,1009.8,955.5,1000.1,745.2,797.5,89.9,1471.8,1352.5,1046.5,1167.3,1507.3,1275.7,914.2,1537.9,1085.5,1059,1150.4,1242.1,1741,1221.8,1321.7,1083.9,1551,1365.4,1086.5,1002.6,878.9,1113.5,1331.2,2650.2,2034.5,2021,1936.7,1353.8,810.7,959.2
"yfjH",94.1,145.2,106.6,99,120.5,87.6,122.7,77.2,86.9,43.4,247.9,91.4,233.4,194.6,37.8,90,38.1,33.8,44.6,52.8,73.2,84,58.5,92.3,181.4,109.5,169.6,117.2,138.5,84.7,131.9,130.8,100.3,177,51.4,13,7.6,52.9,39,65.5,9.6,81.6,208,301.6
"yfjI",40.9,62.2,3.1,22.4,36.8,7.3,12.9,8,8.1,12.5,296.4,87.4,148.6,316.6,7,11.1,21.7,10.4,3.4,10.2,13.8,18.3,24.7,25,11,5,9,73.1,19.1,73.9,44.7,68.6,26.7,3.4,6.7,24.5,4.3,67.9,3.6,64,11.4,15,208.7,191.8
"yfjJ",56.8,19.9,15.6,58.6,127.2,77.6,77.5,123.4,105.8,58.3,77.7,159.4,46,33.5,28.1,26.2,64.5,17.4,31.4,33.5,45.1,162.6,178.7,335.5,43.2,84.9,64.1,10.3,19.1,16.9,14.7,54.9,17.8,18.1,72.4,91.2,46.9,31.2,42.3,33.8,152.1,197.3,32.9,105.9
"abpB",266.4,241.2,396.9,336.3,457.5,416.8,357.6,386.8,404.9,402.7,468.5,496.9,46.5,25605.3,7.1,57.8,30.7,13.3,61.9,27.8,23,31.4,139.5,86.2,475.9,410.8,452.1,542.7,701,589.5,537.4,655.7,438.7,456.2,20.5,28.5,15.1,7.8,8.9,48.2,24.1,27.8,189.7,71.8
"abpA",947.5,952.5,1046.1,850.2,723,940.4,769.1,728.5,433,544.9,122.5,156,69.6,67974,16,14.4,13.1,11.4,17.2,19.5,26.5,18.4,36,56.4,1589.7,1505.4,1807.4,1798.9,2423,2370.3,2183.5,2187.3,1877.3,2026.2,27.1,90.9,16.8,34.4,19.7,44.7,8.5,38.3,103.9,57.4
"yfjM",106.6,106.6,139.4,110.3,178.3,147.8,124.3,297.8,247.7,109.3,271.7,219.9,90.6,117746.3,35,111.7,16.7,14.5,34.7,22.9,53.9,78.6,16.8,96.1,106.6,100.5,18.3,42.6,22.4,47.3,87.2,25.8,206.7,193.4,12.2,18.5,16.7,16.7,12.8,57.9,25.7,25.7,147.4,78.5
"rnlA",2903.5,2972.3,3646.5,3880.9,5040.4,5082.4,3159.8,5292.9,5817,4320.2,3284.9,4720.7,497.4,105481.3,325.4,331.9,249.8,204.5,288.1,259,444.6,434.1,1070.3,667,4036.7,3495.9,3560.5,3450.2,3721,4175.7,3765.6,4116.1,3823,4219.2,256.6,242.7,254.1,270.4,242,338.2,302.9,448.5,1669.7,1081.7
"rnlB",724.2,379.6,1001.3,785.3,1957.9,1282.2,987.1,1300.1,1733.5,1204.9,628.4,590.7,227,52529.3,80.8,79.4,57.1,19.9,97.9,121.9,27.2,29.1,49.2,54,1106.4,862.4,1008.8,873.3,1121.2,2048.7,1269,1320.3,1372.7,1984.3,26.5,40.1,23.9,152.9,40,75.7,17.7,166.3,136.2,105.4
"yfjP",154.2,209.3,371.7,398.2,353.4,424.5,347.4,381.6,368.2,326.3,740.6,688,516.8,118495.1,274,260.6,96.9,232.7,241.8,310.1,428.6,372.9,961.2,828.2,177.5,224.9,316.3,297.6,401.6,464.8,351,465.5,385.7,311.4,149.1,112.3,108.2,217.4,138.4,383.7,276.2,163.5,557.3,971
"yfjQ",254.5,247.8,225.7,337.2,491,324.3,297.5,446.1,297.5,313.2,915.6,577.8,789.8,48041.3,476,288,451.4,552.1,379.4,482.4,668.8,686,1158.9,1506.5,93.9,311.7,245.5,133.9,81.8,169.9,429.9,395.6,516.1,234.9,316,345.5,177.9,546.5,297,779.3,561.2,795.7,2427.4,1625.6
"yfjR",48.1,45.9,43.5,39.7,60.3,53.6,50.3,48.1,40.1,44.7,152.8,98.2,136.6,6,64.3,71.5,33.4,50.1,53.7,72.5,87.4,91.7,145.5,132.8,172.9,175.6,175.9,115.3,354.6,65.2,470.2,83.8,243,83.6,52.1,36.3,45.2,74.5,45.5,80.2,102.7,75,364.7,243.8
"yfjT",24.1,18,22,47.6,34.6,26.3,29.7,16,17.6,33.9,75.9,50.3,88.5,210.4,43.4,23.3,14.4,25.5,72.1,176.2,64.7,27.2,78.9,92.8,14.6,60.9,98.6,24.3,28.5,44,57.2,34,15.8,15.6,30.1,33.4,23.8,13.7,18.2,92.5,31.7,19,176.1,129
"yfjW",84.2,108,114.9,111,10.1,90.9,6.2,47,38.8,8.7,33.8,12,15.2,18.2,46.2,8.3,21.8,9.2,2,34.9,5.4,7.5,5.7,13,172.8,119.6,117.1,106.5,54,75.4,39.9,33.5,142.3,75.8,8.8,4.5,2.3,9.6,10.7,82.5,3.5,21.3,33,25.6
"yfjX",163.8,358.3,187.1,285.1,305.2,297.4,692.9,269.2,349.6,377.7,1435.1,705.5,244.2,18.7,428,266.4,238.2,238.7,368.2,456.7,799.1,658,1589.9,1863.7,310.5,432.8,362.7,398.9,418.2,456.7,487.3,445.4,495.7,410.3,378,288.8,162.8,380.9,382,304,514.5,651.3,2459.1,1475.7
"yfjY",22,121.1,67.9,78,70.5,48.2,74.3,124.3,130.1,47.7,438.1,86.8,112.5,75.7,54.9,148.9,60.2,46.2,134.8,108,313.9,163.3,214.3,642.4,52.9,152.7,184.7,52.3,49.7,82.2,109.8,149.1,68,67.8,194,134.9,50.4,75,118.8,293.5,411,230.7,1151.9,928.4
"yfjZ",146.7,298.5,124.7,123.3,147.4,57.7,47.7,163.3,38.6,162.1,343.9,35.2,194.9,67311.4,147,38.8,144.4,29.3,23.4,270.4,82.6,83,70,89.6,156.8,256.6,147.3,51.7,277.9,106.7,106,33.4,104.7,180.7,407.8,387,302.3,295.3,108.7,237,210,134.5,140.7,145.6
"norR",501.6,684.8,703.9,772.7,689,734.5,895.2,713.8,678.5,675,1510.6,972.4,1347.3,64615.8,1143.8,1010.4,974.5,1045.9,957.6,987.9,1317.5,1264.7,2429.2,2198.9,980.2,965.8,1194.6,1054.3,1497.7,1806.3,1300.7,1341.9,1065,770.4,865.6,987.8,961.1,1067.1,1055,1418.8,1182.6,1869.9,4016,3807.8
"ygaC",190.1,172.3,472.1,452.7,402.9,467.1,223.7,552.5,602,666.4,497,848.3,369.6,13709.7,842.7,612.3,1022.6,968.5,1162.5,764.1,1761.8,1876.6,1244.4,1272.1,294.7,264.6,269.5,324.1,708.5,650,556.1,552.7,532.9,236.8,284.5,213.1,357.1,530.2,653.7,903.1,1242.2,1531.9,2416.3,2416.1
"pncC",3370,3565.4,2548.9,2159.6,2392.5,2470.9,2279.3,2487.7,1477.8,1982.2,1852.7,2123.4,2921.4,7598.3,1980.2,1994.3,1514.2,1313.2,1479.1,1408.4,1274.6,1710.9,1655.5,1266.7,3005.2,3048.8,2433.6,2322.7,1395.9,1614.5,1283.9,2102.1,1759.3,2069.4,1773.8,1599,2001.3,1985.7,1470.4,1589.5,1042.3,1136.1,698.5,1563.6
"glaR",1473.2,1504,3675.9,3918.5,4328.1,3817.9,5777.2,4015.6,3069.6,3033.3,6042.1,3764.4,1865.7,973.6,3512.5,3687.4,2622.5,2860.2,3955.6,4117.1,3468.4,3430.7,3687.6,4209.4,2107.2,2640.2,2836.9,3361.4,4424.6,4429.4,4006.9,3868.2,3530.9,3418.6,1420.6,1485.1,2159.3,3170.2,2233.6,3102.8,3628.3,2907.8,6051.5,4718.8
"lhgD",1090.7,1150.2,17758.3,17029.1,27843.5,19376.2,29322.2,21736,12962,14428.9,17681.8,20301.8,998.7,262.4,17649.4,23058.3,14243.6,13288.4,38282.2,25711.2,12155.2,13238,4879.4,4908.2,842.3,865.5,5204.2,5279,11485.3,9987.4,10108.6,9093.4,7168.4,7872.1,723.7,528.3,1172,2668.1,9191.3,8601.3,11019.6,12683.6,441,418.7
"luxS",3544.2,3344.7,8114.8,7895,6831,8581.7,8324.2,8335.6,8995.5,9044.4,4989.5,9185,5234.6,1398.4,10338.8,9210.3,7707.7,9976.4,11419.4,10832.6,8254,7039.7,6061.8,4499.1,4822.4,4393.2,5857.5,4793.6,6041.3,5827.9,6908.6,6444.6,6107.5,6703.4,3261.6,3458.2,3564.4,3578,7070.3,6627.3,4519.6,4183.8,1995.8,1275.9
"ygaH",4009.2,3547.3,2205.1,2269.6,2421.7,1844,1937.7,1605.9,1385.6,1413.6,1090,781.2,7275.2,281.1,2465.7,2735.5,3162.4,3350.3,1669.6,1697.1,1236.4,1299.5,1540,2060.4,5011.3,4905.8,3365.1,3013.4,3380.5,3124.9,3147,3424.9,3395.7,3045,7350.7,7359.6,5516.6,5814.6,4788.9,4959.4,4022,2948.5,4784.2,5196.9
"ygaM",2915.5,2995.1,17082.5,17397.9,16423.3,21879.6,17240,19388.6,24156.5,22716.8,35367.8,33806.6,2275.6,2697.5,7878.2,8268.1,6154.8,6379.4,9521,11319.7,26154,17418.3,24884.2,22401.5,3130.4,4316.5,8165.7,8988.7,14802.1,14440.7,16869.8,15321.5,13466.2,12103.8,1301.2,1108.6,2035,2562,5614.6,6639,7366.4,14146.3,9638.3,6945.6
"ygaP",201.2,204.2,171.4,232.7,114.1,195.1,58.2,123,85.8,245.2,650,116.9,191.5,640,70.5,81.3,152.3,203.4,102.8,100,379.3,191.9,261.6,1210.7,381.7,465.4,774.6,633.6,1247.2,1424.1,1613.5,1296.7,1149.7,578.1,171.9,372.6,740,468.7,497.1,523.9,473.3,454,197.1,459.5
"kbp",1168.1,1008.8,12941.8,12240.5,12207.7,17299.4,15328.2,15757.1,18493.7,22232.3,18012.9,27543.7,1754.7,89.8,24049.7,27814,18338.9,19551.1,21772.4,22143,38654.9,34124.8,27802.8,25240.3,1616.2,2140.3,6503,7402.4,14983.7,14596,13423.3,13750.5,12742,12502.2,665.5,635.8,2487.7,3646.2,9898.6,10420.8,13240.7,18717.8,8868.7,10701.7
"ygbA",381.6,473.1,425.5,688.1,767.7,790.9,822.7,446.5,938.4,718.1,2523.4,1532.6,1207.1,1201,535.1,477.6,618.8,564.2,788.3,869.5,1861.1,1095,3096.8,1592.7,499.9,475.8,605.8,766.8,991.8,674.6,948.7,753,947.1,754.1,780.3,630.2,696.8,932.8,775,1066.2,895.5,1415.1,4462.2,3678.3
"ispF",3425.9,3658.2,1885.5,1645.6,1016.4,1211.4,1025.1,1002.4,824.5,788.6,851.4,541.2,1606.4,152.8,1590.9,1253.4,1141.8,1100.7,635.5,640.5,377.6,448.8,596.2,598.8,3471.8,2746.5,2237.9,2011.2,1088.8,1281.6,1136.8,1592.9,1156.7,1515.4,2374.4,2620.5,2262.1,2291.5,2401.1,2836.4,1142.8,951.9,645.8,468.2
"norW",63.4,167.3,68.3,79.4,58.4,58.4,41.5,80.5,54.2,44.8,168,76.7,453.4,145.4,62.4,55.8,42.4,42.7,109.5,80.2,96.3,72.3,135.9,114.5,293,94.9,182.8,56.9,124.8,117,113.4,98.6,103.6,54.3,151.4,208.4,44.9,370.7,219.7,117.4,124.6,119.3,367.7,191.4
"ygbE",288.9,431.4,635.4,594.2,992.4,934,524.3,1009.3,1849.8,2022.7,822.6,1134.7,285.2,401.8,247.1,415.8,223.8,209.7,348,223,419.9,366.5,307.6,389.2,1104.5,736.9,551.3,645.6,445,408.1,536.4,415.6,787.1,639.3,134.5,92.3,101.5,15,110.7,194.8,186.2,154.2,177.3,80.1
"cas2",273.3,383.9,477,663.7,528.9,394.7,593.7,568.3,440.6,525.9,705,698.5,869.2,137.4,105.8,279,452.6,323.4,269.6,504,547.5,609,1342.5,775.1,674.2,538.3,739.8,684.5,674.9,567.4,513.5,505.5,541.2,428.4,248.7,223.1,113.3,344.5,234.2,507.4,375.8,532,2087.3,650.9
"ygbI",1098.6,1247.4,1195.7,1126.9,1122.5,1159.6,1531.9,1275.1,1199.8,1070.4,2042.5,1665.4,1976.4,36.2,1761.4,1685.4,1474.6,1544.2,1699.4,1553.2,2111.9,1778.7,3801.6,3182,1347.1,1225.5,1497.2,1304.5,1110,1527.6,1300.4,1396.5,1142.4,1354.4,1474.5,1545.3,1512.6,2099.2,1670.4,2449.7,1416.8,2194.8,4907.8,3387.5
"ygbL",418.7,518.4,811.2,1032,865.1,454.6,952.8,689.5,621,916.1,1300.6,931.6,1755.2,1808,1828.3,2000.5,1241.7,1323.4,1863.8,1437.7,1216.6,974.9,744.1,1798.2,669.5,621.2,653.6,758.8,989.8,1166.6,1547.9,1297.9,1099.2,1027.2,1004.4,725.7,1149.3,1732.8,1939.3,2379,2236.4,2136.5,1541.3,2282.5
"ygbM",291,133,504.3,380,400.6,413.2,289.5,217.1,198.2,387.2,116.7,147.1,358.9,14.9,1233.9,1346.2,737.6,815.5,786.4,682.9,582,756.4,932.5,399.2,469.2,415.1,229.9,228.7,351.9,307.9,419.5,460.5,398.9,372.8,983.8,846.3,890,1181.1,950.8,1099.5,800.5,663.4,740.5,1139.1
"truD",6141.6,5858,4852.3,4790.7,2963.2,3297.6,3101.3,2574.1,2088.6,2499.4,3004.9,3117.5,9598,15.1,3232.9,3869.3,2824.2,3114.6,2671.9,1953.2,2346.1,2314.7,1870.1,1732.4,6000.2,6205.6,6862.6,6110.6,6210.4,5370.6,4669.1,5331,4094.2,4180.1,7335.9,8838.5,6780.6,6717.6,7284.1,7768.6,3075.4,3370.9,746.6,3035.7
"ispD",2660.1,2506,1793.3,1936.1,1288.8,1088.6,1325.2,1192.6,687.2,797.7,1099.5,804.2,2440.5,21.2,1776,1710.1,1457.3,1316.6,1124,1002.9,685.9,547.1,816.6,534.7,2045.2,2314.1,1531.6,1748.8,1331.8,1599.6,1244.3,1683.7,1399.3,1374.7,2947.6,3550,1665.5,2041.8,2464.5,2734.7,1249.5,1212,1216.7,1388.3
"rlmD",2645.3,1874.1,2195.5,2149.6,1614.6,2176.5,1574,1936.9,1840.6,1669.4,1446.2,1414.3,2171.4,159.7,3695,3409.8,3230.2,3891.9,4677.9,5077.8,1755.3,3023.3,2303.7,2905.6,3321.3,3353.3,3156.7,3392.8,2341.5,2069.8,2060.8,1723.6,2151.1,2060.4,4513.2,4075.4,4444.6,3277.4,3913.7,3976.4,3326.6,2561.2,3243.3,3391.1
"cas3",56,112.8,120.8,50,30.7,23,47.6,46,41,38.4,64.7,109.3,366.8,213.4,43.3,47.2,35.3,21.1,32.7,83.2,48.5,94.6,159.8,76.5,667.8,553.8,434.3,394.4,404.2,61.4,492.3,112.1,95.8,204.9,61.6,153.6,119.5,180.3,16.1,180.5,51,98.2,184.7,112.5
"ygcE",132.6,142.3,126.1,232.1,188.9,236.1,361.3,246.9,327.4,359.6,1202.9,583.6,406.8,275.9,272.2,62,219.5,314.7,190,360,853.8,454.5,1219.1,988.4,245.8,176.3,229.8,372.8,248.3,153.7,154.5,200.5,226.7,257.7,218.4,177.2,187.8,289.9,195.1,302.3,379.9,448,1799.6,926.2
"queE",1332.1,1005.5,1329,1423.3,1678.9,2060.8,2097,1846.4,2312.3,2272.3,3252.7,2886.2,490,2284.6,1802.2,1572.3,1530.5,1686.7,2379,1963,4095.7,3166,3841.3,3825.5,954.5,910.7,857,1133.1,1270.9,1241.7,1585.7,1256.6,1405.9,1205.6,789.6,1067.9,924.1,1332.9,1437.4,2290.6,2091.9,1892.1,1070.5,2320.9
"ygcG",41.8,68,44.7,47.1,69,66.4,80,123.2,72.4,46.9,191.6,106.5,99.1,4178.6,96.3,67.9,65.3,40.4,74.6,143,119.4,90.7,37.8,47.7,49.2,75.2,29.8,55.1,12.3,12.9,30.8,24.5,48.2,31.5,45,50.6,44.9,78.8,39.4,53.3,131.6,134.3,22.1,30.9
"casB",129.9,145.9,177.6,209.6,236.5,170.5,292.4,213.5,201.5,143.2,599.5,290.1,226.4,3748,196.6,141.3,120.6,111.3,158.1,201.7,202.5,255.3,426.9,522.7,225.8,182,276.6,210.4,316.2,259,252.1,179.7,196.7,148.5,76.5,90.3,116.4,100.2,141.8,131.9,182.1,236.7,411.4,333.2
"queD",808.5,734.6,319.6,309.5,220.4,103.8,415.7,328.9,212.1,187,168.6,368.3,851.3,825,434.3,386.6,378.8,397.3,229,194.1,165.2,99,247.6,190,208.1,205.5,81.6,44.2,53.6,113.7,96.1,122.3,132.5,313.8,1090.9,1297.7,297.3,608.3,442.2,309.1,80.6,169.2,484.8,248.8
"ygcN",117.9,180.9,194.9,161.3,45.6,156,201.6,81.3,55.6,48.4,314,176.6,310.3,95.8,90.7,120.1,76.4,73.3,74.3,72.5,86.7,34.4,154.1,85.9,700.4,582.9,626.5,581.1,789.9,594.5,486,925.7,822.6,635.8,705.8,672.8,403.3,720.5,446.6,347.2,344.8,382.1,200.3,439.9
"ygcO",268.2,254.1,446.1,362.8,427.7,366,725.9,303.4,440.2,329,642.8,366.5,554.2,315.6,202.7,339,303.3,328.5,108.3,832.5,244.7,126.5,362.7,267.2,1013.1,948.2,979.1,880.1,1152,1146.2,1136.3,1404.4,1231.2,1145.3,866.5,1084.1,775.2,791.8,711,379.2,454.8,870.2,2194.7,978.4
"ygcP",116.2,101.4,166.9,110.7,135.6,81,53.4,144.7,150.1,93.9,324.1,190.1,127.1,104.9,125.7,55.8,173.2,65.1,145.4,189.4,180.3,81.3,171.9,373.7,391.3,256.7,514.2,413.7,477.8,427.8,393.9,487.6,311.6,538.4,391.3,345.8,271.5,149.5,324.2,209.1,289.9,205.9,247.3,55.2
"ygcQ",500.2,636.1,603,772.1,611,683.6,665.4,574.7,710.7,706.7,2186.3,406.7,1142.9,205,1472.2,932.6,1178.2,1144.6,912.3,1034.5,2144.3,1707.8,3698.7,4110.2,920,777.8,1866.8,1086.9,1964.7,1581.2,1657.6,1507.1,1518,1908.1,807.7,676.2,1247.2,1115.4,1290.6,967.5,2246.9,2996,4930.1,2546.4
"ygcR",422,722,889.1,628.1,1053.3,868.7,994.6,1182.9,1020.7,732.1,2117.2,2057.1,1967.8,152.6,1203.9,1068.4,981,1211.5,1671,1830.5,2622.1,1814.6,3478.9,4122,671,667.7,1404.7,896.4,1161.2,1092.7,1031.2,1035.7,1715.7,1599.4,706.3,634.7,702.5,1164.1,608.8,1006.9,1044.3,1973.1,6544.3,4375.7
"ygcS",399.1,372.1,279,350,516.7,366.4,482.5,331.8,442.5,385.4,1493.9,618.2,1020.3,216.5,830.4,493.2,716.2,602.7,695.5,687.4,580.4,1080.8,1449.1,987.3,468.5,574.2,319.8,464.2,480.8,490.9,337.4,356.7,435.7,306.2,503.4,421.9,701.9,1205.8,1063,1217.9,838.7,1163.8,4174.2,1626.8
"ygcW",21,178.6,36.3,38.8,22.9,80,29.3,28.9,89.6,23.1,127.5,84.4,90.5,5057,84.3,80.8,96.5,87.6,124.7,228.7,79.9,36.8,304.3,92.5,134,85.5,24.5,73,89.7,27,52.7,94.3,15.4,31.2,97.2,58.4,47.6,187.9,124.3,91.6,24.1,56.8,171,180.1
"gudD",391,523.1,514.2,528.7,560.8,530.5,432.3,469.9,491.3,506.3,585.5,610.1,1095.1,143.7,1000.1,708.2,1111.5,946.7,952.3,958.6,1112.4,1247.4,1923,1379.8,732,814.6,820.5,751.4,846.2,833.5,667.9,685.1,530.1,664,1088,941,915.2,1506.3,1027.5,1018.2,1158.5,1156.8,1976.9,2163.9
"gudX",597.3,816,601.2,778.4,680.1,646.1,623.8,602.3,658.4,687.9,1551.4,840.5,2866,52.7,1794.4,2430.1,1922.9,1926.5,2408.4,2617.7,2842.8,2642.1,1997.3,1962.1,1156,1250.5,780.1,656.4,806.4,770,824,653.2,741.8,780.4,1968.7,2280.2,2418.5,3141.7,2002.3,2726.4,1841.5,1803.8,1849.2,2372.9
"ygdB",491.6,325.8,466.5,521.7,828,558.9,698.1,649.3,828.3,621.4,1577.9,852,823,80.5,593.8,536.9,682.6,541.3,767.9,907,905.3,993.1,1726.8,1248.8,343.4,412,512.6,367.1,512.8,663,453.8,477.3,438.7,447.9,459.2,438.7,633.5,885.6,520.7,1022.5,840.8,991.9,2942.8,2536.9
"ygdD",656.5,599.5,816.5,791.5,950.1,983.2,1234.8,1007.8,919.5,1134.1,916.2,996.7,944,850.3,1138,702.1,991.5,837.6,1135.4,905.4,984.3,1157.6,313.2,707.7,683.4,405.5,662.1,839.8,713.9,594.9,607.6,643.4,594.6,583.3,637.9,496.3,736.9,965.3,963.3,947.9,785.9,765,608.1,402.7
"rlmM",854.7,1176.1,810.1,831.1,880.3,957.5,899.6,973.2,798.5,889.6,1098.6,898.6,1478.9,144.5,1404.2,1186.5,1287.8,1317,1789.6,1392.2,2706.2,2232.7,3212.6,2651.5,1141.2,1048.4,1348.6,1292.9,912.9,1400,906.2,1051.4,651.7,902.8,1007.6,861.9,1048.2,1587.3,1555.2,1345.7,1654.8,1572.8,3084.4,1934.2
