"","1770","1770 | 1","1770 | 2","3570","3570 | 1","3570 | 2","0","0 | 1","0 | 2","270","270 | 1","270 | 2","570","570 | 1","570 | 2","870","870 | 1","870 | 2","1170","1170 | 1","1170 | 2","1470","1470 | 1","1470 | 2","1770 | 3","1770 | 4","1770 | 5","2070","2070 | 1","2070 | 2","2370","2370 | 1","2370 | 2","2670","2670 | 1","2670 | 2","2970","2970 | 1","2970 | 2","3270","3270 | 1","3270 | 2","3570 | 3","3570 | 4","3570 | 5"
"ispH",10.10581714,9.970760249,10.38893271,10.0015523,10.01300558,8.684112785,10.92626158,9.675384513,9.640459633,10.47839683,9.700847803,10.26138671,11.01171559,10.82691448,11.26707726,10.80498017,10.59408446,10.15336244,11.01089966,10.39094605,9.345476542,11.1676831,9.707045907,10.91669075,9.919533874,10.57355029,9.856910244,10.55638647,11.2823054,10.89032558,10.98424635,10.68044634,10.56584672,10.9966209,11.29100311,9.607918257,11.26824773,10.42801129,10.97437596,10.96864497,11.30496917,10.86738627,9.879858409,9.941036173,9.521324357
"rihC",13.33455539,13.88438076,11.81777768,13.3746848,13.59979288,13.400985,13.5573813,13.87736265,13.48558923,11.89267691,12.55143677,12.67706334,10.96288476,11.15366266,11.50633498,10.71487539,11.22413793,11.03556425,11.10677329,11.09050264,11.89663122,9.84090157,10.20528941,10.63645148,11.21016155,10.66271544,11.01317372,10.73208011,9.392884467,11.07996976,11.16302688,10.7295258,10.98107466,11.67751672,11.323685,11.91014894,11.21412822,11.15027752,11.42019244,10.68493253,11.30778426,11.92644226,11.79296682,11.92492156,11.98069694
"dapB",9.895672261,10.68729087,10.85596494,10.47750958,10.34243629,9.125127346,10.80374113,10.94252828,11.28683211,11.00219547,11.02663062,11.16547676,11.44263786,10.89207248,11.76045726,11.42966948,11.42169051,10.69421242,11.2253585,11.67528981,10.69856885,10.83744878,9.449063136,10.99874704,10.6611157,10.76944734,10.37114808,11.25766891,10.2510841,9.857458608,11.13712805,10.35155521,11.70212719,11.33308507,11.40347875,10.34413564,10.57095684,10.47400567,11.03017412,10.82427546,11.11634414,10.89987124,10.34951133,10.50224451,10.46434556
"carA",11.25593382,11.54685119,11.80009683,12.51343329,11.70814405,11.50817392,11.04753279,11.08781141,11.55247742,9.824637619,9.829489147,9.685945716,9.391365945,10.54318056,9.638142673,10.41024817,10.11033737,10.44409751,9.883509434,10.16445379,10.99075118,9.272096509,10.43161335,10.18886904,10.88455738,10.19207941,10.90023073,10.76867722,11.26532455,12.3730337,11.27825905,11.00892742,11.69355117,10.1099026,10.84287574,11.90745639,11.50507373,11.19566196,12.11635084,11.29170226,11.22428922,11.84753752,11.83469329,12.47039828,12.18521005
"carB",9.995616477,9.843877191,10.52997765,10.55621357,10.30615424,9.794732447,11.08698318,10.80414676,10.86169816,9.699224815,10.14339019,9.584096559,9.082587613,10.13222993,9.204354216,9.2512887,8.772582416,9.527422645,9.495393246,9.441254563,9.683246504,9.962908934,8.790957809,9.920686471,9.770413601,9.526422986,9.722925246,9.744451091,9.884394039,11.30627294,10.1395945,9.884238865,10.20096163,9.754374435,9.772882935,9.87623591,9.653704315,10.57051417,10.33855503,9.982839129,9.70193419,10.24703126,10.06886744,9.938373619,10.27732149
"caiF",8.625317354,8.967752928,10.04150017,8.543576299,9.287988458,9.301220859,11.34107509,10.43529889,10.71191197,9.524097228,9.980611283,9.236607185,8.962521631,9.258100227,9.268111282,9.098643062,8.667473632,8.757513388,8.961706866,8.777921777,9.018445075,9.592036029,8.100812866,9.171966503,8.32568987,8.798029606,8.038927662,8.911351658,8.644307742,9.462536,8.73672904,8.476677932,9.270920439,8.939667207,8.891314723,7.911181419,8.642853124,8.816145161,9.035564672,8.696931966,8.625622186,8.338062872,9.228027034,8.438509713,9.129386128
"caiE",7.898818442,7.666072979,7.782256293,7.999045326,7.828375863,7.594667045,9.286495423,8.951022492,8.77708217,7.675465005,7.869168247,8.068279871,8.611811808,9.060238208,8.610310477,9.213612773,8.636307035,7.662547121,8.763047651,8.515932874,9.329542746,9.418819271,8.785984911,8.788849993,7.498712655,8.757605558,7.695226215,8.868036779,9.041389074,8.792879318,8.910979302,8.699585128,9.742783656,8.915137028,8.960607882,7.754827151,8.856240985,8.748251094,8.970480085,9.006299257,8.884926678,8.60994176,7.485864351,7.17161287,7.600187067
"caiD",8.53377778,8.093650033,8.219788585,8.204016801,7.63216368,8.393294107,8.26979824,8.098226979,8.404487202,8.053942557,8.18093648,7.989251096,8.325899779,7.73309187,8.19808565,7.998100836,8.343070947,8.134039595,8.068904353,8.219859019,8.967713178,8.237749253,8.506784649,8.174524709,8.124588041,8.368360922,7.984671162,7.997038567,8.681404353,7.480770916,7.463168931,8.259691717,8.250363142,8.020778401,7.658951699,8.210189582,8.383539884,8.275839399,7.937401601,7.999771158,7.891392203,8.176602526,8.296500957,8.146931056,8.074318575
"caiB",8.711323404,9.080083707,8.369472114,8.686751152,8.393710388,8.823617577,8.259929078,8.168152231,8.553865089,9.133857763,9.286028123,8.491524739,8.699397451,8.425142352,8.890871807,8.543851224,8.297041265,9.068434117,8.718246193,8.782468111,8.594953674,8.369711266,8.460157784,8.799082469,8.994792996,8.504859154,8.469206245,8.663806666,8.613884975,8.843308834,8.936126484,8.45105709,8.303666749,8.590086526,8.727757538,8.373120429,8.26846814,8.50247606,8.483181296,8.625127078,8.445825769,8.667474426,8.543230871,9.005110722,8.801724064
"caiA",8.199722424,7.974794808,8.338535349,8.431692985,8.263548516,7.719964683,8.347285529,8.425727426,8.893853621,9.098116729,9.039213571,8.285510279,9.203577745,9.033515992,9.556526592,9.094415076,8.518931947,8.781812406,9.143254923,9.166776615,9.027997333,9.090995737,9.28105336,9.296682225,8.918843872,8.933461286,8.186640659,9.489292397,9.321546277,9.519563783,9.439648399,9.071010892,8.866807609,9.063117022,9.25350038,7.693623189,9.222902002,9.238472752,9.275639651,9.077633416,9.485178359,9.41794759,7.981261127,8.98138939,7.974342286
"caiT",10.58243473,9.671677829,9.046637722,8.510976826,9.25455277,10.14055652,9.312215678,10.06714639,9.392273037,8.691352204,8.749650035,9.016081165,8.48955484,9.694665146,8.693386578,8.775383092,9.641659074,8.236222151,8.731306105,9.228164333,10.61398054,8.763683553,10.04038631,9.818480059,9.33532588,9.726880449,9.514336838,9.230808548,9.863370665,9.810455814,8.490555073,10.7527649,9.309669158,8.870246185,8.652376037,9.817046071,9.917513579,9.779256863,9.57964095,9.863732718,9.63404853,9.663762033,9.183986002,8.866952871,9.304231301
"fixA",8.416186408,7.801797797,8.441671147,9.024368634,8.573003945,7.782138698,8.446267628,8.175502463,8.327662405,8.162286258,7.874835749,8.107358884,8.207375574,8.490965115,8.057163176,8.355626149,8.131225898,8.02832202,7.588987109,8.330888665,9.13147292,7.954622496,9.034336015,8.130266999,8.2106824,8.069911442,7.716134666,8.411181054,8.895844377,8.553407692,8.179118856,8.801511538,8.621828295,8.416456698,8.31629363,8.026374206,9.051861276,8.355543282,8.34621936,8.40890955,8.550232402,8.538769337,7.696998429,9.289048067,7.6453395
"fixB",8.370358301,8.570150336,8.441279808,6.9900572,7.185818737,8.117910936,8.114959286,8.062825633,8.416201417,7.315386817,7.952569992,8.05205232,8.102894986,7.517629626,8.116649094,7.985657808,8.420078981,7.522982246,7.930372659,8.022022761,8.22956491,8.194668626,8.745092884,8.136123323,7.799078784,8.282959893,7.715142608,7.967188531,8.241436695,7.588287088,7.762347888,8.140151685,7.637589451,7.796259757,7.769405112,8.098361448,8.580657779,7.88206619,7.876334896,8.356248961,8.042621878,8.118991082,7.449797392,7.265479046,7.845776156
"fixC",8.133932099,8.21281212,8.039241184,8.053259888,8.016807481,8.119594499,8.636870156,8.048158516,8.174775648,8.634146141,8.818344471,8.221097342,8.239862761,8.116364025,8.684976394,8.035239004,8.541914095,8.173903185,8.365132643,8.128388961,8.546448712,7.768299346,9.000420078,8.564393428,8.002544521,8.360906413,7.816519693,8.087087629,8.642992144,7.608207473,7.842364304,8.381766602,7.97479041,7.842590207,8.092295521,8.174256292,7.986482954,8.23614068,8.060644528,8.075228882,7.952004674,8.391865482,7.816322982,7.288211545,8.098842069
"fixX",8.638582756,8.453207761,8.014728541,8.456979642,8.071308299,8.696491472,8.27992584,8.653539958,8.851967719,8.791213464,9.011347152,8.660920818,8.737865312,9.019583643,8.891376983,9.059315179,9.017741602,8.661357634,8.716081368,8.83491403,9.937804006,8.873074604,9.903989043,9.037832702,8.666474389,9.224397315,8.025933368,8.819871236,9.427339723,9.456053941,9.059758946,9.146431062,8.899536015,8.54177381,8.521019363,8.434160582,8.607877499,9.069494422,8.979304163,8.994997267,8.597548772,9.010601948,8.33826046,8.545287331,8.382872997
"yaaU",9.312841707,8.850730223,8.351446692,8.096274863,8.664752249,9.089035273,8.254226256,8.817613971,9.077170389,8.681796702,8.781782485,8.66379258,8.701488378,9.277549567,8.767184193,8.876295059,8.843983378,8.415351905,8.884640487,9.169896029,9.875788123,9.330777284,9.150264283,9.136103327,9.000231913,9.592157315,8.292030096,9.012041778,9.256529659,9.92480178,9.333350357,9.726439162,8.300045634,9.116214479,8.902972299,8.852459164,8.928949236,9.463218066,9.131236424,8.975251372,8.798928415,9.286359263,8.442005106,8.037709138,8.435997995
"kefF",9.984777951,9.516524304,9.604370706,9.429525578,9.524172988,9.802324567,9.197929904,10.57595355,9.965789424,9.921756519,9.961931708,9.852327725,9.834565802,10.98337077,9.880662053,10.17676143,10.20065157,9.943288766,10.12023325,10.2570945,11.57736429,10.04984327,11.21254529,10.69462521,10.11507317,10.70890112,9.69281689,10.29460331,11.00116131,10.98077461,10.46352965,11.19022335,9.7256628,10.12947241,9.7418881,9.642096262,10.2577974,10.69293627,10.60607785,10.49371879,9.844058401,10.49555289,9.362317039,9.467038919,9.287879478
"kefC",8.449284021,7.956719174,8.591173299,8.772570281,8.618247066,8.223177034,9.012567824,9.595703854,9.077447268,9.284606551,8.586107866,8.749063585,9.382573058,9.723861033,8.817646124,9.476670749,8.985599196,9.274987659,9.588804633,9.176877871,9.705172936,9.262687164,10.32267082,9.37392665,8.78246049,8.388292523,8.589330401,9.648833556,8.81421846,9.195303208,9.102205999,9.237634817,9.227711286,9.438150018,8.970853859,8.266676637,9.405922271,8.936974582,9.170761356,9.457701437,9.423393972,9.484309561,8.724219206,9.281630143,8.781351989
"folA",12.17619039,12.32014879,12.01040363,12.06985619,11.88005677,11.08373404,10.56135039,10.6676713,10.62365264,10.97198128,10.7521161,11.45541157,11.95469183,10.6900091,12.36407122,11.86554161,12.45427202,12.45449444,12.47822755,12.7501028,12.24252333,11.56521003,10.75004034,12.02668105,12.50334165,12.19509915,12.34137209,11.43542077,10.69862038,10.56518601,11.65233728,10.97914314,12.10340153,12.73919872,12.69112582,12.50712361,11.55471682,11.92723642,11.81358291,11.83432189,12.31780835,12.24739568,12.31487538,12.68818959,12.51248063
"apaH",11.37293652,11.8728429,11.68463346,11.402472,11.3367195,10.71713968,11.4433799,12.19904302,12.11763947,11.911032,11.91004442,12.22004856,12.76742721,11.9619659,12.85122802,12.27235404,12.98605351,11.97132689,12.35963153,12.49665834,12.88198837,12.41146592,11.29740505,12.46523854,11.83397201,12.21994958,11.53341554,12.4626157,11.74519884,12.20563014,11.81686754,11.99720663,12.95594148,12.82217084,12.82615681,11.74889396,12.16040361,12.34504981,12.12083883,12.08968338,12.33471469,12.02096003,11.85132849,11.95267802,11.8487985
"apaG",11.50268387,11.94681823,11.46207696,11.17104578,11.14490766,10.76832142,11.72067557,11.43701512,11.58713846,11.91096104,11.69232503,12.33568107,12.58064373,12.10722435,12.36292494,12.6435083,12.68507652,11.79745511,12.27160921,12.35860298,12.4453213,12.59856014,10.8443547,12.55313897,11.86153974,12.35534797,11.49900188,12.42433284,12.44927997,13.08681616,12.46750473,11.91597123,11.99589037,12.25416657,12.59668857,11.59096991,12.37816297,12.08133867,12.42120029,12.28621813,12.37020279,12.06843776,11.59913716,11.81521342,11.55919378
"rsmA",12.69030447,12.73309233,12.35218582,11.65250419,11.93510978,11.71932985,12.54423965,12.15651284,12.22030932,12.22801486,12.04360692,12.70345298,12.75552221,12.64130549,12.54336201,12.6409399,12.272822,12.54255474,12.63544611,12.78162366,12.56924091,13.27264606,12.29531231,13.13850268,12.74204393,12.83483877,12.35454728,12.97417379,13.01733668,13.92894623,13.13220367,12.82374778,12.69068172,12.65122357,12.96023828,12.22623903,13.21672546,13.23312271,12.99630048,13.32689637,12.97028193,12.83714976,12.36693095,12.12994673,11.92234112
"pdxA",11.97688847,11.88909804,12.00510777,11.35636906,11.80127295,11.04015453,11.64367345,11.32052415,11.38961961,11.8720638,11.39240826,11.92614941,11.7361344,12.37568474,12.03949583,12.23560928,12.09441894,11.98375517,11.79717,11.76978787,11.61505163,12.33641188,12.46896833,12.61902327,11.45264872,12.31598396,11.72694646,11.98424005,12.6233318,13.05481931,11.7483428,12.33456353,11.59115125,12.0203122,12.43189857,11.56662495,12.50220299,12.09920678,12.74671723,12.35274233,12.26299624,11.8609918,11.74903953,11.34021661,11.30443512
"surA",10.95897941,10.64684612,11.78807957,10.45133519,11.03550544,9.915218994,12.03521071,11.16867347,11.20260896,11.49944084,10.88055028,11.37052151,11.71045842,12.25132086,12.07916466,12.30726187,11.85692904,11.53045741,11.89897905,11.50103518,11.53638978,12.08734793,10.85406405,11.79048532,10.89848509,11.83623275,11.13776757,11.29887471,12.58182499,11.64179996,11.95358169,12.11365884,12.15544462,11.82346118,11.96635436,10.94062249,11.91752144,11.82120671,11.96265104,11.51485556,12.05747008,11.59779627,10.47105663,10.4896075,10.00595487
"lptD",12.67062997,12.98026858,11.48841519,12.92662588,12.92216275,12.56654243,11.71979281,12.57564216,12.72232647,12.25056332,12.64453931,12.88666282,12.78904242,12.18486068,13.22723042,13.0849792,13.11200123,11.20078498,12.93282206,13.05727615,12.32813194,11.66468689,11.99719996,12.34145131,12.69533322,12.52712323,12.48962262,11.88793221,11.25388706,11.55497974,11.49098171,11.83568841,11.78705589,13.04107002,13.26848804,12.58565388,12.13888353,12.38353866,12.25143594,12.16304294,12.57984361,12.41368017,12.78107204,13.8156332,12.59939011
"djlA",10.1845662,10.77881639,10.6119472,10.65707781,10.48735847,9.923164685,8.93124426,9.683570219,9.26081888,9.958442702,10.18309343,10.18173394,10.46700731,9.618740592,10.74818163,10.49455894,10.69630832,10.60768109,10.540142,10.67140591,10.31192377,9.575793168,9.148299892,10.13927611,10.64796147,9.901664601,10.5026187,10.73187408,10.19685408,11.10781781,10.65094673,8.868301839,10.56103759,10.91944301,11.10717263,10.89553075,10.59385682,10.88121506,10.62972595,10.78702563,11.05435431,10.47916631,11.08392302,11.1894799,11.04519606
"yabP",8.987866213,9.502500219,9.516769501,9.538335081,9.366139396,8.833191731,9.487584665,9.553449649,9.793276259,10.06779497,10.1124654,10.21055315,10.62515362,9.925936427,10.68501803,10.79445296,10.52229089,10.14968421,10.3835797,10.68736313,10.19785319,10.64650729,9.091628392,10.61082958,10.60365942,10.76402588,10.1952307,11.13458615,10.58402655,10.70886931,11.17397417,9.991269129,11.0615763,11.0870113,11.40180355,9.813019612,11.04879994,10.84057947,11.09190814,10.61495212,11.35102577,10.25497464,10.35706304,10.77437575,10.31989873
"yabQ",8.152068462,8.763121153,9.082953619,9.07914955,9.291347779,8.478196105,11.45480637,11.02377958,10.64139377,10.13636843,10.03405336,10.21002916,11.49051891,11.17323658,11.07494479,11.179089,10.75235605,9.849749756,10.78469018,10.58699597,9.918904072,11.345895,9.430549004,11.13243793,10.23616161,11.4565473,9.713509902,11.3898628,11.34336979,11.24124405,11.43490822,10.22997692,9.628837006,11.26126566,11.70428682,8.544952952,11.27869326,10.59632331,11.15787649,10.96116286,11.35157904,10.64936896,9.094734411,9.278800343,9.206454905
"rluA",9.483882123,9.773352723,10.20417035,9.488535587,9.799119789,8.672915422,10.83502109,9.833480312,10.02407572,9.330475816,9.302818638,9.554257867,9.60606386,10.00477717,9.919871628,10.10484811,9.908112574,10.00647036,10.31088015,10.158108,9.881043163,11.00353624,9.686229873,10.9524815,9.921225175,10.58010155,10.06919509,10.42557254,11.007578,11.47378294,11.02792747,10.99887083,11.04477527,11.26134607,11.3689757,10.27206482,11.53220034,11.21248956,11.5389185,11.52063592,11.72198791,10.97248639,10.2558229,10.19831589,9.51205265
"rapA",11.44354227,11.21352699,10.92850831,10.81830571,11.17543689,10.22378644,10.89557785,10.68303108,10.34685351,10.31849172,9.799846375,10.20239811,10.74165546,11.58176925,10.92111531,11.14642247,11.36595602,11.22496129,10.97653719,10.47128136,11.44778217,11.30937856,10.87831152,11.69440983,11.08968279,11.85384451,11.442073,11.79503217,12.6830222,12.41597147,12.45711771,12.51621219,11.92357001,12.50245978,12.48301309,11.74344432,12.69260405,12.68938608,12.62728067,12.80843581,12.64519905,12.3314131,11.96160838,11.38713677,11.22212164
"polB",10.43123769,9.71714227,10.36642466,10.46856802,10.07669519,9.932034095,10.75377683,10.22892684,10.85061536,10.13808558,10.70975112,9.96212886,10.10968079,9.477686745,10.52977819,10.07685943,10.69996136,10.17122473,10.39014516,10.31349609,10.59960528,9.830626024,9.571607284,9.573045597,10.16777582,10.8250812,10.38268611,10.31286315,11.09058492,8.105625878,9.036195048,10.27240639,10.59120305,10.44925862,10.36587474,10.31564319,10.26134298,9.910532144,9.64376955,9.516222766,10.20863843,9.775924286,10.2062401,10.66703349,10.53386415
"araD",9.062154333,8.981596411,8.804641797,8.402296525,8.478776501,9.139326136,10.23411565,8.806880104,8.9016356,8.744692803,9.16700504,8.881884201,8.621959864,8.497622029,8.668042191,8.551239183,8.978092212,7.946176718,8.758007584,8.836459418,9.324359099,8.489497263,9.330740852,8.913701471,8.714184063,8.691223212,8.701203073,8.431627127,9.347127985,7.9728258,8.256842365,8.869859628,8.736888652,8.432287997,7.976255611,8.874394005,8.887479512,8.957889635,8.740649623,8.714522225,8.451770541,9.004325577,8.347076363,6.885039833,9.112864592
"araA",9.985205474,9.802747676,9.337066865,8.900442114,8.675185724,10.00709592,9.11328281,9.526111782,9.690254193,9.186433009,9.716319838,9.265596623,8.890728906,9.612002557,9.000475546,9.211255608,9.156277251,8.52107767,9.243316446,9.192663109,10.27893445,9.166731377,9.914985953,9.516831777,9.350904819,9.63821896,8.614900683,9.16217369,10.27918309,10.3711055,9.525821847,10.09595654,9.668038787,8.905175262,8.797137436,9.117758319,8.801532784,10.01801267,9.75926733,10.05863906,8.797281177,9.997967052,9.303125302,8.508571853,8.673320458
"araB",9.80367403,9.071234006,8.941744282,8.945306218,9.161497991,9.733790662,8.771518894,9.25017286,9.774823586,8.973703066,9.086275494,8.960096142,9.01636308,9.49437439,9.01421922,8.62186816,8.45676135,8.867398305,9.211274126,8.990298242,10.17482125,9.253011618,10.05061864,9.532994686,9.321911352,9.195170999,9.047242111,8.952128879,9.285387696,9.956416622,9.615776224,9.887645724,8.825816551,8.893434507,8.549519415,8.976001293,9.17938357,9.881741009,9.226219735,9.197399287,8.765976982,9.507720697,8.790127099,9.074444869,8.820851471
"araC",10.83515557,10.19304141,10.9603325,10.37042474,10.7462497,10.66407197,11.90656196,12.2452491,11.96872432,9.287132767,9.38960324,8.843818118,9.258609122,9.481411239,9.141496235,9.21953591,9.367138973,8.92298388,9.431331336,9.579059438,9.384268874,9.395093569,10.35754407,9.935466406,9.20833586,9.553845095,8.992243062,9.591703809,9.392966722,9.966706157,9.780741967,9.957234254,9.348711588,9.563206424,9.389502259,9.211036478,9.92534904,10.0157351,9.855325827,10.05648035,9.816194874,10.24527229,8.97302433,9.374707704,9.558563304
"yabI",11.35051641,10.0337043,10.13597633,10.34770382,10.6438155,10.53568815,11.34064134,12.15834821,11.37912926,10.7870072,10.40526189,10.41302968,11.49378935,11.44596067,10.95341942,11.49795955,11.85307133,10.66768852,10.83205908,10.74141973,11.83002787,11.97941294,11.46282856,11.39785199,10.65176548,11.13046608,10.61967297,11.53526053,11.10099159,10.93486211,11.25935448,11.14047414,11.49868232,11.69798217,11.12613492,10.6829106,11.08135686,11.27543859,10.58568136,11.29376127,11.12910513,11.27084984,10.19774452,10.54412055,10.36480995
"thiQ",8.704620064,8.760247849,8.975189831,8.607724845,8.171941706,8.051750489,9.095460285,8.632794228,9.133298216,8.367108597,8.797281709,9.105484201,8.949671356,8.06782575,8.853269922,8.923810264,8.769596306,8.930599574,9.25032381,8.83904644,9.207987883,9.342148752,9.44226937,9.330042948,9.063839938,9.185801203,9.072108195,9.387585711,9.843995982,8.195119937,8.286769868,8.814462947,8.754531952,9.366486983,9.337439878,8.779482516,9.435708398,9.152661839,9.021101519,9.401994592,9.391802014,9.401307459,8.414178821,8.847647104,8.211927029
"thiP",10.0208233,10.05165442,9.648867993,10.02570262,9.656099668,11.25804355,10.25905856,9.972660562,9.866266553,9.207297759,9.632338368,9.456470596,9.533647402,9.057057482,9.8103648,9.608465659,9.967587344,9.727452682,10.19477781,9.984528254,9.802673527,9.652037097,10.41386217,10.17833037,9.948270478,9.915570206,10.00478068,9.99300448,10.71362248,8.706884419,9.691703642,10.11829204,9.694821498,10.02219515,9.963629138,10.12487792,10.11455135,10.0873275,9.989862947,10.34806936,10.1025106,10.45682464,9.923494049,10.00728173,9.908107238
"thiB",10.2375738,10.20799716,10.42699296,10.88267679,10.3070005,10.1647864,9.446781031,10.24039457,10.417045,10.02643614,10.07155783,9.746247395,9.911037505,9.761621353,10.34203975,10.3394086,10.21821278,10.37394607,10.71944207,10.79720717,10.499615,10.19564702,11.06088833,10.86493301,11.06948445,10.9978372,10.86603417,10.95345317,11.55023887,10.74847778,11.08460246,11.11371441,10.6356627,10.68622487,10.72788731,10.54381704,10.29825715,10.91777865,10.88166447,10.69761316,10.76303261,11.04969186,10.65425685,10.80270105,10.77088692
"sgrR",10.75070791,10.24937684,9.931972276,9.976418396,9.84007074,10.25168593,10.11553513,10.8805717,10.91587147,10.43101825,10.76130081,10.10308831,9.802842441,10.86110511,9.982793912,9.872090477,9.956703221,9.97468715,10.27931902,10.28330683,10.83689536,10.20631731,11.33083353,10.4822038,10.61961508,10.87375399,10.11797297,10.60668582,10.88111548,11.33669572,10.81399761,10.99894703,10.27089599,10.03689889,9.983709348,10.04889737,10.65301385,10.91021149,10.95156335,10.96104566,10.43058602,11.02328302,9.938708592,10.23844643,10.02775904
"setA",10.07252096,8.964629381,9.199597728,8.908457468,9.178800893,9.531907956,10.07527987,10.29679539,9.724495934,9.47597506,9.513919306,9.007075927,10.21071987,9.589900048,9.898386814,9.623872884,9.618330553,9.617227249,9.668533226,10.02875691,9.653465042,9.813302488,10.03141681,9.750495297,9.589944357,10.06833492,9.777200087,9.838203942,8.482853299,9.838826558,10.08629267,10.63570961,10.73334619,9.831238203,9.61612524,9.761794704,10.34556507,9.30071563,9.671285726,9.724163716,10.02020765,9.350853636,8.829852053,9.519248578,9.404967255
"leuD",7.834679927,8.028124398,8.065681081,8.436506855,7.88802081,7.582324136,8.877967389,8.257667653,8.430806067,8.462122969,7.779261017,7.898150541,8.55092033,9.030461375,8.398080019,8.706420145,8.5261101,9.120066636,9.039321093,8.521647556,8.232494318,8.485132325,9.290596258,8.591800364,7.650476625,8.121341166,7.574721836,8.513699468,8.393851238,8.911398592,8.371643347,8.925221524,8.360570513,8.578073593,8.277989126,7.604572448,8.980836069,8.297454073,8.224034874,9.060354539,8.657715416,9.060932561,7.492676612,7.991935944,8.172297334
"leuC",10.4367726,10.77425898,9.553888809,9.997244062,10.01097783,10.2557475,10.86904326,11.91193608,11.5949209,10.26589183,10.12748384,10.80563873,10.536696,10.57932567,11.03117762,11.16089706,11.39957574,9.881442669,9.987261981,10.5493739,11.72233471,11.46767573,10.05293068,10.92211059,10.09804424,11.85023026,10.03139372,10.05069084,8.898947123,10.32455215,10.21757497,9.817907368,12.39799271,11.73322396,11.68937376,10.08920304,10.20676212,10.81253577,9.300391204,10.17092149,10.61925878,10.1365324,9.901262129,9.95120767,10.26340575
"leuB",9.25314035,10.05667921,9.103047556,9.074748968,9.357116615,9.255875826,8.218824217,9.211293596,8.984465784,9.290973427,9.481587213,9.834215746,9.179997317,9.013758261,9.43890416,9.428893704,9.744518763,9.52975661,9.169945349,9.310738035,9.899725782,8.56136064,8.594319792,8.759168798,9.34118979,8.939869951,9.559627599,8.942007881,9.019138248,10.51203553,8.807179394,8.801751037,9.595824095,8.952590711,9.806012035,9.725867316,8.995023224,9.133622335,8.875575459,9.042615832,8.843368505,8.8186458,9.68238981,9.508035242,9.004831776
"leuA",8.397098375,8.760482259,7.811746984,8.149725319,8.335197627,8.531871736,8.266468908,8.606762277,8.518966584,7.661974816,8.606750974,8.53449529,8.22348839,8.090331211,8.268399246,8.149471382,8.612504446,8.325502642,8.114046337,8.506433584,8.289704022,8.29894774,8.055874307,8.477513839,8.036290776,8.633834708,7.589968949,8.090956048,8.687480549,9.461492171,8.397281423,8.128255843,8.044202098,8.139441288,8.041442829,8.101342829,8.441771935,8.176933781,8.021046932,8.301115512,8.421239237,8.20176541,8.159989359,8.146441943,8.262092158
"leuL",8.752030323,9.777788798,9.9022911,9.587750869,9.935930903,9.482079702,9.569006505,8.988157532,8.911183033,9.490291711,9.948410548,9.23941575,8.830396422,9.343018811,8.969587923,9.11063903,8.521019344,8.946858815,9.114535691,8.731123762,8.218726811,8.891288024,8.41125816,8.471727168,8.838389391,8.944219318,8.731082651,8.78483739,8.981019996,9.324951887,8.627669153,8.376267648,8.304734622,8.544121298,8.824790271,8.511518099,8.058384865,8.520041907,8.146378753,8.178650814,8.289674718,7.917748052,8.978639826,8.259762206,9.28941769
"leuO",8.106461223,8.140300758,7.762005724,8.150533563,7.777394208,7.88427136,7.839737969,7.874569912,7.938405471,7.890046966,8.309491264,8.091756715,7.005530672,8.414140329,7.824622351,7.408366713,8.057144971,7.643579716,7.402049593,7.79835504,8.513877218,8.219542555,7.708611416,8.504791325,7.829239259,8.213739027,7.638461228,7.586011838,7.864940299,9.614122863,7.786544813,8.307123001,8.052277778,7.143749152,7.007560719,7.85514842,8.205937829,8.162619623,8.229712474,8.284165597,7.84324399,7.986935771,7.704560994,8.612306606,7.113446391
"ilvI",8.902103485,9.287447043,9.399373851,9.290370306,9.078585796,8.898624178,10.37828848,10.36305262,10.0600721,9.862174377,9.595458284,9.550449091,10.31633658,10.49318821,10.14905572,10.29162439,10.23297211,9.331289076,9.831235889,9.417126616,10.39501709,11.22272001,9.900793907,10.15972109,8.724924881,10.11355861,8.777425823,10.41815109,9.951070316,10.44101378,10.5864147,10.1399348,11.81680902,10.76581711,10.74412678,8.546668142,9.882692669,9.814100295,9.489405287,10.07397918,10.32150905,9.790169743,8.414742708,8.366328451,7.851031425
"ilvH",9.466926091,10.07036325,9.563476529,9.833473657,9.830330582,9.509153459,9.075110168,10.03323006,9.521568797,9.922240226,10.18007942,10.31007649,9.379138105,9.196490439,9.899003544,9.20652632,9.628202084,8.510710446,9.565089772,9.761195317,10.6706128,8.929947318,8.602413039,9.362010348,9.458458356,9.395853159,9.307645827,8.533750827,8.085723646,8.869797608,9.562684218,8.26374518,9.322258898,9.457848998,9.737451737,9.551354057,8.836415783,8.756651622,8.304932165,8.576780842,9.117545806,9.093172561,9.36705489,9.733110954,9.53234339
"cra",12.21654773,13.06908606,13.15255702,12.84844531,12.95189528,12.78619308,12.59951772,12.90402099,13.00803794,12.35091515,12.79157683,12.77987809,12.2839602,12.62036071,11.93905538,12.15782778,12.18223086,11.52102905,11.40700527,11.88005785,11.31204661,11.35067397,10.93922458,11.58817439,11.52581229,11.42489912,11.20786425,11.47707167,12.00499045,12.61264307,11.83482129,11.34785526,10.99589453,11.60970403,11.94798428,11.37862311,11.4917381,11.62353225,12.12808093,11.44036893,11.52527632,11.45611876,11.96210082,12.23599932,12.04645754
