"","0","90","210","30","90 | 1","270","30 | 1","150","390","30 | 2","210 | 1","510","90 | 2","270 | 1","630","150 | 1","390 | 1","630 | 1"
"csiE",1.596147235,1.170843692,1.106009342,1.471128769,1.219164824,1.177778851,1.268999208,1.184706144,1.1034605,1.743435015,1.296543784,1.28799326,1.33847241,1.220791526,1.198020762,1.305089342,1.120536817,1.17571321
"hcaT",3.048503324,1.442112693,1.220131342,2.411002696,1.403496559,1.296312962,1.771897422,1.369329934,1.281317521,7.480577711,2.009633722,1.630007981,3.634550762,1.847713536,1.537482756,2.299374914,1.45571235,1.359383205
"hcaR",4.45774279,1.434010998,1.181645478,2.759560672,1.381451472,1.189660832,1.807160979,1.347328932,1.241776176,3.475185966,1.474109966,1.359911891,1.697739504,1.356341687,1.23494711,1.497708057,1.253539048,1.264147357
"hcaE",2.678440868,1.587161307,1.334502397,2.768105803,1.601371154,1.38207598,1.984466069,1.447020421,1.262617137,3.24035037,1.573943848,1.446449553,1.880588345,1.444430316,1.328186364,1.594369761,1.316126466,1.243229993
"hcaF",2.545103783,1.532890392,1.319830921,2.908251288,1.712504254,1.309132736,2.190746249,1.478689303,1.379753851,2.822781103,1.509978,1.435035653,1.743533896,1.427026823,1.295181183,1.552538513,1.318869556,1.259230657
"hcaC",2.486479738,1.700044436,1.39787165,2.571180629,1.776325695,1.386649534,2.14633864,1.568112989,1.323442939,2.721107461,1.553678781,1.456275365,1.937998602,1.430797273,1.349674431,1.690190322,1.299022401,1.29026652
"hcaB",1.924581321,1.615263505,1.292248724,2.004015472,1.733801257,1.293716918,1.72372392,1.464595909,1.190550311,2.426500647,1.594602656,1.369018183,2.167485249,1.393513594,1.261084578,1.578532734,1.231020485,1.159246231
"hcaD",2.450395404,2.464487449,1.760950661,2.635274328,2.498333102,1.664328162,2.567666274,2.203390918,1.287206805,4.164462282,2.553761058,1.48767197,4.127827479,2.08068628,1.383383519,3.098451504,1.351613194,1.340187997
"yphA",3.395578935,2.269502762,1.476146971,3.008694583,2.338473132,1.301340659,2.592187047,1.940106794,1.15500383,3.8678923,2.05779091,1.359528536,3.118131365,1.680588649,1.215477891,2.878915214,1.214489321,1.193984473
"yphB",4.067414769,3.232794699,2.098181556,4.036105635,3.509972935,1.80522491,3.861448571,3.080498485,1.300250012,10.22337764,6.793170385,2.145739515,8.32235228,6.176977086,2.098127929,8.809646939,2.33923718,2.470357064
"yphC",4.347830349,3.224680909,2.141007703,4.54131431,3.92907905,2.154244024,3.88464581,3.058557395,1.431612722,11.83224837,7.504593267,2.705099982,11.30703936,7.225334228,2.399223686,9.91310918,2.517285515,2.772017655
"yphD",1.666224035,1.509428667,1.377530711,1.751573275,1.571013677,1.443126075,1.578174504,1.433430711,1.260172571,2.717958304,1.920247589,1.756444541,2.262812424,1.778953169,1.694486185,2.106139939,1.480284095,1.69589434
"yphE",1.741589551,1.425952332,1.334861259,1.864685197,1.541422267,1.247547426,1.642608187,1.500007489,1.266676986,2.351705933,1.610357392,1.594855123,1.788665968,1.561219249,1.460987478,1.549958556,1.332869346,1.513640303
"yphF",1.315430872,1.195123454,1.133749592,1.326735216,1.225040344,1.195824014,1.227369874,1.149485484,1.110488908,1.388880027,1.236226621,1.260878491,1.258438927,1.163187377,1.163881145,1.221318783,1.138458482,1.130302173
"yphG",1.508887485,1.298871483,1.25582943,1.536862299,1.448183542,1.289295045,1.38110053,1.342255326,1.244465595,1.473926652,1.341640518,1.256246517,1.334864488,1.256534403,1.142213098,1.226481884,1.174629311,1.107991248
"yphH",2.403433717,1.246345673,1.15095325,2.013612704,1.295795712,1.185454976,1.555950616,1.170824787,1.214440387,2.91349308,1.278905019,1.290982068,1.540017833,1.250197818,1.189508858,1.399493451,1.172981364,1.197219355
"glyA",110.3619844,94.58806542,68.20226354,126.5344617,113.1383006,55.37254471,103.1568265,82.61730794,15.31853136,158.9346702,153.4974442,16.1888742,162.167311,149.6903043,10.32360952,191.9506594,43.99475742,10.83060133
"hmp",11.65446678,10.00309647,9.129210833,12.50485972,12.90004114,10.82336944,11.70683988,9.71885928,6.051755233,22.45995808,19.60936702,8.9096723,17.24882165,20.71499687,9.116606475,20.38546882,11.34718553,10.17074897
"glnB",5.451136807,3.888867652,2.412635908,5.355332243,4.095813075,2.194480904,4.138679255,3.03552714,1.8262848,12.86610049,7.055259198,3.523170656,8.015384297,6.22412146,3.89222521,7.041618875,4.19998246,3.687140633
"glrR",6.097875803,2.736332523,1.301477122,6.256799086,2.236688704,1.304390867,4.231665293,1.619152727,1.22839807,9.677085415,1.980614777,1.377777434,5.291653198,1.768655725,1.302894974,2.686288622,1.280246383,1.268257948
"qseG",6.154766979,1.612873381,1.198666852,5.598032726,1.537773402,1.223091043,2.796615378,1.324117994,1.241371263,7.791438265,1.80644839,1.418815563,3.336096174,1.591445208,1.338532488,1.958096075,1.369645118,1.348302773
"glrK",2.538320271,1.345863908,1.232006494,2.036327775,1.44387489,1.305132024,1.510589388,1.289393524,1.218907091,3.509351022,1.421956588,1.296806702,1.645406642,1.314648598,1.251472912,1.507253323,1.244336206,1.22127958
"purL",46.14577283,23.42150344,7.854327097,51.05317542,25.68492116,5.764088582,38.48505428,16.2071306,2.016689523,110.2612969,29.04139736,2.957751499,80.51363146,19.38400953,2.382767379,63.3994229,3.376075821,2.443266502
"mltF",2.30307497,1.228619008,1.158450086,1.905694183,1.141350548,1.140451891,1.303937367,1.183481551,1.058885842,5.478086581,1.259707396,1.201931488,1.683617073,1.221265059,1.131343335,1.388752904,1.136554638,1.165790769
"tadA",4.350798969,1.46262461,1.287144072,3.357245136,1.462453298,1.260029714,2.151053157,1.375375547,1.256789571,9.261352951,2.003013745,1.591205888,3.836075122,1.997554507,1.57987178,2.717365137,1.681579708,1.66964599
"pgpC",6.190988936,1.6866358,1.247165006,4.354132939,1.598361462,1.245407677,2.4324754,1.467668988,1.219026686,8.026233023,1.862440673,1.462844121,3.432799828,1.823547052,1.349009011,2.099276521,1.316462214,1.343946807
"yfhH",2.314673851,1.245554707,1.219084261,1.869661396,1.264575059,1.17162142,1.482868795,1.177912012,1.193979904,2.323452163,1.469988016,1.382381804,1.568205567,1.494737746,1.213791648,1.444629767,1.18679828,1.234192745
"yfhL",3.296797816,1.373773014,1.202638531,2.46315113,1.430467769,1.198866385,1.694332615,1.367428411,1.223988826,5.157571316,1.858560432,1.467315051,3.202699081,1.739200959,1.368809427,1.852556608,1.380376645,1.504430117
"acpS",8.71154258,6.472997654,3.179222187,9.691251325,6.46306926,2.604789962,8.044639686,4.557811919,1.850017621,13.17515646,6.82096214,2.499107441,10.01582335,5.078247001,2.122652627,9.426391205,2.741621812,1.976208876
"pdxJ",27.04199155,17.07456013,8.221443507,26.90077529,18.45341217,6.741063452,24.00562802,12.75106424,3.347592569,41.71693691,22.06057491,5.69699483,33.39083752,19.72197058,5.048809045,33.58823634,7.98809543,5.164584982
"recO",5.962642264,2.563821715,1.284045471,6.213126741,2.232165627,1.174704942,4.217810949,1.691877209,1.136575078,5.77815947,1.912729494,1.345208238,3.655801145,1.549908348,1.244133746,2.776315337,1.261757949,1.223802969
"era",16.78493975,3.978193385,1.604022672,14.6844355,4.074884312,1.446171356,8.090021098,2.684927252,1.259152074,18.89031632,3.640126681,1.562891685,10.06713824,2.544017165,1.511428448,6.939230998,1.579195106,1.633311135
"rnc",6.880285074,2.196483713,1.449919173,5.417781453,2.2257861,1.262251475,3.34319541,1.724976087,1.225725088,6.396554799,2.237237566,1.419950588,4.31013283,1.974515883,1.345782679,3.034955043,1.357128992,1.365384179
"lepB",17.69240893,11.17661636,2.321217351,19.74302535,11.46795624,1.89191201,14.12542891,5.749006903,1.398524977,35.21762114,8.733405522,1.9747294,34.67802174,5.483656775,2.067329367,22.82319659,2.216527247,2.339955181
"lepA",31.23738344,18.72686412,3.700251878,32.700788,14.40179019,2.659269143,25.33164452,8.147806791,1.62262456,67.05684192,14.92044147,3.240996712,50.86957867,10.87185523,3.444850856,27.14368361,4.060616992,4.203120786
"rseC",12.22885534,5.617175008,1.710032836,14.03576775,4.230452785,1.542568866,9.535367975,2.77360805,1.297095705,14.62012577,2.953559288,1.618857634,9.084555511,2.711828654,1.724986013,4.656214845,1.886228433,2.08244285
"rseB",11.26585227,3.179513847,1.391210235,11.3507653,2.657330927,1.321795774,6.322311629,1.93979217,1.183953863,17.06052096,3.160254201,1.664220929,7.069015215,2.836800039,1.723566892,4.454468018,2.126021331,2.181555485
"rseA",31.36240866,7.891655519,2.500382111,25.6662599,6.84116313,2.319241217,14.75399103,4.463037442,1.590479339,41.15672663,11.84879903,4.620753685,22.6119595,12.28014775,5.821101353,19.12245633,6.998614547,7.84117677
"rpoE",25.5262027,5.010403171,1.836293478,19.64500402,4.658894738,1.825509805,10.87606965,3.303447244,1.532396542,24.74282679,8.188496845,3.657234532,12.8350571,8.727961132,4.639733904,10.09347206,4.489566014,6.109122205
"nadB",21.77533544,6.883440018,1.554153118,20.49878509,5.982899475,1.398718635,11.36051918,3.423035508,1.170576578,25.91111435,2.856086176,1.425842976,12.41801977,2.032343225,1.361909793,5.580456422,1.378454548,1.4292709
"yfiC",7.848867533,1.688603904,1.239989538,5.124292143,1.680019366,1.268003616,2.652568419,1.567389133,1.214779965,18.28514496,5.868595976,2.54178409,8.956004233,5.954210862,2.511140236,7.294422569,2.800706882,2.208101938
"srmB",9.25999967,3.880881812,2.221222657,9.142016089,4.46334337,2.132165933,5.621464382,3.158236768,1.628388622,14.78868339,4.742609534,2.29123561,8.572082102,3.978554567,2.389027328,5.856576564,2.283630213,2.640292187
"yfiE",3.412550934,1.580850296,1.187392729,3.005128768,1.436054386,1.125180419,2.286282041,1.316776756,1.167296913,4.35117386,1.481979583,1.293828483,2.606791535,1.355466133,1.237812935,1.700590276,1.250111928,1.205710993
"eamB",1.437124955,1.219908603,1.174427746,1.431606465,1.26678398,1.201153547,1.320675657,1.217620349,1.184721553,1.892439029,1.573968422,1.320429864,1.568293364,1.450347738,1.223233112,1.600870006,1.246105083,1.231280584
"grcA",6.644257715,3.916459523,2.530513465,6.781992651,4.944395529,2.114673028,5.527881376,4.151002466,1.711992038,7.72415961,2.668857108,1.516301625,4.474222945,2.402110957,1.581264496,4.293561947,1.702695472,1.454995217
"ung",9.672115328,3.365819734,1.52270944,9.712458048,3.263737733,1.304048179,5.290208535,2.22789602,1.26126286,14.28927524,2.796456276,1.497888316,7.667363666,2.322796131,1.339713823,4.051960058,1.413596529,1.395721554
"yfiF",24.20120708,19.23343468,15.15032864,28.07287791,24.69681478,16.19600134,23.48696018,18.11642693,7.112188295,51.56617156,37.98410987,11.49847508,47.54738269,40.85034295,11.19772021,47.9897755,14.59790401,10.94626006
"trxC",8.953717374,1.414217489,1.190994777,3.19702348,1.326578446,1.205405925,1.638663189,1.29924269,1.162357405,8.202183533,1.473296196,1.226838421,1.946637938,1.38866929,1.237395075,1.531663238,1.263491075,1.249867638
"tapT",3.938412509,1.490950021,1.130281056,2.914144514,1.350675272,1.207280398,1.85315566,1.331111122,1.183374961,3.629461066,1.438280651,1.299213755,2.113019867,1.332810342,1.203238351,1.541536257,1.228994185,1.208511138
"patZ",2.798238196,1.507128501,1.196325544,2.765812328,1.41000762,1.231935687,2.045110492,1.298273618,1.179570247,2.224076675,1.340982513,1.218426056,1.541045279,1.310814492,1.211431356,1.529867907,1.269998157,1.243264976
"pssA",28.16877765,13.61171269,3.822990031,28.3189493,11.95568897,2.755358135,21.13216865,7.120748818,1.421744242,34.1210873,10.38387693,2.380711119,24.05715173,9.17027906,2.113851669,11.70091341,2.421248176,2.524224236
"yfiM",7.647495612,2.305459799,1.350540758,7.446274171,2.067229148,1.364027646,3.704083469,1.67080294,1.229428103,12.81347544,2.032792503,1.569261709,4.488750402,1.849589062,1.602913307,2.528658699,1.514770477,1.542882193
"kgtP",121.8421237,49.69783422,18.75507629,122.8447107,56.70176733,19.07660933,87.11094798,35.5013212,5.973337037,147.1975261,50.40576476,10.03689137,95.07297121,47.89966288,9.094459598,55.78496827,10.63784321,9.244366662
"clpB",28.61095958,19.62604501,10.71718927,35.34480426,24.23265461,8.770850694,26.10481304,17.18826621,3.359890675,36.50841736,17.34321162,2.399015397,28.14308699,12.6336549,2.187366131,27.42840922,3.688399566,2.228755758
"yfiH",9.899048044,4.752815824,1.668239257,10.35609477,4.300276913,1.430367431,6.971945104,2.700725854,1.194214891,20.8304687,4.817635733,1.459851094,13.27447075,4.229780605,1.438114259,7.274309659,1.487898388,1.447543706
"rluD",11.11756114,4.960305997,1.59231447,10.45320974,4.041153497,1.322122432,7.298567201,2.623969386,1.206340136,17.70782586,3.708149269,1.302043205,10.68590847,2.881780925,1.232923835,5.891279543,1.332142125,1.366896336
"bamD",53.94688927,26.15952718,10.9750395,50.63893513,25.97989561,7.553030418,35.32661122,16.87288429,3.370274872,119.8960358,67.33008346,19.67071211,90.34037304,61.14330845,19.39789168,82.00288728,30.13161054,19.76135386
"raiA",18.49528378,8.677224365,6.571654584,14.96199573,9.628013676,5.903030872,12.37456533,10.72136121,4.63159801,34.39410308,24.65084768,6.363149431,18.94753669,17.48583361,5.707905762,29.14471159,12.56963101,6.801425032
"pheL",1.306841329,1.092474938,0.918578651,1.370605018,1.006238889,0.847117921,1.086051286,0.982461039,0.92891977,1.341782369,1.006357966,0.908677789,1.070167416,0.965208508,0.997203009,1.035829029,0.952511199,0.921632773
"pheA",62.65221343,43.33537558,15.00867042,66.10431974,46.21763348,9.614789124,51.25412613,29.99563435,1.917273391,77.09872831,31.39716202,1.814162857,53.87818215,20.44780762,1.623245023,28.68192408,2.412862747,1.639476955
"tyrA",32.92217178,10.78182049,2.33402733,35.9292476,8.433899644,1.912695644,16.54347354,4.815797873,1.392636238,61.73653765,7.271397836,1.521085827,22.39475166,3.523771399,1.660684939,7.482743744,1.566482406,1.586350245
"aroF",60.81098344,16.08432157,3.743598265,60.46663436,14.36578322,2.701431432,30.63338105,7.756142792,1.490402418,120.1877754,14.28162408,1.970800991,45.05369275,6.146360729,2.10589222,16.37917154,1.974761306,2.194469172
"yfiL",1.416273283,1.241077368,1.140001507,1.375759968,1.206508509,1.139707907,1.379896888,1.241496743,1.166580782,1.6333831,1.302063069,1.352063629,1.33578851,1.342511996,1.236565357,1.27328954,1.189619056,1.169591608
"yfiR",2.14516332,1.295962713,1.197568857,1.776075064,1.327694651,1.253437896,1.411921133,1.229158101,1.180641354,2.932842625,1.385092951,1.3466336,1.701731561,1.336320668,1.270611759,1.237954086,1.188723919,1.292921996
"dgcN",2.20570937,1.325742924,1.177631533,2.01230083,1.332309596,1.167795116,1.698933397,1.211237311,1.179917923,3.74123961,1.410192331,1.327569548,2.347023685,1.357396918,1.32396874,1.580585312,1.277503085,1.320990839
"yfiB",4.011074271,2.189690145,1.495309568,4.148776194,2.258758241,1.521460929,3.157744499,1.818608874,1.360372756,6.669148997,3.236655808,1.875337279,4.608747389,2.889574269,1.705714485,3.406033248,1.747478215,1.778262981
"rplS",34.66274148,22.05245993,5.628167046,35.57166202,21.04489575,3.466480423,27.12135942,11.9326268,2.129040375,69.96202226,21.39813198,2.508345218,48.56750721,12.26211523,2.574490528,37.10407255,3.328475057,2.10817624
"trmD",157.6013124,126.4084865,50.67053903,175.8174633,131.1179265,40.46851859,147.5622173,96.88094853,12.44222465,208.7103816,177.7191922,26.63916533,241.5729933,142.026554,24.9677612,228.0189795,41.88838261,27.85565164
"rimM",217.9453059,176.7631813,89.4733992,234.3312255,194.0942893,70.11548172,203.0037063,142.7123891,23.12621525,266.9075512,209.8949654,32.48734704,295.2649476,195.5728351,30.49400677,283.9584463,49.23363091,36.89069652
"rpsP",96.3333037,75.59046003,21.80278213,112.6186305,70.35805222,14.51235335,89.50333036,43.67853551,5.060140274,138.5331085,68.81928399,6.514230983,135.8852807,57.44675283,6.796967144,120.6426719,12.18185834,7.845174873
"ffh",23.00936286,8.96974006,1.689364598,21.66742248,6.979456374,1.575228189,14.85742617,3.741002072,1.320678822,30.35971905,4.25961401,1.742072582,19.44013689,3.038105093,1.637312479,8.41935353,1.707942291,1.74361061
"ypjD",5.908629518,1.395525534,1.168850141,3.952637472,1.481275092,1.235691908,2.20349855,1.389144072,1.156142954,17.12026777,2.045796279,1.495358513,5.610586375,2.00487831,1.395124177,2.437631182,1.345677612,1.409383048
"grpE",14.5062559,7.321821336,3.733911814,12.43030207,7.434417768,2.75763971,8.484840201,5.83549958,1.68630688,23.29942088,8.115410505,1.833939073,14.43254575,5.871444082,1.735225726,10.98681456,2.638638719,1.821111328
"nadK",7.714387882,1.876801378,1.277380993,5.95644291,1.963222449,1.237921463,3.093723321,1.491108516,1.219539828,7.420242458,1.786447467,1.460706068,3.062123723,1.477283258,1.436760421,2.001003807,1.289950525,1.332318472
"recN",8.59826221,2.160472676,1.338398948,5.25314851,2.054803266,1.287234209,3.024866234,1.832415079,1.192238894,6.975397734,1.864857176,1.367515982,3.073235208,1.635121403,1.362976378,1.88205115,1.273105749,1.417698151
"bamE",6.368702729,2.021529747,1.221967156,4.318916634,1.723466362,1.191216268,2.645522051,1.445701761,1.134537078,12.48406383,3.204472986,1.969814297,6.077802395,2.932034644,1.812004438,2.414180879,1.697691777,1.531966283
"yfjF",3.522257648,1.504453057,1.238720184,2.490357567,1.483957926,1.239560461,1.812119253,1.338923166,1.18327759,3.590820332,1.502293995,1.354579834,1.987398314,1.388216071,1.287037169,1.58107508,1.230485215,1.26537477
"ratA",3.104801293,1.532700378,1.377916992,2.288417812,1.563879355,1.344436366,1.936859086,1.529573572,1.326424029,3.042416407,1.607411806,1.61743698,1.892265187,1.484258389,1.336784366,1.537286266,1.286131468,1.23666366
"smpB",27.11095474,11.48756734,5.084422793,23.94947769,12.08587642,3.902359206,17.34603846,8.954569184,2.315421721,39.49306652,15.78356359,5.039799239,24.99196725,14.68353753,4.80972705,16.59861429,5.310055198,4.030139879
"intA",9.31616253,1.60506589,1.113837422,6.144475706,1.350287399,1.114811342,2.610608201,1.208406117,1.103460933,9.304500944,1.553026776,1.195831071,3.404373086,1.428384972,1.19861543,1.810105061,1.161420543,1.187349364
"yfjH",2.083126338,1.420637698,1.295347327,1.683208731,1.448621941,1.271472814,1.402454484,1.354660165,1.155367318,1.527642075,1.306417866,1.126034052,1.352208891,1.148889707,1.093069983,1.185246218,1.12142643,1.106546197
"alpA",1.418348683,1.176652709,1.197180843,1.360594797,1.306461698,1.313930518,1.289579617,1.217451609,1.223675088,1.43081597,1.309208062,1.245336132,1.252673849,1.21888327,1.138065981,1.296571359,1.142681007,1.122410688
"yfjI",1.353821345,1.220276637,1.180323354,1.260669471,1.210203746,1.255754246,1.246621387,1.173541603,1.215834989,1.151361657,1.112294477,1.13921699,1.112001041,1.097846908,1.089529264,1.061450493,1.095370191,1.068460172
"yfjJ",1.102147651,1.05251151,1.075832156,1.113534333,1.105767316,1.064074929,1.020935498,1.0057641,1.047451331,1.1089276,1.024927467,1.051581496,1.073015294,1.047489878,1.005226082,1.040341146,1.039380134,1.016133654
"abpB",4.223204291,3.083333776,1.172146817,4.834263521,2.517830592,1.163578141,3.938907627,1.627779152,1.122166029,5.927183785,1.435567808,1.1500194,3.877705846,1.262505259,1.103206914,2.114657486,1.114126824,1.109364008
"abpA",8.299537356,1.729726381,1.168954926,7.205356682,1.584671144,1.159266098,3.374602049,1.340205102,1.182656169,4.276520865,1.340172464,1.195858662,1.777989546,1.297943379,1.216733051,1.381636091,1.127298068,1.200074122
"yfjM",1.726706432,1.263394546,1.194842716,1.630960107,1.28631711,1.233427844,1.425374013,1.297653261,1.304558523,1.615971027,1.336847395,1.354578435,1.379527104,1.296426541,1.191772134,1.240985193,1.164747163,1.182429615
"rnlA",37.48358808,7.543411759,1.390218183,31.78974128,5.308096751,1.335209817,16.25282566,2.935033632,1.279612454,27.32259443,2.341283926,1.274441314,12.13244901,1.880405778,1.198020762,3.550473825,1.287111587,1.26315135
"rnlB",5.325385823,1.459545407,1.165867507,4.249584625,1.471904767,1.211953323,2.214954434,1.281263007,1.190538324,5.591674773,1.802707524,1.443795612,2.508735489,1.717587564,1.565987311,1.902770845,1.531295944,1.653252555
"yfjP",1.849723156,1.404658954,1.347379789,1.807692076,1.577363664,1.350922152,1.553495715,1.418416859,1.22141272,1.823331751,1.712337428,1.310055866,1.7983304,1.562608822,1.280726778,1.593547175,1.189926987,1.232821415
"yfjQ",1.289986485,1.180918557,1.212029806,1.427544955,1.275209559,1.207835787,1.254887028,1.205558382,1.215343873,1.562165784,1.438878253,1.403360393,1.368323815,1.303401895,1.24991054,1.384269079,1.200070079,1.248624316
"yfjR",1.345255344,1.151557149,1.192111045,1.410192877,1.253109567,1.198031878,1.293834348,1.215128517,1.151941645,2.138771719,1.573688734,1.43119932,1.618917565,1.583589049,1.410973142,1.588336598,1.345227523,1.322760416
"ypjK",1.525633415,1.285501303,1.350163251,1.558485583,1.517332517,1.385524967,1.428443749,1.413593503,1.309818736,1.932192311,1.658210657,1.778144405,1.561302653,1.655114296,1.462047786,1.583031704,1.429434084,1.323625326
"yfjS",1.644293811,1.496152002,1.419679571,1.879908002,1.675880199,1.457718407,1.627979629,1.569166109,1.350166274,2.301020467,2.305008483,1.706924915,2.218529617,2.228333127,1.7663504,2.442593297,1.802374719,1.893989072
"yfjT",4.111991131,1.784053758,1.391970999,3.593086343,1.965457715,1.458062811,2.39387926,1.63793051,1.270426769,5.519621199,2.765578348,1.787487896,3.184560265,2.608776351,1.972169664,3.440514169,1.841201006,2.066550759
"yfjU",3.09351252,1.400916645,1.1811614,2.484100465,1.384750111,1.294051704,1.64360989,1.363870445,1.243806296,3.063218631,1.391910374,1.40291667,1.533444373,1.335015906,1.250489579,1.363487559,1.193088899,1.19877912
"yfjV",1.790277548,1.191627799,1.174823297,1.693280013,1.343809927,1.229614225,1.362729437,1.309152563,1.185746694,2.067984477,1.281915226,1.293168098,1.420195038,1.320822217,1.220612897,1.254602345,1.145524071,1.118157907
"yfjW",1.256170015,1.127742619,1.094235341,1.204568146,1.117260186,1.079485723,1.084078187,1.090833018,1.072035562,1.293938844,1.14739535,1.039882436,1.195336527,1.058409814,1.025541227,1.096412682,1.022331905,1.044828834
"yfjX",1.464590515,1.274689529,1.213039942,1.576638351,1.414199844,1.319440805,1.418395957,1.364624881,1.262567451,1.721351306,1.397946188,1.353991025,1.344961208,1.330943448,1.278030641,1.373270407,1.198608138,1.125195399
"yfjY",1.671440331,1.331188056,1.435823792,1.66888219,1.595739784,1.537214588,1.696217996,1.499655845,1.437891168,1.921850003,1.805058055,1.785839858,1.529684721,1.496248139,1.504510574,1.51792548,1.452948753,1.439965237
"yfjZ",1.262433469,1.151559602,1.194005934,1.381751663,1.245021641,1.211581988,1.242915098,1.217526552,1.201046245,1.581058487,1.297216266,1.268688515,1.363456133,1.275295188,1.25257119,1.340396482,1.195401639,1.283731514
"ypjF",1.219630817,1.126215404,1.133620139,1.194183853,1.168221045,1.160883327,1.159670515,1.12450239,1.1512567,1.318922811,1.250660714,1.188074069,1.225088839,1.2641343,1.186049121,1.178966356,1.200069185,1.223282015
"ypjA",1.888214263,1.262277984,1.175981019,1.631222522,1.263808672,1.196442995,1.417037004,1.199848772,1.193687572,1.884406458,1.299773247,1.333982157,1.308059045,1.254870402,1.194233675,1.31344718,1.181428054,1.155075946
"pinH",1.282336475,1.208406308,1.175280669,1.301480824,1.256700078,1.180396214,1.251554482,1.207161874,1.190557294,1.496831067,1.378712443,1.453069483,1.30007536,1.290425803,1.412321244,1.29372449,1.330920947,1.206408157
"ypjC",1.060398573,1.045337652,1.047706581,1.118729491,1.090815077,1.095448325,1.088672373,1.063442449,1.10585766,1.04876813,1.103398609,1.070556465,1.047805265,1.015228837,1.062007846,1.062667408,1.026340273,1.045776135
"glaH",3.759483173,2.353728594,1.727318602,3.612367953,2.598128694,1.751102773,2.980188307,2.167661158,1.299194255,2.963792281,1.790598725,1.275983519,2.066577391,1.472607146,1.208816238,1.879869346,1.16435436,1.12649804
"lhgD",4.336639288,3.023197878,2.305644621,4.643558702,3.187951429,2.199339277,3.656047743,2.643055776,1.708980838,3.58598774,2.384829299,1.983197335,2.969765712,1.879682064,1.745843349,2.7042788,1.594153705,1.604954818
"gabD",4.604273037,4.024524062,2.82035386,4.827760218,4.057532923,3.145750805,4.597649181,3.635787832,2.002470973,6.34452117,5.314800099,2.92429563,5.924910388,4.65190107,2.410508401,6.547385708,3.127841638,2.990966252
"gabT",2.823622166,3.078219175,3.176942769,3.426258153,3.896461623,3.274467852,3.313443107,3.36627044,2.105722154,4.321524772,4.868308537,2.889991078,4.175667594,4.062987587,2.219076588,6.0873759,2.980962565,2.467594401
"gabP",2.909373073,3.914967684,5.057642701,3.108024999,4.945977378,5.739413742,3.430669108,5.551739392,3.424574629,3.479237397,6.715934501,3.595121511,3.914882287,5.578021043,2.45463934,7.163761301,3.667278238,3.030740244
"glaR",4.197057554,2.850978821,3.149424025,3.903568375,3.827622397,3.992408866,3.309309627,3.622815748,2.456467611,8.097038257,6.744767282,3.412165447,5.747711563,5.771238078,2.6978967,7.539900217,4.070923111,3.396825882
"kbp",4.791343232,3.039657961,2.228472082,4.314226643,3.259754049,2.181091586,3.553270466,2.804681964,1.704862605,6.930178854,4.229427216,1.985239227,4.508487651,3.74124156,1.937615652,5.627464868,2.804669535,2.126150824
"yqaE",2.122172891,1.644638886,1.605633616,2.213927553,1.789452649,1.710392534,1.826762335,1.693454472,1.545698253,2.92340185,2.233583266,1.69350545,2.149561723,1.987106309,1.72985276,2.486349128,1.765146405,1.618980587
"ygaV",1.546790128,1.307992715,1.161196924,1.551452157,1.343177649,1.172026344,1.40407072,1.200137504,1.120519612,1.948195859,1.377592205,1.295616171,1.543505676,1.295584162,1.18057586,1.337557715,1.147440906,1.127276042
"ygaP",3.392983643,2.182079467,1.742566039,3.443687027,2.47107246,1.746056947,2.671711101,1.92559139,1.330054007,5.919707043,2.400123155,1.300646071,4.091174365,2.341513633,1.292361769,2.999585898,1.42869954,1.350879057
"stpA",7.864167472,4.041694781,2.122911006,6.805574111,4.112975352,1.742888865,4.375681057,3.284919064,1.323838868,14.24607032,4.384707351,1.559104242,7.84593943,3.241499915,1.379699625,7.777652103,1.690556729,1.3615245
"alaE",1.164045249,1.102686155,1.077424079,1.198165394,1.143172049,1.088679106,1.097178709,1.072974891,1.112668666,1.527369246,1.291627326,1.341520204,1.419254886,1.328825119,1.43382229,1.372857324,1.190533236,1.384618729
"ygaC",2.190862203,1.437606299,1.303977435,1.989390119,1.407931137,1.272367581,1.576215962,1.319360905,1.240730456,2.217609904,1.3962787,1.317633608,1.588844906,1.384877446,1.346176166,1.443683192,1.228077504,1.322236251
"ygaM",3.300885739,2.345067759,1.745278138,2.885838767,2.269705106,1.604789807,2.539170352,2.074913408,1.337061657,4.407423751,2.817573228,1.563420256,2.684161993,2.254271856,1.462213944,3.781319269,1.920783996,1.598435907
"nrdH",10.77909561,4.233036446,1.570195128,11.48540799,4.001297693,1.370068608,8.952023689,2.626502863,1.282062595,25.7405118,2.769670204,1.433967815,9.236513306,1.905308018,1.309302469,6.397475738,1.624625018,1.753779244
"nrdI",6.908116275,3.159836387,1.244654844,8.166855689,2.475084829,1.173528837,5.162562065,1.763324124,1.121578607,13.54368563,1.672586445,1.268983176,4.450834489,1.480093966,1.261081963,2.97788398,1.37671598,1.413109089
"nrdE",3.308065355,2.492209109,1.212816654,4.223635672,2.046414117,1.208888957,3.763407742,1.467999009,1.122825815,6.775405708,1.436496961,1.209152756,3.547511121,1.245471315,1.161597115,1.8367183,1.170597067,1.21137946
