"","0","90","210","30","90 | 1","270","30 | 1","150","390","30 | 2","210 | 1","510","90 | 2","270 | 1","630","150 | 1","390 | 1","630 | 1"
"yadE",1.790029893,1.279840117,1.153451476,1.614324544,1.310011529,1.273181758,1.434447044,1.307451471,1.322641974,2.849888484,1.398593562,1.28061629,2.07223655,1.315707978,1.239756061,1.577022464,1.211510055,1.272021831
"panD",1.966415081,1.466675501,1.20226074,1.9098541,1.468161438,1.304504279,1.461340766,1.312937114,1.211021533,2.717673299,1.692441694,1.512489234,1.817832378,1.483543161,1.237901156,1.671065347,1.22230552,1.201194164
"rpnC",1.352225778,1.102772496,1.109539745,1.342210008,1.123195044,1.122827914,1.199536253,1.141990833,1.132456236,1.65808982,1.15614632,1.124166866,1.207687221,1.137585192,1.103522569,1.227546689,1.096466898,1.056209384
"panC",22.62750717,10.90493614,4.240176611,22.45883995,11.03251325,3.749620774,15.80343397,6.849162484,2.166534977,53.13595658,14.25332955,3.925868077,30.48968719,11.84881804,3.759564738,24.02154601,6.168582429,3.894205241
"panB",35.39034633,12.01650429,2.775294875,30.6406443,10.12521771,2.297573488,21.37061642,5.685668106,1.491423362,56.05342497,6.651080738,1.860278297,33.212296,4.72799311,1.748684721,12.47286644,1.875411604,1.74801685
"yadC",1.697307286,1.397957886,1.23943662,1.722548295,1.471782119,1.220776789,1.49734895,1.435035255,1.185641783,1.692773861,1.707067256,1.227088016,1.553482548,1.653738456,1.171943675,1.408964493,1.227713697,1.160120901
"yadK",1.173739201,1.094835262,1.068447175,1.200582224,1.106154619,1.072519619,1.074225166,1.093995138,1.05729876,1.201955861,1.13165636,1.089212999,1.166195921,1.07813128,1.013657056,1.044901925,1.044843049,1.055690099
"yadL",1.779399576,1.451579272,1.300067521,1.751243938,1.415080487,1.289774983,1.523848499,1.362986715,1.16358144,2.056777061,1.76980557,1.331197933,1.857551156,1.549474,1.107315478,1.458514075,1.212975314,1.183526431
"yadM",1.552211138,1.275508782,1.12124151,1.467339724,1.212476231,1.183928346,1.337548801,1.212696073,1.128018291,1.769567936,1.436964946,1.149770695,1.441221723,1.339742506,1.103509831,1.247106594,1.112296321,1.09553462
"htrE",1.146112238,1.160235857,1.082113501,1.118306133,1.097524667,1.114006839,1.076743286,1.137669761,1.064855228,1.189113859,1.09421587,1.112963995,1.112291216,1.043778756,1.093913337,1.070578635,1.030476292,1.036142426
"yadV",1.159581931,1.040050405,1.061032968,1.172927615,1.087260895,1.05833967,1.122653421,1.079902611,1.063838272,1.175355018,1.162547576,1.129670629,1.116826295,1.090760179,1.11566345,1.107442134,1.097097092,1.044308776
"yadN",1.096195714,1.06989737,1.07393789,1.151804565,1.107764256,1.136275598,1.093898007,1.060565334,1.077517528,1.22015004,1.130395069,1.108107448,1.114054896,1.118298843,1.077725877,1.052234848,1.06781702,1.001121819
"folK",2.100620898,1.286220309,1.177605634,1.823919638,1.242466297,1.215649611,1.411126878,1.253063306,1.223312597,2.010753914,1.296627138,1.295129125,1.416745119,1.220003032,1.160306899,1.275713056,1.153012674,1.132125155
"pcnB",23.82014369,2.734348163,1.417266295,15.13876032,2.599301175,1.45773119,6.485328069,1.924195059,1.316074173,22.1011445,3.010087224,1.788969249,7.345267857,2.805427611,1.852774434,4.241356232,2.034948125,2.4146973
"gluQ",4.114500916,1.417893327,1.176805024,3.385395519,1.355937957,1.171545459,2.202763429,1.261922267,1.162891054,3.754364297,1.404382132,1.266646559,2.112407752,1.386161908,1.262581653,1.536504967,1.236317028,1.291974639
"dksA",28.95223071,16.91346227,12.82177542,26.67518527,20.1300944,10.66137971,21.23717396,16.56470859,6.591692679,106.4491155,95.38024213,51.77501904,78.21288216,86.01829904,57.17773484,105.2625717,52.57577561,46.84136212
"sfsA",6.391363699,2.521632418,1.577988031,5.576684809,2.603458587,1.523844346,3.723324739,2.134316656,1.412757157,6.607992961,2.687713758,1.712301686,3.54132717,2.418436711,1.689675008,2.84832478,1.73804059,1.509583046
"thpR",5.128613956,1.563431026,1.420165569,3.76159927,1.579429848,1.449999902,2.15529388,1.454942282,1.617343207,3.682158152,1.572591082,1.614434737,1.794959092,1.433921667,1.374445144,1.432925752,1.370491805,1.25567952
"hrpB",3.068586138,1.237190841,1.169013058,2.767728375,1.366394456,1.243519542,1.711672365,1.232945669,1.15162415,3.921170752,1.572521302,1.306848568,1.962346087,1.489565657,1.24371594,1.551405683,1.228444259,1.161424016
"mrcB",5.520156167,4.119650728,1.393184416,6.595533344,3.675316908,1.422726276,5.361326401,2.416847703,1.241433968,32.28750031,13.70246185,1.988883517,30.96322115,9.140988229,1.837435387,24.67207276,2.096836366,1.897726042
"fhuA",39.0873318,10.93456929,1.906068365,36.23341681,5.426082985,1.524444925,19.67061752,2.760072882,1.373350618,59.61569614,3.076554812,1.966334291,16.82934016,2.781713638,2.027101269,17.18549975,2.518509648,2.608514243
"fhuC",13.09298197,4.219557807,1.137658565,13.74954196,2.38543051,1.051031363,8.981522259,1.494263895,1.056661284,17.33939444,1.393414751,1.218832173,5.80179004,1.235782569,1.192125757,3.139358819,1.209721614,1.276763005
"fhuD",3.891115172,2.7789598,1.192386622,4.097622526,1.939907294,1.130512195,3.882462005,1.457209227,1.139287287,11.99345445,1.567947191,1.245818314,10.3971964,1.348296325,1.193974752,3.94721138,1.241625467,1.256616361
"fhuB",5.646740552,5.143314894,1.33294029,5.426285967,3.983984452,1.342380126,4.910720057,2.04152015,1.256642205,17.43345502,3.054600353,1.678827972,18.69571427,2.165010593,1.453946298,14.9569901,1.593446729,1.467316753
"hemL",19.87219987,12.2690764,7.532754306,19.66896003,13.34252586,8.902106781,13.20983016,9.466902429,4.823251531,46.06863558,24.64278177,9.450592708,31.89049995,23.5775228,9.545095546,29.84459548,11.47550027,9.339514457
"clcA",4.635731663,1.797070038,1.300460754,3.900301421,1.700570169,1.24286429,2.368463564,1.458809824,1.192582669,15.1217387,3.145888072,1.435459981,7.994746555,2.446572301,1.414748594,4.580052942,1.544272193,1.420066249
"erpA",9.096585569,3.4712432,1.954749233,7.513891455,3.337205317,1.700144664,4.923844361,2.584528218,1.447372355,20.18359667,5.579985917,2.47875063,8.232722808,4.774591253,2.351968635,6.985253045,2.720057716,2.24873817
"yadS",3.31766815,1.421258796,1.256201502,2.635706841,1.369972586,1.187668069,1.811154283,1.313790699,1.17311576,6.625405336,1.70922645,1.474103074,3.061534972,1.595394137,1.390968828,1.976545727,1.333882369,1.398783397
"btuF",6.454222636,1.732315541,1.317467364,5.832773581,1.673643868,1.270119634,3.055560808,1.329758044,1.275595405,7.613799406,1.551431727,1.357615881,3.670617332,1.522730836,1.281570861,2.001853533,1.216167479,1.288180599
"mtn",11.48949736,5.642634686,3.403925673,11.65397999,5.610141036,3.438857253,6.84279462,3.738435388,2.659472555,21.34827489,9.208985986,5.220708147,14.55786694,8.82078838,5.089654827,12.34005259,5.099556904,4.685110803
"dgt",4.876462515,2.735054274,2.172841486,5.348632015,2.936191092,2.153013435,3.419402874,2.571703291,1.666499959,4.289639051,2.069711146,1.432071675,2.168558791,1.804521018,1.330546851,1.751105941,1.295167409,1.231277102
"degP",9.336274966,7.508901542,4.19937419,11.24360257,8.725171005,3.675201786,9.293015486,5.793822911,2.199229953,18.58342904,12.74277125,3.105380163,14.06947756,11.15475631,3.239645711,19.43357811,4.905601044,3.910753993
"cdaR",2.178215266,1.271863833,1.189753458,1.753629245,1.340992637,1.213083562,1.407857088,1.326856878,1.226064372,2.860681793,1.455267851,1.423055929,1.914070896,1.507713303,1.408519779,1.587032531,1.408468628,1.365942615
"yaeH",1.555728713,1.374815016,1.187429515,1.533639437,1.28856729,1.248801739,1.36809059,1.270830191,1.181979946,2.578794014,1.605913336,1.174767871,1.594069959,1.423737696,1.217920652,1.749447282,1.250317519,1.133707737
"yaeI",3.870116504,2.029939892,1.213617725,4.012586147,1.885027514,1.273030492,2.73951459,1.481269659,1.170737315,3.603650962,1.595890054,1.328593713,2.303360857,1.400288364,1.291207476,1.82389093,1.33864176,1.263668697
"dapD",51.59789338,38.59209306,24.03588696,57.93251262,46.0791864,16.82922476,47.42100243,34.37157106,3.975645543,85.97746436,62.50913636,7.548460351,76.84640666,51.37117107,6.177779399,75.29416594,16.70480823,5.611112024
"glnD",9.02585801,4.240904028,1.438100045,10.43539781,3.79967297,1.368051807,7.433608567,2.548260465,1.288155939,11.96474285,2.296410667,1.438622375,6.043470911,1.729998301,1.349685036,3.28226466,1.2831489,1.335443568
"map",33.53508984,10.97562952,2.697811389,27.83055909,9.048249335,2.228750459,17.10273786,5.516405403,1.461754392,37.13739786,5.8971362,2.188142074,16.58442865,4.838832627,2.423597251,8.165373183,2.301281452,2.085813098
"rpsB",157.8704108,148.4681808,95.82370023,190.6794636,168.9199967,74.21848336,161.2072734,131.7811677,20.63077216,202.752002,213.3116789,113.492517,214.9917364,217.4279131,109.1430867,250.9949456,138.0663358,110.2809254
"tsf",83.50162045,65.44680686,39.73673279,88.86035821,71.82775444,26.99312033,75.26486746,50.57381787,6.841521928,102.0075148,50.5849359,6.457158113,84.46372472,46.53398376,4.838730693,62.50738364,11.14065924,5.368537902
"pyrH",39.41479252,40.39740851,28.50755715,47.73853955,47.51870244,23.68805329,42.02538867,32.40662079,7.52201674,62.95273808,34.86512614,6.473011208,52.31256616,29.88433549,5.63395715,52.04347808,9.9932782,6.242763236
"frr",38.42608899,19.13847762,10.48927222,40.27539257,22.74504153,8.140232398,26.34428791,13.38500893,3.735079283,68.19757774,27.96651543,6.071256109,44.55637095,23.85226738,6.34194097,43.49647075,10.23282862,6.494852959
"dxr",13.46555207,8.894826617,1.962655169,15.3542049,7.906623338,1.635513089,12.43277473,4.930662056,1.289796086,15.47218693,3.077357549,1.494890194,16.48220457,2.350240873,1.46025949,5.638119179,1.529926759,1.543952676
"ispU",29.12581099,7.354250508,2.194681158,22.15151138,7.022517546,1.816752087,12.62441624,5.040541359,1.541966924,77.33209047,20.7618358,3.508500765,59.01492225,15.18971839,3.410965415,29.29342188,3.559462739,4.205185686
"cdsA",33.89459974,11.63464955,2.766738062,35.32275835,10.9164198,2.141395602,23.07320482,7.804931611,1.752193849,90.2575148,35.80867426,4.290561043,79.00586343,26.26905673,3.864989608,45.87811029,4.229364354,5.030694335
"rseP",22.5047239,7.434986017,2.262323985,23.73194368,7.23869785,1.993548989,14.28337404,4.845701523,1.470451681,65.74610139,25.58236696,3.676761519,58.05127517,17.32828401,3.303615716,33.5743557,3.446092252,3.970022762
"bamA",51.76273937,56.73069306,11.94049144,61.83308707,63.56322983,5.055496093,61.38964274,35.90456521,1.753492995,121.9690179,130.7560596,11.41270984,148.9074486,109.4094947,8.049329397,151.0332154,20.07181542,11.14768802
"skp",82.73583215,74.3029401,57.64866924,96.46109412,98.32982717,43.28259569,83.61356506,81.22244277,11.32922369,138.3051446,178.7898022,67.19085721,160.0501211,172.9528468,67.20827471,205.5995426,101.1122156,70.78281912
"lpxD",44.64631504,42.74900201,23.41317577,53.66300752,48.48507176,12.16874572,43.80255277,35.53174528,2.422059758,67.73301853,73.42430375,3.507852914,77.7285808,57.88838905,2.91619649,95.64103391,7.103197627,3.205342833
"fabZ",32.89451063,27.2709128,20.78957936,38.67861246,33.70447829,12.82415718,32.2358674,27.67968702,3.548436546,65.38328029,63.19227231,9.032521427,66.28935751,59.71754044,8.719347591,76.03858136,17.00768808,7.822691564
"lpxA",41.17408981,30.12495374,26.53245473,46.94396808,42.20804501,20.77564298,38.83302077,32.15224061,4.71499218,104.0352887,87.79898485,18.68624267,89.54824538,98.97726855,18.17026874,112.2493529,31.19295916,15.86593869
"lpxB",15.9865145,9.616413084,7.943564685,17.5632139,11.09179922,4.351663762,14.16691624,10.79615175,1.380030197,21.8579739,18.49321769,1.589125128,19.65467244,10.38177747,1.636926353,17.31829541,1.509166909,1.658036044
"rnhB",11.06309078,8.503928766,6.851670689,13.72380902,9.840670249,4.459587355,12.49818665,8.887364919,1.427499768,14.2453993,14.64843851,1.708323291,16.36217903,11.20669612,1.587422011,20.71172434,1.773632201,1.640270416
"dnaE",15.62028086,12.55161232,11.23543851,16.1940017,15.98742079,11.23898415,13.43209182,14.86315295,2.242396984,20.67749619,29.64764145,2.690417709,20.77600108,29.40353255,2.260821822,38.41430342,5.506314772,2.378934813
"accA",39.83036681,20.79924345,12.04295604,36.39365794,24.6383753,10.86912222,28.18890613,19.23858147,2.965112705,56.81561881,54.03331188,4.622347586,47.9409871,61.7990265,3.265174415,53.4789132,14.75417056,3.378954341
"ldcC",6.364483795,3.164572868,1.919400754,6.469729149,2.686760103,1.829438753,4.843536253,2.244105362,1.273509093,6.325134855,4.137905615,1.439980653,4.675813398,4.308293876,1.34318876,4.237261267,2.22890311,1.463333751
"yaeR",4.871329526,2.331799664,1.597023123,4.62126408,2.154690492,1.522529621,3.425960028,1.790024638,1.242453864,9.051353797,3.444749276,1.369341903,5.531357666,3.500635513,1.282727166,4.329553054,2.143316555,1.364204863
"tilS",5.181919551,1.72170091,1.289892436,3.672193036,1.615528052,1.255991446,2.406049928,1.329179321,1.162874532,5.963172388,1.836605898,1.341930252,3.027734057,1.760306332,1.256111852,2.186038288,1.470159425,1.204775443
"rof",2.664402748,1.41866854,1.144749232,2.401529013,1.445075175,1.160121481,1.63252049,1.355358677,1.083320497,5.581675,2.112533078,1.270883981,2.642336926,1.787433737,1.220873377,2.351148226,1.340555666,1.157338309
"yaeQ",11.73372478,3.330860281,1.481897813,10.68310205,2.803368266,1.41894983,6.200472214,1.972241789,1.301085126,13.68462217,2.191147979,1.490819795,7.594702729,1.991830862,1.48990442,2.743172062,1.32298001,1.547558075
"arfB",6.114891981,2.186700145,1.380950505,5.584747595,1.977251319,1.273792682,3.618434845,1.556163207,1.301841495,7.00558945,1.805892849,1.393597505,4.187908843,1.626513875,1.393151226,2.078550882,1.261211735,1.338269737
"nlpE",6.185012946,1.942924237,1.202675807,5.958058909,1.820240678,1.194644894,3.293395966,1.411115578,1.147605365,11.49321179,2.164891181,1.414955187,6.915578901,2.014741636,1.416950803,2.795236221,1.418423041,1.450203711
"yaeF",1.490656033,1.114371197,1.105245868,1.492131646,1.150847115,1.15283058,1.218900543,1.189281259,1.164596822,1.683413643,1.153866675,1.137063655,1.323741059,1.119928304,1.096272519,1.207986422,1.06397155,1.078540274
"proS",25.8273345,18.5800581,11.40579449,29.76857654,22.87531226,9.29070714,20.10227788,14.72166594,2.409755321,56.59263386,42.42467818,7.002632974,49.60297134,39.48913754,5.060185797,52.30652449,13.18357746,5.068198792
"trmO",8.025078269,3.86754537,1.749611085,7.610669072,3.352968376,1.612324565,5.466532246,2.373269569,1.270007346,9.470065118,2.393972585,1.378742989,6.289578451,1.977398601,1.315798305,3.036803906,1.299651381,1.312329618
"rcsF",26.52863695,11.98285805,3.654027698,27.66099832,11.21760343,2.580580723,18.93165286,6.765342573,1.403377026,34.6525887,5.909269752,1.66674761,19.31081829,4.067058363,1.820235404,9.009735748,1.744004585,1.911548062
"metQ",160.0085147,113.0069918,79.75406369,168.5935042,125.0239408,68.80693408,139.35446,95.11375149,31.34065556,166.284185,148.4285495,38.64730484,170.7287851,150.0122514,27.82233175,175.3017387,59.1548727,34.49273057
"metI",91.07789998,16.95852719,2.563841357,84.33552299,10.64912977,2.277048995,41.49795993,5.488200868,1.48801684,111.8589288,14.16140477,2.564953574,62.79922687,10.81732315,2.539524028,24.66386991,2.744987674,2.643760619
"metN",58.47332385,6.501582914,1.64448095,45.99757041,4.716163047,1.614396626,16.23037862,2.683609387,1.305981184,57.1826487,3.908411453,1.61338479,19.97499979,2.963133756,1.697770168,6.962315448,1.654585352,1.731015801
"gmhB",18.25771733,4.825746217,1.648661244,15.03348204,3.908179295,1.455753412,8.574352542,2.603046601,1.256382523,20.90555759,2.676228265,1.425788946,9.225526666,1.957633995,1.371075078,3.815562284,1.292225002,1.35376487
"dkgB",5.618439118,2.848052339,1.595056686,4.917394634,2.80270136,1.461056582,3.598085881,2.10451025,1.198406627,5.754366471,2.29346855,1.249797232,3.633008699,1.725923211,1.242191345,3.188252792,1.258007672,1.204776796
"yafC",3.91160205,2.020713503,1.318037847,3.625883068,1.965404654,1.302949169,2.901437908,1.603593467,1.232552878,5.313694653,1.842523971,1.414091372,2.812231404,1.683816444,1.429349206,2.002035895,1.274478859,1.378782637
"yafD",9.73486539,2.007184947,1.304246425,6.263684212,1.88053844,1.321377101,3.593071086,1.605172537,1.384179635,10.47464256,1.954106374,1.448738706,3.813312959,1.765683491,1.444851377,2.415892255,1.398032307,1.491919908
"yafE",2.280514199,1.351064992,1.141991903,1.778552946,1.399258299,1.18696977,1.776473953,1.265786447,1.15777258,4.449812114,2.111842703,1.531710037,3.037908192,2.158867931,1.499321973,2.337407352,1.561503485,1.562293184
"mltD",8.385696644,2.703284585,1.438747389,6.625213419,2.388854023,1.283622378,4.055169612,1.797186197,1.311115312,18.25866218,2.525779173,1.496431448,6.313436557,2.032729341,1.636901675,5.016221357,1.518385187,1.625873362
"gloB",4.142434521,3.416006699,2.150342896,4.146255024,3.068275477,1.884875869,3.489232885,2.930873043,1.497499718,4.376503448,2.735312431,1.370491946,3.418295399,2.222516171,1.22172847,2.628889423,1.655861823,1.428004841
"yafS",3.345976602,1.459595108,1.181848019,2.667967834,1.430837634,1.169084661,1.934018379,1.273228656,1.121778627,3.654367403,1.39216046,1.326600889,2.073655279,1.327845523,1.254677422,1.552267281,1.224949243,1.212738836
"rnhA",3.476423744,1.400162021,1.19693797,2.545360699,1.413425267,1.181998214,1.857243431,1.282365336,1.145476725,3.579869206,1.403931208,1.345009661,2.013427417,1.309271469,1.193800776,1.516217157,1.241349931,1.189588827
"dnaQ",4.650993208,1.462895712,1.271422657,3.219618359,1.448166902,1.234221734,2.082429782,1.334916118,1.229364223,5.495043816,1.619219613,1.401784032,2.494982446,1.594140252,1.361226536,1.926403507,1.305586044,1.337351478
"yafT",1.393371271,1.179520826,1.132156015,1.281333846,1.223110265,1.138173693,1.18810189,1.187364558,1.149811242,1.350078779,1.30244182,1.14978589,1.339546954,1.161676427,1.076449552,1.222809446,1.044748216,1.072890572
"yafU",1.174615235,1.064997562,1.05044735,1.115516114,1.070658243,1.042955304,1.069577052,1.102281708,1.03482149,1.18553309,1.16539953,1.079804135,1.25996265,1.127002437,1.041882261,1.203979574,1.038152735,1.031798071
