"","0","54000","108000","162000","378000","0 | 1","54000 | 1","108000 | 1","162000 | 1","378000 | 1","0 | 2","54000 | 2","108000 | 2","162000 | 2","378000 | 2","0 | 3","54000 | 3","108000 | 3","162000 | 3","378000 | 3","0 | 4","54000 | 4","108000 | 4","162000 | 4","378000 | 4","0 | 5","54000 | 5","108000 | 5","162000 | 5","378000 | 5","0 | 6","54000 | 6","108000 | 6","162000 | 6","378000 | 6","0 | 7","54000 | 7","108000 | 7","162000 | 7","378000 | 7","0 | 8","54000 | 8","108000 | 8","162000 | 8","378000 | 8","0 | 9","54000 | 9","108000 | 9","162000 | 9","378000 | 9","1242000","378000 | 10","594000","810000","1026000","1242000 | 1","0 | 10","54000 | 10","108000 | 10","162000 | 10","378000 | 11","1242000 | 2","378000 | 12","594000 | 1","810000 | 1","1026000 | 1","1242000 | 3","0 | 11","54000 | 11","108000 | 11","162000 | 11","378000 | 13","1242000 | 4","378000 | 14","594000 | 2","810000 | 2","1026000 | 2","1242000 | 5"
"yigG",22.9329,108.258,148.375,92.9606,171.737,110.715,83.4314,68.0359,201.7,228.207,247.327,28.6134,248.826,32.4779,30.9942,41.9871,52.1854,339.783,38.7805,26.2401,31.4066,317.404,399.777,57.0515,173.418,38.2406,46.7819,56.7074,17.967,377.675,31.6973,54.4775,152.756,51.1648,73.0158,61.5046,9.12876,176.172,47.4093,21.0901,19.6338,27.7558,153.949,31.9148,124.511,42.1761,48.8012,31.0715,34.4167,107.717,114.273,38.8706,75.1336,32.0222,32.3411,44.6111,86.8998,37.6076,64.5565,96.7966,43.1668,83.6393,38.4818,35.2628,3.1721,23.5736,130.67,47.0686,38.5331,24.6258,58.9328,40.2024,14.5916,75.3515,35.8769,26.7397,25.6247,36.0455
"rarD",212.14,361.57,204.223,97.839,222.99,164.852,179.051,169.165,296.977,197.359,258.592,268.909,350.798,185.489,201.724,127.052,344.415,449.299,149.892,145.862,218.888,270.903,508.471,205.987,241.888,92.47,285.354,385.029,135.661,311.031,214.17,272.548,346.912,245.177,195.567,186.635,218.651,324.156,45.4046,143.234,225.606,323.435,334.515,209.341,232.343,181.843,284.527,289.825,281.821,307.784,365.358,269.27,241.006,233.75,134.782,414.603,173.224,203.493,155.06,211.674,187.6,208.308,284.905,385.81,222.057,259.425,225.746,42.6331,238.522,273.779,204.144,170.109,204.658,302.967,197.518,323.508,320.206,304.305
"yigI",1104.41,1526.95,2407.75,1029.5,1652.06,1199.18,1807.75,2339.88,1649.2,1535.06,1558.78,1660.16,2427.87,1692.78,1691.34,1745.46,1575,2299.24,2054.49,2046.4,1946.43,1598.8,2493.04,1730.87,1901.36,1637.3,1553.47,3008.48,1746.8,1760.98,774.535,2166.14,2419.03,1834.29,1773.11,1061.5,1683.33,2528.55,1405.59,1988.9,792.299,1940.03,2384.22,1850.79,1591,1855.79,1367.04,2807.47,2046.87,2372.81,2191.28,2458.16,2450.11,2420.41,2426.85,2551.62,987.9,1535.48,1767.43,2051.7,2141.11,2067.47,2459.59,2326.24,2454.59,2175.24,2181.67,809.869,1586,2654.72,1656.9,2113.17,2077.76,2359.12,2298.68,2428.33,2572.16,2173.86
"pldA",1877.92,1580.5,2112.91,2306.68,1805.53,1851.8,2516.16,1949.26,1993.38,1951.42,1774.91,2497.93,1505.53,2347.94,1610.8,1569.59,2100.5,2083.51,2638.28,1801.46,1460.09,2423.63,2043.66,2411.82,1799.83,1755.05,2464.06,2100.5,2422.14,1790.64,2279.48,2131.27,1817.12,1910.09,2085.78,2310.26,2630.22,1927.56,2575.84,1999.5,1565.61,2322.81,1890.58,1955.87,2186.89,1514,2019.96,2747.82,2028.97,2587.4,2125.26,2814,2576.22,3263.72,3028.27,2802.42,2254.91,3145.21,3455.59,3026.37,2905.39,2406.34,2515.09,2335.08,2533.75,3249.73,2772.38,2312.07,3386.44,2779.32,3094.81,2933.69,2738.34,3038.08,2746.5,2521,2516.57,3273.72
"recQ",1060.88,1355.96,953.034,740.443,997.405,1032.18,1299.19,918.449,1219.86,892.76,1095.98,1362.12,1137.69,1174.7,1030.94,1041.09,1427.8,1293.62,1065.92,1033.45,1003.54,1319.16,1301.16,1212.88,1062.22,884.345,1451.84,1416.68,1310.73,1003.04,1398.16,1572.83,1224.28,1248.38,1045.68,1141.94,1294.14,1092.04,722.399,936.298,1104.19,1545.43,1190.47,1264.39,1085.26,1021.24,1562.35,1752.78,1343.71,1315.34,1496.55,1678.11,1469.07,1784.6,1719.9,1840.87,1074.82,1499.73,1040.51,1184.03,1409.91,1143.51,1416.68,1436.63,1416.73,1286.07,1541.76,1090.58,1651.03,1528.03,1472.89,1388.27,1206.65,1410.17,1433.75,1614.09,1648.67,1612.43
"rhtB",208.452,177.37,252.751,73.4444,330.792,275.52,161.274,249.47,391.04,380.344,413.818,94.2308,254.903,116.867,135.363,211.844,134.63,525.565,119.64,143.771,218.305,372.601,843.156,179.287,285.703,195.784,135.142,152.277,109.229,476.698,121.159,124.612,244.759,189.236,201.04,248.952,99.4266,311.309,105.251,156.237,208.61,86.7512,293.07,128.035,286.754,227.223,115.164,110.356,97.5157,212.744,166.254,146.359,165.505,155.857,104.436,198.828,242.011,114.171,156.961,183.327,143.977,194.917,143.583,145.711,146.297,131.956,326.969,188.466,109.355,140.86,153,169.68,179.698,252.109,151.638,140.874,154.959,136.5
"pldB",1523.9,1406.09,1527.63,963.502,1336.09,1536.56,1308.41,1450.27,1237.66,1325.51,1421.29,1295.97,1601.58,1263.21,1477.6,1673.68,1314.63,1539.76,1308.67,1418.56,1578.5,1362.33,1513.94,1301.05,1459.28,1477.64,1348.65,1912.84,1466.63,1444.14,1294.49,1702.81,1455.73,1397.4,1400.5,1500.54,1316.16,1468.55,1204.13,1418.5,1762.08,1380.82,1497.1,1406,1202.32,1612.9,1467.25,1916.93,1357.37,1535.03,1648.63,1351.19,1788.74,1627.41,2044.12,2094.98,1540.72,1569.2,1126.15,1394.02,1420.34,1201.62,1643.58,1553.07,1676.32,1771.05,1897.87,1309.25,1358.46,1867.49,1224.75,1458.98,1354.39,1344.55,1807.15,1677.55,1973.92,2075.86
"yigL",991.237,829.276,190.792,300.579,229.615,647.015,252.372,172.03,311.742,226.335,513.375,370.062,694.397,316.209,305.076,706.996,648.882,336.316,279.132,251.079,974.179,497.379,257.233,254.55,222.324,577.612,503.725,373.788,197.666,264.474,648.126,495.913,324.704,327.478,308.845,515.565,262.18,281.92,143.071,234.368,1452.32,318.319,264.417,299.804,261.334,681.547,799.591,379.137,494.364,362.54,426.618,464.4,323.797,417.911,309.794,527.548,498.774,361.937,233.875,309.757,279.056,310,422.55,577.507,347.713,413.854,351.829,305.754,400.863,347.463,363.549,313.92,525.352,406.317,449.274,394.222,643.744,440.29
"bioP",795.69,504.431,379.232,173.513,251.697,731.27,467.487,359.811,391.702,316.973,914.174,587.331,408.681,232.699,170.146,806.283,742.157,476.191,294.868,242.784,1070.79,769.125,546.505,348.595,308.188,888.4,757.555,297.226,269.044,353.338,709.074,331.644,493.66,268.015,237.889,867.786,364.827,526.802,210.426,210.368,832.428,343.122,484.361,297.65,233.617,882.595,872.311,401.428,687.223,409.63,473.369,681.063,654.469,785.576,1000.43,1828.81,654.213,557.202,382.211,487.296,415.369,384.38,592.245,638.452,644.766,769.017,1075.86,666.885,685.599,438.211,588.813,477.784,552.758,618.336,582.573,671.484,1296.8,1403.43
"metE",873.68,503.444,446.71,166.219,509.305,619.139,404.346,283.168,414.665,603.158,817.954,400.26,473.774,250.845,584.397,747.283,383.536,540.369,228.618,410.601,787.895,537.836,793.658,250.76,444.843,751.319,330.184,314.107,295.673,576.896,390.073,316.814,403.162,292.984,483.748,705.805,305.832,353.659,282.003,431.407,746.336,422.62,384.265,285.603,419.461,902.626,342.018,256.008,237.087,308.397,377.365,299.276,311.661,296.424,318.038,485.624,906.931,335.471,223.947,303.811,275.695,344.366,310.844,269.307,273.703,295.178,425.697,529.014,304.547,292.62,316.263,222.862,303.048,320.84,290.945,354.301,259.806,354.674
"udp",4934.57,1718.34,2124.94,2800.68,2383.87,4965.31,2303.88,1529.59,1462.23,2503.92,4028.05,2417.46,1549.63,1856.27,2501.72,4547.25,2746.01,1633.05,2303.81,2480.91,4546.39,2577.85,2115.42,1682.93,2626.85,5196.2,2491.63,1507.16,2005.26,2338.02,3719.91,1499.66,1953.45,1772.22,2266.27,4816.6,1882.63,1868.09,2118,2326.97,4075.13,1946.56,1914.65,1998.96,2469.08,5631.32,2595.83,1689.68,2008.04,2383.67,2140.77,2661.89,2641.22,2978.51,3765.24,4607,5137.13,2444.17,2930.14,2338.12,2651.61,2434.15,2608.14,2460.53,2674.03,2686.27,3144.46,6369.69,2649.28,2001.6,1889.9,2977.44,2058.58,3219.14,2925.75,2531.55,3286.35,3865.53
"rmuC",268.021,289.561,322.963,63.6826,279.361,342.171,207.494,141.267,350.098,214.528,478.392,269.349,341.313,103.023,193.349,423.826,275.885,363.959,94.4332,155.702,543.48,417.001,267.726,140.349,325.267,306.478,321.425,239.875,178.907,387.909,257.811,204.633,334.941,238.767,230.232,239.836,164.442,400.606,79.683,207.589,309.146,190.011,329.397,196.821,171.374,478.634,255.09,204.691,268.603,266.756,236.663,267.769,366.532,481.652,450.185,2385.63,369.878,139.822,106.917,182.63,155.557,154.274,340.447,345.919,344.076,384.83,769.627,166.311,202.975,92.9958,202.123,166.937,105.304,220.394,356.589,416.17,1010.11,1119.06
"ubiE",4751.44,4587.21,4112.45,6679.47,3776.39,5027.42,5570.29,6238.86,3807.33,4015.31,4317.06,5039.72,4181.99,5531.17,3727.21,5723.62,5085.68,4620.53,7623.08,4187.84,5568.28,4313.22,4895.42,5594.49,3643.54,6619.52,5264.5,5294.99,5831.18,2897.23,4832.87,4958.28,4070.1,4007.04,4359.53,6140.72,6145.86,4319.2,8105.73,5043.02,4985.62,5083.95,4392.05,4802.88,5001.59,5620.78,5148.82,7280.04,5260.08,5352.69,4923.13,6297.85,6259.71,7140.03,10802.4,9575.25,5066.61,6624.7,9326.21,5750.21,6369.95,6105.08,5896.02,5396.86,7487.2,7490.05,9603.18,8663.27,6097.1,8818.14,6758.42,7132.87,7317.58,8232.56,6880.21,6557.5,7581.72,9614.39
"ubiJ",1110.27,987.266,1053.89,454.893,831.534,947.442,1014.49,1216.14,778.233,859.132,1052.75,1045.82,1154.86,847.533,899.699,1338.36,1213.85,1072.34,946.647,1048.69,1271.95,1096.95,914.941,981.608,956.557,1225.91,1262.43,1310.4,981.81,810.619,961.815,1179.63,1070.05,995.045,989.309,1060.09,1031.81,1155.04,696.019,1017.82,1124.46,1104.83,1053.69,1141.91,891.288,1235.84,1119.07,1601.63,1314.59,1122.84,1085.72,1417.18,1466.6,1788.7,1882.62,2705.64,1033.76,1090.77,786.606,1186.08,1108.47,1205.55,1639.73,1233.47,1531.89,1685.46,1921.11,969.924,1151.61,1399.23,1039.89,1093.11,1197.85,1323.39,1473.68,1696.22,2111.47,2405.18
"ubiB",1093.04,1009.85,888.461,924.196,840.967,1258.88,820.654,900.173,789.136,855.594,1077.26,932.676,1008.15,856.508,813.713,980.463,1116.97,1092.06,1042.68,881.56,1107.54,1104.47,1439.5,872.171,919.568,904.631,1079.52,1182.72,805.963,960.308,1081.53,1034.42,905.784,955.981,832.759,993.611,851.037,890.906,964.918,802.874,1128.58,1032.26,820.867,883.37,915.066,1151.14,1144.19,1308.31,1032.17,1065.55,1139.94,1372.79,1238.24,1529.64,1636.23,3026.78,1116.22,946.426,1436.94,976.626,1041.8,938.634,1240.73,1328.26,1322.94,1533.59,1741.71,1266.79,922.813,1384.44,1127.44,1141.01,1147.85,1326.43,1317.63,1268.71,2195.39,2116.13
"tatA",6843.94,5945.52,6614.5,15063.4,6062.18,7441.19,11015.9,11026.3,6719.9,6727.85,7074.75,9011.71,5012,10209.8,6557.9,7274.05,7319.27,7537.4,13266.3,6534.58,7281.61,8028.26,8134.44,10407.3,6092.68,10680.8,9155.03,8289.8,11031.7,5103.4,8939.47,7688.63,5715.76,5912.19,7006.53,9667.75,11138.5,7144.61,14306.7,7746.32,5566.88,9331.25,7232.11,7198.86,7828.81,8248.46,8278.76,12259.1,7742.16,8439.18,7185.01,9570.23,10694.3,10968.8,19205,14186.7,8693.12,12544.6,19095.7,9762,11714.7,10427.7,9330.24,7412.41,12168.8,12899.7,15180.1,14997.3,10741.8,14395.3,12179.8,12989.5,12717.1,13352.7,11713.4,11560.2,10784,15358.6
"tatB",2732.77,3398.98,2827.7,5740.25,2731.3,2832.18,5070.64,4745.96,3198.31,2968.45,2882.48,4223.9,2497.79,4705.26,2613.8,3092.73,3852.31,3807.29,5683.48,2693.01,2886.99,3703.97,4142.57,5038.34,2677.19,3730.31,4015.3,3793.08,5158.47,2263.31,3917.9,4083.02,2916.21,2791.16,3038.28,4144.09,5705.54,2965.12,6046.23,3545.08,3067.78,4509.81,3303.85,3274.35,3827.41,3046.81,4261.21,6001.06,3651.53,3957.34,3607,4410.4,5017.51,5401.98,8969.43,6947.09,3464.3,5514.12,7645.88,4772.55,5375.19,4866.03,3985.96,3768.23,5767.38,6038.75,7719.38,6361.83,5941.44,6990.7,5954.31,5751.73,5675.16,5874.22,5853.63,5131.12,5089.81,7401.38
"tatC",1059.08,1626.59,926.31,839.396,917.814,902.034,1411.47,1015.84,1040.49,861.59,993.175,1375.5,1226.23,1489.21,922.125,989.822,1545.34,1207.9,1466.9,859.798,1021.89,1292.91,950.504,1400.9,725.734,1004.77,1517.37,1539.8,1451.51,825.303,1309.91,1523.73,1196.5,1073.16,1128.55,1103.76,1610.77,1107.71,937.529,1173.65,1369.23,1476.45,1145.42,1115.53,1139.68,1004.2,1878.37,1772.89,1538.53,1394.21,1513.96,1847.62,1641.4,2005.4,2036.84,2763.8,1165.42,1738.37,1342.98,1432.31,1624.07,1488,1580.84,1714.85,1674.82,2002.57,1776.21,1179.39,1626.29,1527.07,1705.25,1698.49,1186.86,1599.98,1864.42,1871.08,2458.34,2435.8
"rfaH",311.007,469.348,324.61,548.917,391.177,328.635,449.852,467.422,555.137,449.152,389.829,404.964,349.179,660.626,343.093,356.592,470.221,665.973,658.547,377.552,338.337,555.174,638.287,570.291,386.623,352.416,477.656,547.113,605.047,438.873,413.14,695.358,381.306,527.982,422.333,354.708,559.902,448.796,570.804,421.881,340.687,625.521,401.602,469.045,430.631,298.306,697.622,631.514,583.656,460.496,517.563,555.24,596.467,711.073,880.973,1000.32,336.084,664.451,632.928,520.522,587.617,464.657,533.699,522.548,518.271,616.948,914.653,364.821,604.028,596.857,636.098,749.257,492.874,635.619,626.072,672.348,867.362,811.865
"ubiD",1773.1,1980.25,2432.69,2891.41,1589.13,1470,2278.88,2637.37,1713.2,1794.55,1998.81,1900.66,1909.58,2229.92,1452.25,1762.51,1821.61,2160.63,2757.54,1594.68,1838.32,1765.29,2276.04,2399.77,1696.75,2066.31,1808.63,2157.64,2471.03,1474.9,1557.01,2060.5,2055.48,1852.56,1675.61,1944.32,2399.18,2371.48,2704.53,1926.74,1751.82,2289.12,2171.79,2011.93,2032.5,1975.53,1881.85,3090.11,2276.45,2555.68,2310.15,2543.83,2811.21,3468.6,4442.9,4723.03,1919.63,2681.47,3395.14,2441.68,2934.9,2688.43,2466.71,2177.03,3268.38,3693.44,4341.92,2548.11,2289.09,3116.73,2818.28,3377.78,2856.31,3211.02,3255.79,3109.69,3344.3,4609.11
"fre",4486.34,3078.34,2688.82,2694.99,2607.63,4250.63,3352.71,3041.32,2735.26,2584.78,4473.7,3212.63,3014.62,2726.16,2937.74,5230.13,3906.4,3071.32,3018.12,3210.97,5800.87,3362.03,2166.45,2959.11,2982.09,4967.11,3565.05,4209.87,3249.32,2428.45,3668.03,3432.03,3312.36,2984.21,2861.68,4109.7,3222.71,3256.02,2961.81,3085.08,4031.54,3352.86,3262.89,3066.31,2452.28,4914.06,4279.07,4410.78,4404.38,3674.35,3655.68,4816.9,4335.02,4699.37,5614.37,6920.82,4197.83,4090.6,3620.39,3806.38,3476.29,3393.88,4727.71,4607.56,4705.79,4868.84,5154.29,4772.76,3634.43,3790.31,3704.45,3422.36,3794.58,4609.55,4659.07,4913.62,6340.72,6047.75
"fadA",82.8812,102.179,135.774,235.33,175.015,169.481,106.683,120.718,184.419,228.143,157.138,94.236,139.674,91.4164,81.8668,138.006,68.0639,235.497,115.17,93.0334,121.424,182.355,332.55,121.74,174.839,123.652,99.7131,92.4892,99.1208,230.102,47.4659,63.8919,126.45,112.802,110.5,114.311,78.0205,132.759,35.2908,82.1318,85.0778,99.8722,178.65,78.6653,116.498,130.355,74.8202,115.028,108.414,153.296,150.446,112.301,149.634,160.173,222.22,244.309,112.673,111.975,157.99,162.038,99.9019,123.59,114.828,132.757,137.669,124.737,193.559,109.728,101.167,129.595,111.601,132.093,145.781,169.885,53.3062,140.134,145.794,238.114
"fadB",131.931,251.262,392.516,206.969,379.349,538.809,385.596,270.069,556.746,770.147,313.442,261.901,331.091,139.537,174.748,216.474,179.587,846.635,212.16,339.633,115.67,468.073,1446.31,282.638,564.26,106.922,194.712,218.846,296.673,664.805,115.666,286.78,326.346,196.295,257.362,210.872,183.068,485.316,196.327,273.009,96.9801,251.382,393.343,138.632,503.616,129.095,162.693,297.805,253.698,254.855,375.722,338.823,443.072,537.431,903.973,1425.13,237.658,209.403,185.584,381.23,372.971,225.484,330.819,306.422,293.671,556.295,1209.35,273.827,198.663,228.565,305.729,315.023,227.52,485.622,335.47,393.785,538.583,1036.17
"pepQ",1961.95,1441.37,3383.44,2015.42,2125.39,1845.92,1676.31,4334.63,1949.48,2063.83,1717.06,1606.84,2968.97,2055.32,2413.19,1993.77,2009.35,2982.25,2645.09,2531.36,1969.9,1567.47,2941.48,2396.79,2514.76,1889.6,1874.12,3118.22,2412.06,2073.23,1750.87,2205.38,3190.01,2741.37,2526.64,1748.64,1927.52,3250.48,2354.71,2796.28,1783.25,1843.13,3096.13,2485.58,2539.66,2028.12,2040.62,2848.52,2615.06,2891.55,2690.92,3354.57,3295.21,4043.82,5505.25,6807.18,1740.46,2039.3,2716.87,2349.29,3664.04,3096.95,3640.86,3137.56,3649.68,3854.45,5353.04,2228.41,2052.16,3509.21,2130.08,3566.47,2733.84,3833.96,3489.83,3752.03,4747.1,6571.3
"yigZ",936.767,843.267,1428.81,1238.77,1155.64,1053.91,937.896,1654.04,1147.26,1255.46,1108.11,859.242,1543.08,1223.75,1236.44,951.051,946.031,1771.05,1518.7,1278.01,814.637,988.114,1690.84,1181.76,1455.89,1097.11,965.309,1613.81,1281.95,1257.53,1010.22,1100.44,1388.87,1239.71,1252.7,1030.34,1105.51,1430.35,1535.84,1342.64,1026.81,1125.26,1388.5,1183.04,1413.56,1089.69,991.893,1639.86,1272.87,1492.75,1302.48,1675.44,1674.3,1921.65,3231.06,3375.67,969.141,1110.95,1891.44,1314.5,1736.92,1398.25,1675.84,1561.79,1709.45,1939.23,3286.32,1047.24,1235.95,1665.23,1330.4,2108.6,1578.02,2056.97,1728.8,1852.68,2410.54,2929.61
"trkH",548.307,528.457,560.208,385.956,564.085,522.073,439.314,400.815,505.524,518.533,596.244,545.501,609.511,424.391,495.078,588.449,586.179,629.475,382.583,534.213,557.339,665.968,619.555,466.586,515.772,542.011,608.519,575.67,440.745,611.581,538.177,604.7,592.633,608.886,543.647,530.42,450.109,580.346,347.905,443.532,552.847,458.662,521.984,515.361,477.775,573.957,632.639,569.386,700.146,636.831,725.886,804.783,658.973,794.298,817.174,1600.77,545.522,441.03,668.06,692.44,532.594,516.69,766.949,785.488,655.446,670.005,924.435,414.318,539.667,494.416,623.601,477.16,582.115,688.36,649.086,745.816,1153.59,1143.24
"hemG",2935.05,1615.78,2058.51,1006.29,1559.87,2720.9,1698,1587.38,1407.7,1505.98,2526.33,1655.32,1815.38,1236.51,1925.72,2584.51,2035.33,1664.25,1192.99,1905.87,2722.4,1847.34,1522.69,1420.33,2040.78,2308.35,1816.94,1898.22,1486.61,1559.75,2266.27,1780.1,2117.94,1750.5,1745.37,2730.66,1467.75,2159.02,1087.9,1931.29,2369.27,1665.88,1973.56,2213.89,1468.53,2781.58,2096.46,1883.96,2133.83,2105.04,2399.9,2349.96,3012.28,2798.72,2614.26,3551.37,2894.43,1604.5,1730.98,2059.38,1992.69,1904.92,2669.69,2470.11,2577.8,2711.42,2474.43,2095.21,1853.41,1682.16,1666.75,1591.24,1831.26,2075.42,2435.25,2819.43,3007.67,3155.52
"mobB",577.066,400.742,685.483,592.052,606.238,717.783,457.996,726.274,502.585,615.907,817.526,343.015,713.844,516.964,380.799,657.502,319.412,922.264,452.691,440.837,587.404,682.482,1167,422.242,577.321,668.257,391.171,503.296,408.555,719.214,449.805,337.583,749.435,502.237,516.934,610.751,374.576,802.393,408.556,413.863,557.93,342.002,755.919,434.598,575.16,583.414,336.541,465.385,313.707,594.894,530.897,522.539,470.012,562.023,802.948,739.854,546.44,363.409,659.846,455.683,651.27,543.005,480.498,544.981,485.142,570.565,862.288,614.544,456.469,569.769,514.539,714.591,570.434,576.828,435.261,503.698,652.745,648.329
"mobA",626.49,446.145,975.953,526.271,544.556,726.608,466.245,1044,609.283,624.929,750.416,403.921,858.813,463.447,576.653,638.497,415.772,852.951,515.256,580.918,639.502,531.902,1017.29,417.049,665.457,776.848,382.043,743.779,574.613,749.453,440.427,557.761,839.847,678.981,565.169,832.614,413.14,1195.13,608.452,628.842,641.479,482.537,963.15,529.072,608.995,670.502,461.984,511.313,501.626,754.387,784.517,762.813,946.067,783.56,750.927,876.009,624.082,494.209,801.392,641.664,600.808,641.878,739.784,605.665,661.844,1001.45,856.433,865.63,393.909,658.105,501.613,733.874,524.329,796.238,658.93,683.505,744.996,905.522
"yihD",3764.87,2264.73,1633.51,1493.83,1602.83,3358.52,1511.89,1587.63,1371.68,1752.95,2912.68,1646.31,2148.04,1352.6,1740.56,3620.64,2479.41,1623.52,1477,1986.28,4045.7,1990.47,1621.24,1599.35,1731.43,3358.79,2156.61,1996.19,1757.33,1490.05,2734.72,1914.96,1998.93,1934.06,1995.19,2492.18,1696.92,1794.39,1114.71,1795.86,4054.48,1529.17,1557.37,1730.51,1630.56,3616.06,2608.99,2065.61,2313.45,2098.97,2578.21,2460.64,2333.68,2638.91,2825.65,4773.1,3294.74,2094.62,1382.62,1747.67,2182.37,1786.29,2288.49,2676.92,2121.23,2539.41,3446.55,2918.43,1918.23,1989.46,2010.41,2281.4,2119.2,2182.6,2354.05,2387.53,3775.74,3868.89
"srkA",2130.85,1402.83,1638.87,1081.65,1258.49,1918.27,1878.88,1447.6,1249.28,1444.97,1813.4,1960.96,1326.63,1219.13,1342.13,1797.92,2187.39,1652.53,1215.22,1638.95,1790,2162.49,1507.53,1500.17,1550.51,1815.8,2138.94,1719.23,1398.14,1327.82,2141.08,1589.29,1587.11,1487.27,1471.82,2123.66,1926.68,1598.38,1289,1579.66,2087.38,1636.61,1683.83,1487.71,1501.92,1955.69,2065.05,2371.69,2339.81,2061.09,2042.17,2681.83,2773.63,3220.16,4355.28,5370.29,2201.9,2088.08,1479.61,2212.46,2188.08,2289.32,2773.99,2730.71,3230.48,3421.56,3805.56,2112.01,2148.47,2340.12,2040.79,1769.77,2116.1,2788.59,2771.07,3096.16,3724.36,4952.37
"dsbA",3952.47,4239.21,2411.3,2691.63,3151.74,4460.41,4374.16,3285.88,2987.91,2965.79,3937.52,4667.9,2810.88,3294.48,2686.52,4595.14,4535.05,3551.41,4657.55,3178.66,4961.09,4242.73,2979.6,4604.82,2845.21,6097.51,4990.07,4116.77,3973.9,2556.78,5220.3,4248.04,2873.86,3316.43,3780.58,5415.16,5282.97,2903.29,2290.87,4057.93,4934.25,4265.42,2990.04,3216.32,3985.07,4016.7,5207.4,5937.54,4656.41,5331.37,4805.4,6182.73,5184.07,6971.74,8288.23,8241.6,4121.18,6133.35,3935.01,5495.8,5781.71,5207.33,5454.93,5535.19,7069.03,8152.44,8393.19,5374.11,5668.09,6458.85,6244.72,5356.78,6545.53,7373.39,6548.74,6657.35,7436.69,9385.1
"yihF",58.3048,85.4821,103.099,124.285,161.878,162.467,148.827,87.9488,273.372,349.362,289.827,78.3909,165.074,26.228,69.2209,97.2772,85.9327,438.743,49.0197,74.2151,41.0617,372.21,859.402,68.7135,221.812,53.9662,78.8115,91.0274,55.1582,332.399,62.4866,72.214,134.519,84.7825,126.324,116.13,70.1713,178.402,46.9617,54.4309,67.2419,45.3289,195.743,56.6977,155.156,19.2759,77.616,41.7746,53.5133,119.788,126.146,66.5301,136.385,59.1347,104.233,115.827,118.48,56.88,97.0799,161.09,37.7803,150.635,61.9138,84.1028,65.9893,63.8141,162.261,107.677,62.8609,56.0924,124.053,78.2253,94.8702,128.777,71.7039,53.2715,54.451,53.9765
"yihG",276.586,493.766,250.391,70.6501,283.747,310.458,358.75,100.256,310.005,290.909,365.167,464.732,369.173,136.251,158.903,220.414,598.469,364.278,129.361,153.284,153.101,573.811,365.156,206.9,311.67,161.276,443.919,262.269,172.647,329.775,345.735,383.305,371.786,213.492,192.711,276.024,283.219,286.808,104.756,171.584,276.898,373.03,319.146,231.552,129.076,191.239,477.349,260.203,401.796,313.406,346.523,181.873,260.632,237.568,125.487,158.491,349.489,259.092,105.196,375.178,157.146,221.586,290.08,263.669,217.449,198.833,165.06,136.467,345.293,166.863,192.7,148.516,152.126,209.077,187.809,203.107,260.458,110.254
"polA",3533.28,2477.49,3341.66,3635.74,2744.27,3548.92,3358.41,3542.26,2532.9,2666.02,3046.64,3437.54,2993.98,3084.24,2954.53,3057.95,2881.27,2961.06,3546.03,3469.51,2825.37,3329.01,2852.15,3115.79,3368.82,3468.4,3375.79,3665.26,3502.06,2510.89,3343.41,3659.34,3466.27,2954.59,3028.11,3669.04,3367.66,3517.02,4083.03,3530.34,2938.54,3434.7,3633.78,4059.48,3377.17,3633.6,2914.97,4238.61,3132.78,3894.92,3358.08,3913.51,4829.13,4648.32,4916.68,4911.87,3953.02,3479.61,4432.85,4143.31,3915.99,3675.35,4370.81,3316.28,4486.26,4251.66,4415.64,3744.04,3507.92,3981.08,3962.43,3973.13,3522.63,4205.44,4009.87,4563.33,4531.09,4621.09
"spf",3380.68,8182.4,7170.72,5623.46,7090.52,6176.23,5167.08,5230.25,4413.37,5997.48,7292.87,5016.71,7533.51,6552,8603.96,8215.86,7283.12,9200.63,4902.02,9683.68,6536.12,3693.56,3670.36,6291.92,5644.56,5770.87,6716.45,8208.44,6042.38,4524.67,5312.52,3924.6,7662.44,7126.21,7349.64,4739.12,4850.44,4657.11,4943.15,7309.29,4376.77,5256.28,4862.43,5728.91,7733.31,3042.03,6442.33,4775.52,4985.25,3858.5,8144.66,4621.14,2960.09,3989.86,2247.56,4230.06,2237.89,2710.59,2009.82,3310.16,2982.14,3977.21,2100.56,4051.32,2132.83,2234.26,2168.09,2077.16,3136.34,2866.76,4498.37,4884.97,3526.58,2388.82,1606.99,3018.42,3172.71,2603.28
"yihA",1748.1,2111.05,1844.24,1527.27,1321.9,1948.75,1686.81,1413.59,1668.52,1358.32,1674.18,2064.28,1903.36,1659.42,1378.49,1763.19,2221.8,1706.43,1568.2,1242.29,1887.38,1988.78,1496.98,1677.48,1317.32,1607.92,2271.55,2128.21,1669.44,1301.01,1878.45,2299.68,2138.23,1616.11,1511.54,1669.72,1722.06,1986.92,1093.87,1526.92,1797.87,1910.85,2245.36,1757.33,1325.34,1822.06,2580.73,2331.86,2649.19,2276.67,2239.62,3134.47,2668.01,3183.8,3429.89,4946.75,1981,2121.06,2384.61,2352.59,1952.4,1937.95,2736.31,2609.32,2484.81,2996.96,3394.48,1701.69,2499.44,2263.51,2223.15,2149.04,2093.95,2679.18,2700.52,2890.96,4239.04,4062.75
