"","0","54000","108000","162000","378000","0 | 1","54000 | 1","108000 | 1","162000 | 1","378000 | 1","0 | 2","54000 | 2","108000 | 2","162000 | 2","378000 | 2","0 | 3","54000 | 3","108000 | 3","162000 | 3","378000 | 3","0 | 4","54000 | 4","108000 | 4","162000 | 4","378000 | 4","0 | 5","54000 | 5","108000 | 5","162000 | 5","378000 | 5","0 | 6","54000 | 6","108000 | 6","162000 | 6","378000 | 6","0 | 7","54000 | 7","108000 | 7","162000 | 7","378000 | 7","0 | 8","54000 | 8","108000 | 8","162000 | 8","378000 | 8","0 | 9","54000 | 9","108000 | 9","162000 | 9","378000 | 9","1242000","378000 | 10","594000","810000","1026000","1242000 | 1","0 | 10","54000 | 10","108000 | 10","162000 | 10","378000 | 11","1242000 | 2","378000 | 12","594000 | 1","810000 | 1","1026000 | 1","1242000 | 3","0 | 11","54000 | 11","108000 | 11","162000 | 11","378000 | 13","1242000 | 4","378000 | 14","594000 | 2","810000 | 2","1026000 | 2","1242000 | 5"
"csrC",32806,23254.5,14559,58216.8,20040.9,38802.2,37296.2,37159.6,17531.1,21553.2,32406.5,26764.5,17249.6,30470.7,21105.1,44152.6,24902.6,22177.3,37720.7,20500.5,40611.9,22656.6,23514.6,31194.6,18604.9,66130.7,26565.8,21647.6,30082,15489.5,36422.4,19272.2,15875.5,16319.7,22830.5,57543.8,32401.2,17581.4,45392.1,26390.2,38647.6,26326.1,19891.8,19282.4,26207.9,43376.8,26748.1,33816.6,19807.5,22323.5,18801.4,22189.3,25688.7,23953.8,45180.3,31522,37060.1,35104.7,61109.2,24932.5,31722.2,27748.9,21088.9,17127.9,29735.8,31243.6,38138.5,92756.6,31166.7,38865.8,32177,34407.9,32083.7,28366.7,26765.6,26617.8,22336.9,36292.5
"yihI",3042.62,4463.52,1695.25,1535.13,1879.02,2955.53,2648.59,1387.05,1949.68,1788.55,2416.13,3337.25,2692.21,2151.72,2104.29,3171.49,4537.31,1930.15,1697.88,1880.57,3271.37,3008.73,1418.25,2439.92,1743.04,2515.14,3692.49,2780.84,2197.51,1739.13,3135.67,3823.69,2204.67,2399.73,2061.25,2024.14,2789.23,1955,1773.82,1803.71,3459.53,3423.25,1829.73,2453.32,1456.12,3347.68,4437.53,2959.39,3627.78,2584.46,3180.03,3598.14,3293.76,3589.83,2834.57,4314.35,2607.84,2921.8,2578.98,2854.58,1951.77,2334.82,3652.89,4362.4,2608.82,3042.99,2557.1,1961.8,3289.22,2280.79,2685.16,2203.55,2447.05,2481.93,2856.29,3770.15,4622.96,3305.9
"hemN",2443.65,1920.3,1263.37,660.436,1137.18,2030.2,1349.92,1410.3,1286.07,1372.54,1852.26,1829.91,1515.85,1289.01,1343.31,2132.93,2497.15,1545.57,1370.29,1558.61,2259.89,2102.3,1730.39,1164.43,1176.13,2005.26,1994.92,1795.55,1586.36,1141.16,1846.12,1896.59,1399.77,1619.66,1252.1,1708.96,1543.47,1388.01,1294.28,1227.05,2163.14,1886.79,1305.64,1340.53,1100.75,2607.67,2256.5,2075.51,1852.45,1595.01,1841.42,2220.32,2005.33,1996.86,1718.87,2318.9,2179.34,1960.44,1069.55,1498.08,1980.46,1464.23,1756.22,1873.77,1691.26,1733.18,1404.54,1369.6,1572.17,1279.91,1861.1,1397.23,1544.6,1651.93,1752.8,1834.32,2277.86,1640.54
"glnG",229.978,225.424,1296.89,958.08,970.283,361.927,313.168,1765.04,1082.87,1014.95,454.448,264.109,1076.89,1128.16,753.014,336.469,298.934,1384.85,1267.35,798.728,243.974,455.472,1195.6,1346.37,890.552,317.859,247.412,1174.55,1249.11,942.086,294.08,655.827,999.295,1024.94,898.02,308.526,308.311,1316.38,1109.38,880.302,208.835,483.05,1312.19,991.175,948.99,297.486,325.222,985.664,848.582,835.725,756.936,747.135,647.379,735.061,746.627,664.747,302.792,374.993,1616.14,910.347,763.803,718.446,736.693,718.589,686.539,746.637,845.519,382.554,313.172,1145.46,747.501,905.895,787.25,812.952,750.07,652.936,683.356,726.271
"glnL",198.763,589.06,1469.42,543.097,596.847,143.892,262.812,723.601,692.875,458.103,167.042,229.09,2516.17,679.515,1009.76,152.676,448.573,882.816,592.716,897.687,226.965,348.366,431.103,735.253,714.918,77.7039,358.071,1332.82,769.467,651.006,249.467,686.725,1146.12,1066.59,676.082,121.271,258.129,1387.85,464.552,606.572,270.418,522.118,1090.82,1100.1,516.743,174.726,436.938,560.716,1343.98,588.322,951.482,697.901,724.195,593.172,348.242,731.525,194.668,261.038,715.886,629.575,430.602,438.642,866.798,997.422,521.073,588.532,441.146,73.4798,276.751,624.905,428.538,489.714,451.033,456.964,572.196,709.611,1062.75,535.203
"bipA",4429.93,7862.58,4771.86,12303.1,6487.42,4500.35,9787.44,6592.33,7060.69,6217.85,4283.92,9314.75,5304.04,10538.9,6115.72,4481.9,8368.74,7196.26,11800.1,5652.52,4664.02,7517,6250.98,11195,5260.32,5356.55,9094.7,7618.27,10915.5,4888.37,7273.61,8522.64,5956.93,6096.78,6651.84,5395.43,11376.1,5514.07,11853.9,6962.74,5700.09,9225.09,6213.1,7616.04,7750.77,4258.93,8836.46,11434.1,8539.48,7608.86,6892.32,8536.69,7676.42,8671.88,10082.6,7659.57,4778.83,12248.7,13505.3,9058.36,10260.9,8592.21,7770.45,7346.06,8936.12,9372.5,9748.74,6644.42,11511.6,10803.2,10941.4,11629.8,10002.7,10761.1,8558.26,7916.5,7913.68,9604.13
"yihL",167.479,447.696,221.777,147.013,324.205,281.339,305.062,243.038,295.792,334.668,336.292,163.119,329.643,185.747,187.149,154.734,230.216,316.798,270.077,183.494,95.216,499.641,545.9,247.092,216.957,176.588,257.681,264.288,263.577,390.989,238.217,349.037,301.95,164.154,226.653,223.052,315.568,329.141,263.577,176.546,170.494,359.427,230.49,202.867,176.978,135.331,279.673,169.16,164.953,263.805,245.652,195.406,223.932,201.244,227.755,295.797,251.607,269.543,173.178,311.485,162.593,197.203,244.162,238.704,210.505,212.967,278.116,199.367,218.084,134.88,271.957,179.456,151.872,233.166,250.853,258.213,282.833,218.012
"yihM",135.472,340.652,234.399,120.715,282.235,187.962,308.45,124.421,356.768,361.533,290.196,218.101,262.705,202.313,163.411,125.198,178.669,449.561,155.324,151.236,100.479,445.612,893.592,193.77,371.393,82.9859,164.839,144.393,143.376,537.926,296.702,238.173,179.4,163.225,150.859,209.326,311.317,235.438,239.636,124.874,156.058,230.662,214.646,111.31,305.087,125.358,181.811,198.931,133.168,186.949,182.219,143.222,159.887,174.556,104.484,205.842,238.31,262.582,89.5586,294.537,117.578,237.009,141.676,127.596,158.863,180.326,359.684,150.3,127.489,106.515,190.031,177.314,122.497,209.09,129.592,154.423,151.419,181.978
"yihN",35.3887,173.961,179.088,77.4201,225.07,135.646,167.565,103.416,266.623,314.344,233.44,99.3714,205.356,48.1073,32.0651,56.6695,59.9384,502.513,111.726,46.9651,41.7291,400.707,994.216,100.799,236.853,36.2365,81.6259,46.9526,43.9504,376.296,49.3329,70.0423,127.058,88.9641,58.6202,64.6168,88.7581,152.409,61.5619,21.8402,37.7275,84.559,146.826,22.0645,184.976,37.5401,55.0806,41.9146,35.5012,86.147,84.2225,51.1306,106.65,36.235,49.5155,68.3918,111.01,80.5135,78.925,156.474,65.3345,124.68,40.7802,47.9943,42.501,32.4228,191.732,78.2969,40.1743,47.1409,62.1558,36.1964,64.1923,102.401,35.3429,54.8783,50.2496,37.3147
"ompL",24.9157,103.231,126.606,2.1325,130.978,73.1627,70.9542,74.2052,256.032,216.533,193.112,11.5997,224.763,41.4114,14.9408,49.4624,16.9156,254.872,22.1165,14.342,9.66884,222.109,505.944,63.005,137.191,1.23181,36.6506,32.4679,36.8422,309.928,23.1529,36.7205,100.299,70.3301,66.4049,69.7412,12.9801,144.034,50.4287,12.2429,12.3182,21.6753,134.709,31.4557,128.139,23.5045,23.4952,21.3226,20.162,82.6938,55.0157,19.2815,48.2706,15.8598,1.18458,34.7792,74.5623,0.970745,13.6465,86.5877,27.8214,102.49,9.82868,20.8688,15.4414,11.6529,124.716,58.5411,1.59081,22.6655,45.4226,21.1633,1.21437,46.5006,16.2455,21.0783,30.552,0.701239
"yihO",11.6701,84.9009,181.745,85.4927,213.712,150.994,130.634,129.965,322.203,319.804,340.964,56.1951,207.268,38.1282,29.2385,55.2189,52.4055,456.891,80.8794,29.1093,34.2839,342.694,878.197,119.547,234.938,37.6581,61.869,75.4934,15.6228,470.429,22.191,55.5665,158.634,114.93,92.6781,94.8273,41.024,233.304,97.0905,19.9383,40.3777,39.6719,224.728,56.0184,200.005,81.158,32.4122,45.2359,37.0225,121.344,97.6741,43.1049,97.9079,49.2434,74.1673,46.1908,93.1926,22.0863,150.307,141.822,50.5834,85.5302,48.2326,51.2834,43.1143,68.0353,168.323,104.853,15.3467,89.5686,108.887,73.7183,13.1856,144.126,51.2904,5.37654,27.1656,33.6938
"yihP",27.0487,41.13,85.5737,92.3728,95.8582,73.2012,34.045,70.5699,144.928,108.094,145.922,4.54734,131.717,38.6428,32.2323,24.9556,16.9991,218.654,31.9051,15.5473,21.1542,171.952,350.562,36.5234,99.0582,1.48095,34.2704,46.4241,33.853,184.537,20.3115,3.76202,104.06,65.844,53.345,39.8329,19.3515,97.6044,2.71645,9.44515,15.8989,15.4499,117.964,34.4146,72.1594,15.946,12.716,22.5661,31.1062,36.7837,33.358,31.7321,24.8743,3.07912,31.0419,41.9339,54.3698,2.61694,3.33268,37.6203,24.0759,41.8917,28.7185,26.4232,28.5425,17.6865,71.925,38.0202,8.19685,29.2294,29.325,4.6843,34.3567,38.3503,17.0006,24.1662,19.3216,26.6856
"yihQ",84.2644,121.344,138.837,53.1592,160.323,145.584,107.077,93.149,225.592,191.202,260.091,65.6368,187.18,62.0191,78.9528,72.7323,54.631,288.153,38.8943,28.5312,54.3267,307.584,463.198,81.9908,188.359,6.77185,56.4276,68.1058,48.7342,288.626,41.4049,49.2056,129.232,117.558,125.208,69.7865,40.4005,149.656,33.4843,43.2754,45.9821,26.1439,155.789,21.5014,150.757,100.972,48.303,24.0384,56.2218,108.652,112.589,59.3435,60.8968,29.5447,8.18664,62.2695,132.36,1.36325,8.29735,103.383,49.7717,112.504,38.6938,61.744,52.4079,45.3327,164.077,69.5086,38.2499,33.467,49.0049,78.1005,51.4209,84.6254,44.6116,52.699,46.6803,42.6174
"yihR",38.8965,79.5719,84.1376,134.05,108.713,63.0643,46.7089,56.4871,162.608,153.684,131.503,29.2991,110.154,18.7297,24.5138,66.0281,41.7481,212.694,5.71719,29.6876,28.3063,165.91,333.95,32.4939,108.909,11.7373,24.4409,36.2381,28.2759,225.762,40.0968,31.3919,124.564,40.7814,61.0218,49.4586,37.8532,96.7827,35.6624,25.1648,44.4376,22.9647,104.964,26.7229,87.9771,46.7752,25.331,27.2698,16.1256,53.1319,70.555,41.2249,89.6553,24.6162,43.3127,47.7639,67.1886,38.8958,36.1773,94.1167,61.6939,60.5064,24.2534,40.5789,40.2085,11.4348,98.1341,52.9792,47.3407,21.9413,67.6145,31.3175,39.6733,31.5557,32.1009,26.64,32.9571,36.2064
"yihS",43.6771,85.1691,113.976,14.9197,161.247,99.661,60.908,69.2146,187.553,154.563,211.732,58.2573,117.434,21.7526,46.8487,53.5461,29.8617,235.555,57.7745,56.7834,52.4319,182.11,208.202,64.2603,114.746,43.3206,47.3159,57.7943,47.7625,279.33,46.9274,29.2673,90.6527,89.9358,67.4875,64.883,34.6996,124.238,83.7491,39.646,71.7595,32.132,97.5125,16.8757,85.2882,50.059,41.4938,24.13,45.7765,54.3017,82.3447,46.2638,79.0443,32.4762,88.0084,73.2614,78.388,2.14505,8.56904,103.47,79.0543,60.6132,38.7287,51.5548,36.7321,40.8842,96.4554,98.4486,49.1566,39.4602,57.6695,41.0613,45.8902,82.4543,45.7305,43.7101,50.3611,71.7153
"yihT",51.0193,93.4831,174.337,15.4815,189.384,124.256,107.802,115.185,222.629,254.244,220.01,46.8897,214.084,67.9534,77.1125,63.1592,60.458,357.88,50.7942,51.0132,57.7661,284.817,520.521,84.1698,213.36,38.6555,57.8287,84.9916,67.7657,297.875,40.0741,61.3247,175.864,121.949,118.237,126.962,68.8132,199.303,62.0126,47.6321,67.4175,52.1175,172.021,56.1399,196.152,75.8189,50.0349,53.3267,31.8544,128.345,102.327,85.4472,84.6309,96.4579,105.831,104.816,140.52,49.5389,65.9554,95.1005,70.8925,130.783,74.5217,84.4827,38.7707,82.9186,196.63,136.528,48.7567,74.7335,75.5269,11.9165,50.5638,110.094,77.5632,74.9417,88.8318,108.075
"yihU",31.8697,78.8717,98.8033,20.4125,165.399,73.977,61.2188,92.3509,178.523,190.009,191.888,31.1414,104.025,59.7965,24.1359,52.8723,23.3817,285.705,83.4672,15.1408,31.0114,198.89,507.884,34.2553,133.546,54.4984,46.3529,67.144,57.3389,266.108,47.4992,25.3749,105.018,70.6221,50.0461,65.0986,52.0757,121.175,9.07822,29.0985,39.0617,39.6946,136.826,30.4223,135.384,62.1383,62.1223,26.8211,36.5864,63.265,62.5231,22.3089,78.5705,42.3682,50.063,49.8887,75.6062,37.8564,36.1904,89.7493,69.4222,61.2012,31.3871,42.1903,35.5623,41.001,124.802,52.0299,41.1525,62.144,67.7732,60.8865,49.2608,73.4626,43.6271,25.5441,46.5146,32.2055
"yihV",60.1811,111.261,150.338,132.857,169.319,134.854,123.662,186.649,313.062,269.308,278.438,65.808,163.612,111.528,71.9219,127.35,66.9389,429.919,72.7409,55.4441,96.2874,262.652,695.577,131.786,221.002,79.2276,69.7485,73.4576,83.5038,341.47,67.5689,77.4408,167.743,81.2664,92.7711,131.576,50.499,197.034,95.9402,80.931,73.3873,58.2246,205.7,61.7512,181.288,130.965,63.7326,44.6588,71.8722,128.428,123.071,41.9368,105.858,59.1365,90.987,142.099,141.842,84.4911,93.6831,126.816,65.6809,143.145,61.5087,53.6927,48.7017,94.2193,212.12,101.077,87.8209,62.6669,94.5726,82.4491,57.9748,140.499,81.7766,90.6587,81.4268,112.217
"csqR",950.547,689.629,873.766,734.755,846.443,1013.01,853.239,834.994,935.203,835.196,1120.09,949.811,864.651,932.84,831.284,1046.98,920.431,991.878,871,885.465,971.112,1104.92,1207.96,1206.32,760.786,981.741,991.886,1016.49,1067.8,862.02,958.167,1025.71,996.992,819.335,848.872,1143.63,1128.31,1050.2,1107.85,924.958,1008.12,943.198,983.33,872.671,988.425,864.027,849.815,949.292,964.194,923.832,1104.9,1133.16,986.729,1070.47,1238.87,1129.18,982.449,956.065,845.443,872.069,833.528,931.036,901.809,1103.53,1015.94,1006.29,973.71,928.762,811.088,974.334,914.014,773.67,916.551,1124.59,992.755,1027.51,1111.85,1070.78
"yihX",1142.44,382.185,853.471,434.77,589.118,1377.82,250.84,500.056,535.339,420.197,1189.94,386.831,828.597,343.495,758.61,1646.51,433.665,564.148,287.1,735.143,1503.65,499.244,366.573,389.242,764.068,1209.09,381.483,527.393,248.405,695.982,799.653,389.641,957.423,714.162,700.762,977.984,316.079,924.982,359.437,642.378,1050.6,396.538,842.156,577.943,470.952,1289.77,392.98,358.648,519.978,652.303,688.245,649.563,741.274,706.169,592.479,1138.62,1015.34,289.631,499.066,447.578,596.07,608.743,893.208,744.978,704.696,784.742,792.675,642.21,384.073,313.875,360.386,546.542,490.593,562.565,630.007,782.195,1122.05,887.152
"dtd",2455.15,1042.2,2078.55,1049.88,1559.3,2234.66,861.315,1593.47,1169.16,1442.41,2144.04,806.362,2003.95,1103.91,1699.55,2416.69,1084.66,1432.71,1181.62,1778.91,2484.27,1063.34,1109.87,1080.38,1732.82,2496.59,957.192,1641.41,1164.99,1707.88,1382,931.287,1792.12,1684.74,1597.28,1851.22,919.336,1975.64,1421.42,1594.46,2261.21,971.547,1696.98,1359.28,1570.42,2610.05,1021.61,1264.51,1259.55,1508.36,1608.38,1784.17,1748.73,1676.39,2071.67,2369.96,1839.95,1196.13,993.02,1201.54,1905.79,1429.06,1687.83,1672.1,1629.34,1824.15,2143.12,1899.12,1089.53,1212.22,1065.57,1683.25,1665.04,1877.31,1760.36,1763.85,1923.41,2174.28
"fabY",2780.69,1276.62,2710.79,969.93,1714.79,2905.44,1100.17,1731.04,1568.5,2016.85,2215.89,1125.3,2230.05,1106.48,2143.6,3133.48,1318.53,1879.1,940.603,2634.87,3257.65,1330.75,1674.27,1086.88,2534.18,3177.52,1104.6,1772.84,1365.05,1996.36,1965.03,1037.69,2005.51,1640.15,2024.81,2893.78,978.429,2659.24,1089.95,2174.3,2387.91,864.695,2431.09,1907.6,1756.69,3173.01,1437.55,1438.56,1363.93,1948.85,1598.73,1720.76,2121.21,1996.88,2528.28,2811.05,2803.18,716.439,992.653,1252.85,1810.08,1666.16,2082.38,1704.43,2359.56,2250,2338.66,2097.89,707.599,1299.29,959.524,1669.15,1536.06,1987.04,2348.51,2098.46,2284.93,2553.8
"yiiE",56.6298,89.4654,122.344,106.617,182.136,116.34,116.876,86.9828,183.076,211.647,214.442,58.1342,187.708,46.8623,38.3799,81.0772,47.9491,205.16,69.2841,49.9662,32.9241,252.649,485.574,58.1476,158.073,36.0026,73.003,60.1708,32.7696,334.555,52.3028,51.3482,139.227,78.8208,75.0115,133.374,53.7117,172.108,64.3828,34.6979,41.9756,23.5446,134.012,29.8292,134.385,75.3972,38.0419,28.5991,48.2859,107.359,73.2544,50.0873,95.5786,56.4457,62.0171,117.105,117.727,37.316,169.742,113.071,56.2336,72.0578,45.4914,61.8781,49.6376,42.0792,141.477,96.1621,52.9007,43.1366,69.8608,39.9018,57.9833,76.4517,35.2792,52.1058,46.7175,45.6345
"yiiF",110.709,175.855,148.9,100.868,200.295,191.662,102.924,124.946,227.419,184.547,283.234,104.305,309.474,45.7344,125.022,207.935,84.6976,369.503,68.6244,111.445,106.511,270.122,627.092,96.2529,194.865,81.316,84.1681,169.859,53.0646,316.415,74.396,114.221,220.061,190.132,201.68,118.976,119.727,311.911,68.9918,103.699,116.587,64.1334,309.563,147.194,171.462,99.525,102.363,64.0739,114.92,180.762,206.574,122.228,147.912,106.158,66.995,166.747,191.134,79.3069,46.3334,189.693,103.003,180.802,139.576,188.077,87.3803,58.2914,231.054,77.0395,89.2332,86.1781,141.738,101.848,107.148,158.089,156.509,87.5952,83.7631,152.564
"fdhE",1890.44,2496.65,2463.48,2679.32,2323.75,2275.61,3771.99,2824.02,2466.67,2271.76,2331.1,3402.04,1829.92,3333.1,2486.68,2511.55,2902.23,1912.88,3583.17,2554.78,2309.31,2925.63,1631.49,3197.75,2335.4,1986.24,3543.97,3039.74,3585.44,2074.18,2829.53,3946.38,2803.19,2325.4,2719.63,2535.22,4344.38,2702.02,2529.93,3068.8,1913.39,3747.7,2874.93,2871.67,2155.48,2616.26,3292.77,2811.9,3468.36,3224.53,3042.54,3800.32,3975.29,3815.33,4132.71,4068.79,2838.88,3875.24,3236.19,3459.84,3425.31,3396.16,3773.05,3057.35,3144.26,3342.11,3063.4,2240.44,3828.66,2914.83,3676.83,3315.42,2074.88,4204.85,3341.83,3364.93,3530.95,4458.46
"fdoI",4308.99,5910.26,5422.12,3657.6,4797.25,5004.02,7910.2,5356.06,5217.85,4501.07,3703.49,6651.47,4741.47,5783.76,6277.91,5202.12,6708.95,5169.65,5710.81,5424.9,4755.46,5329.78,4260.24,6115.07,5274.36,4683.53,6744.13,6889.17,6440.88,4424.77,4862.81,7128.22,5186.27,5155.96,6194.77,4857.46,7389.54,5688.42,3803.09,6122.61,4990.5,7893.19,5548.57,6516.28,5420.71,5401.78,6690.65,7782.05,7039.85,6399.99,6870.24,6429.78,7629.7,6412.63,6472,7201.4,5412.55,7663.98,4792.14,6798.32,6395.7,6806.37,7274.75,6011.31,7598.87,7037.56,6453.85,4029.85,6593.25,6395.8,6630.24,5960.2,6558.5,6725.69,7398.7,7317.31,7378.42,6963.73
"fdoH",4926.88,6989.7,4658.08,3040.86,4619.09,4502.79,6032.6,2865.22,4444.61,3781.57,3555.41,5723.62,5342.19,4403.11,5630.83,4147.24,6551.09,4546.32,3436.32,5274.19,4407.28,4839.56,2408.7,4343.19,4608.79,3454.64,5696.4,6764.97,4448.66,4297.72,4455.64,7147.51,4557.67,4981.43,5402.51,3603.6,5534.41,4270.03,2660.85,5612.15,5503.03,7423.57,4761.56,5919.9,3942.39,4779.51,6266.52,6564.41,6924.72,5766.09,6367.36,5880.91,6616.54,5595.43,3884.86,6116.42,4843.43,5700.09,3600.99,5682.9,4246.35,4687.1,6406.87,6378.62,5911.56,5093.83,3990.39,2172.44,5068.88,4186.05,4635.92,3703.75,4652.1,4792.63,6096.59,5757.32,6347.23,4714.65
"fdoG",4812.39,6931.03,5047.32,1753.69,5802.55,5361.02,6342.82,3176.72,5731.14,4353.08,4243.12,7023.18,5454.03,5486.64,7288.04,5511.4,7617.73,5836.52,4466.59,7193.97,5198.41,5709.32,3108.16,5545.22,5880.22,4521.31,7658.29,8723.42,5659.33,5119.75,5667.19,9204.44,6299.86,6568.17,7005.58,4324.04,6918.97,6167.3,1615.36,6514.29,5967.01,9365.45,5902.21,7610.46,5006.61,5100.57,7599.22,7603.89,8366.91,7451.57,8218.13,7774.53,8067.55,7148.1,4406.16,6843.54,5106.07,6447.68,2371.93,7031.62,5780.58,6630.18,8197.97,7402.46,7037.99,6644.48,5514.41,1857.57,7581.03,4668.88,6112.45,4068.74,5834.84,6120.86,7494.58,7806.84,8125.8,6437.29
"fdhD",508.78,447.1,566.749,1011.76,567.267,533.188,473.121,722.134,805.181,781.657,592.124,374.53,496.152,509.102,417.107,390.96,434.589,1099.86,660.484,445.757,454.034,768.705,2189.53,637.802,648.369,558.627,497.4,522.954,468.571,864.289,468.681,545.181,679.15,569.497,509.841,539.702,482.525,637.052,559.836,530.162,517.697,467.509,695.612,450.03,861.308,323.749,456.916,538.312,394.801,641.519,510.426,615.211,532.683,557.685,731.95,733.721,463.368,468.724,865.771,588.606,626.23,611.677,453.094,569.449,569.581,568.154,906.99,830.517,591.159,700.167,628.243,662.551,528.286,770.531,531.454,560.811,636.172,642.297
"frvR",79.6235,87.7025,142.441,108.547,127.842,107.916,118.848,86.4739,189.131,162.664,230.413,48.5337,177.129,40.9333,63.1126,77.9653,55.9819,306.57,88.5238,61.1329,33.0608,285.747,421.593,85.0648,159.226,53.843,57.4777,118.232,55.7069,320.886,35.8384,53.2087,128.951,69.9109,85.2769,77.9734,55.3221,194.484,76.1875,50.5711,55.2132,22.1318,147.433,30.1075,117.609,67.6617,53.2331,62.3501,79.7185,87.1375,74.5089,98.6438,110.156,69.4942,86.4145,125.568,138.954,44.4619,126.298,110.331,43.1923,102.887,75.5101,68.2547,52.0095,65.2383,141.308,53.6632,42.7398,59.9221,106.117,32.2889,39.4422,84.9681,47.1705,79.0445,77.4881,77.5369
"frvX",200.948,154.86,302.186,158.745,209.351,220.672,175.349,160.658,328.553,264.393,406.386,131.881,259.177,144.286,117.289,231.191,131.014,461.237,125.352,120.47,180.487,302.802,761.163,139.053,227.652,120.928,130.42,237.285,165.769,449.563,137.408,100.113,235.426,131.31,97.7372,218.849,74.1876,330.393,155.026,151.493,116.894,95.5377,316.117,137.954,223.325,184.098,130.742,153.377,240.151,177.213,142.225,226.515,290.972,210.388,255.336,446.724,199.963,99.568,238.565,244.772,143.104,193.254,188.549,228.033,179.492,228.873,324.097,172.815,120.734,210.409,211.865,172.639,129.717,187.036,160.528,230.846,263.823,240.921
"frvB",51.0156,80.861,185.164,154.862,227.897,142.8,120.434,185.968,315.136,346.591,266.98,61.0151,164.144,98.7848,64.1932,68.6322,33.7766,500.058,95.5935,59.5159,41.7894,340.257,950.536,90.2499,163.056,81.3206,69.6367,84.3325,60.058,493.944,60.5936,60.3063,146.824,136.614,131.428,78.4688,70.7656,223.994,109.803,70.9683,64.1579,43.9438,222.104,65.0731,198.473,65.445,56.0587,53.6773,70.8643,128.941,81.8359,50.1652,142.741,68.6657,85.18,59.6415,146.043,30.3954,179.615,163.422,54.4831,121.194,94.3104,57.6008,80.5933,66.4204,227.685,127.308,21.4264,54.6376,88.7286,112.475,63.325,136.377,87.1284,44.4532,67.1147,83.1411
"frvA",4.61099,42.7058,142.881,52.4885,134.484,78.2347,83.5817,94.8913,259.017,245.433,176.232,16.0734,124.414,21.9118,23.2612,76.5514,14.0345,374.346,41.7403,24.4175,32.526,286.185,618.989,69.5581,186.903,1.49861,43.1922,49.0069,29.3635,359.655,3.34493,26.8772,148.183,31.1464,73.151,58.0032,35.6872,127.207,23.0038,3.86305,2.55392,39.8532,168.389,40.0801,143.406,14.8626,30.3222,22.8252,31.8506,88.1045,53.1711,21.6739,47.1204,21.2024,30.0471,38.8233,70.4165,3.5569,9.4038,79.2552,39.256,95.4253,25.7006,26.4845,29.1234,1.78288,111.675,76.201,16.9367,1.35463,71.9895,72.6559,26.1129,82.4005,29.4583,33.3066,25.3178,15.0114
"rhaD",47.5892,76.8514,90.8761,4.26843,138.605,64.8629,40.6358,25.9995,127.674,76.5041,166.854,50.113,148.343,57.946,35.7891,71.7987,54.8377,143.656,7.04878,56.8782,48.7123,145.297,178.921,48.7956,103.19,53.9754,58.2338,75.1851,40.7193,187.884,33.5753,47.2902,128.122,52.7219,63.1515,49.331,6.08388,96.2795,41.9093,8.32498,14.1212,23.5036,91.1522,9.42354,62.2641,39.3133,51.6885,30.2411,53.5903,85.0048,80.9093,51.9551,61.5506,56.1761,38.0595,89.5083,85.5059,10.7387,8.84337,77.5027,11.2643,72.2356,55.4203,45.3922,39.5795,17.5373,72.2754,16.7084,3.52078,15.173,30.9323,7.97468,77.9904,75.7009,47.7291,37.0273,56.8432,16.1521
"rhaA",45.198,83.8255,142.887,9.27138,195.043,107.371,105.289,174.629,318.904,234.158,267.515,12.6401,151.007,71.8053,65.9639,108.747,6.05516,525.173,44.3851,39.9005,43.1243,330.288,888.782,78.9306,188.786,66.3458,56.0826,70.0227,49.4572,374.016,54.1477,22.4581,133.487,98.0721,108.737,114.695,27.7385,210.268,13.75,32.4647,24.5597,49.6884,256.048,44.6643,175.941,20.5429,43.3462,41.8342,49.3006,131.171,84.4387,41.3744,99.865,64.4681,42.5377,72.4935,104.968,14.3958,19.1695,134.677,17.6263,104.797,32.388,35.713,47.0133,31.2669,233.485,37.5605,38.9432,19.1842,108.114,22.412,2.95366,150.791,64.9778,54.9929,50.016,74.4687
"rhaB",30.4361,104.797,193.084,7.02752,174.787,98.6896,121.154,71.1856,250.665,272.765,391.952,49.4139,199.101,33.9185,25.4814,68.1036,22.8212,338.861,67.4397,27.8204,37.782,284.987,683.204,14.4885,211.665,60.6402,42.9562,73.9278,58.3762,482.49,28.7852,37.61,208.086,69.0922,68.6202,65.9922,31.8056,207.94,59.8178,33.2109,37.4961,31.8561,197.87,17.0749,197.488,28.4443,25.8591,37.3513,47.4251,128.789,90.9117,62.7009,85.549,35.2183,45.653,74.2192,121.762,93.1547,7.92962,88.7398,28.6453,89.3321,48.1692,44.9701,39.412,43.0254,172.769,4.56935,4.4141,5.87392,97.369,47.2892,26.0904,112.029,1.6531,38.3767,29.6234,41.0069
